layer,ProjectNum,ProjectID,Name,BondAmount,AmountPaid,District,Category,Status,longitude,latitude
2017 Bond Program,1012749,PK17VB58,"Cummings Park - Parking lot (rear), renovate and expand",350000,13929,04,,Canceled/Reprogrammed,-96.7708425500661,32.6987956383498
2017 Bond Program,1012750,PK17VB59,Cummings Park - Walking loop trail - 6' wide - 1/4 mi. - new,150000,0,04,Hike and Bike Trails,Canceled/Reprogrammed,-96.7708425500661,32.6987956383498
2017 Bond Program,1012751,PK17VB60,Derek L. Geter (Scotland) Park - Park Furnishings Package,60000,0,04,,Complete,-96.7841228493811,32.7002659172437
2017 Bond Program,1012752,PK17VB61,Beckley-Saner Park renovate backstop softball fields,400000,0,04,,Complete,-96.8247533084996,32.7141406342033
2017 Bond Program,1012753,PK17VB62,West Trinity Heights Park - Develop master plan,40000,0,04,,Canceled/Reprogrammed,-96.8092963819222,32.7244539312128
2017 Bond Program,1012754,PK17VB63,Herndon Park - Playground expansion,150000,0,04,,Canceled/Reprogrammed,-96.8187270940412,32.7240183412429
2017 Bond Program,1012755,PK17VB64,Kiest Park - Memorial Tree Grove - Phase 1 Implementation,250000,0,04,,Canceled/Reprogrammed,-96.8528152320612,32.7100230837497
2017 Bond Program,1012756,PK17VB65,Devon Anderson Park - Replace playground equipment,100000,189525.4,05,,Complete,-96.7073948817931,32.7408320381512
2017 Bond Program,1012757,PK17VB66,Guard Dr. - Phase 2 Site Development,600000,569157.05,05,Community Parks,Complete,-96.7111637445125,32.7369935553332
2017 Bond Program,1012758,PK17VB67,Bitter Creek Park - Creek bank stabilization,273000,0,05,,On Hold,-96.6440903784576,32.7272020809351
2017 Bond Program,1012759,PK17VB68,"Bisbee Park - Parking lot, clearing/grubbing, and signage",150000,28848,05,,Complete,-96.7123572589638,32.7682593189932
2017 Bond Program,1012761,PK17VB70,"Holcomb Park - 6' wide walking loop trail, park furnishings,",400000,179058.46,05,Trails,Complete,-96.6723260776824,32.7311364516312
2017 Bond Program,1012762,PK17VB71,Pleasant Oaks Park - Connecting walkways and security lighti,150000,0,05,,Complete,-96.6720120571476,32.7516933044923
2017 Bond Program,1012763,PK17VB72,"Glover Park - Parking lot with lighting, land acquisition",127000,0,05,,Canceled/Reprogrammed,-96.7079111242765,32.764482328355
2017 Bond Program,1012764,PK17VB73,Brownwood - Erosion Control,400000,327917.94,06,,On Hold,-96.863060262735,32.8800410187586
2017 Bond Program,1012765,PK17VB74,Brownwood - Soccer Field,200000,24244.25,06,,On Hold,-96.863060262735,32.8800410187586
2017 Bond Program,1012766,PK17VB75,Overlake Park - Bleachers,50000,0,06,,Complete,-96.8723348781397,32.860043439104
2017 Bond Program,1012767,PK17VB76,Jaycee Zaragoza Park - Sprayground,1885000,1792726.1,06,Aquatics,Complete,-96.9074721772794,32.7802605436455
2017 Bond Program,1012768,PK17VB77,Nash Davis Park - Spraygound,2000000,1603553.22,06,Aquatics,Complete,-96.8548705819092,32.7879120346041
2017 Bond Program,1012769,PK17VB78,"Frances Rizo Park - Playground replacement, ADA drinking fou",250000,13925,06,Neighborhood Park Facilities,Under Design,-96.9063669928102,32.771043221637
2017 Bond Program,1012770,PK17VB79,Stafford Park - Playground and park furnishings,220000,14500,06,Playground Improvement,Under Design,-96.8395621861832,32.7707563401116
2017 Bond Program,1012771,PK17VB80,Hattie R. Moore Park - Master Plan and Phase 1 Implementatio,350000,36166.8,06,,Under Design,-96.8387924832269,32.7802974295357
2017 Bond Program,1012772,PK17VB81,Nash Davis Park - Master Plan,40000,33500,06,Master Plan,Complete,-96.8548705819092,32.7879120346041
2017 Bond Program,1012773,PK17VB82,Arcadia Park - Add lighting at outdoor basketball gym,30000,0,06,,Complete,-96.9124502194864,32.7430094519328
2017 Bond Program,1012774,PK17VB83,Bachman Lake Park - Regional Family Aquatic Center - Phase 1,3500000,3833029.73,06,Aquatics,Complete,-96.8661746865703,32.8538837306003
2017 Bond Program,1012775,PK17VB84,Pueblo Park - Park furnishings package and drinking fountain,40000,0,06,,Canceled/Reprogrammed,-96.8324428328552,32.7807909020012
2017 Bond Program,1012776,PK17VB85,Tipton Park - Picnic pavilion and water fountain,300000,342262,06,,Complete,-96.879213343216,32.7878310551773
2017 Bond Program,1012777,PK17VB86,Bishop Flores Park - connecting walkway to neighborhood,775000,0,06,,Remaining To Be Awarded,-96.9112966870687,32.769354832847
2017 Bond Program,1012778,PK17VB87,"Eladio Martinez Park-furnishings,fencing,drinking fountain",60000,0,06,,Complete,-96.9143885142522,32.7749608215878
2017 Bond Program,1012779,PK17VB88,Everglade Park - Exercise stations at loop trail,150000,83919.04,07,Hike and Bike Trails,Complete,-96.6989908390659,32.7869969822583
2017 Bond Program,1012780,PK17VB89,J. J. Craft Park - Historic Bench Restoration,10000,0,07,,Complete,-96.7406978573262,32.7730340984547
2017 Bond Program,1012781,PK17VB90,Martin Luther King Jr. Park - Playground replacement,250000,204600.84,07,Playgrounds,Complete,-96.7657184318952,32.7690944778112
2017 Bond Program,1012782,PK17VB92,Hillview Park - Renovate Basketball Court,17000,0,07,,Canceled/Reprogrammed,-96.6757283157387,32.8102036093202
2017 Bond Program,1012783,PK17VB91,Ferguson Park - Portable Toilet Enclosure,70000,0,07,,Canceled/Reprogrammed,-96.6819651527122,32.8164555745283
2017 Bond Program,1012784,PK17VB93,Hillview Park - Park Furnishings Package,60000,0,07,,Canceled/Reprogrammed,-96.6757283157387,32.8102036093202
2017 Bond Program,1012785,PK17VB94,Hillview Park - Park ID Sign,6500,0,07,,Complete,-96.6757283157387,32.8102036093202
2017 Bond Program,1012786,PK17VB95,Hillview Park - Creek Erosion Control and Drainage Near Play,403345,27385.16,07,,Canceled/Reprogrammed,-96.6757283157387,32.8102036093202
2017 Bond Program,1012787,PK17VB96,Hillview Park - Pavilion,175000,12914.84,07,,Canceled/Reprogrammed,-96.6757283157387,32.8102036093202
2017 Bond Program,1012788,PK17VB97,Juanita J. Craft Park - ADA Drinking Fountain,11000,0,07,,Complete,-96.7406978573262,32.7730340984547
2017 Bond Program,1012789,PK17VB98,Jr. Park -Recreation Center - Gym. Floor Cover,12155,0,07,Recreation Facilities,Complete,-96.7657184318952,32.7690944778112
2017 Bond Program,1012790,PK17VB99,Parkdale Park - ADA Drinking Fountain,5500,0,07,,Complete,-96.7155452158104,32.7755005281956
2017 Bond Program,1012791,PK17VK01,Parkdale Park - Portable Facility Enclosure,70000,0,07,,Complete,-96.7155452158104,32.7755005281956
2017 Bond Program,1012792,PK17VK02,"Sand Springs Park - ADA Drinking Fountain, Park Furnishings Package, Park ID Sign",42000,0,07,,Complete,-96.6461558588517,32.7563493625291
2017 Bond Program,1012793,PK17VK03,"Wahoo Park - Basketball - Full Court, New",80000,0,07,,Canceled/Reprogrammed,-96.7361560004314,32.773725044744
2017 Bond Program,1012794,PK17VK04,Wahoo Park - ADA Drinking Fountain,5500,0,07,,Canceled/Reprogrammed,-96.7361560004314,32.773725044744
2017 Bond Program,1012795,PK17VK05,"Wheatley Park - ADA Drinking Fountain, Park Furnishings Pkg",40000,0,07,,Complete,-96.7591592125056,32.764904721772
2017 Bond Program,1012796,PK17VK06,Wheatly Park - Replace Sidewalk Segment,30000,25910.76,07,,Complete,-96.7591592125056,32.764904721772
2017 Bond Program,1012797,PK17VK07,Willie Mae Butler Park - Convert Tennis Court to Basketball,42000,0,07,,Canceled/Reprogrammed,-96.7364005845744,32.7612441384034
2017 Bond Program,1012798,PK17VK08,Willie Mae Butler Park - ADA Drinking Fountain and Park Furnishings Package,60000,8000,07,,Canceled/Reprogrammed,-96.7364005845744,32.7612441384034
2017 Bond Program,1012799,PK17VK09,Willie Mae Butler Park - Portable Facility Enclosure,60000,0,07,,Canceled/Reprogrammed,-96.7364005845744,32.7612441384034
2017 Bond Program,1012800,PK17VK10,Willoughby Park - Playground Replacement,200000,200426.4,08,,Complete,-96.8278533205325,32.6399102199416
2017 Bond Program,1012801,PK17VK11,Danieldale Park - Playground replacement (at end of life),220000,222265.05,08,Playgrounds,Complete,-96.8307991098581,32.6460283722806
2017 Bond Program,1012802,PK17VK12,Singing Hills (New) Site Development,200000,196552,08,,Complete,-96.7932532346133,32.6703253512016
2017 Bond Program,1012803,PK17VK13,Singing Hills Replacement Recreation Center - Addition,2000000,494127.73,08,,Complete,-96.7932532346133,32.6703253512016
2017 Bond Program,1012804,PK17VK14,Kleberg-Rylie Park - Sprayground,1480000,1382709.73,08,,Complete,-96.6029057299695,32.6856903325172
2017 Bond Program,1012805,PK17VK15,Add Discretionary Funding (Singing Hills R.C.) (Amendment -,1000000,0,08,,Complete,-96.7932532346133,32.6703253512016
2017 Bond Program,1012806,PK17VK16,White Rock Hills Park -Neighborhood Park Site Dev Phase 2,200000,100267.94,09,Recreation Facilities,Complete,-96.7140117410907,32.8029742007506
2017 Bond Program,1012807,PK17VK17,Casa Linda Park - Picnic Pavilion,425000,300969.47,09,,Complete,-96.6985465026442,32.8205188857902
2017 Bond Program,1012808,PK17VK18,Casa Linda Park - Basketball,35000,15852.32,09,,Complete,-96.6985465026442,32.8205188857902
2017 Bond Program,1012809,PK17VK19,Casa view Park - Walking Trail,400000,0,09,,Complete,-96.6748341560195,32.8468259914693
2017 Bond Program,1012810,PK17VK20,Cotillion Park - Player Bench Enclosure,13718,0,09,,Complete,-96.6552864446728,32.8446572828932
2017 Bond Program,1012811,PK17VK21,Cotillion Park - Security Lighting,60775,0,09,,Complete,-96.6552864446728,32.8446572828932
2017 Bond Program,1012812,PK17VK22,Dixon Branch Greenbelt - Park Furnishings,65507,156189.91,09,,Complete,-96.7030243194328,32.8480333944171
2017 Bond Program,1012813,PK17VK23,Lakewood Park - Basketball Renovate,80000,0,09,,Complete,-96.7357109208045,32.8315751475177
2017 Bond Program,1012814,PK17VK24,Lakewood Park - Pedestrian Bridge and ADA Parking,250000,109180,09,,On Hold,-96.7357109208045,32.8315751475177
2017 Bond Program,1012815,PK17VK25,Lakewood Park - Park Furnishing and drinking fountain,85000,0,09,,Complete,-96.7357109208045,32.8315751475177
2017 Bond Program,1012817,PK17VK27,Lochwood Park - Field grading and irrigation,120000,4728,09,,Complete,-96.6916246492301,32.8562747212986
2017 Bond Program,1012818,PK17VK28,"Lochwood Park - Park furnishings package, including ADA drin",45000,46462.44,09,,Complete,-96.6916246492301,32.8562747212986
2017 Bond Program,1012819,PK17VK29,Harry Stone Park - Neighborhood Family Aquatic Center,6200000,5463861.93,02,Aquatics,Complete,-96.6737837608478,32.8270161167658
2017 Bond Program,1012820,PK17VK30,"Friendship Park - Security lights, loop trail, exer stations",467000,519969.2,10,Recreation Facilities,In Service,-96.7072455018596,32.9191337387698
2017 Bond Program,1012821,PK17VK32,Flag Pole Hill Pavilion - Historic Restoration,200000,199658.7,10,,Complete,-96.7231243645031,32.8623848074053
2017 Bond Program,1012822,PK17VK31,Hamilton Park - Parking lot expansion at Recreation Center,223000,193340.98,10,,Complete,-96.7638811425516,32.9175537273341
2017 Bond Program,1012823,PK17VK33,"McCree Park-Prtble fclty enclsr,park furnis,pkng lot lightng",200000,0,10,,Complete,-96.6994058068933,32.8704338517018
2017 Bond Program,1012824,PK17VK34,R P Brooks Park - Loop Walking Trail,300000,0,10,Hike and Bike Trails,Remaining To Be Awarded,-96.7401506802268,32.8704870721486
2017 Bond Program,1012825,PK17VK35,Timberleaf Park - Playground new,260000,0,10,,On Hold,-96.7322583101048,32.9060528286426
2017 Bond Program,1012826,PK17VK36,Flag Pole Hill Park - Phase 1 Master Plan Implementation (Supplemental funding),1100000,954602.44,10,Hike and Bike Trails,Complete,-96.7231243645031,32.8623848074053
2017 Bond Program,1012828,PK17VK38,Lake Highland North Park - Site Developments / Recreation Center Improvements,400000,38960.32,10,Site Development,Canceled/Reprogrammed,-96.7278621945032,32.8851029157202
2017 Bond Program,1012829,PK17VK39,B. B. Owen Park - Site Development,250000,172606.75,10,,Complete,-96.6986884988686,32.8803222347843
2017 Bond Program,1012832,PK17VK42,Friendship Park - Site Development (Supplemental funding),133000,0,10,Site Development,Complete,-96.7072455018596,32.9191337387698
2017 Bond Program,1012835,PK17VK45,Anderson Bonner - Creek bank stabilization,500000,981652,11,Erosion Control,In Service,-96.7778866712332,32.9178441731704
2017 Bond Program,1012836,PK17VK46,Anderson Bonner - Playground - New,220000,167988.86,11,,Under Construction,-96.7778866712332,32.9178441731704
2017 Bond Program,1012837,PK17VK47,"Anderson Bonner - Renovate Soccer Field #3 w/ lights, blchrs",500000,0,11,,Canceled/Reprogrammed,-96.7778866712332,32.9178441731704
2017 Bond Program,1012838,PK17VK48,"Churchill Recreation Center - Major Maintenance, HVAC",250000,116094,11,,Complete,-96.7834620655641,32.9177112510444
2017 Bond Program,1012839,PK17VK50,Fretz Park - Expand Parking Lot for Aquatic Center,400000,44804.79,11,Site Development,Complete,-96.7817512071969,32.9489855292236
2017 Bond Program,1012840,PK17VK49,Cottonwood Park - Playground - Add Equipment,150000,0,11,,On Hold,-96.7584060705672,32.9354928562614
2017 Bond Program,1012841,PK17VK51,Fretz Park - Playground,250000,25195.21,11,Playgrounds,Complete,-96.7817512071969,32.9489855292236
2017 Bond Program,1012842,PK17VK52,Fretz Park Recreation Center - Acoustical Treatment - Multi-,95000,62991,11,Recreation Center,Complete,-96.7817512071969,32.9489855292236
2017 Bond Program,1012843,PK17VK53,Kiowa Parkway - Pedestrian Bridge,350000,516678.48,11,,Complete,-96.7978590866419,32.9535559323262
2017 Bond Program,1012847,PK17VK57,Wagging Tail Dog Park - Add new parking area - South,400000,315744.06,11,,Complete,-96.8081178766519,32.9705352743388
2017 Bond Program,1012848,PK17VK59,Forston Park - Develop new park with park furnishings,220000,0,12,,Canceled/Reprogrammed,-96.7937955365591,33.0056347817783
2017 Bond Program,1012849,PK17VK58,"Moss Glen Park - Phase 2 Site, Including Playground",800000,477055.53,12,,Complete,-96.8024804160282,33.0117283786374
2017 Bond Program,1012850,PK17VK60,Shadybank Park Shadybank & Coolglen Dr.-Trl Conn- Kiowas Brc,700000,363464.29,11,,Complete,-96.7919321790445,32.9709049331847
2017 Bond Program,1012851,PK17VK62,Timberglen Park - Softball outfield fence,150000,0,12,,Complete,-96.8470909485044,33.0035562883027
2017 Bond Program,1012852,PK17VK61,Campbell Green Park - Site Improvements,900000,660232.58,12,,Complete,-96.7871643842111,32.9775168447114
2017 Bond Program,1012854,PK17VK64,Bentwood Park - tennis - add player benches; park furnishing,50000,0,12,,Complete,-96.80284296484,33.0041693527551
2017 Bond Program,1012855,PK17VK65,Frankford Park - park furnishings package,32000,0,12,,Complete,-96.7848469101041,33.000502551649
2017 Bond Program,1012856,PK17VK66,Timberglen Park - sprayground,2000000,1599320.59,12,Aquatics,Complete,-96.8470909485044,33.0035562883027
2017 Bond Program,1012857,PK17VK67,"Timberglen Park - pavilion, new",450000,0,12,,Canceled/Reprogrammed,-96.8470909485044,33.0035562883027
2017 Bond Program,1012859,PK17VK69,Twin Lakes Park - park furnishings package,50000,38869.81,12,,Complete,-96.8392071680655,32.6718649206536
2017 Bond Program,1012860,PK17VK70,Moss Glen Park - Supplemental Funding - Pond Impr Site Dev,600000,0,12,,Canceled/Reprogrammed,-96.8024804160282,33.0117283786374
2017 Bond Program,1012861,PK17VK71,"Barry Barker Park - pavilion, park furnishings, ADA drinkin",650000,0,12,,Canceled/Reprogrammed,-96.8504058900559,32.9939230352805
2017 Bond Program,1012862,PK17VK72,"Preston Green Park - park furnishings, ADA drinking fountain",100000,58082.78,12,,Remaining To Be Awarded,-96.7870594066964,32.9858509833086
2017 Bond Program,1012863,PK17VK73,"Rose Haggar Park - walking loop trail, park furnishings",400000,119227.35,12,,Complete,-96.8047795622217,32.9966915532641
2017 Bond Program,1012864,PK17VK74,Glen Meadow - Playground replacement,220000,210726.2,13,,Complete,-96.8456978916879,32.9112838873397
2017 Bond Program,1012865,PK17VK75,Marcus Park - Playground replacement,200000,198403.78,13,,Complete,-96.8787647627878,32.9060212013335
2017 Bond Program,1012866,PK17VK76,"Jamestown Park - Playground equip - swingset,park furnishing",200000,0,13,,In Service,-96.8078473819382,32.9194792761697
2017 Bond Program,1012867,PK17VK77,Walnut Hill Park - Basketball - Renovate existing & add new,160000,0,13,,Canceled/Reprogrammed,-96.8396067141614,32.8813043297477
2017 Bond Program,1012868,PK17VK78,Walnut Hill Park-Repl softball bkstop & blchers on exist pad,230000,0,13,,Canceled/Reprogrammed,-96.8396067141614,32.8813043297477
2017 Bond Program,1012869,PK17VK79,"Bluffview Park - Playground Expansion, Shade Structure Site",350000,303315.24,13,,Complete,-96.8302365550529,32.8558344960352
2017 Bond Program,1012870,PK17VK80,Vickery Meadows Park / Playground at Library Site,240000,211904.71,13,,Complete,-96.7621297858799,32.8716846374356
2017 Bond Program,1012871,PK17VK81,Lindsley Park -Sidewalk Ext. Shadyside Ln. -Lindsley Dr.,195000,179961.28,14,,Complete,-96.7383079417002,32.8088689630739
2017 Bond Program,1012872,PK17VK82,Lindsley Park - Playground Replacement,220000,190435.23,14,,Complete,-96.7383079417002,32.8088689630739
2017 Bond Program,1012873,PK17VK83,Turtle Creek Park (formerly Oak Lawn Park/ Robert E. Lee Park (Arlington Hall)) - Renovate historic WPA rest rooms,200000,180339.83,14,Neighborhood Park Facilities,Complete,-96.8039991895651,32.8086452932199
2017 Bond Program,1012874,PK17VK84,Tietze Park - Add ADA parking and site improvements,100000,0,14,Parking,Complete,-96.7608174812941,32.8234431465166
2017 Bond Program,1012875,PK17VK85,Tietze Park - Add Shade Structure at Playground,100000,38645.21,14,,Complete,-96.7608174812941,32.8234431465166
2017 Bond Program,1012876,PK17VK86,Munger Park - Add shade structure at playground VK86,100000,60391.11,14,,Complete,-96.7637976920877,32.8028058926024
2017 Bond Program,1012877,PK17VK87,VK87_Craddock Park - playground expansion,200000,111396,14,Playground Improvement,Complete,-96.8160671441984,32.8193213438116
2017 Bond Program,1012878,PK17VK88,Junius Gateway - Park furnishings,15000,0,14,,Complete,-96.7637976920877,32.8028058926024
2017 Bond Program,1012879,PK17VK89,Randall (Willis Winters)Park - Historic Pavilion Restoration,250000,0,14,Neighborhood Park Facilities,Complete,-96.7513404164989,32.8038645741564
2017 Bond Program,1012880,PK17VK90,Central Square - playground replacement,220000,84317.93,14,Site Development,Complete,-96.7843204063835,32.7890681335777
2017 Bond Program,1012881,PK17VC01,FP Hall of State,14410000,13962555.71,99,Fair Park,In Service,-96.7611472813211,32.7807703597525
2017 Bond Program,1012882,PK17VC02,FP MUSIC HALL,4300000,3835196.55,99,Fair Park,In Service,-96.7658557895311,32.7803902169776
2017 Bond Program,1012883,PK17VC03,African American Museum,2000000,2626361.56,99,Fair Park,Complete,-96.7644461777074,32.7790696177685
2017 Bond Program,1012884,PK17VC04,Texas Discovery Gardens,300000,243237,99,Fair Park,In Service,-96.7601606572165,32.7757642500167
2017 Bond Program,1012885,PK17VC05,Food and Fiber Building,1500000,340663.57,99,Fair Park,Under Design,-96.7596979802213,32.7816132587163
2017 Bond Program,1012886,PK17VC06,Coliseum,9500000,7559325.49,99,Fair Park,In Service,-96.7572570541684,32.7791987369291
2017 Bond Program,1012887,PK17VC07,Tower Building,3500000,3559838.46,99,Fair Park,Complete,-96.7612494174456,32.7794577356829
2017 Bond Program,1012888,PK17VC08,Centennial Building,4400000,6396506.61,99,Fair Park,Complete,-96.7634039734076,32.7822461189108
2017 Bond Program,1012889,PK17VC09,Pan American Complex,3480000,0,99,Fair Park,Under Design,-96.7582323523219,32.7810424499531
2017 Bond Program,1012890,PK17VC11,Aquarium Annex,600000,535737.75,99,Fair Park,In Service,-96.7602621552466,32.7769830109532
2017 Bond Program,1012891,PK17VC10,Science Place 1 (Phase 1),5110000,1756288,99,Fair Park,Under Design,-96.7623386374671,32.7771419281585
2017 Bond Program,1012892,PK17VC12,Magnolia Lounge,900000,506221.57,07,Fair Park,Under Design,-96.7637761822441,32.77935290704
2017 Bond Program,1012895,TW17VD03,"Putting Green 6521,6629,6637,6729",800000,108908.1,03,Erosion Control,Complete,-96.8428947170234,32.667608781881
2017 Bond Program,1012897,TW17VD04,Kiesthill Drive 3335,300000,40213.08,03,Erosion Control,Complete,-96.8795593596644,32.7034847395147
2017 Bond Program,1012898,TW17VD06,Pentagon Parkway W.1122,480000,46053.17,04,Erosion Control,Complete,-96.8409210238081,32.6950314566309
2017 Bond Program,1012899,TW17VD07,Urban 3100  Private Erosion Control,250000,164331.5,05,Flood Management,Complete,-96.6954986311476,32.7642319013663
2017 Bond Program,1012900,TW17VD08,Parkdale Bridge @ Whiterock Creek Tributary,97000,0,07,Erosion Control,Canceled/Reprogrammed,-96.7210663958864,32.7758379854259
2017 Bond Program,1012901,TW17VD09,Oak Creek Circle 3504 & 3508 RL Voluntary Purchase,170000,177684.54,05,Flood Management,Complete,-96.6937182614276,32.7680377644552
2017 Bond Program,1012945,TW17VD53,Rexford Drive @ Shorecrest Drive,168000,363361.85,13,Storm Drainage,Complete,-96.8487612996722,32.8589486056142
2017 Bond Program,1013015,TW17VD05,Talbot Parkway 6760,365000,45820.15,03,Erosion Control,Complete,-96.8532652743197,32.6649235776656
2017 Bond Program,1013017,TW17VD11,"El Cerrito Storm Drainage, 2470",200000,416987.4,07,Storm Drainage,Under Construction,-96.7059813787771,32.8002555855054
2017 Bond Program,1013038,TW17VD78,Hughes Lane @ Kalani Place,800000,1216403.1,11,Storm Drainage,Complete,-96.7980559180048,32.9365597992629
2017 Bond Program,1013040,TW17VD79,"Tree Shadow Trail, 5910",914000,0,12,Storm Drainage,Awarded for Construction,-96.8070162242234,33.0041365671255
2017 Bond Program,1013042,TW17VD82,Country Brook Pond Improvements is Hall Branch,110000,18300.5,12,Storm Drainage,Complete,-96.8354164882344,33.0001147300894
2017 Bond Program,1013052,TW17VD19,Oates Drive 1407,190000,348481.35,09,Erosion Control,Complete,-96.6915846496198,32.8205944496346
2017 Bond Program,1013053,TW17VD22,"Riverhill Drive, 17418",188000,225152.9,12,Erosion Control,Complete,-96.8249991084943,32.9899892559023
2017 Bond Program,1013054,TW17VD27,"Betty Jane, 10225",197000,400450.35,13,Erosion Control,In Service,-96.8546411249497,32.8856718732655
2017 Bond Program,1013055,TW17VD23,"Brushy Creek Trail, 5719",315000,385421.6,12,Erosion Control,Complete,-96.8108207497577,33.0084315990087
2017 Bond Program,1013056,TW17VD24,"Claren Court 7106, 7110, 7114",173000,234599.92,12,Erosion Control,Complete,-96.7797883075958,32.9916282360642
2017 Bond Program,1013057,TW17VD20,"Brittania Way, 8470-8506, Erosion Control Pilot",270000,836242,10,Erosion Control,Complete,-96.7251093558619,32.8959063333639
2017 Bond Program,1013058,TW17VD21,Stedman Cir 17309 & 17315,300000,38032.35,12,Erosion Control,In Service,-96.7961793783469,32.9879010822144
2017 Bond Program,1013059,TW17VD25,"Nedra Way, 15821, 15827",145000,185989.7,12,Erosion Control,Complete,-96.7940829032804,32.9655022318351
2017 Bond Program,1013060,TW17VD26,"Baymar Lane, 6201",200000,179111.98,12,Erosion Control,Complete,-96.7976902762753,32.9902918488463
2017 Bond Program,1013062,TW17VD81,Meandering Way 16209,74000,144955.34,12,Storm Drainage,Awarded for Construction,-96.7784935355449,32.9734732637467
2017 Bond Program,1013065,TW17VD28,Joe's Creek - TXU ROW and 3900 Block Vinecrest,350000,249328.2,13,Erosion Control,Complete,-96.8488891108663,32.8999283536859
2017 Bond Program,1013066,TW17VD30,Lake Cliff at Colorado - H&H Study,59000,39785,01,Storm Drainage,Complete,-96.8177558461835,32.7587278724259
2017 Bond Program,1013067,TW17VD31,Kidd Springs - H&H Study,89000,82529.75,01,Storm Drainage,Complete,-96.8341767184081,32.7541325367801
2017 Bond Program,1013068,TW17VD32,Wynnewood Village Drainage Improvements,1727000,988723.45,01,Storm Drainage,Complete,-96.8330787740455,32.7214120897078
2017 Bond Program,1013069,TW17VD33,Chalkhill Branch - I30/Loop 12 iInterchange,780000,53062.58,06,Storm Drainage,On Hold,-96.9107000974331,32.7647427590646
2017 Bond Program,1013070,TW17VD34,Hampton Gate,500000,0,99,Storm Drainage,Canceled/Reprogrammed,-96.856810381048,32.7934539725721
2017 Bond Program,1013071,TW17VD38,Gifford-Roanoke Area Relief System - Phase II/Brookhollow Br,1640000,62359.86,02,Storm Drainage,Under Design,-96.860400483466,32.8345529929422
2017 Bond Program,1013073,TW17VD54,Kings Branch Culvert @ Georgia,200000,423341.11,04,Storm Drainage,In Service,-96.809272366584,32.7250125185539
2017 Bond Program,1013074,TW17VD56,Kings Branch Culvert @ Edgemont,173000,520010.48,04,Storm Drainage,In Service,-96.8088464202287,32.7295330943923
2017 Bond Program,1013076,TW17VD48,"Lively Lane, 3808",80000,12321.1,06,Storm Drainage,Canceled/Reprogrammed,-96.8513620519334,32.8745763399467
2017 Bond Program,1013077,TW17VD60,Kings Branch Culvert @ Denley,480000,70419.46,04,Storm Drainage,Awarded for Construction,-96.8055033374759,32.7329872681459
2017 Bond Program,1013078,TW17VD61,Kings Branch @ Genoa,260000,904281.81,04,Storm Drainage,Awarded for Construction,-96.8073652479512,32.7314029370102
2017 Bond Program,1013079,TW17VD46,Turtle Creek - Trib 1 Culvert,250000,0,02,Storm Drainage,Complete,-96.7999245202455,32.8197256887636
2017 Bond Program,1013080,TW17VD35,Hearne @ Commerce,246000,589412.81,06,Storm Drainage,In Service,-96.8502883981847,32.7726790873303
2017 Bond Program,1013082,TW17VD37,Fort Worth Avenue @ Vilbig,200000,152025,06,Storm Drainage,In Service,-96.8479524128889,32.7653570099889
2017 Bond Program,1013083,TW17VD40,"Munger, 1300, 1301",80000,77358.18,"02,14",Storm Drainage,Under Construction,-96.7694117829633,32.8060100660825
2017 Bond Program,1013084,TW17VD49,Teakwood Elmridge Drainage Relief,650000,876186.25,11,Storm Drainage,Under Construction,-96.7845227989672,32.9349275524515
2017 Bond Program,1013085,TW17VD50,"Royal Lane, 7012",1050000,1614976.45,11,Storm Drainage,Complete,-96.7849863605896,32.8947420988159
2017 Bond Program,1013087,TW17VD52,"Royal Lane, 3162 (RL Area 7)",220000,27700.46,13,Storm Drainage,Awarded for Construction,-96.8723962184121,32.8947053861831
2017 Bond Program,1013088,TW17VD41,Sorcey Road @ White Ash,65000,258843.78,03,Storm Drainage,Complete,-96.9491856406238,32.6327660411981
2017 Bond Program,1013089,TW17VD42,"Alderson, 3700",1188000,190000,14,Storm Drainage,Under Design,-96.7550396372943,32.831519622543
2017 Bond Program,1013090,TW17VD66,Prairie Oak Drive 9321 (RL Area 33),425000,961515.81,05,Storm Drainage,Awarded for Construction,-96.6604656366522,32.7157999511861
2017 Bond Program,1013091,TW17VD57,Kings Branch Culvert @ Woodin,212000,32606.93,04,Storm Drainage,Awarded for Construction,-96.8088403553988,32.7227366244732
2017 Bond Program,1013092,TW17VD43,"Homer Street, 3215",141000,1164029.15,14,Storm Drainage,Complete,-96.7823399683178,32.8270202478836
2017 Bond Program,1013093,TW17VD58,Kings Branch Culvert @ Stella,190000,863271.7,04,Storm Drainage,Under Construction,-96.8091063906211,32.7277420802196
2017 Bond Program,1013096,TW17VD68,"Highland Road, 2447",195000,476232.38,05,Erosion Control,Awarded for Construction,-96.7097682228509,32.7990366439928
2017 Bond Program,1013097,TW17VD59,Kings Branch Culvert @ Louisiana,370000,38702.44,04,Storm Drainage,Awarded for Construction,-96.8090210288174,32.7239227255458
2017 Bond Program,1013099,TW17VD69,Loganwood 3602,256000,1366501.88,05,Storm Drainage,Awarded for Construction,-96.6918966582085,32.7691724176527
2017 Bond Program,1013100,TW17VD70,Prairie Creek Channel & Bridge Improvement @ 175,1217000,72130.74,05,Storm Drainage,Canceled/Reprogrammed,-96.6695741363374,32.7056030455359
