layer,ProjectNum,ProjectID,Name,BondAmount,AmountPaid,District,Category,Status,longitude,latitude
Active Bond Program,1016596,PK17VK93,Park at Heritage Village,0,683385.59,02,Neighborhood Park Facilities,Under Design,-96.7886006222657,32.7731637489438
Active Bond Program,1016597,PK17VK94,Cadillac Heights Park,0,1169208.1,04,Community Parks,Under Construction,-96.7876855021047,32.742066440951
Active Bond Program,1016844,EC17VI32,5580 Peterson Lane Future Park Site Project,0,0,11,,Under Construction,-96.8122789999695,32.9298678137621
Active Bond Program,1017516,EC17VI25,Hensley Field Project-CD3,0,705112.91,03,,Under Design,-96.9626056076178,32.7439254592874
Active Bond Program,1017518,EC17VI30,Redev of Shopping Ctr at 3035 N.Buckner Blvd-CD07,0,650000,07,,Under Construction,-96.6843090042666,32.8079452317747
Active Bond Program,1018178,HO17VI35,Fleetwood St. at Schull St. and S. Harris,0,0,,,Under Construction,-96.7512265166019,32.7810297387022
Active Bond Program,1018386,PK17W935,Lakeland Hills Dog Park,0,38700.72,07,,Under Construction,-96.6966478155283,32.8038608222678
Active Bond Program,1018398,PK17W938,Forest Audelia Park and Site Development,0,328026.86,10,,Under Design,-96.7199233657164,32.9101983893497
Active Bond Program,1019907,MG24YD02,Kleberg-Rylie Library,262000,63564.91,08,Library Facilities,Under Construction,-96.6010057478791,32.6864729513547
Active Bond Program,1019908,MG24YD03,Lakewood Library,262000,64768.24,14,Design and Construction,Under Construction,-96.753343721441,32.810389697576
Active Bond Program,1019909,MG24YD04,Martin Luther King Jr. Library Building C,262000,117323.19,07,Library Facilities,Under Construction,-96.7660525380658,32.770542283411
Active Bond Program,1019910,MG24YD05,Mountain Creek Library,262000,88007.82,03,Library Facilities,Awarded for Design,-96.9660704396755,32.6505411170726
Active Bond Program,1019912,MG24YD07,Oak Lawn Library,262000,117059.79,14,Library Facilities,Under Construction,-96.812396999975,32.8123806910044
Active Bond Program,1019915,MG24YD10,Renner Frankford Library,262000,103414.89,12,Library Facilities,Awarded for Design,-96.7946732394053,32.9977517035618
Active Bond Program,1019925,OH24YI08,Electrical upgrades and generator addition at The Bridge,1800000,0,02,Homeless Assistance Facilities,Awarded for Design,-96.7921865934653,32.7757456428145
Active Bond Program,1019949,MG24YF63,Dallas Police Training Academy Facility,50000000,369979.5,99,Police Facilities,Under Design,-96.7927345162612,32.661683714616
Active Bond Program,1019967,MG24YE05,Dallas Museum of Art,20014619,0,14,Cultural Arts Facilities,Under Design,-96.800459273621,32.7874988637439
Active Bond Program,1019971,MG24YE09,Meyerson Symphony Center,7318996,0,14,Cultural Arts Facilities,Under Design,-96.7986720090561,32.789897298148
Active Bond Program,1019973,MG24YE11,Oak Cliff Cultural Center,450000,67282.67,01,Cultural Arts Facilities,Awarded for Design,-96.8257896562708,32.743357678632
Active Bond Program,1020003,SD24YC01,11th E 1615,442750,6764,04,Erosion Control,Under Design,-96.7988345054045,32.7471121587637
Active Bond Program,1020005,SD24YC03,"Claremont 8017, 8023, and 8030",543375,402.31,07,Erosion Control,Under Design,-96.7096671114071,32.7994423564437
Active Bond Program,1020006,SD24YC04,Coombs Creek Dr 637,261625,55007.85,01,Erosion Control,Under Design,-96.8772056598079,32.7391839309934
Active Bond Program,1020007,SD24YC05,Davenport Road 17911,483000,0,12,Erosion Control,Under Design,-96.7939380125806,32.9945203397314
Active Bond Program,1020008,SD24YC06,El Cerrito 2490 & Hunnicut 8181,805000,459.79,07,Erosion Control,Under Design,-96.7050270429145,32.7997230542274
Active Bond Program,1020009,SD24YC07,Forston Ave 18503,181125,38622.9,12,Erosion Control,Under Design,-96.7943882728286,33.0028040577379
Active Bond Program,1020010,SD24YC08,Glencairn 460,281750,31392.5,08,Erosion Control,Under Design,-96.8288678197761,32.6553487970967
Active Bond Program,1020011,SD24YC09,Hampton N 635,241500,21101,01,Erosion Control,Under Design,-96.8570899487755,32.7507992577835
Active Bond Program,1020012,SD24YC10,Hillcrest Rd 13059,885500,0,11,Erosion Control,Under Design,-96.7862509615941,32.9267391077678
Active Bond Program,1020013,SD24YC11,Jefferson W 2909,281750,51712,01,Erosion Control,Under Design,-96.8685072598632,32.7452386657172
Active Bond Program,1020014,SD24YC12,Kiest Valley Parkway @ Kiest Knoll Outfall Protection,264500,13292,03,Erosion Control,Under Design,-96.8817012113821,32.7083158717744
Active Bond Program,1020015,SD24YC13,Nutwood Cir. 6402,201250,39962.9,12,Erosion Control,Under Design,-96.7958074738128,32.9903766484526
Active Bond Program,1020016,SD24YC14,Outfall at Compton 1203/1205,483000,15027,04,Erosion Control,Under Design,-96.8068585791815,32.7426702257838
Active Bond Program,1020017,SD24YC15,Ravinia S. 3338,503125,2318,03,Erosion Control,Under Design,-96.869752430765,32.7020643053475
Active Bond Program,1020018,SD24YC16,Sheldon Ave 3303 (Fire Station 26),805000,78244.24,01,Erosion Control,Under Design,-96.8748327281616,32.7448318891464
Active Bond Program,1020020,SD24YC18,Wixom Lane 835,201250,0,08,Erosion Control,Under Design,-96.6627646883604,32.6990934202575
Active Bond Program,1020335,PK24YB49,Old City Park - Blum House (CD2),500000,0,02,CDSF,Awarded for Design,-96.7883313563326,32.7733945037988
Active Bond Program,1020349,PK24YB63,St. Augustine Park - Parking Lot,300000,0,05,CDSF,Under Construction,-96.6531605949754,32.7386720614223
Active Bond Program,1020354,PK24YB68,Thurgood Marshall Park - Site Development,1000000,113701.68,03,CDSF,Under Construction,-96.8536081861411,32.6839975829849
Active Bond Program,1020360,PK24YB74,White Rock Hills Rec Ctr Dev,500000,0,02,CDSF,Awarded for Design,-96.7142972131904,32.8031433983132
Active Bond Program,1020369,PK24YB82,Dallas Zoo - Safari Trail Habitat and Security Enhancements,26500000,0,04,Partnership Matches (Large Matches),Under Design,-96.8152002820683,32.738038118189
Active Bond Program,1020378,PK24YB91,Herndon Park - Site Improvements,750000,0,04,Pedestrian Bridge Replacements,Awarded for Design,-96.8187445691668,32.7242203769992
Active Bond Program,1020412,PB24Y051,Irving Blvd (SH356) Over Elm Fork Trinity River,24750000,0,06,Bridge Repair and Modification,Under Design,-96.9063290383527,32.8090885420553
Active Bond Program,1020413,PB24Y052,Malcolm X Over DART,12750000,0,07,Bridge Repair and Modification,Under Design,-96.7759561524764,32.775877312539
Active Bond Program,1020485,PK24YK01,Bent Tree Meadow Park - Playground Replacement,300000,0,12,Playgrounds,Under Design,-96.8368351415963,32.9947647488552
Active Bond Program,1020487,PK24YK03,Campbell Green Park  - Playground Replacement (Large),750000,0,12,Playgrounds,Design Completed,-96.787164367833,32.9775168616227
Active Bond Program,1020488,PK24YK04,Casa View Park - Playground Replacement,200000,0,09,Playgrounds,Under Design,-96.6748341398483,32.8468259984477
Active Bond Program,1020500,PK24YK16,Frankford Park - Playground Replacement,300000,0,12,Playgrounds,Under Design,-96.7848468865454,33.0005025522268
Active Bond Program,1020540,PK24YB16,Abrams Triangle Park - Monuments,60000,0,14,CDSF,Under Construction,-96.7553330201277,32.8052574238844
Active Bond Program,1020542,PK24YB18,Bickers Park - Park Furnishings Package,45000,0,06,CDSF,Under Construction,-96.8433352970639,32.7872949911899
Active Bond Program,1020546,PK24YB22,Craddock Park - Shade Structure,20000,0,14,CDSF,Under Design,-96.8160739657522,32.8194353134066
Active Bond Program,1020555,PK24YB31,Glendale Park (CD3)- Site Development,1000000,0,03,CDSF,Under Construction,-96.7969316522966,32.6821999606766
Active Bond Program,1020652,PK24YK46,Arcadia Recreation Ctr- Inter Upgrades- Safety and Security,768670,26060.25,03,Recreation Center,Under Design,-96.9140620144198,32.7430730401279
Active Bond Program,1020655,PK24YK49,Campbell Green Rec Ctr- Inter Upgrades- Safety and Security,1564018,0,12,Recreation Center,Design Completed,-96.787164367833,32.9775168616227
Active Bond Program,1020656,PK24YK50,Campbell Green Recreation Ctr - Mjr Renovation/Replacement,7000000,0,12,Recreation Center,Design Completed,-96.787164367833,32.9775168616227
Active Bond Program,1020657,PK24YK51,Eloise Lundy Rec Cntr â¿¿ Inter Upgrds  Safety and Security,1360431,43973.25,04,Recreation Center,Under Design,-96.806295708767,32.7560442680623
Active Bond Program,1020658,PK24YK52,"Exall Park Rec Cntr - Demo (New); Splash Pad, Sr Ctr",17660000,387131.4,14,Recreation Center,Under Design,-96.7850789855651,32.7932433305361
Active Bond Program,1020660,PK24YK54,John C. Phelps Rec Ctr- Inter Upgrades- Safety and Security,1154555,118845.73,04,Recreation Center,Design Completed,-96.7726162568906,32.7226125478892
Active Bond Program,1020662,PK24YK56,Kiest Rec Ctr- Inter Upgrades- Safety and Security,1873306,189800.57,04,Recreation Center,Design Completed,-96.8528151851954,32.7100244026504
Active Bond Program,1020665,PK24YK60,Reverchon Rec Ctr- Inter Upgrades- Safety and Security,1296086,0,02,Recreation Center,Under Design,-96.8128365772732,32.8003321012337
Active Bond Program,1020666,PK24YK61,Tommie M. Allen Rec Ctr- Inter Upgrades- Safety and Security,862084,72173.5,08,Recreation Center,Design Completed,-96.7530678621875,32.659471553952
Active Bond Program,1020682,PK24YK77,Westmorelan Park â€“ Skatepark (New) (Pivt Match),1000000,11000,01,Specialty Parks,Under Design,-96.8795545408433,32.7213909510765
Active Bond Program,1021278,EC24YG07,Palladium Buckner Station Mixed Income & TOD Project,0,0,05,,Under Construction,-96.6846840240731,32.7185806509138
2017 Bond Program,1011596,EB17VE02,J. Erik Jonsson Central Library,99000,1598989.6,02,Library Facilities,In Service,-96.7971430974628,32.7783422485667
2017 Bond Program,1011597,EB17VE01,Forest Green Branch Library,7700000,6998780.88,10,Library Facilities,In Service,-96.7486809901948,32.9067042755735
2017 Bond Program,1011598,EB17VE03,Vickery Park Branch Library,7790000,7533643.56,13,Library Facilities,Complete,-96.7615338943243,32.8715688173751
2017 Bond Program,1011599,EB17VF02,Dallas Heritage Village,250000,233457.55,02,Cultural Arts Facilities,Complete,-96.788310649136,32.7727007406633
2017 Bond Program,1011600,EB17VF01,Bath House Cultural Center Rehabilitation,1500000,1383809.3,09,Cultural Arts Facilities,Complete,-96.7153709819076,32.8408280542387
2017 Bond Program,1011601,EB17VF03,Dallas Museum of Art Rehabilitation,6000000,1504004.25,14,Cultural Arts Facilities,In Service,-96.8005832999873,32.7874160810943
2017 Bond Program,1011602,EB17VF04,Kalita Humphreys Theater Rehabilitation,525000,482146.75,14,Cultural Arts Facilities,Complete,-96.8006142623499,32.8110385886779
2017 Bond Program,1011603,EB17VF05,Meyerson,3800000,3467705.4,14,Cultural Arts Facilities,In Service,-96.7985012411214,32.7899213289132
2017 Bond Program,1011604,EB17VF06,Oak Cliff Cultural Center,110000,0,01,Cultural Arts Facilities,Complete,-96.8250614699382,32.7434285513515
2017 Bond Program,1011605,EB17VF07,Sammons Center,900000,819130.99,02,Cultural Arts Facilities,Complete,-96.8166014409609,32.8001504934636
2017 Bond Program,1011606,EB17VF08,Dallas Black Dance Theatre,900000,851332.48,14,Cultural Arts Facilities,Complete,-96.7954287976443,32.790409781474
2017 Bond Program,1011607,EB17VF09,South Dallas Cultural Center,250000,0,07,Cultural Arts Facilities,Complete,-96.7573599657,32.7714288103003
2017 Bond Program,1011608,EB17VG02,Fire Station # 46,7525000,6463416.41,03,Fire Department Facilities,Complete,-96.8183517787818,32.6626130878587
2017 Bond Program,1011609,EB17VG01,Fire-Rescue Training Center,150000,73275.38,02,Fire Department Facilities,Complete,-96.734689605667,32.7857768222392
2017 Bond Program,1011610,EB17VG03,Fire Station # 53,85000,0,07,Fire Department Facilities,Complete,-96.693569221975,32.8074740063814
2017 Bond Program,1011612,EB17VG04,Fire Station #05,45000,0,05,Fire Department Facilities,Complete,-96.6572198159415,32.7483463253505
2017 Bond Program,1011613,EB17VG06,Fire Station #09,63000,57582.98,08,Fire Department Facilities,Complete,-96.6101084927143,32.6788431341418
2017 Bond Program,1011615,EB17VG07,Fire Station #11,85000,0,14,Fire Department Facilities,Complete,-96.8096932976033,32.8101369137545
2017 Bond Program,1011616,EB17VG09,Fire Station #13,85000,78107.63,12,Fire Department Facilities,In Service,-96.7841656337439,32.9972910041262
2017 Bond Program,1011617,EB17VG10,Fire Station #18,113000,54217.47,14,Fire Department Facilities,Complete,-96.8037546279845,32.7836295720715
2017 Bond Program,1011618,EB17VG12,Fire Station #25,17000,15406.16,08,Fire Department Facilities,Complete,-96.787493836866,32.684029936503
2017 Bond Program,1011619,EB17VG11,Fire Station #24,92000,0,07,Fire Department Facilities,Complete,-96.7572040293486,32.7521035302932
2017 Bond Program,1011620,EB17VG13,Fire Station #36 Rehabilitation,6990000,542767.65,06,Fire Department Facilities,In Service,-96.8569277873277,32.7819053008608
2017 Bond Program,1011621,EB17VG14,Fire Station #43,43000,39543,06,Fire Department Facilities,Complete,-96.877717123964,32.8660402357421
2017 Bond Program,1011622,EB17VG15,Fire Station #51,43000,202326.47,05,Fire Department Facilities,Complete,-96.6567304087318,32.7105104173781
2017 Bond Program,1011623,EB17VG16,Fire Station #1,85000,0,06,Fire Department Facilities,Complete,-96.8270218694872,32.793992369193
2017 Bond Program,1011624,EB17VG17,Fire Station #7,85000,74342.66,12,Fire Department Facilities,Complete,-96.8038986748457,32.9758448602906
2017 Bond Program,1011625,EB17VG18,Fire Station 11,101000,0,14,Fire Department Facilities,Remaining To Be Awarded,-96.8096932976033,32.8101369137545
2017 Bond Program,1011626,EB17VG21,Fire Station #45,85000,0,06,Fire Department Facilities,Complete,-96.835076698342,32.772721624517
2017 Bond Program,1011627,EB17VG19,Fire Station #21,85000,0,02,Fire Department Facilities,Canceled/Reprogrammed,-96.8592678434652,32.8508697145369
2017 Bond Program,1011628,EB17VG20,Fire Station #31,85000,36116,09,Fire Department Facilities,Complete,-96.7042965302109,32.8326432216218
2017 Bond Program,1011629,EB17VG24,Fire Station #2,85000,49759,13,Fire Department Facilities,Complete,-96.837775085784,32.9026453432296
2017 Bond Program,1011630,EB17VG22,Fire Station #52,85000,0,03,Fire Department Facilities,Complete,-96.8910203281825,32.7180964143135
2017 Bond Program,1011631,EB17VG23,Fire Station #53,74000,66978.23,07,Fire Department Facilities,Complete,-96.693569221975,32.8074740063814
2017 Bond Program,1011632,EB17VG26,Fire Station #13-EB17VG26,44000,27409.44,12,Fire Department Facilities,Complete,-96.7841656337439,32.9972910041262
2017 Bond Program,1011633,EB17VG25,Fire Station #5 Rehabilitation,85000,0,05,Fire Department Facilities,Remaining To Be Awarded,-96.6572198159415,32.7483463253505
2017 Bond Program,1011634,EB17VG27,Fire Station #14,85000,72866.59,02,Fire Department Facilities,Complete,-96.8397269322828,32.7416131509378
2017 Bond Program,1011635,EB17VG28,Fire Station #19,85000,65161,02,Fire Department Facilities,Complete,-96.7467263391283,32.7939253191027
2017 Bond Program,1011636,EB17VG29,Fire Station #47,85000,78000,06,Fire Department Facilities,Complete,-96.8704692219715,32.8149186477254
2017 Bond Program,1011637,EB17VG30,Fire Station #57,85000,80686.89,07,Fire Department Facilities,Complete,-96.7182716801213,32.8966500702125
2017 Bond Program,1011639,EB17VG33,Central Patrol Station-EB17VG33,151000,0,02,Police Facilities,On Hold,-96.7767198837827,32.7824827899029
2017 Bond Program,1011640,EB17VG31,Future Fire Station Jim Miller & Loop 12 new Construction,6900000,3430267.52,08,Fire Department Facilities,In Service,-96.7006133482188,32.714619492941
2017 Bond Program,1011641,EB17VG34,Central Patrol Station-EB17VG34,593000,505953.2,02,Police Facilities,Complete,-96.7767198837827,32.7824827899029
2017 Bond Program,1011642,EB17VG35,Jack Evans Headquarters,1250000,1148396.21,02,Police Facilities,Complete,-96.7950048899191,32.7677417099346
2017 Bond Program,1011643,EB17VG36,NC Patrol Station,750000,501573.79,12,Police Facilities,Complete,-96.7830483577489,32.9886302831328
2017 Bond Program,1011644,EB17VG39,SC Patrol Station,775000,516209.19,08,Police Facilities,Complete,-96.7882397037055,32.6637660276145
2017 Bond Program,1011645,EB17VG38,NW Patrol Station - Security Enhancements,775000,584413.58,06,Police Facilities,Complete,-96.8795527798985,32.8552205706218
2017 Bond Program,1011646,EB17VG37,NE Patrol Station,1075000,396446.52,10,Police Facilities,Under Design,-96.7158361081273,32.8635054196547
2017 Bond Program,1011647,EB17VG40,SE Patrol Station,775000,614195.5,05,Police Facilities,Complete,-96.7002027816476,32.7231151449782
2017 Bond Program,1011648,EB17VG42,SW Patrol Station-EB17VG42,1250000,0,03,Police Facilities,Remaining To Be Awarded,-96.8885925150389,32.7199900780942
2017 Bond Program,1011649,EB17VG41,SW Patrol Station-EB17VG41,775000,570497.06,03,Police Facilities,In Service,-96.8885925150389,32.7199900780942
2017 Bond Program,1011650,EB17VH01,Storage Facility New construction,325000,0,10,City Facilities,Complete,-96.7306837218431,32.8678614861617
2017 Bond Program,1011651,EB17VH02,City Marshal's Office,165000,1600,02,City Facilities,Complete,-96.776706176471,32.7810622724289
2017 Bond Program,1011652,EB17VH03,Central Service Center - Streets Operations Building,125000,0,02,City Facilities,Complete,-96.7767198837827,32.7824827899029
2017 Bond Program,1011653,EB17VH05,City Hall,7000000,4120992.87,02,City Facilities,On Hold,-96.7967560251188,32.7763194730569
2017 Bond Program,1011654,EB17VH04,Central Service Center- Sanitation Building,150000,0,02,City Facilities,Complete,-96.7767198837827,32.7824827899029
2017 Bond Program,1011655,EB17VH06,ECO Park,108000,78220.59,08,City Facilities,Complete,-96.7306385480266,32.6894517867677
2017 Bond Program,1011656,EB17VH08,Garage at Central Service Center,75000,0,02,City Facilities,Complete,-96.7767198837827,32.7824827899029
2017 Bond Program,1011658,EB17VH09,"Martin Luther King, Jr. Center - Plumbing",125000,79821,07,City Facilities,Complete,-96.7656412029137,32.7698665881675
2017 Bond Program,1011659,EB17VH10,Oak Cliff Municipal Center Rehabilitation,2000000,0,01,City Facilities,On Hold,-96.8192790415836,32.7448044997733
2017 Bond Program,1011660,EB17VH11,Southwest Transfer Station (24410),205000,3610.03,03,City Facilities,Under Construction,-96.8813421132485,32.6879465199656
2017 Bond Program,1011794,PB17V131,Critical Bridges,6300000,0,TBD,Bridge Repair and Modification,Under Construction,-96.8572810002215,33.0060969995836
2017 Bond Program,1011795,PB17V133,LBJ/Skillman Intersection Improvements,6500000,0,10,Intergovernmental Partnership Projects,Under Construction,-96.71770437462,32.9004430876092
2017 Bond Program,1011796,PB17V132,Garland/Gaston/East Grand Intersection Safety Improvements,1100000,0,"02,09,14",Intergovernmental Partnership Projects,Under Design,-96.7294755369373,32.8111169717181
2017 Bond Program,1011803,PB17V140,UT Southwestern Medical District,7500000,0,02,Intergovernmental Partnership Projects,Remaining To Be Awarded,-96.834883214541,32.8100068703272
2017 Bond Program,1011804,PB17V141,Northwest Highway/Preston Parking/Transportation Interface,10000000,0,99,Intergovernmental Partnership Projects,Remaining To Be Awarded,-96.8041195226564,32.8655578195678
2017 Bond Program,1011806,PB17V143,Prairie Creek Bridge over UPRR Tracks,9200000,1865195.37,07,Intergovernmental Partnership Projects,Under Design,-96.6652774884327,32.7765027420688
2017 Bond Program,1011811,PB17V148,Kimball Neighborhood Plus Target Area Sidewalk Improvements,350000,0,03,Sidewalk Improvements,Complete,-96.8785412288647,32.6992052639979
2017 Bond Program,1011812,PB17V149,10th Street Historic District Sidewalk Improvements,689857,0,04,Sidewalk Improvements,On Hold,-96.8069385906214,32.748663210951
2017 Bond Program,1011819,PB17V156,Oak Lawn/Cedar Springs Area Improvements (Sidewalks/Lighting/Pedestrian Safety Improvements),500000,0,02,Sidewalk Improvements,Canceled/Reprogrammed,-96.8086534230358,32.8090072088486
2017 Bond Program,1011837,PB17V174,Elmwood Area Street Lighting,500000,0,01,Street Lighting,Under Construction,-96.8478720041404,32.7242639090638
2017 Bond Program,1011840,PB17V177,Street Lights at Parkdale Dr and Lawnview Ave,16000,0,05,Street Lighting,Remaining To Be Awarded,-96.7181192623748,32.7738406678368
2017 Bond Program,1011842,PB17V179,Street Lights Within Claremont Neighborhood,600000,0,07,Street Lighting,Remaining To Be Awarded,-96.7100963347051,32.7985045450646
2017 Bond Program,1011971,PB17V309,Remove Dip on EB Royal Ln 400 Ft East of Greenville Ave,75000,0,TBD,Street Reconstruction Thoroughfares,Canceled/Reprogrammed,-96.7520151920821,32.8932698741817
2017 Bond Program,1012644,PB17V983,Routh ST Gateway Streetscape And Pedestrian Improvements (possible matching funds),250000,0,14,Streetscape / Urban Design,Complete,-96.7974965950029,32.7928496444595
2017 Bond Program,1012646,PB17V982,N Pearl ST / Flora ST Streetscape And Pedestrian improvements (possible matching funds),1000000,0,14,Streetscape / Urban Design,Remaining To Be Awarded,-96.7987843315967,32.7889386286928
2017 Bond Program,1012649,PB17V986,Ferguson Rd and Lakeland Dr Intersection Improvements,750000,700602.2,07,Streetscape / Urban Design,Under Construction,-96.7013307734345,32.8119136905519
2017 Bond Program,1012684,PB17VA22,Skillman at Walnut Hill (Complete Street/Pedestrian Safety Improvements and Traffic Calming along Skillman),1591747,0,10,Traffic Intersection Capacity & Safety Improvement,Remaining To Be Awarded,-96.7349704549758,32.87863387988
2017 Bond Program,1012685,PB17VA23,Country Creek Dr-Road Closure/Turn Around,428750,0,03,Traffic Intersection Capacity & Safety Improvement,Remaining To Be Awarded,-96.897434550244,32.6985677221275
2017 Bond Program,1012686,PB17VA25,Richmond Ave at Skillman St Intersection Improvements (Remove Channelized/Free Right Turns; Include NnewTraffic Signal),350000,72033,TBD,Traffic Intersection Capacity & Safety Improvement,Complete,-96.7615438708988,32.8161365775372
2017 Bond Program,1012687,PB17VA24,Collete At Tremont And Junius (Pilot Project To Construct Mini-Roundabouts),85750,43079.25,"02,14",Traffic Intersection Capacity & Safety Improvement,Complete,-96.7666365587332,32.8006488872247
2017 Bond Program,1012692,PK17VB01,Aquatics Master Plan Implementation - Phase 1 (2),11000000,10660885,"05,01,10,02,11,14",Aquatics,Complete,-96.8345175695858,32.7538796022471
2017 Bond Program,1012693,PK17VB02,Aquatics Master Plan Implementation - Phase 2A -Exline & B,13200000,11992623.67,"07,03",Aquatics,Complete,-96.8536628674598,32.6839989039222
2017 Bond Program,1012694,PK17VB03,"Downtown Parks - Carpenter, Harwood & West End (Match)",35000000,20200253.1,"14,02",Downtown Parks,Complete,-96.8074516320295,32.782359638818
2017 Bond Program,1012698,PK17VB07,White Rock Lake Stone Tables (Match),280000,211376.48,09,Citywide Parks,Complete,-96.7090447004924,32.8383420889928
2017 Bond Program,1012699,PK17VB08,Dallas Zoo (Match),3500000,3217469.33,04,Dallas Zoo,Under Construction,-96.816219145252,32.7363098491676
2017 Bond Program,1012700,PK17VB09,Dallas Arboretum (Match),1000000,699378.11,09,Major Maintenance,Complete,-96.7168783994016,32.8229949896926
2017 Bond Program,1012702,PK17VB11,Bachman Lake Skatepark,4000000,4347565.83,06,Major Park Facilities,Under Construction,-96.8661746865703,32.8538837306003
2017 Bond Program,1012706,PK17VB15,Crawford Memorial Park - Phase 1,7700000,217585,05,Hike and Bike Trails,Under Design,-96.669617313063,32.7132593621763
2017 Bond Program,1012707,PK17VB16,Midtown Park (Match),6000000,0,11,Recreation Facilities and Site Development,Complete,-96.8113074281836,32.9278015521059
2017 Bond Program,1012711,PK17VB20,Flag Pole Hill - Phase 1 Master Plan Implementation,400000,358071.87,10,Hike and Bike Trails,Complete,-96.7231243645031,32.8623848074053
2017 Bond Program,1012712,PK17VB21,Flag Pole Hill - Playground (Match),165000,84136.28,10,Playground Improvement,Complete,-96.7231243645031,32.8623848074053
2017 Bond Program,1012713,PK17VB22,Singing Hills Recreation Center - Gym Addition,8000000,7749623.2,08,,Complete,-96.7932532346133,32.6703253512016
2017 Bond Program,1012714,PK17VB23,Bachman Recreation Center Renovation,3900000,3198563.69,06,Major Maintenance,Complete,-96.8661746865703,32.8538837306003
2017 Bond Program,1012715,PK17VB24,Willie B. Johnson Recreation Center-Sr Add (Hamilton Pk),3800000,3427782.28,10,Recreation Center,Complete,-96.7638811425516,32.9175537273341
2017 Bond Program,1012716,PK17VB25,Willie B. Johnson  Gym. Add'n. (Hamilton Park),7800000,6071018.52,10,Recreation Center,Complete,-96.7638811425516,32.9175537273341
2017 Bond Program,1012717,PK17VB26,Thurgood Marshall Rec. Ctr. Ren.,1400000,1090431.67,03,Major Maintenance,Complete,-96.8536628674598,32.6839989039222
2017 Bond Program,1012719,PK17VB28,Land Acquisition in the Cedars for new park (to supplement C,500000,0,02,Land Acquisition,Canceled/Reprogrammed,-96.7986149924555,32.7698980981193
2017 Bond Program,1012722,PK17VB31,Dallas Water Gardens (Match) (Amendment - 8/9/17),7500000,7801.6,02,,On Hold,-96.7992639304936,32.7657814647215
2017 Bond Program,1012725,PK17VB35,Kidd Springs - Japanese Garden Restoration - Phase 1,600000,1199150.24,01,Historic Preservation,Complete,-96.8345175695858,32.7538796022471
2017 Bond Program,1012726,PK17VB34,Kidd Springs - Natural Spring daylighting and Lake bank eros,1000000,389567.78,01,Land Acquisition,Complete,-96.8345175695858,32.7538796022471
2017 Bond Program,1012728,PK17VB38,Martin Weiss Park - Loop trail extension to greenbelt,1300000,727132.87,01,Hike and Bike Trails,Complete,-96.877279674164,32.7333092953218
2017 Bond Program,1012730,PK17VB39,Westmount Park - Site Development,200000,160164.98,01,Playgrounds,Complete,-96.8667430248544,32.7614706957048
2017 Bond Program,1012731,PK17VB41,Monarch Park - Playground replacement and Parking/ADA,250000,15868,02,,On Hold,-96.7784136244648,32.8076631665329
2017 Bond Program,1012732,PK17VB40,"Maria Luna Park - Dog Park, basketball crt restoration",1115000,0,06,,Canceled/Reprogrammed,-96.8231741332402,32.8123646967002
2017 Bond Program,1012733,PK17VB42,Grauwyler Park - Sprayground,2000000,1467976.7,02,Aquatics,Complete,-96.8583160431578,32.8321795364428
2017 Bond Program,1012734,PK17VB44,"K. B. Polk Park - Sprayground-sm., walking trail, playground",2000000,1613339.48,02,Aquatics,Complete,-96.8304560746363,32.8414422677058
2017 Bond Program,1012735,PK17VB43,Samuell Grand Park - Shade structure at existing playground,150000,65322.49,02,,Complete,-96.7408588451337,32.7951835755768
2017 Bond Program,1012736,PK17VB45,Land Acquisition for the Cedars (Supplemental to S-W allocat,500000,0,02,Land Acquisition,Canceled/Reprogrammed,-96.7986149924555,32.7698980981193
2017 Bond Program,1012737,PK17VB46,Phase 1 Site Development - New park in the Cedars,500000,0,02,,In Service,-96.7986149924555,32.7698980981193
2017 Bond Program,1012739,PK17VB48,Bachman Regional Family Aquatic Center - Phase 1 (with CD 6),2500000,3293165.07,02,Aquatics,Complete,-96.8661746865703,32.8538837306003
2017 Bond Program,1012740,PK17VB50,Twin Falls Parking Lot,200000,1354.5,03,,Complete,-96.8392071680655,32.6718649206536
2017 Bond Program,1012741,PK17VB49,Emerald Lake Park - Dam safety & Erosion Control,2075000,1708322.65,03,,Complete,-96.9661906694634,32.6537433951284
2017 Bond Program,1012742,PK17VB51,Thurgood Marshall Recreation Center - Renovation (Supplement,200000,25870,03,Major Maintenance,Complete,-96.8536628674598,32.6839989039222
2017 Bond Program,1012743,PK17VB53,Sharrock Niblo Park - Historic Restoration of Barn,725000,619487.59,03,Historic Restoration,Complete,-96.9370720296804,32.6809376147817
2017 Bond Program,1012744,PK17VB52,Glendale Park- Parking Spaces & Lighting,400000,469486.49,03,Community Parks,Under Construction,-96.7972179472227,32.6827531442209
2017 Bond Program,1012745,PK17VB54,Add Discretionary Funds (Singing Hills Rec. Ctr.) Amendment,1000000,275,03,,Complete,-96.7932532346133,32.6703253512016
2017 Bond Program,1012746,PK17VB55,Bonnie View Park - Playground expansion,150000,0,04,,Canceled/Reprogrammed,-96.795221559182,32.733880571879
2017 Bond Program,1012747,PK17VB56,Eloise Lundy - Playground expansion,150000,0,04,,Under Construction,-96.8064241757661,32.7562846290384
