GEOID,NAMELSAD,ALAND,lihtc_projects,lihtc_units_total,lihtc_units_li,lihtc_latest_pis,hud_202prac_units,hud_811prac_units,hud_hcv_units,hud_modrehab_units,hud_pbs8_units,hud_pubhsg_units,hud_all_units,hca_count,org_count,org_names,nez_overlap_frac,nez_present,institutional_parcel_count,small_investor_count,total_sfr_parcels,institutional_pct,top_owner_1,top_owner_2,top_owner_3
48113015206,Census Tract 152.06,1445146,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False,14,127,959,1.46,WAVE ASSET MANAGEMENT LLC,NOSHI PROPERTIES LLC,SABRAHAM PROPERTIES LLC
48113015303,Census Tract 153.03,5641649,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,10,8,69,14.493,SHIVERS TOWNHOMES LLC,,
48113015305,Census Tract 153.05,2035289,0.0,0.0,0.0,,0,0,27,0,0,0,27,0.0,0.0,,0.0,False,10,160,968,1.033,RESCOM INVESTMENT GROUP LLC,CHEVELLE LLC,BAF ASSETS 5 LLC
48113009101,Census Tract 91.01,3393611,0.0,0.0,0.0,,0,0,18,0,0,0,18,0.0,0.0,,0.0,False,22,226,1314,1.674,PATH ACQUISITIONS TRS LLC,FYR SFR BORROWER LLC,RED COLLAR CAPITAL LLC
48113009401,Census Tract 94.01,1587561,0.0,0.0,0.0,,0,0,0,0,0,1,1,0.0,0.0,,0.0,False,25,158,1295,1.931,HAWICK PROPERTIES LLC,TOWNSVILLE REALTY LLC,RS RENTAL II LLC
48113009402,Census Tract 94.02,1653022,0.0,0.0,0.0,,0,0,0,0,0,1,1,0.0,0.0,,0.0,False,6,78,1249,0.48,HAWICK PROPERTIES LLC,BPHB ASSETCO LLC,GLENDORA PROPERTIES LLC
48113009500,Census Tract 95,2725157,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,54,963,0.104,WH1 LLC,,
48113014124,Census Tract 141.24,11216848,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,89,1737,0.058,NEPTUNE VENTURES LLC,,
48113014209,Census Tract 142.09,1131054,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,0,7,165,0.0,,,
48113018508,Census Tract 185.08,229132,0.0,0.0,0.0,,0,0,19,0,0,0,19,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113015304,Census Tract 153.04,16990954,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,23,300,0.333,ARNS INVESTMENTS LLC,,
48113016406,Census Tract 164.06,1332048,0.0,0.0,0.0,,0,0,58,0,0,0,58,0.0,0.0,,0.0,False,18,110,752,2.394,M4 LEASING LP,TRICON SFR 2020 2,RESICAP TEXAS OWNER LLC
48113018205,Census Tract 182.05,1623865,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.0,False,16,124,869,1.841,TRICON SFR 2020 2,STAR 2021 SFR1 BORROWER LP,BT CAYMAN LLC
48113011500,Census Tract 115,15115739,2.0,323.0,323.0,2012.0,0,0,222,0,0,128,350,0.0,0.0,,0.0,False,40,115,600,6.667,SDMC INVESTMENTS LLC,RCGA LLC,MDD HOMES LLC
48113005902,Census Tract 59.02,1983917,0.0,0.0,0.0,,0,0,25,0,0,0,25,0.0,0.0,,0.0,False,13,160,972,1.337,REVEST PROPERTIES INVESTMENTS,PERSPECTIVE PLUS LLC,REVEST PROPERTIES
48113007601,Census Tract 76.01,2741482,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,60,799,0.125,JC LEASING LLP,,
48113007604,Census Tract 76.04,2620024,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,64,1225,0.082,MILLER FAMILY TRUST,,
48113007605,Census Tract 76.05,2547985,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,42,584,0.171,BROWN FAMILY TRUST,,
48113007801,Census Tract 78.01,2442663,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False,1,42,818,0.122,BYPASS TRUST,,
48113007805,Census Tract 78.05,2692556,0.0,0.0,0.0,,0,0,3,0,251,0,254,0.0,0.0,,0.7150020576197795,True,3,141,1020,0.294,VSP DALLAS LLC,BTH RESIDENTIAL LLC,WHITE ORCHID HOLDING CO
48113004700,Census Tract 47,966092,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False,0,66,262,0.0,,,
48113004800,Census Tract 48,1691169,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False,3,72,294,1.02,BISMUTH BRIDGE PROPCO LLC,FZ HOMES LLC,NEW DIMENSION HOMES LLC
48113005000,Census Tract 50,1416298,0.0,0.0,0.0,,68,0,111,0,0,0,179,0.0,0.0,,0.0,False,4,158,732,0.546,JC LEASING LLP,FF I BORROWER II LLC,STAR BORROWER SFR4 LP
48113005100,Census Tract 51,986541,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False,4,130,697,0.574,JC LEASING LLP,PC LO 2222 LLC,
48113005200,Census Tract 52,1490146,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False,4,196,1102,0.363,NEW DIMENSION HOMES LLC,143 HOLDINGS LLC,FF I BORROWER II LLC
48113002500,Census Tract 25,4306777,1.0,150.0,150.0,2010.0,0,6,194,0,0,0,200,0.0,0.0,,0.0,False,11,315,1383,0.795,MUENNINK 35 HOLMES LLC,RCGA LLC,PAGAYA SMARTRESI F1 FUND
48113019019,Census Tract 190.19,1725225,1.0,168.0,168.0,2020.0,0,0,42,0,167,1,210,0.0,0.0,,3.4746956319413893e-06,False,20,70,717,2.789,LAS BRISAS PROPERTIES INC,GARLAND MAIN STREET JV LLC,AMERSON PROPERTIES LLC
48113005400,Census Tract 54,2645077,1.0,80.0,80.0,2007.0,0,0,48,0,0,0,48,0.0,0.0,,0.0,False,17,322,1639,1.037,JC LEASING LLP,CASH HOUSE BUYERS USA LLC,NEW DIMENSION HOMES LLC
48113005500,Census Tract 55,2710701,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False,16,287,1361,1.176,SANTIBANEZ PROPERTIES LLC,NEW DIMENSION HOMES LLC,NED INVESTMENTS LLC
48113005300,Census Tract 53,2100610,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,18,374,1997,0.901,JC LEASING LLP,BOLTEX HOLDINGS LTD,FF I BORROWER II LLC
48113005600,Census Tract 56,2445756,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False,16,384,1857,0.862,FME PROPERTIES LLC,SANTIBANEZ PROPERTIES LLC,NOSHI PROPERTIES LLC
48113013624,Census Tract 136.24,658874,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113005700,Census Tract 57,2841998,1.0,45.0,0.0,2015.0,0,0,65,0,0,0,65,0.0,0.0,,0.0,False,27,355,1744,1.548,FME PROPERTIES LLC,A BETTER PLACE LLC,RESICAP TEXAS OWNER II LLC
48113007815,Census Tract 78.15,1273816,0.0,0.0,0.0,,0,0,14,0,0,0,14,0.0,0.0,,0.8411470804709618,True,0,2,13,0.0,,,
48113007819,Census Tract 78.19,689384,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.6039868734097988,True,0,0,0,0.0,,,
48113007902,Census Tract 79.02,3003169,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.6948633241739838,True,7,159,1767,0.396,OLERIO HOMES LLC,FF I BORROWER II LLC,MILLER FAMILY TRUST
48113002200,Census Tract 22,1651595,0.0,0.0,0.0,,0,0,97,0,116,0,213,0.0,0.0,,0.0,False,0,21,202,0.0,,,
48113002400,Census Tract 24,1207749,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False,3,173,677,0.443,TOP MONEY LLC,SPJ PORTFOLIO 2020 LLC,638 TURNER LLC
48113008000,Census Tract 80,5855428,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,2.139794545569535e-06,False,4,143,2800,0.143,OLERIO HOMES LLC,TAYLOR LIVING TRUST,RESCOM INVESTMENT GROUP LLC
48113008200,Census Tract 82,2792555,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.1702078642349846,True,10,103,1185,0.844,DOMINUS PROPERTIES INC,ZHS INVESTMENTS LLC,KHAKI INVESTMENTS LLC
48113019018,Census Tract 190.18,1471279,0.0,0.0,0.0,,0,2,81,0,0,0,84,0.0,0.0,,0.0,False,1,53,748,0.134,FF I BORROWER II LLC,,
48113015700,Census Tract 157,3459861,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False,4,103,587,0.681,MAF PROPERTIES LLC,A SQUARE FAMILY TRUST,
48113016001,Census Tract 160.01,1587451,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.0,False,17,240,1204,1.412,KAMY REAL PPTY TRUST,PC LO 2222 LLC,AMERSON PROPERTIES LLC
48113016002,Census Tract 160.02,1585905,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False,4,76,477,0.839,SRP SUB LLC,TRICON SFR 2020 2,ROYALAND PROPERTIES LLC
48113016100,Census Tract 161,6617821,2.0,234.0,187.0,2005.0,0,0,54,0,111,0,164,0.0,0.0,,0.0,False,40,120,910,4.396,COSMIC EL PASO ON THE PARK LLC,LAND LINK REALTY LLC,TVU HOLDINGS LLC
48113016201,Census Tract 162.01,1929905,0.0,0.0,0.0,,0,0,28,0,0,0,28,0.0,0.0,,0.0,False,18,148,1017,1.77,AMH 2014 1 BORROWER LLC,AMH 2015 2 BORROWER LLC,RS RENTAL IIIA LLC
48113016301,Census Tract 163.01,3614361,0.0,0.0,0.0,,0,0,15,0,0,0,15,0.0,0.0,,0.0,False,34,283,1950,1.744,AMH 2014 2 BORROWER LLC,FYR SFR BORROWER LLC,BAF ASSETS LLC
48113016410,Census Tract 164.10,4234709,1.0,93.0,61.0,2020.0,0,0,13,0,0,0,13,0.0,0.0,,0.0,False,21,139,1381,1.521,SWH 2017 1 BORROWER LP,AMH 2015-1 BORROWER LLC,AMERICAN RESIDENTIAL LEASING COMPANY LLC
48113016302,Census Tract 163.02,860045,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False,5,84,477,1.048,BT CAYMAN LLC,RESICAP TEXAS OWNER II LLC,VALLEY VIEW PROPERTIES INC
48113016511,Census Tract 165.11,1694306,0.0,0.0,0.0,,0,0,86,0,0,9,95,0.0,0.0,,0.0,False,92,223,1416,6.497,SFR JV 1 2020 1 BORROWER LLC,BAF ASSETS LLC,2018 4 IH BORROWER LP
48113016615,Census Tract 166.15,2481690,0.0,0.0,0.0,,0,0,90,0,0,0,90,0.0,0.0,,0.0,False,86,140,1131,7.604,PROGRESS RESIDENTIAL,CERBERUS SFR HOLDINGS LP,RH PARTNERS OWNERCO LLC
48113016616,Census Tract 166.16,11614357,0.0,0.0,0.0,,0,0,101,0,0,0,101,0.0,0.0,,0.0,False,126,240,1901,6.628,PROGRESS RESIDENTIAL,CF KL ASSETS 2019I LLC,AMH 2014 1 BORROWER LLC
48113018111,Census Tract 181.11,2715343,1.0,250.0,150.0,1998.0,0,0,146,0,0,0,146,0.0,0.0,,0.0,False,43,227,1585,2.713,MNSF II W1 LLC,BT CAYMAN LLC,CERBERUS SFR HOLDINGS LP
48113016638,Census Tract 166.38,3449205,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False,7,44,507,1.381,BLOOMFIELD HOMES LP,,
48113013630,Census Tract 136.30,292256,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113011701,Census Tract 117.01,4769940,0.0,0.0,0.0,,0,0,21,0,0,4,25,0.0,0.0,,0.0,False,19,305,1604,1.185,RYAN TIMOTHY I LIVING TRUST,ZWJ LLC,MIDARY INVESTMENTS LLC
48113011702,Census Tract 117.02,5492636,0.0,0.0,0.0,,0,0,95,0,0,1,96,0.0,0.0,,0.0,False,16,326,1496,1.07,WEST FORK PROPERTIES LLC,RESICAP TEXAS OWNER II LLC,FYR SFR BORROWER LLC
48113012000,Census Tract 120,2551715,4.0,752.0,488.0,2015.0,0,0,258,0,1,0,259,0.0,0.0,,0.0,False,45,286,1305,3.448,BRAVADA INVESTMENTS LLC,BREWER FAMILY TRUST,RESIDENTIAL HOME OWNER 1 LLC
48113012206,Census Tract 122.06,2631364,0.0,0.0,0.0,,0,0,1,0,0,3,4,0.0,0.0,,0.0,False,9,164,1837,0.49,PATH ACQUISITIONS TRS LLC,GARLAND JCC LLC,PR BORROWER 26 LLC
48113012207,Census Tract 122.07,5418279,1.0,318.0,318.0,2016.0,1,0,86,0,0,0,87,0.0,0.0,,0.0,False,20,125,1089,1.837,PATH ACQUISITIONS TRS LLC,NOSHI PROPERTIES LLC,RESIDENTIAL HOME OWNER 1 LLC
48113012208,Census Tract 122.08,1037011,2.0,379.0,349.0,2006.0,0,0,223,0,0,0,223,0.0,0.0,,0.0,False,0,1,14,0.0,,,
48113010704,Census Tract 107.04,5439795,2.0,514.0,514.0,2021.0,0,0,104,0,246,0,350,0.0,1.0,Builders of Hope CDC,0.0,False,3,154,745,0.403,2018 4 IH BORROWER LP,D&C ASSET HOLDING LLC,2018 1 IH BORROWER LP
48113980100,Census Tract 9801,5549416,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113000605,Census Tract 6.05,537957,0.0,0.0,0.0,,0,0,37,0,0,0,37,0.0,0.0,,0.0,False,1,3,69,1.449,HOME SFR BORROWER IV LLC,,
48113016407,Census Tract 164.07,1936252,0.0,0.0,0.0,,0,0,36,0,0,0,36,0.0,0.0,,0.0,False,22,180,1222,1.8,TRICON SFR 2020 2,WAYSTAR HOLDINGS LLC,RESICAP TEXAS OWNER LLC
48113007101,Census Tract 71.01,1183153,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,23,473,0.211,HUDSON HENLEY PROPERTIES,,
48113018002,Census Tract 180.02,1469842,0.0,0.0,0.0,,0,0,14,0,0,0,14,0.0,0.0,,0.0,False,33,136,926,3.564,PR BORROWER 26 LLC,TRUE DFW HOMES-1 LLC,GLENDORA PROPERTIES LLC
48113009105,Census Tract 91.05,1394850,0.0,0.0,0.0,,53,0,4,0,0,0,57,0.0,0.0,,0.0,False,9,172,954,0.943,ROBERT ANTHONY HOLDINGS LLC,STAR 2021 SFR1 BORROWER LP,THREE TIMES BETTER LLC
48113012210,Census Tract 122.10,1174023,0.0,0.0,0.0,,0,0,86,0,171,0,257,0.0,0.0,,0.0,False,15,35,416,3.606,GARLAND MAIN STREET JV LLC,,
48113009610,Census Tract 96.10,1270010,1.0,224.0,224.0,1995.0,0,0,5,0,0,0,5,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113014121,Census Tract 141.21,3798143,0.0,0.0,0.0,,0,0,15,0,0,0,15,0.0,0.0,,0.0,False,56,37,653,8.576,OAKS ESTATES OF COPPELL LLC,,
48113004201,Census Tract 42.01,2569176,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False,3,117,1043,0.288,JC LEASING LLP,BLUESTONE FINANCE LLC,FZ HOMES LLC
48113017102,Census Tract 171.02,29422621,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False,204,282,1786,11.422,CZ GA I LLC,CZ GA 1 LLC,CAMDEN HOMES LLC
48113011105,Census Tract 111.05,1526080,0.0,0.0,0.0,,0,0,44,0,0,0,44,0.0,0.0,,0.0,False,21,107,737,2.849,JDS HEAVENLY PLACE LLC,JUSTIN STATE PROPERTIES LLC,FKH SFR C1 LP
48113005901,Census Tract 59.01,2864752,0.0,0.0,0.0,,0,0,15,0,0,0,15,0.0,0.0,,0.0,False,25,368,2010,1.244,TOP MONEY LLC,CAVADIAN PROPERTIES LLC,CS85 PROPERTIES LLC
48113006001,Census Tract 60.01,1188588,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False,4,140,719,0.556,CASH HOUSE BUYERS USA LLC,SANTIBANEZ PROPERTIES LLC,CAVADIAN PROPERTIES LLC
48113006002,Census Tract 60.02,2334986,1.0,176.0,140.0,2004.0,0,0,198,0,0,0,198,0.0,0.0,,0.0,False,6,37,245,2.449,A & R TEXAS PROPERTIES LLC,PAGAYA SMARTRESI F1 FUND,REVEST PROPERTIES
48113006200,Census Tract 62,2808984,3.0,473.0,472.0,2016.0,0,0,125,0,45,0,170,0.0,0.0,,0.0,False,3,233,1308,0.229,VICTORY HOUSING VESTERS LLC,TX PROPERTY SALES LLC,RESCOM INVESTMENT GROUP LLC
48113006301,Census Tract 63.01,2549959,0.0,0.0,0.0,,0,0,1,0,0,1,2,0.0,0.0,,0.0,False,6,321,1641,0.366,MAR MAR INVESTMENTS LLC,JC LEASING LLP,NOSHI PROPERTIES LLC
48113006302,Census Tract 63.02,1646368,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,5,217,1353,0.37,MAR MAR INVESTMENTS LLC,MOONROCK PROPERTIES LLC,CR PROPERTYWISE LLC
48113006501,Census Tract 65.01,1372359,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False,10,245,1322,0.756,MAR MAR INVESTMENTS LLC,JYLC LP,TVU HOLDINGS LLC
48113006502,Census Tract 65.02,1688019,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False,2,168,956,0.209,MAR MAR INVESTMENTS LLC,FITE REAL PROPERTY LLC,
48113011300,Census Tract 113,7695045,1.0,112.0,112.0,2012.0,0,0,92,0,0,0,92,0.0,0.0,,0.0,False,80,262,1910,4.188,CP ML 2024 TRM SFR LLC,FKH SFR C1 LP,TIMOTHY PROPERTIES LLC
48113002100,Census Tract 21,990769,0.0,0.0,0.0,,0,0,164,0,0,0,164,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113001202,Census Tract 12.02,3147486,0.0,0.0,0.0,,0,0,13,0,0,0,13,0.0,0.0,,0.0,False,0,28,524,0.0,,,
48113001203,Census Tract 12.03,479384,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,1,42,481,0.208,CR PROPERTYWISE LLC,,
48113016903,Census Tract 169.03,133781549,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False,17,230,1344,1.265,MOONROCK PROPERTIES LLC,ARMM ASSETS 2 LLC,RESICAP TEXAS OWNER LLC
48113016617,Census Tract 166.17,6044336,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False,20,126,1697,1.179,HPA II TEXAS SUB 2020 1 LLC,SRP SUB LLC,HPA II TEXAS SUB 2020-1 ML LLC
48113008703,Census Tract 87.03,1427276,0.0,0.0,0.0,,0,0,13,0,0,0,13,0.0,0.0,,0.0,False,20,234,1220,1.639,STAR 2021 SFR1 BORROWER LP,SANTIBANEZ PROPERTIES LLC,A & R TEXAS PROPERTIES LLC
48113014002,Census Tract 140.02,21908924,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,14,47,1006,1.392,FIRST TEXAS HOMES LLC,MOONROCK PROPERTIES LLC,
48113012603,Census Tract 126.03,922005,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,14,104,669,2.093,FW PROPERTIES LLC,KHAKI INVESTMENTS LLC,GR SFR FUND II A LLC
48113014138,Census Tract 141.38,2721068,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,0,38,568,0.0,,,
48113014130,Census Tract 141.30,3632237,0.0,0.0,0.0,,0,0,68,0,0,0,68,0.0,0.0,,0.0,False,2,78,1257,0.159,ARNS INVESTMENTS LLC,A & R TEXAS PROPERTIES LLC,
48113007912,Census Tract 79.12,510365,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113013805,Census Tract 138.05,569996,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113016521,Census Tract 165.21,19156522,0.0,0.0,0.0,,0,0,64,0,0,3,67,0.0,0.0,,0.0,False,22,106,1011,2.176,SFR JV1 20191 BORROWER LLC,2018 4 IH BORROWER LP,PROGRESS DALLAS LLC
48113018505,Census Tract 185.05,477214,0.0,0.0,0.0,,0,0,32,0,0,0,32,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113980000,Census Tract 9800,26609569,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113007913,Census Tract 79.13,605345,0.0,0.0,0.0,,0,0,8,0,0,0,8,0.0,0.0,,0.0,False,0,0,0,0.0,,,
48113018133,Census Tract 181.33,7205396,1.0,76.0,76.0,2020.0,0,0,61,0,0,0,61,0.0,0.0,,0.0,False,36,137,1272,2.83,BAF ASSETS LLC,WINDSOR HOMES CUMBERLAND LLC,SFR OWNER 2 LLC
48113020000,Census Tract 200,6859494,0.0,0.0,0.0,,0,0,3,0,0,0,3,0.0,0.0,,0.0,False,2,89,1431,0.14,MILLENNIUM TRUST COMPANY LLC,COMMON GROUND CAPITAL LLC,
48113018135,Census Tract 181.35,2902066,0.0,0.0,0.0,,0,0,95,0,0,0,95,0.0,0.0,,0.0,False,85,141,1541,5.516,MATTAMY TEXAS LLC,BEAZER HOMES TEXAS LP,BAF ASSETS LLC
48113008802,Census Tract 88.02,2495035,2.0,200.0,200.0,2016.0,0,0,14,0,199,0,213,0.0,1.0,Cornerstone Community Development Corporation,0.0,False,31,338,1805,1.717,SANTIBANEZ PROPERTIES LLC,FISHING FROM MY FRONT PORCH LLC,A BETTER PLACE LLC
48113009603,Census Tract 96.03,3526073,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False,0,79,1342,0.0,,,
48113009604,Census Tract 96.04,2374785,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.0,False,3,65,962,0.312,CASA COCO PROPERTIES LLC,,
48113009605,Census Tract 96.05,1361976,0.0,0.0,0.0,,0,0,93,0,0,0,93,0.0,0.0,,0.0,False,3,85,574,0.523,JC LEASING LLP,STICKWIN ESTATES LLC,RS RENTAL II LLC
48113009607,Census Tract 96.07,2356316,0.0,0.0,0.0,,0,0,1,0,0,1,2,0.0,0.0,,0.0,False,3,124,1305,0.23,ZHS INVESTMENTS LLC,OLERIO HOMES LLC,RENTAL CHOICE NEXUS LLC
48113009608,Census Tract 96.08,2261407,0.0,0.0,0.0,,0,0,2,0,1,4,8,0.0,0.0,,0.0,False,6,73,1177,0.51,WH1 LLC,FF I BORROWER II LLC,OPENDOOR PROPERTY TRUST I
48113009609,Census Tract 96.09,2700092,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,5,63,1164,0.43,JHES INVESTMENTS LLC,WH1 LLC,CERBERUS SFR HOLDINGS LP
48113009611,Census Tract 96.11,1390772,0.0,0.0,0.0,,0,0,48,0,0,0,48,0.0,0.0,,0.0,False,38,112,851,4.465,HIJO SPE LLC,JHES INVESTMENTS LLC,FFA VILLAGE LLC
48113009702,Census Tract 97.02,1879773,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,7,90,1190,0.588,MFHB TEXAS PROPCO II LLC,TOWNSVILLE REALTY LLC,JHES INVESTMENTS LLC
48113009202,Census Tract 92.02,2778633,0.0,0.0,0.0,,0,0,9,0,0,1,10,0.0,0.0,,0.0,False,16,344,1524,1.05,KRL MANAGEMENT LLC,VM MASTER ISSUER LLC,DFW HOME SOLUTIONS LLC
48113009301,Census Tract 93.01,2722019,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False,7,244,1222,0.573,ROBERT ANTHONY HOLDINGS LLC,DFW HOME SOLUTIONS LLC,PERSPECTIVE PLUS LLC
48113009304,Census Tract 93.04,2931843,3.0,666.0,374.0,2004.0,0,0,369,0,331,0,700,0.0,0.0,,0.0,False,56,140,825,6.788,AO PROPCO 1 LLC,RESICAP TEXAS OWNER LLC,RENTAL TRANSITION LLC
48113008500,Census Tract 85,2695036,0.0,0.0,0.0,,0,0,20,0,30,25,75,0.0,0.0,,0.0,False,11,237,1133,0.971,ROBERT ANTHONY HOLDINGS LLC,CURRAN PRICE LLC,PATH ACQUISITIONS TRS LLC
48113008604,Census Tract 86.04,1261731,0.0,0.0,0.0,,0,0,120,0,0,0,120,0.0,0.0,,0.0,False,4,68,332,1.205,GREENHOUSE CAPITAL LLC,SRMZ 2 LLC,RCGA LLC
48113008701,Census Tract 87.01,5211518,2.0,451.0,400.0,2000.0,0,0,230,0,164,0,395,0.0,0.0,,0.0,False,12,142,934,1.285,CAZARES CASAS LLC,ESN INVESTMENTS LLC,IMAP ACQ LLC
48113008704,Census Tract 87.04,2288538,0.0,0.0,0.0,,0,0,39,0,0,0,39,0.0,0.0,,0.0,False,9,150,804,1.119,ANGLEFORGE PROPERTIES LLC,CS85 PROPERTIES LLC,CAVADIAN PROPERTIES LLC
48113008801,Census Tract 88.01,2315960,2.0,229.0,229.0,2020.0,0,0,62,0,75,0,137,0.0,0.0,,0.0,False,16,145,923,1.733,DESOTO REAL ESTATE RESOURCE LLC,FONSECA HOLDINGS LLC,SANTIBANEZ PROPERTIES LLC
48113009802,Census Tract 98.02,1546654,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False,14,172,974,1.437,RS RENTAL II LLC,MDD HOMES LLC,AES RE MANAGEMENT LLC
48113009104,Census Tract 91.04,1215502,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False,12,187,937,1.281,PATH ACQUISITIONS TRS LLC,ROBERT ANTHONY HOLDINGS LLC,D&C ASSET HOLDING LLC
48113012211,Census Tract 122.11,1318895,0.0,0.0,0.0,,0,0,80,0,0,0,80,0.0,0.0,,0.0,False,8,43,357,2.241,SHADOW GLEN APTS LLC,J C LEASING LLP,TRICON SFR 2024-4 BORROWER LLC
48113012400,Census Tract 124,3053580,0.0,0.0,0.0,,0,0,0,0,0,3,3,0.0,0.0,,0.4537498464890146,True,18,223,2025,0.889,GR SFR FUND II A LLC,KHAKI INVESTMENTS LLC,DALLAS MOGUL INVESTMENTS LP
48113016513,Census Tract 165.13,5281302,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False,27,152,1867,1.446,ALTO ASSET COMPANY 3 LLC,BAF ASSETS LLC,H&N FAMILY TRUST
48113016517,Census Tract 165.17,2671236,0.0,0.0,0.0,,0,0,60,0,0,0,60,0.0,0.0,,0.0,False,168,192,1278,13.146,900 TITLE JEFFERSON LLC,RS XII NM DALLAS OWNER 1 LP,STAR BORROWER SFR5 LP
48113016518,Census Tract 165.18,2535379,1.0,224.0,213.0,2007.0,0,0,136,0,23,0,159,0.0,0.0,,0.0,False,12,163,1275,0.941,143 HOLDINGS LLC,HAB PROPERTIES I LLC,RESICAP TEXAS OWNER LLC
48113016519,Census Tract 165.19,2710118,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False,5,100,830,0.602,TAH MS BORROWER LLC,CERBERUS SFR HOLDINGS LP,JYLC LP
