GEOID,NAMELSAD,ALAND,lihtc_projects,lihtc_units_total,lihtc_units_li,lihtc_latest_pis,hud_202prac_units,hud_811prac_units,hud_hcv_units,hud_modrehab_units,hud_pbs8_units,hud_pubhsg_units,hud_all_units,hca_count,org_count,org_names,nez_overlap_frac,nez_present
48113014138,Census Tract 141.38,2721068,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014130,Census Tract 141.30,3632237,0.0,0.0,0.0,,0,0,68,0,0,0,68,0.0,0.0,,0.0,False
48113007912,Census Tract 79.12,510365,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113013805,Census Tract 138.05,569996,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113016521,Census Tract 165.21,19156522,0.0,0.0,0.0,,0,0,64,0,0,3,67,0.0,0.0,,0.0,False
48113018505,Census Tract 185.05,477214,0.0,0.0,0.0,,0,0,32,0,0,0,32,0.0,0.0,,0.0,False
48113980000,Census Tract 9800,26609569,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113007913,Census Tract 79.13,605345,0.0,0.0,0.0,,0,0,8,0,0,0,8,0.0,0.0,,0.0,False
48113018133,Census Tract 181.33,7205396,1.0,76.0,76.0,2020.0,0,0,61,0,0,0,61,0.0,0.0,,0.0,False
48113020000,Census Tract 200,6859494,0.0,0.0,0.0,,0,0,3,0,0,0,3,0.0,0.0,,0.0,False
48113018135,Census Tract 181.35,2902066,0.0,0.0,0.0,,0,0,95,0,0,0,95,0.0,0.0,,0.0,False
48113008802,Census Tract 88.02,2495035,2.0,200.0,200.0,2016.0,0,0,14,0,199,0,213,0.0,1.0,Cornerstone Community Development Corporation,0.0,False
48113009603,Census Tract 96.03,3526073,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False
48113009604,Census Tract 96.04,2374785,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.0,False
48113009605,Census Tract 96.05,1361976,0.0,0.0,0.0,,0,0,93,0,0,0,93,0.0,0.0,,0.0,False
48113009607,Census Tract 96.07,2356316,0.0,0.0,0.0,,0,0,1,0,0,1,2,0.0,0.0,,0.0,False
48113009608,Census Tract 96.08,2261407,0.0,0.0,0.0,,0,0,2,0,1,4,8,0.0,0.0,,0.0,False
48113009609,Census Tract 96.09,2700092,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113009611,Census Tract 96.11,1390772,0.0,0.0,0.0,,0,0,48,0,0,0,48,0.0,0.0,,0.0,False
48113009702,Census Tract 97.02,1879773,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113009202,Census Tract 92.02,2778633,0.0,0.0,0.0,,0,0,9,0,0,1,10,0.0,0.0,,0.0,False
48113009301,Census Tract 93.01,2722019,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113009304,Census Tract 93.04,2931843,3.0,666.0,374.0,2004.0,0,0,369,0,331,0,700,0.0,0.0,,0.0,False
48113008500,Census Tract 85,2695036,0.0,0.0,0.0,,0,0,20,0,30,25,75,0.0,0.0,,0.0,False
48113008604,Census Tract 86.04,1261731,0.0,0.0,0.0,,0,0,120,0,0,0,120,0.0,0.0,,0.0,False
48113008701,Census Tract 87.01,5211518,2.0,451.0,400.0,2000.0,0,0,230,0,164,0,395,0.0,0.0,,0.0,False
48113008704,Census Tract 87.04,2288538,0.0,0.0,0.0,,0,0,39,0,0,0,39,0.0,0.0,,0.0,False
48113008801,Census Tract 88.01,2315960,2.0,229.0,229.0,2020.0,0,0,62,0,75,0,137,0.0,0.0,,0.0,False
48113009802,Census Tract 98.02,1546654,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113009104,Census Tract 91.04,1215502,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113012211,Census Tract 122.11,1318895,0.0,0.0,0.0,,0,0,80,0,0,0,80,0.0,0.0,,0.0,False
48113012400,Census Tract 124,3053580,0.0,0.0,0.0,,0,0,0,0,0,3,3,0.0,0.0,,0.4537498464890146,True
48113016513,Census Tract 165.13,5281302,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113016517,Census Tract 165.17,2671236,0.0,0.0,0.0,,0,0,60,0,0,0,60,0.0,0.0,,0.0,False
48113016518,Census Tract 165.18,2535379,1.0,224.0,213.0,2007.0,0,0,136,0,23,0,159,0.0,0.0,,0.0,False
48113016519,Census Tract 165.19,2710118,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113016607,Census Tract 166.07,1161445,1.0,192.0,192.0,1994.0,0,0,274,0,0,0,274,0.0,0.0,,0.0,False
48113016610,Census Tract 166.10,2785280,0.0,0.0,0.0,,0,0,129,0,104,0,233,0.0,0.0,,0.0,False
48113013609,Census Tract 136.09,1795661,0.0,0.0,0.0,,1,0,8,0,0,0,9,0.0,0.0,,0.0,False
48113013610,Census Tract 136.10,2796753,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113013611,Census Tract 136.11,3924544,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113015306,Census Tract 153.06,4843711,0.0,0.0,0.0,,0,0,3,0,103,0,106,0.0,0.0,,0.0,False
48113015403,Census Tract 154.03,1078483,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113015404,Census Tract 154.04,2423631,1.0,160.0,160.0,1999.0,0,0,57,0,0,0,57,0.0,0.0,,0.0,False
48113015500,Census Tract 155,3642735,1.0,40.0,40.0,2022.0,0,0,17,0,39,0,56,0.0,0.0,,0.0,False
48113015600,Census Tract 156,3173891,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113007914,Census Tract 79.14,855948,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113013625,Census Tract 136.25,332656,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113018134,Census Tract 181.34,3929530,0.0,0.0,0.0,,0,0,152,0,0,0,152,0.0,0.0,,0.0,False
48113017605,Census Tract 176.05,1046078,0.0,0.0,0.0,,0,0,12,0,0,7,19,0.0,0.0,,0.0,False
48113018144,Census Tract 181.44,2944495,0.0,0.0,0.0,,0,0,66,0,0,0,66,0.0,0.0,,0.0,False
48113016524,Census Tract 165.24,14481761,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.0,False
48113018146,Census Tract 181.46,2471492,0.0,0.0,0.0,,0,0,19,0,0,0,19,0.0,0.0,,0.0,False
48113018507,Census Tract 185.07,459539,0.0,0.0,0.0,,0,0,27,0,0,0,27,0.0,0.0,,0.0,False
48113019045,Census Tract 190.45,873006,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False
48113019047,Census Tract 190.47,1461211,0.0,0.0,0.0,,0,0,30,0,0,0,30,0.0,0.0,,0.0,False
48113012802,Census Tract 128.02,3032203,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.30232323003264766,True
48113016530,Census Tract 165.30,4164190,0.0,0.0,0.0,,0,0,61,0,0,0,61,0.0,0.0,,0.0,False
48113008402,Census Tract 84.02,4251731,0.0,0.0,0.0,,0,0,1,0,0,1,2,0.0,0.0,,0.0,False
48113016531,Census Tract 165.31,1929092,0.0,0.0,0.0,,0,0,33,0,0,0,33,0.0,0.0,,0.0,False
48113019051,Census Tract 190.51,6496261,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113019216,Census Tract 192.16,2055240,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113008101,Census Tract 81.01,1310386,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113018151,Census Tract 181.51,4884340,0.0,0.0,0.0,,0,0,8,0,0,0,8,0.0,0.0,,0.0,False
48113013202,Census Tract 132.02,2919980,1.0,100.0,75.0,2015.0,0,0,229,0,0,0,229,0.0,1.0,Navicore Solutions - Dallas,0.0,False
48113013012,Census Tract 130.12,1363463,0.0,0.0,0.0,,0,0,0,0,0,122,122,0.0,0.0,,0.0,False
48113008102,Census Tract 81.02,4030303,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113016527,Census Tract 165.27,8488787,0.0,0.0,0.0,,0,0,34,0,0,3,37,0.0,0.0,,0.0,False
48113000801,Census Tract 8.01,785984,2.0,141.0,123.0,2002.0,0,0,109,0,0,189,298,0.0,0.0,,0.0,False
48113000902,Census Tract 9.02,421107,0.0,0.0,0.0,,0,0,85,0,48,0,133,0.0,0.0,,0.0,False
48113014142,Census Tract 141.42,541432,1.0,204.0,204.0,1995.0,0,0,69,0,0,0,69,0.0,0.0,,0.0,False
48113012801,Census Tract 128.01,1576534,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.2719499837648274,True
48113021200,Census Tract 212,18522258,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113007915,Census Tract 79.15,205665,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113012502,Census Tract 125.02,1719020,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.3297215219306347,True
48113012501,Census Tract 125.01,1408701,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113016635,Census Tract 166.35,2727272,5.0,1182.0,1180.0,2004.0,0,0,456,0,0,0,456,0.0,0.0,,0.0,False
48113016534,Census Tract 165.34,4479580,0.0,0.0,0.0,,0,0,15,0,0,121,136,0.0,0.0,,0.38027211527528987,True
48113007702,Census Tract 77.02,1908831,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113007830,Census Tract 78.30,152546,0.0,0.0,0.0,,0,0,14,0,0,0,14,0.0,0.0,,0.6140785215725172,True
48113013808,Census Tract 138.08,3142557,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014704,Census Tract 147.04,2362360,0.0,0.0,0.0,,0,12,1,0,0,0,13,0.0,0.0,,0.0,False
48113007206,Census Tract 72.06,498795,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113016420,Census Tract 164.20,1623257,0.0,0.0,0.0,,0,0,7,0,0,0,7,0.0,0.0,,0.0,False
48113010001,Census Tract 100.01,7310455,1.0,100.0,75.0,2002.0,0,0,215,0,0,0,215,2.0,0.0,,0.0,False
48113007831,Census Tract 78.31,200959,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.9999999999999993,True
48113016532,Census Tract 165.32,2942739,0.0,0.0,0.0,,0,0,9,0,0,0,9,0.0,0.0,,0.0,False
48113013807,Census Tract 138.07,1819453,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113014157,Census Tract 141.57,5948612,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014156,Census Tract 141.56,1526530,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113014141,Census Tract 141.41,370676,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113014314,Census Tract 143.14,2839246,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014318,Census Tract 143.18,1485463,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014155,Census Tract 141.55,1039638,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014158,Census Tract 141.58,1967400,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014409,Census Tract 144.09,3617477,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014410,Census Tract 144.10,1553034,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113014316,Census Tract 143.16,1415618,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113015406,Census Tract 154.06,2444081,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014140,Census Tract 141.40,355124,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113014154,Census Tract 141.54,1226037,0.0,0.0,0.0,,0,0,23,0,0,0,23,0.0,0.0,,0.0,False
48113014147,Census Tract 141.47,569259,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014153,Census Tract 141.53,2075305,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113015101,Census Tract 151.01,2632102,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113015208,Census Tract 152.08,1052851,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113015002,Census Tract 150.02,6320110,0.0,0.0,0.0,,0,0,2,0,1,0,3,0.0,0.0,,0.0,False
48113014144,Census Tract 141.44,3513658,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113014313,Census Tract 143.13,3569880,1.0,93.0,93.0,1995.0,0,0,51,0,0,0,51,0.0,0.0,,0.0,False
48113014320,Census Tract 143.20,513877,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113016634,Census Tract 166.34,11210380,1.0,100.0,100.0,2003.0,0,0,95,0,0,0,95,0.0,0.0,,0.0,False
48113007203,Census Tract 72.03,411031,2.0,137.0,130.0,1993.0,0,0,17,0,0,0,17,0.0,0.0,,0.0,False
48113019215,Census Tract 192.15,2026012,0.0,0.0,0.0,,1,0,5,0,0,0,6,0.0,0.0,,0.0,False
48113019214,Census Tract 192.14,843091,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113013729,Census Tract 137.29,3080196,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113002001,Census Tract 20.01,1646924,1.0,64.0,64.0,1996.0,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113010002,Census Tract 100.02,1775475,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000705,Census Tract 7.05,473389,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False
48113016636,Census Tract 166.36,2848771,0.0,0.0,0.0,,0,0,27,0,0,0,27,0.0,0.0,,0.0,False
48113016528,Census Tract 165.28,4867436,0.0,0.0,0.0,,0,0,55,0,0,0,55,0.0,0.0,,0.0,False
48113016526,Census Tract 165.26,1439332,0.0,0.0,0.0,,0,0,71,0,0,2,73,0.0,0.0,,0.0,False
48113016419,Census Tract 164.19,3942173,0.0,0.0,0.0,,0,0,31,0,0,0,31,0.0,0.0,,0.0,False
48113016204,Census Tract 162.04,1867698,0.0,0.0,0.0,,0,0,8,0,0,0,8,0.0,0.0,,0.0,False
48113016536,Census Tract 165.36,2566838,0.0,0.0,0.0,,0,0,13,0,0,0,13,0.0,0.0,,0.019041484900109856,True
48113000706,Census Tract 7.06,357428,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113001901,Census Tract 19.01,554175,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,2.0,Legal Aid of NorthWest Texas - Dallas; Dallas Eviction Advocacy Center,0.0,False
48113001801,Census Tract 18.01,242287,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113000703,Census Tract 7.03,538313,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113001802,Census Tract 18.02,470125,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000610,Census Tract 6.10,390016,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000407,Census Tract 4.07,515989,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000408,Census Tract 4.08,465628,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False
48113016533,Census Tract 165.33,12955222,0.0,0.0,0.0,,0,0,72,0,0,0,72,0.0,0.0,,0.0,False
48113016535,Census Tract 165.35,2611263,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113003103,Census Tract 31.03,512035,1.0,107.0,107.0,2012.0,0,0,272,0,0,0,272,0.0,0.0,,0.0,False
48113010809,Census Tract 108.09,1951231,0.0,0.0,0.0,,0,0,22,0,0,1,23,0.0,0.0,,0.0,False
48113006701,Census Tract 67.01,1725081,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014149,Census Tract 141.49,639055,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113007916,Census Tract 79.16,214578,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113013631,Census Tract 136.31,144926,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113013107,Census Tract 131.07,486059,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113019049,Census Tract 190.49,1195517,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113980200,Census Tract 9802,1005585,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113018150,Census Tract 181.50,3493771,0.0,0.0,0.0,,0,0,72,0,0,0,72,0.0,0.0,,0.0,False
48113016708,Census Tract 167.08,3466263,0.0,0.0,0.0,,0,0,43,0,0,0,43,0.0,0.0,,0.0,False
48113020800,Census Tract 208,3638651,1.0,264.0,264.0,2004.0,0,0,159,0,0,0,159,0.0,0.0,,0.04456495545376859,True
48113000802,Census Tract 8.02,659950,1.0,293.0,293.0,1997.0,0,0,79,0,0,1,80,0.0,0.0,,0.0,False
48113001602,Census Tract 16.02,613664,1.0,22.0,22.0,1995.0,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113020401,Census Tract 204.01,1399355,0.0,0.0,0.0,,0,0,60,0,0,0,60,0.0,0.0,,0.0,False
48113015207,Census Tract 152.07,1697006,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113015102,Census Tract 151.02,961180,0.0,0.0,0.0,,0,0,13,0,0,0,13,0.0,0.0,,0.0,False
48113015001,Census Tract 150.01,1955976,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113014143,Census Tract 141.43,2383026,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113010906,Census Tract 109.06,2774930,0.0,0.0,0.0,,0,0,71,0,0,0,71,1.0,0.0,,0.2930150349554834,True
48113002002,Census Tract 20.02,746621,0.0,0.0,0.0,,0,11,42,0,0,0,53,0.0,0.0,,0.0,False
48113000607,Census Tract 6.07,472890,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113016203,Census Tract 162.03,507822,1.0,418.0,418.0,1995.0,0,0,149,0,0,0,149,0.0,0.0,,0.0,False
48113016421,Census Tract 164.21,3052290,0.0,0.0,0.0,,0,0,43,0,0,0,43,0.0,0.0,,0.0,False
48113016414,Census Tract 164.14,893862,0.0,0.0,0.0,,0,0,24,0,0,0,24,0.0,0.0,,0.0,False
48113000501,Census Tract 5.01,324538,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000503,Census Tract 5.03,235275,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113000502,Census Tract 5.02,936133,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113010905,Census Tract 109.05,500627,1.0,280.0,280.0,1996.0,0,0,229,0,0,0,229,0.0,0.0,,0.0,False
48113000409,Census Tract 4.09,2966519,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,1.0,BCL of Texas,0.0,False
48113001902,Census Tract 19.02,671034,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000704,Census Tract 7.04,348350,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113001705,Census Tract 17.05,940705,0.0,0.0,0.0,,0,0,184,0,0,0,184,0.0,0.0,,0.0,False
48113000609,Census Tract 6.09,625532,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False
48113000611,Census Tract 6.11,424167,1.0,100.0,85.0,2016.0,0,0,50,0,0,0,50,0.0,0.0,,0.0,False
48113003102,Census Tract 31.02,465410,0.0,0.0,0.0,,0,0,9,0,0,0,9,0.0,0.0,,0.0,False
48113010808,Census Tract 108.08,975291,0.0,0.0,0.0,,0,0,72,0,0,0,72,0.0,0.0,,0.0,False
48113006702,Census Tract 67.02,945873,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113010806,Census Tract 108.06,3039998,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False
48113011004,Census Tract 110.04,931480,0.0,0.0,0.0,,0,0,49,0,0,0,49,0.0,0.0,,0.0,False
48113011003,Census Tract 110.03,2432482,0.0,0.0,0.0,,0,0,12,0,0,0,12,0.0,0.0,,0.0,False
48113013628,Census Tract 136.28,2776977,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113013629,Census Tract 136.29,263242,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False
48113014145,Census Tract 141.45,170007,0.0,0.0,0.0,,0,0,16,0,0,0,16,0.0,0.0,,0.0,False
48113016711,Census Tract 167.11,3744391,0.0,0.0,0.0,,82,0,100,0,0,0,182,0.0,0.0,,0.0,False
48113011201,Census Tract 112.01,3654530,0.0,0.0,0.0,,0,0,211,0,0,0,211,0.0,0.0,,0.0,False
48113016707,Census Tract 167.07,2499497,0.0,0.0,0.0,,0,0,83,0,0,0,83,0.0,0.0,,0.0,False
48113007829,Census Tract 78.29,1813665,0.0,0.0,0.0,,0,0,31,0,0,0,31,0.0,0.0,,0.7777411571501087,True
48113019044,Census Tract 190.44,1263286,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113019046,Census Tract 190.46,1254111,0.0,0.0,0.0,,0,0,6,0,0,0,6,0.0,0.0,,0.0,False
48113012212,Census Tract 122.12,1673750,0.0,0.0,0.0,,0,0,30,0,0,4,35,0.0,0.0,,0.0,False
48113016706,Census Tract 167.06,1559257,0.0,0.0,0.0,,0,0,32,0,0,0,32,0.0,0.0,,0.0,False
48113019048,Census Tract 190.48,1366034,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False
48113017816,Census Tract 178.16,1350094,0.0,0.0,0.0,,0,0,38,0,0,0,38,0.0,0.0,,0.0,False
48113007832,Census Tract 78.32,234574,0.0,0.0,0.0,,0,0,14,0,0,0,14,0.0,0.0,,0.9409478366156998,True
48113018152,Census Tract 181.52,3614816,0.0,0.0,0.0,,0,0,17,0,0,0,17,0.0,0.0,,0.0,False
48113000901,Census Tract 9.01,543353,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000608,Census Tract 6.08,541486,0.0,0.0,0.0,,0,0,10,0,0,0,10,0.0,0.0,,0.0,False
48113012213,Census Tract 122.13,1345991,0.0,0.0,0.0,,0,0,44,0,0,2,46,0.0,0.0,,0.0,False
48113010807,Census Tract 108.07,2948040,0.0,0.0,0.0,,0,0,24,0,0,0,24,0.0,0.0,,0.0,False
48113016415,Census Tract 164.15,3411526,0.0,0.0,0.0,,0,0,20,0,0,0,20,0.0,0.0,,0.0,False
48113007701,Census Tract 77.01,733215,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113013728,Census Tract 137.28,1388377,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113010003,Census Tract 100.03,22306969,1.0,156.0,124.0,2005.0,0,0,25,0,0,0,25,1.0,2.0,Dallas County Home Loan Counseling Center; Catholic Charities of Dallas,0.0,False
48113016418,Census Tract 164.18,4194961,0.0,0.0,0.0,,0,0,17,0,0,0,17,0.0,0.0,,0.0,False
48113013201,Census Tract 132.01,2736390,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113013106,Census Tract 131.06,428322,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113016417,Census Tract 164.17,2706408,0.0,0.0,0.0,,0,7,45,0,0,0,52,0.0,0.0,,0.0,False
48113014146,Census Tract 141.46,233646,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113013627,Census Tract 136.27,896111,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113007205,Census Tract 72.05,388935,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113007204,Census Tract 72.04,904000,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113000410,Census Tract 4.10,3054634,0.0,0.0,0.0,,0,0,25,0,0,0,25,0.0,0.0,,0.0,False
48113014160,Census Tract 141.60,2392229,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113016637,Census Tract 166.37,1961046,0.0,0.0,0.0,,0,0,40,0,0,0,40,0.0,0.0,,0.0,False
48113014159,Census Tract 141.59,5943447,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014150,Census Tract 141.50,1839780,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014152,Census Tract 141.52,984902,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014317,Census Tract 143.17,356668,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014151,Census Tract 141.51,1818253,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014319,Census Tract 143.19,369103,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014148,Census Tract 141.48,2130466,0.0,0.0,0.0,,0,0,1,0,0,0,1,0.0,0.0,,0.0,False
48113014315,Census Tract 143.15,1123804,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113014161,Census Tract 141.61,1480807,0.0,0.0,0.0,,0,0,4,0,0,0,4,0.0,0.0,,0.0,False
48113015405,Census Tract 154.05,4239056,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
48113014139,Census Tract 141.39,387693,0.0,0.0,0.0,,0,0,2,0,0,0,2,0.0,0.0,,0.0,False
48113014903,Census Tract 149.03,2465839,0.0,0.0,0.0,,0,0,11,0,0,0,11,0.0,0.0,,0.0,False
48113014208,Census Tract 142.08,702736,0.0,0.0,0.0,,0,0,66,0,0,0,66,0.0,0.0,,0.0,False
48113016633,Census Tract 166.33,5142529,0.0,0.0,0.0,,0,0,13,0,0,0,13,0.0,0.0,,0.0,False
48113011603,Census Tract 116.03,4950867,0.0,0.0,0.0,,0,0,5,0,0,0,5,0.0,0.0,,0.0,False
48113014207,Census Tract 142.07,1080193,0.0,0.0,0.0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,False
