GEOID,NAMELSAD,population,median_income,pct_black,pct_hispanic,pct_nonwhite,pct_renter,rent_burden_pct,south_of_i30,tif_present,oz_designated,redline_legacy,in_pid,pid_name,pid_north,pid_south,bates_typology,bates_vulnerable,bates_vuln_zscore,market_cat,demo_change,hmda_denials_total,hmda_denials_black,hmda_denial_rate,hmda_black_denial_share,dpi,risk_tier,vendor_share_5mi,income_2023,home_val_2023,renter_share_2023,pct_black_2023,pct_hispanic_2023,pct_nonwhite_2023,total_units_2023,pop_2023,z_home_val,z_income,invest_tool_pressure,z_tools,z_vendor,z_denial,gent_pressure,pct_renter_2023,vuln_index,bates_vulnerable_v2,demo_pressure,bates_typology_v2,income_2013,home_val_2013,renter_share_2013,pct_black_2013,pct_hisp_2013,renter_share_2013,income_chg_pct,income_real_chg_pct,home_val_chg_pct,renter_share_chg,black_share_chg,hisp_share_chg,demo_change_real,real_gent_signal,bates_typology_v21
48113014147,Census Tract 141.47,2405,57075.0,59.5,20.0,79.5,100.0,8.8,0,0,0,0.5,0,,0,0,Susceptible,1,0.7757487532110219,Adjacent,0,1.0,0.0,0.5,0.0,27.338524963637624,Moderate,0.071212707140376,57075.0,,1.0,0.5954261954261955,0.2004158004158004,0.8927234927234927,962.0,2405.0,-0.3022153530211132,-0.6277735745523855,0.0,-0.3569657034940823,0.0,1.3338702397746949,-0.3519601930690065,1.0,0.6261188462210007,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113014153,Census Tract 141.53,4581,66346.0,17.8,61.6,79.4,26.6,15.7,0,0,0,0.5,0,,0,0,Stable,0,-0.2966120910718327,Adjacent,0,16.0,1.0,0.2461538461538461,0.0625,28.04542765462855,Moderate,0.0711191873490173,66346.0,232500.0,0.2660208643815201,0.1781270464963981,0.6158044095175725,0.8519973804846104,1342.0,4581.0,-0.4309616690850864,-0.4206517364349247,0.0,-0.3569657034940823,0.0,-0.5197504787704429,-0.345240944162032,0.2660208643815201,0.1682258738853446,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113015101,Census Tract 151.01,4193,64800.0,3.8,72.5,76.3,23.1,47.9,0,0,0,0.5,0,,0,0,Stable,0,0.1891533816275394,Low,0,11.0,2.0,0.2972972972972973,0.1818181818181818,30.88394388154345,Moderate,0.0509287089318364,64800.0,223700.0,0.2305699481865284,0.0383973288814691,0.7254948724063917,0.8049129501550203,1158.0,4193.0,-0.4632399477563959,-0.4551906601464547,0.0,-0.3569657034940823,0.0,-0.1462937246655253,-0.3651730726248728,0.2305699481865284,0.1706339526011886,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113015208,Census Tract 152.08,3839,51525.0,1.7,79.6,81.3,7.1,0.0,0,0,0,0.5,0,,0,0,Stable,0,-0.1601840553777399,Adjacent,0,50.0,1.0,0.4761904761904761,0.02,26.72958321679266,Moderate,0.0278329691325561,51525.0,241700.0,0.0714285714285714,0.0166710080750195,0.7955196665798385,0.8645480593904663,1204.0,3839.0,-0.3972161959287173,-0.75176518296053,0.0,-0.3569657034940823,0.0,1.160009710618224,-0.4162083901887041,0.0714285714285714,0.4980249839736441,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113015002,Census Tract 150.02,2536,83155.0,0.8,58.0,58.8,34.0,12.1,0,0,0,0.5,0,,0,0,Stable,0,-0.4746125401576065,Low,0,12.0,2.0,0.3636363636363636,0.1666666666666666,24.062251226289263,Low,0.0509287089318364,83155.0,184400.0,0.3401937046004842,0.0082807570977917,0.5796529968454258,0.7007097791798107,826.0,2536.0,-0.607391805913494,-0.0451247191858256,0.0,-0.3569657034940823,0.0,0.3381235727876372,-0.3131097377396998,0.3401937046004842,0.0228750228875979,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113014144,Census Tract 141.44,5784,95542.0,15.7,16.0,31.7,90.4,9.4,0,0,0,0.5,0,,0,0,Stable,0,-0.27092242760344,Accelerating,0,9.0,2.0,0.2368421052631578,0.2222222222222222,19.03612121154486,Low,0.109812193505322,95542.0,983200.0,0.9043898809523808,0.1566390041493776,0.1604426002766251,0.8070539419087137,2688.0,5784.0,2.3225955807503733,0.2316111462829465,0.0,-0.3569657034940823,0.0,-0.5877461351126094,0.7815698139598467,0.9043898809523808,0.0064927020595532,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113014313,Census Tract 143.13,3125,129470.0,22.7,16.9,39.6,66.5,14.0,0,0,0,0.5,0,,0,0,Stable,0,-0.3304599416092381,Accelerating,0,3.0,0.0,0.1034482758620689,0.0,20.90126510108646,Low,0.1075343848906189,129470.0,827400.0,0.6649175412293853,0.22656,0.16896,0.70624,1334.0,3125.0,1.7511233288196892,0.989590838187726,0.0,-0.3569657034940823,0.0,-1.5618068492796215,0.7710494487603021,0.6649175412293853,-0.4796497371297614,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113014320,Census Tract 143.20,2779,96750.0,15.7,15.3,31.0,96.3,6.4,0,0,0,0.5,0,,0,0,Stable,0,-0.2766834104980745,Accelerating,0,1.0,0.0,0.1666666666666666,0.0,18.598608532299583,Low,0.0704293969553768,96750.0,334400.0,0.963294538943599,0.156531126304426,0.1529327096077725,0.8783735156531126,1117.0,2779.0,-0.0571938740161728,0.2585988693382688,0.0,-0.3569657034940823,0.0,-1.10017716841589,-0.0446095644446138,0.963294538943599,0.0177144238681597,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113016634,Census Tract 166.34,4901,73287.0,14.8,80.4,95.2,37.4,44.1,1,0,0,0.5,0,,0,0,Stable,0,0.4149739331224667,Adjacent,0,4.0,0.0,0.2352941176470588,0.0,33.79235480144853,Moderate,0.000345676261003,73287.0,236400.0,0.3744493392070485,0.148337074066517,0.8035094878596205,0.9732707610691697,1362.0,4901.0,-0.416656522855756,-0.2655840330185408,0.0,-0.3569657034940823,0.0,-0.59904976084724,-0.3014672171276704,0.3744493392070485,0.2796930934000797,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113007203,Census Tract 72.03,3347,43527.0,8.8,81.0,89.8,100.0,6.2,0,0,0,0.5,0,,0,0,Susceptible,1,0.8225018915053977,Adjacent,0,,,,,28.868167164312297,Moderate,0.0932738015728428,43527.0,,1.0,0.0884374066328055,0.8096803107260233,0.8981177173588288,1177.0,3347.0,-0.3022153530211132,-0.9304471440503208,0.0,-0.3569657034940823,0.0,-0.1462937246655253,-0.4276285854434903,1.0,0.486465102365362,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113019215,Census Tract 192.15,2699,121676.0,0.0,30.1,30.1,17.3,9.4,0,0,0,0.5,0,,0,0,Stable,0,-0.9170818839136524,Accelerating,0,20.0,1.0,0.2666666666666666,0.05,18.755846907409047,Low,0.1047994444599511,121676.0,373800.0,0.1729729729729729,0.0,0.3012226750648388,0.4082993701370878,925.0,2699.0,0.0873247827621901,0.8154664064880721,0.0,-0.3569657034940823,0.0,-0.3699629459587147,0.1451888497152639,0.1729729729729729,-0.6794618915847264,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113019214,Census Tract 192.14,5424,51026.0,10.7,61.2,71.9,69.0,25.1,0,0,0,0.5,0,,0,0,Stable,0,0.7158570382143803,Adjacent,0,10.0,2.0,0.2439024390243902,0.2,27.720088454328582,Moderate,0.1057191567655621,51026.0,195300.0,0.6895803183791607,0.1067477876106194,0.6117256637168141,0.7835545722713864,1382.0,5424.0,-0.567410756195622,-0.762913257302091,0.0,-0.3569657034940823,0.0,-0.5361905738351447,-0.478563504867511,0.6895803183791607,0.2109869873820596,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113013729,Census Tract 137.29,7018,76974.0,3.1,66.3,69.4,51.1,14.4,0,0,0,0.5,0,,0,0,Stable,0,-0.1946826744326444,Adjacent,0,20.0,0.0,0.3846153846153846,0.0,26.15881610246067,Moderate,0.1044030256044448,76974.0,227000.0,0.5113004816598741,0.030635508691935,0.6631518951268167,0.7426617269877458,2699.0,7018.0,-0.4511355932546548,-0.183213391540914,0.0,-0.3569657034940823,0.0,0.491315367708723,-0.2929422313978782,0.5113004816598741,0.1505613845050878,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113002001,Census Tract 20.01,2469,58884.0,26.2,42.3,68.5,91.3,20.7,1,1,0,0.5,0,,0,0,Stable,0,0.2512994474306849,Sustained,0,2.0,1.0,0.0952380952380952,0.5,42.66300597625791,Moderate,0.1976824627309576,58884.0,510900.0,0.9132720105124836,0.2620494127176995,0.4228432563791008,0.7792628594572701,1522.0,2469.0,0.5902056925163417,-0.5873590124604335,1.0,2.797046334227604,0.0,-1.6217587558853008,0.7589938228225123,0.9132720105124836,0.0225396812540772,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113010002,Census Tract 100.02,4960,,37.9,32.2,70.1,42.0,21.65,1,1,0,0.5,0,,0,0,Stable,0,0.4083449567353482,Sustained,0,,,,,47.7675,Moderate,0.1994195133388906,,,,0.3752016129032258,0.3223790322580645,0.7387096774193549,0.0,4960.0,-0.3022153530211132,-0.2719846809120423,1.0,2.797046334227604,0.0,-0.1462937246655253,0.5254900397715009,42.0,4.451034894246139,1,0,Late,,,,,,,,,,,,,0,0,Late
48113000705,Census Tract 7.05,2357,124250.0,3.0,9.8,12.8,67.5,26.2,0,0,0,0.5,0,,0,0,Stable,0,-0.3517592416223816,Accelerating,0,7.0,1.0,0.1627906976744186,0.1428571428571428,17.492319890540386,Low,0.1801436179885949,124250.0,438000.0,0.6754385964912281,0.0301230377598642,0.0980059397539244,0.1658888417479846,1482.0,2357.0,0.3228094976142436,0.8729717037930386,0.0,-0.3569657034940823,0.0,-1.1284800452553152,0.2419848242397243,0.6754385964912281,-1.055785281440557,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113016636,Census Tract 166.36,2543,76822.0,38.1,25.1,63.2,31.9,43.6,1,0,0,0.5,0,,0,0,Stable,0,0.0774347067925854,Adjacent,0,13.0,2.0,0.2708333333333333,0.1538461538461538,28.13981769786239,Moderate,0.0006199455395022,76822.0,231100.0,0.3191287878787879,0.3814392449862367,0.2512780180888714,0.692095949665749,1056.0,2543.0,-0.4360968497827946,-0.1866091977531731,0.0,-0.3569657034940823,0.0,-0.3395373533563321,-0.2885276227357919,0.3191287878787879,-0.0563291438773488,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113016528,Census Tract 165.28,4847,74523.0,63.1,28.8,91.9,30.7,25.5,1,0,0,0.5,0,,0,0,Stable,0,0.0141719022446945,Adjacent,0,39.0,23.0,0.3644859813084112,0.5897435897435898,31.261841828313464,Moderate,0.0025455437114324,74523.0,309600.0,0.3074225599064874,0.5941819682277698,0.2878068908603259,0.9193315452857438,1711.0,4847.0,-0.1481599320898633,-0.2379707667135919,0.0,-0.3569657034940823,0.0,0.3443276018654384,-0.2005900937833707,0.3074225599064874,0.3402013699933919,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113016526,Census Tract 165.26,4806,51305.0,62.7,25.9,88.6,57.0,38.1,1,0,0,0.5,0,,0,0,Susceptible,1,0.9783730809683844,Adjacent,0,20.0,5.0,0.2985074626865671,0.25,32.00758552592673,Moderate,0.0006107369146387,51305.0,211300.0,0.5704441041347627,0.626508531002913,0.2586350395339159,0.9644194756554308,1306.0,4806.0,-0.5087229767932411,-0.7566801656361681,0.0,-0.3569657034940823,0.0,-0.1374569248778232,-0.456464509160197,0.5704441041347627,0.481393941224445,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113016419,Census Tract 164.19,4963,88542.0,29.8,47.2,77.0,21.3,5.5,1,0,0,0.5,0,,0,0,Stable,0,-0.5356586315135322,Accelerating,0,36.0,5.0,0.4137931034482758,0.1388888888888889,26.55419468399265,Moderate,0.0037858205815786,88542.0,259800.0,0.2128279883381924,0.2909530525891597,0.4722949828732621,0.8706427563973403,1372.0,4963.0,-0.3308256454797739,0.0752253338762778,0.0,-0.3569657034940823,0.0,0.7043752204150604,-0.1862240683223719,0.2128279883381924,0.2454286811954252,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113016204,Census Tract 162.04,5182,67212.0,3.0,82.1,85.1,25.8,56.1,1,0,0,0.5,0,,0,0,Stable,0,0.4282816796065624,Low,0,24.0,0.0,0.3428571428571428,0.0,33.28491856503715,Moderate,0.0038089811009542,67212.0,183700.0,0.2578068264342774,0.0299112311848707,0.8214974913160942,0.8876881512929371,1377.0,5182.0,-0.6099593962623482,-0.4013045773571854,0.0,-0.3569657034940823,0.0,0.1863907473419903,-0.4030533589046388,0.2578068264342774,0.3127900071532334,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113016536,Census Tract 165.36,2647,56387.0,10.3,76.7,87.0,22.9,7.5,1,0,0,0.5,0,,0,0,Stable,0,0.1531318588697853,Adjacent,0,15.0,0.0,0.3658536585365853,0.0,28.514532184929635,Moderate,0.0015272268116604,56387.0,186800.0,0.2287769784172661,0.1027578390630902,0.7672837174159426,0.9085757461276918,695.0,2647.0,-0.5985886390031369,-0.6431440658289267,0.0,-0.3569657034940823,0.0,0.3543145755028737,-0.4595334659818501,0.2287769784172661,0.4213279194359445,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113000706,Census Tract 7.06,2249,130206.0,2.0,15.6,17.6,97.1,11.3,0,0,0,0.5,0,,0,0,Stable,0,-0.3049863711488603,Accelerating,0,1.0,0.0,0.125,0.0,16.76775737598338,Low,0.1801436179885949,130206.0,570300.0,0.9712140175219024,0.0200088928412627,0.1556247220987105,0.2045353490440196,1598.0,2249.0,0.8080840735476809,1.0060336893207698,0.0,-0.3569657034940823,0.0,-1.4044330944397123,0.4450964221983602,0.9712140175219024,-1.051207528137898,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113001901,Census Tract 19.01,3817,120022.0,2.8,13.5,16.3,82.2,18.5,0,1,0,1.0,0,,0,0,Historic Loss,0,-0.3237775656714699,Sustained,1,14.0,1.0,0.3333333333333333,0.0714285714285714,45.79636426789886,Moderate,0.1996888989636197,120022.0,728800.0,0.8219389725762842,0.0277705003929787,0.1351847000261986,0.334817919832329,2589.0,3817.0,1.3894598882525169,0.7785146730994107,1.0,2.797046334227604,0.0,0.1168465356794024,1.3802012127201346,0.8219389725762842,-0.6200113938913869,0,1,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113001801,Census Tract 18.01,2568,83555.0,5.8,10.4,16.2,88.5,10.8,0,1,0,1.0,1,Uptown PID,1,0,Historic Loss,0,-0.4001029884642157,Sustained,1,5.0,1.0,0.217391304347826,0.2,44.97074702786368,Moderate,0.1996888989636197,83555.0,338000.0,0.8853006681514477,0.058411214953271,0.1039719626168224,0.1950934579439251,1796.0,2568.0,-0.0439891236506371,-0.0361883870483016,1.0,2.797046334227604,0.0,-0.7297786497781926,0.6748182935171027,0.8853006681514477,-0.7102531606539878,0,1,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113000703,Census Tract 7.03,3075,116250.0,8.9,8.3,17.2,60.5,13.8,0,0,0,0.5,0,,0,0,Stable,0,-0.5827971332602673,Accelerating,0,7.0,0.0,0.1,0.0,16.960403859052153,Low,0.1984321865025275,116250.0,492000.0,0.6048024012006002,0.088780487804878,0.0829268292682926,0.3505691056910569,1999.0,3075.0,0.5208807530972792,0.6942450610425601,0.0,-0.3569657034940823,0.0,-1.5869866500540064,0.2666281029711672,0.6048024012006002,-0.857864924856518,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113001802,Census Tract 18.02,3078,112782.0,3.5,10.4,13.9,100.0,0.6,0,1,0,1.0,1,Uptown PID,1,0,Historic Loss,0,-0.493003204815223,Sustained,1,,,,,47.896940259402,Moderate,0.1996888989636197,112782.0,,1.0,0.0354126055880441,0.1042884990253411,0.2871994801819363,2121.0,3078.0,-0.3022153530211132,0.6167670614102277,1.0,2.797046334227604,0.0,-0.1462937246655253,0.7476779753520684,1.0,-0.6594195717240495,0,1,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113000610,Census Tract 6.10,2326,47210.0,4.1,71.9,76.0,97.4,21.5,0,0,0,0.5,0,,0,0,Susceptible,1,0.9367575208225358,Adjacent,0,6.0,3.0,0.6,0.5,28.05962850730869,Moderate,0.1954192829109306,47210.0,,0.9737864077669904,0.0408426483233018,0.7192605331040413,0.7871883061049011,1030.0,2326.0,-0.3022153530211132,-0.8481658658940693,0.0,-0.3569657034940823,0.0,2.06408446223187,-0.4070582659044275,0.9737864077669904,0.6568522996977831,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113000407,Census Tract 4.07,2235,58934.0,7.7,68.6,76.3,78.4,9.1,0,0,0,0.5,0,,0,0,Stable,0,0.0126577759699347,Adjacent,0,8.0,0.0,0.2580645161290322,0.0,26.8100054514547,Moderate,0.1966759953720227,58934.0,435800.0,0.7844423617619494,0.0765100671140939,0.6859060402684564,0.8317673378076063,1067.0,2235.0,0.3147399279464162,-0.586241970943243,0.0,-0.3569657034940823,0.0,-0.4327770726216975,-0.1256429438280857,0.7844423617619494,0.2522487562564628,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113000408,Census Tract 4.08,2408,71723.0,14.1,26.6,40.7,57.4,7.6,0,0,0,0.5,0,,0,0,Stable,0,-0.5074537328205819,Adjacent,0,11.0,3.0,0.1617647058823529,0.2727272727272727,20.42237121729258,Low,0.1967142379694506,71723.0,194600.0,0.5744107744107744,0.1407807308970099,0.2661960132890365,0.5361295681063123,1485.0,2408.0,-0.5699783465444762,-0.3005250916762593,0.0,-0.3569657034940823,0.0,-1.135971983242222,-0.3638651200831521,0.5744107744107744,-0.3141643079900955,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113016533,Census Tract 165.33,3287,97705.0,32.2,41.3,73.5,53.6,18.6,1,0,0,0.5,0,,0,0,Stable,0,-0.0661268960041071,Accelerating,0,10.0,4.0,0.5263157894736842,0.4,27.31709850855849,Moderate,0.0015124332830992,97705.0,205000.0,0.5355450236966824,0.3215698205050197,0.4128384545177974,0.7572254335260116,1055.0,3287.0,-0.5318312899329286,0.2799343623166072,0.0,-0.3569657034940823,0.0,1.526031877263425,-0.2053987867708938,0.5355450236966824,0.2106365268113275,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113016535,Census Tract 165.35,3132,70022.0,30.7,35.2,65.9,42.9,20.7,1,0,0,0.5,0,,0,0,Stable,0,-0.1900819661612863,Adjacent,0,19.0,4.0,0.3114754098360656,0.2105263157894736,26.20788907109739,Moderate,0.0015124332830992,70022.0,241000.0,0.4288939051918736,0.3071519795657726,0.3524904214559387,0.6992337164750958,1329.0,3132.0,-0.3997837862775715,-0.3385268440910798,0.0,-0.3569657034940823,0.0,-0.0427631304314553,-0.3137974620934405,0.4288939051918736,0.0466201694758491,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113003103,Census Tract 31.03,2460,76103.0,27.6,13.6,41.2,92.2,24.1,1,1,0,1.0,1,Dallas DID,1,0,Historic Loss,0,0.0762557151174217,Sustained,1,3.0,1.0,0.375,0.3333333333333333,50.7423252445324,High,0.1965831207125301,76103.0,597400.0,0.9216589861751152,0.275609756097561,0.1361788617886178,0.4707317073170731,1953.0,2460.0,0.9074864999104636,-0.2026722547703724,1.0,2.797046334227604,0.0,0.4211024617032256,0.96621379483297,0.9216589861751152,-0.1496752803757732,0,1,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113010809,Census Tract 108.09,5323,41053.0,24.2,64.8,89.0,47.5,21.7,1,0,0,0.5,0,,0,0,Stable,0,0.6230337993040278,Adjacent,0,16.0,0.0,0.4571428571428571,0.0,30.35569313157456,Moderate,0.0217900174846446,41053.0,157500.0,0.4753218884120171,0.2417809505917715,0.6477550253616382,0.9120796543302648,1864.0,5323.0,-0.7060606350337469,-0.9857183583209064,0.0,-0.3569657034940823,0.0,1.0209212872930478,-0.5827922377155585,0.4753218884120171,0.6373372270384978,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113006701,Census Tract 67.01,4622,54505.0,0.2,96.6,96.8,40.8,24.3,1,1,0,0.5,0,,0,0,Stable,0,0.67759608505917,Sustained,0,13.0,0.0,0.5909090909090909,0.0,47.993551938522025,Moderate,0.0380761419911222,54505.0,178200.0,0.4080682699767261,0.0015144958892254,0.965599307659022,0.9723063608827348,1289.0,4622.0,-0.6301333204319166,-0.6851895085359767,1.0,2.797046334227604,0.0,1.9977013510994,0.307417544271736,0.4080682699767261,0.7764570731456646,1,0,Late,,,,,,,,,,,,,0,0,Late
48113014149,Census Tract 141.49,3715,99763.0,9.0,7.1,16.1,94.6,17.2,0,0,0,0.5,0,,0,0,Stable,0,-0.2402513507408791,Accelerating,0,2.0,0.0,0.3333333333333333,0.0,17.125076907658837,Low,0.0812974920810733,99763.0,597400.0,0.9462973431317128,0.0904441453566621,0.0705248990578734,0.877792732166891,1769.0,3715.0,0.9074864999104636,0.3259117911641677,0.0,-0.3569657034940823,0.0,0.1168465356794024,0.3098567968861835,0.9462973431317128,0.1809241798304446,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113007916,Census Tract 79.16,1366,96976.0,16.8,14.1,30.9,100.0,16.2,0,1,0,0.5,0,,0,0,Stable,0,-0.0802166227992434,Sustained,0,,,,,35.610106160189126,Moderate,0.0260989333716653,96976.0,,1.0,0.1676427525622254,0.1405563689604685,0.4407027818448024,846.0,1366.0,-0.3022153530211132,0.2636478969959698,1.0,2.797046334227604,0.0,-0.1462937246655253,0.6593981842485039,1.0,-0.3804081057787133,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113013631,Census Tract 136.31,1958,53887.0,27.1,56.7,83.8,100.0,30.5,0,0,0,0.5,0,,0,0,Susceptible,1,1.1797210820538648,Adjacent,0,,,,,30.36955842508956,Moderate,0.1036654883626713,53887.0,,1.0,0.2655771195097037,0.5669050051072523,0.9688457609805924,725.0,1958.0,-0.3022153530211132,-0.6989961416884511,0.0,-0.3569657034940823,0.0,-0.1462937246655253,-0.3697658348530229,1.0,0.5164837072384315,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113013107,Census Tract 131.07,4435,50823.0,27.5,32.6,60.1,90.8,25.0,0,0,0,0.5,0,,0,0,Stable,0,0.798850483435374,Adjacent,0,3.0,0.0,0.1764705882352941,0.0,25.64459058502957,Moderate,0.0938903978564056,50823.0,177600.0,0.9075319435104237,0.2753100338218714,0.3255918827508455,0.659977452085682,2974.0,4435.0,-0.6323341121595059,-0.7674484458618844,0.0,-0.3569657034940823,0.0,-1.0285875387632255,-0.5024204765948187,0.9075319435104237,0.0077168104659308,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113019049,Census Tract 190.49,4294,59451.0,13.3,48.7,62.0,43.9,7.7,0,0,0,0.5,0,,0,0,Stable,0,-0.4350948378517176,Adjacent,0,18.0,2.0,0.3396226415094339,0.1111111111111111,24.160500024989627,Low,0.013368785525214,59451.0,214800.0,0.4385113268608414,0.1327433628318584,0.4874243129948766,0.7072659524918491,1236.0,4294.0,-0.4958850250489702,-0.5746917616554934,0.0,-0.3569657034940823,0.0,0.1627719584754508,-0.4064741250545335,0.4385113268608414,0.1474869648646709,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113980200,Census Tract 9802,1400,6311.0,3.1,11.7,14.8,100.0,44.1,0,0,0,0.5,0,,0,0,Susceptible,1,0.8021089576952436,Adjacent,0,,,,,19.723057785829035,Low,0.1025852200178858,6311.0,,1.0,0.0314285714285714,0.1171428571428571,0.6035714285714286,438.0,1400.0,-0.3022153530211132,-1.7618834861255468,0.0,-0.3569657034940823,0.0,-0.1462937246655253,-0.6354876709622969,1.0,0.328343089300155,1,0,Susceptible,,,,,,,,,,,,,0,0,Susceptible
48113018150,Census Tract 181.50,3980,104500.0,19.6,28.4,48.0,17.3,23.8,0,0,0,0.5,0,,0,0,Stable,0,-0.516624194268533,Accelerating,0,28.0,6.0,0.3181818181818182,0.2142857142857142,23.40052718780381,Low,0.0040528178626727,104500.0,287500.0,0.1729106628242075,0.1962311557788944,0.2839195979899497,0.5251256281407035,1388.0,3980.0,-0.2292224273894019,0.4317403045027948,0.0,-0.3569657034940823,0.0,0.006208017125285,-0.0615341993341125,0.1729106628242075,-0.3819517632453068,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113016708,Census Tract 167.08,5558,117539.0,89.8,9.9,99.7,2.3,0.0,1,0,0,0.5,0,,0,0,Stable,0,-0.5930272687316737,Accelerating,0,60.0,44.0,0.4081632653061224,0.7333333333333333,29.94889032962569,Moderate,0.0236547952094977,117539.0,259400.0,0.0232919254658385,0.8936667866138899,0.0989564591579705,0.9969413458078444,1932.0,5558.0,-0.3322928399648334,0.723042391355731,0.0,-0.3569657034940823,0.0,0.6632653415997375,-0.0247833220222795,0.0232919254658385,0.2142329149593805,0,0,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113020800,Census Tract 208,7507,35577.0,50.6,40.1,90.7,52.3,43.8,1,1,0,1.0,0,,0,0,Late,1,1.0523844000985838,Sustained,1,62.0,27.0,0.2616033755274262,0.4354838709677419,61.47375060802087,High,0.1301427815102217,35577.0,119100.0,0.5231075697211155,0.5053949646996136,0.4013587318502731,0.9794858132409752,2510.0,7507.0,-0.8469113055994612,-1.1080567452836088,1.0,2.797046334227604,0.0,-0.4069358179818622,0.1258284402761874,0.5231075697211155,0.5425405224943954,1,1,Dynamic,,,,,,,,,,,,,0,0,Late
48113000802,Census Tract 8.02,3228,79415.0,12.7,40.0,52.7,90.9,14.1,0,0,0,0.5,0,,0,0,Stable,0,-0.0025327462524422,Adjacent,0,10.0,0.0,0.2702702702702703,0.0,23.20479048156852,Low,0.1794148465659614,79415.0,835400.0,0.9085262563523432,0.1270136307311028,0.4002478314745972,0.5851920693928129,1771.0,3228.0,1.7804672185208796,-0.1286794246716743,0.0,-0.3569657034940823,0.0,-0.3436489199242213,0.5017522444408687,0.9085262563523432,-0.1420524097618737,0,0,Stable,,,,,,,,,,,,,0,0,Stable
48113001602,Census Tract 16.02,2896,130070.0,26.9,16.1,43.0,57.2,10.9,0,0,0,1.0,0,,0,0,Stable,0,-0.4332667974028611,Accelerating,0,8.0,3.0,0.1333333333333333,0.375,33.670758803448074,Moderate,0.1996888989636197,130070.0,409500.0,0.571917808219178,0.2689917127071823,0.161256906077348,0.535220994475138,1752.0,2896.0,0.2182718905537525,1.0029953363940116,0.0,-0.3569657034940823,0.0,-1.343581909234948,0.2379025699187957,0.571917808219178,-0.6725779438439539,0,1,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
48113020401,Census Tract 204.01,2675,70932.0,26.7,20.0,46.7,93.1,18.7,0,1,0,1.0,1,Deep Ellum,1,0,Historic Loss,0,0.0413153565434169,Sustained,1,5.0,0.0,0.8333333333333334,0.0,53.33787951967919,High,0.1774919923687717,70932.0,,0.9308724832214764,0.2669158878504672,0.199626168224299,0.5846728971962617,1490.0,2675.0,-0.3022153530211132,-0.3181966884782129,1.0,2.797046334227604,0.0,3.76791764796528,0.5139370378799581,0.9308724832214764,0.5237752898352026,0,1,Historic Loss,,,,,,,,,,,,,0,0,Historic Loss
