ProjectNum,Name,Category,District,layer,BondAmount,AmountPaid,proj_lat,proj_lon,lat_south,nearest_vendor,nearest_vendor_dist_km,nearest_vendor_total_paid,nearest_vendor_south,weighted_avg_dist_km
1020666,Tommie M. Allen Rec Ctr- Inter Upgrades- Safety and Security,Recreation Center,08,Active Bond Program,862084.0,72173.5,32.659471553952,-96.7530678621875,1,Estrada Concrete Company LLC,4.85,160453200.6,1,215.85
1020682,Westmorelan Park â€“ Skatepark (New) (Pivt Match),Specialty Parks,01,Active Bond Program,1000000.0,11000.0,32.7213909510765,-96.8795545408433,1,OMEGA CONTRACTING LLC,6.88,25376409.41,0,213.57
1011596,J. Erik Jonsson Central Library,Library Facilities,02,2017 Bond Program,99000.0,1598989.6,32.7783422485667,-96.7971430974628,0,Kay Bailey Hutchison Convention Center,0.77,53138383.01,0,211.43
1011597,Forest Green Branch Library,Library Facilities,10,2017 Bond Program,7700000.0,6998780.88,32.9067042755735,-96.7486809901948,0,Trinity Alliance Ventures LLC,4.96,34272683.17,0,216.59
1011598,Vickery Park Branch Library,Library Facilities,13,2017 Bond Program,7790000.0,7533643.56,32.8715688173751,-96.7615338943243,0,Trinity Alliance Ventures LLC,7.7,34272683.17,0,214.7
1011599,Dallas Heritage Village,Cultural Arts Facilities,02,2017 Bond Program,250000.0,233457.55,32.7727007406633,-96.788310649136,0,"GTS Technology Solutions, Inc",1.17,19431158.73,0,211.69
1011600,Bath House Cultural Center Rehabilitation,Cultural Arts Facilities,09,2017 Bond Program,1500000.0,1383809.3,32.8408280542387,-96.7153709819076,0,Universal Protection Service LP,7.71,24351490.83,0,215.34
1011601,Dallas Museum of Art Rehabilitation,Cultural Arts Facilities,14,2017 Bond Program,6000000.0,1504004.25,32.7874160810943,-96.8005832999873,0,"Perkins + Will, Inc.",0.49,46477520.769999996,0,211.33
1011602,Kalita Humphreys Theater Rehabilitation,Cultural Arts Facilities,14,2017 Bond Program,525000.0,482146.75,32.8110385886779,-96.8006142623499,0,Universal Protection Service LP,1.66,24351490.83,0,211.78
1011603,Meyerson,Cultural Arts Facilities,14,2017 Bond Program,3800000.0,3467705.4,32.7899213289132,-96.7985012411214,0,"Perkins + Will, Inc.",0.55,46477520.769999996,0,211.38
1011605,Sammons Center,Cultural Arts Facilities,02,2017 Bond Program,900000.0,819130.99,32.8001504934636,-96.8166014409609,0,"Perkins + Will, Inc.",1.57,46477520.769999996,0,211.42
1011606,Dallas Black Dance Theatre,Cultural Arts Facilities,14,2017 Bond Program,900000.0,851332.48,32.790409781474,-96.7954287976443,0,"Perkins + Will, Inc.",0.84,46477520.769999996,0,211.46
1011608,Fire Station # 46,Fire Department Facilities,03,2017 Bond Program,7525000.0,6463416.41,32.6626130878587,-96.8183517787818,1,BAR CONSTRUCTORS INC ^,8.99,34543152.7,1,215.36
1011609,Fire-Rescue Training Center,Fire Department Facilities,02,2017 Bond Program,150000.0,73275.38,32.7857768222392,-96.734689605667,0,"GTS Technology Solutions, Inc",4.51,19431158.73,0,213.54
1011613,Fire Station #09,Fire Department Facilities,08,2017 Bond Program,63000.0,57582.98,32.6788431341418,-96.6101084927143,1,"MUNIZ CONSTRUCTION, INC. ^",1.38,22479352.36,1,220.82
1011616,Fire Station #13,Fire Department Facilities,12,2017 Bond Program,85000.0,78107.63,32.9972910041262,-96.7841656337439,0,"JE Dunn-Russell, a joint venture",6.15,94630687.8,0,221.27
1011617,Fire Station #18,Fire Department Facilities,14,2017 Bond Program,113000.0,54217.47,32.7836295720715,-96.8037546279845,0,Kay Bailey Hutchison Convention Center,0.63,53138383.01,0,211.28
1011618,Fire Station #25,Fire Department Facilities,08,2017 Bond Program,17000.0,15406.16,32.684029936503,-96.787493836866,1,DALLAS ZOO MANAGEMENT INC,7.13,22341228.84,0,214.47
1011620,Fire Station #36 Rehabilitation,Fire Department Facilities,06,2017 Bond Program,6990000.0,542767.65,32.7819053008608,-96.8569277873277,0,OMEGA CONTRACTING LLC,1.36,25376409.41,0,211.76
1011621,Fire Station #43,Fire Department Facilities,06,2017 Bond Program,43000.0,39543.0,32.8660402357421,-96.877717123964,0,"A & Associates, Inc.",5.7,19291214.12,0,213.5
1011622,Fire Station #51,Fire Department Facilities,05,2017 Bond Program,43000.0,202326.47,32.7105104173781,-96.6567304087318,1,"MUNIZ CONSTRUCTION, INC. ^",6.41,22479352.36,1,217.69
1011624,Fire Station #7,Fire Department Facilities,12,2017 Bond Program,85000.0,74342.66,32.9758448602906,-96.8038986748457,0,"JE Dunn-Russell, a joint venture",3.17,94630687.8,0,219.36
1011628,Fire Station #31,Fire Department Facilities,09,2017 Bond Program,85000.0,36116.0,32.8326432216218,-96.7042965302109,0,Good Earth Corporation,7.53,20074981.35,0,215.62
1011629,Fire Station #2,Fire Department Facilities,13,2017 Bond Program,85000.0,49759.0,32.9026453432296,-96.837775085784,0,"JE Dunn-Russell, a joint venture",5.58,94630687.8,0,214.8
1011631,Fire Station #53,Fire Department Facilities,07,2017 Bond Program,74000.0,66978.23,32.8074740063814,-96.693569221975,0,Good Earth Corporation,4.57,20074981.35,0,215.61
1011632,Fire Station #13-EB17VG26,Fire Department Facilities,12,2017 Bond Program,44000.0,27409.44,32.9972910041262,-96.7841656337439,0,"JE Dunn-Russell, a joint venture",6.15,94630687.8,0,221.27
1011634,Fire Station #14,Fire Department Facilities,02,2017 Bond Program,85000.0,72866.59,32.7416131509378,-96.8397269322828,1,DALLAS ZOO MANAGEMENT INC,3.1,22341228.84,0,212.31
1011635,Fire Station #19,Fire Department Facilities,02,2017 Bond Program,85000.0,65161.0,32.7939253191027,-96.7467263391283,0,Universal Protection Service LP,3.75,24351490.83,0,213.11
1011636,Fire Station #47,Fire Department Facilities,06,2017 Bond Program,85000.0,78000.0,32.8149186477254,-96.8704692219715,0,"A & Associates, Inc.",0.04,19291214.12,0,212.11
1011637,Fire Station #57,Fire Department Facilities,07,2017 Bond Program,85000.0,80686.89,32.8966500702125,-96.7182716801213,0,Talley Riggins Construction Group LLC,5.63,17234844.34,0,217.22
1011640,Future Fire Station Jim Miller & Loop 12 new Construction,Fire Department Facilities,08,2017 Bond Program,6900000.0,3430267.52,32.714619492941,-96.7006133482188,1,Good Earth Corporation,6.06,20074981.35,0,215.63
1011641,Central Patrol Station-EB17VG34,Police Facilities,02,2017 Bond Program,593000.0,505953.2,32.7824827899029,-96.7767198837827,0,"GTS Technology Solutions, Inc",1.69,19431158.73,0,211.96
1011642,Jack Evans Headquarters,Police Facilities,02,2017 Bond Program,1250000.0,1148396.21,32.7677417099346,-96.7950048899191,0,Kay Bailey Hutchison Convention Center,1.51,53138383.01,0,211.64
1011643,NC Patrol Station,Police Facilities,12,2017 Bond Program,750000.0,501573.79,32.9886302831328,-96.7830483577489,0,"JE Dunn-Russell, a joint venture",5.42,94630687.8,0,220.64
1011644,SC Patrol Station,Police Facilities,08,2017 Bond Program,775000.0,516209.19,32.6637660276145,-96.7882397037055,1,Estrada Concrete Company LLC,8.07,160453200.6,1,215.33
1011645,NW Patrol Station - Security Enhancements,Police Facilities,06,2017 Bond Program,775000.0,584413.58,32.8552205706218,-96.8795527798985,0,"A & Associates, Inc.",4.53,19291214.12,0,213.17
1011646,NE Patrol Station,Police Facilities,10,2017 Bond Program,1075000.0,396446.52,32.8635054196547,-96.7158361081273,0,Talley Riggins Construction Group LLC,9.24,17234844.34,0,216.03
1011647,SE Patrol Station,Police Facilities,05,2017 Bond Program,775000.0,614195.5,32.7231151449782,-96.7002027816476,1,Good Earth Corporation,5.14,20074981.35,0,215.48
1011649,SW Patrol Station-EB17VG41,Police Facilities,03,2017 Bond Program,775000.0,570497.06,32.7199900780942,-96.8885925150389,1,OMEGA CONTRACTING LLC,7.18,25376409.41,0,213.81
1011651,City Marshal's Office,City Facilities,02,2017 Bond Program,165000.0,1600.0,32.7810622724289,-96.776706176471,0,"GTS Technology Solutions, Inc",1.53,19431158.73,0,211.96
1011653,City Hall,City Facilities,02,2017 Bond Program,7000000.0,4120992.87,32.7763194730569,-96.7967560251188,0,Kay Bailey Hutchison Convention Center,0.83,53138383.01,0,211.46
1011655,ECO Park,City Facilities,08,2017 Bond Program,108000.0,78220.59,32.6894517867677,-96.7306385480266,1,Estrada Concrete Company LLC,5.97,160453200.6,1,215.24
1011658,"Martin Luther King, Jr. Center - Plumbing",City Facilities,07,2017 Bond Program,125000.0,79821.0,32.7698665881675,-96.7656412029137,0,"GTS Technology Solutions, Inc",1.15,19431158.73,0,212.38
1011660,Southwest Transfer Station (24410),City Facilities,03,2017 Bond Program,205000.0,3610.03,32.6879465199656,-96.8813421132485,1,DALLAS ZOO MANAGEMENT INC,9.49,22341228.84,0,214.9
1011806,Prairie Creek Bridge over UPRR Tracks,Intergovernmental Partnership Projects,07,2017 Bond Program,9200000.0,1865195.37,32.7765027420688,-96.6652774884327,0,Good Earth Corporation,2.0,20074981.35,0,216.74
1012649,Ferguson Rd and Lakeland Dr Intersection Improvements,Streetscape / Urban Design,07,2017 Bond Program,750000.0,700602.2,32.8119136905519,-96.7013307734345,0,Good Earth Corporation,5.24,20074981.35,0,215.32
1012686,Richmond Ave at Skillman St Intersection Improvements (Remove Channelized/Free Right Turns; Include NnewTraffic Signal),Traffic Intersection Capacity & Safety Improvement,TBD,2017 Bond Program,350000.0,72033.0,32.8161365775372,-96.7615438708988,0,Universal Protection Service LP,2.59,24351490.83,0,212.92
1012687,Collete At Tremont And Junius (Pilot Project To Construct Mini-Roundabouts),Traffic Intersection Capacity & Safety Improvement,"02,14",2017 Bond Program,85750.0,43079.25,32.8006488872247,-96.7666365587332,0,Universal Protection Service LP,1.76,24351490.83,0,212.45
1012692,Aquatics Master Plan Implementation - Phase 1 (2),Aquatics,"05,01,10,02,11,14",2017 Bond Program,11000000.0,10660885.0,32.7538796022471,-96.8345175695858,0,DALLAS ZOO MANAGEMENT INC,2.72,22341228.84,0,211.92
1012693,Aquatics Master Plan Implementation - Phase 2A -Exline & B,Aquatics,"07,03",2017 Bond Program,13200000.0,11992623.67,32.6839989039222,-96.8536628674598,1,DALLAS ZOO MANAGEMENT INC,8.16,22341228.84,0,214.64
1012694,"Downtown Parks - Carpenter, Harwood & West End (Match)",Downtown Parks,"14,02",2017 Bond Program,35000000.0,20200253.1,32.782359638818,-96.8074516320295,0,Kay Bailey Hutchison Convention Center,0.51,53138383.01,0,211.26
1012698,White Rock Lake Stone Tables (Match),Citywide Parks,09,2017 Bond Program,280000.0,211376.48,32.8383420889928,-96.7090447004924,0,Universal Protection Service LP,8.08,24351490.83,0,215.55
1012699,Dallas Zoo (Match),Dallas Zoo,04,2017 Bond Program,3500000.0,3217469.33,32.7363098491676,-96.816219145252,1,DALLAS ZOO MANAGEMENT INC,1.38,22341228.84,0,212.36
1012700,Dallas Arboretum (Match),Major Maintenance,09,2017 Bond Program,1000000.0,699378.11,32.8229949896926,-96.7168783994016,0,Universal Protection Service LP,6.72,24351490.83,0,214.83
1012702,Bachman Lake Skatepark,Major Park Facilities,06,2017 Bond Program,4000000.0,4347565.83,32.8538837306003,-96.8661746865703,0,"Flatiron Dragados Constructors, Inc.",4.09,15832846.24,0,212.98
1012706,Crawford Memorial Park - Phase 1,Hike and Bike Trails,05,2017 Bond Program,7700000.0,217585.0,32.7132593621763,-96.669617313063,1,Good Earth Corporation,6.14,20074981.35,0,217.01
1012711,Flag Pole Hill - Phase 1 Master Plan Implementation,Hike and Bike Trails,10,2017 Bond Program,400000.0,358071.87,32.8623848074053,-96.7231243645031,0,Universal Protection Service LP,8.72,24351490.83,0,215.7
1012712,Flag Pole Hill - Playground (Match),Playground Improvement,10,2017 Bond Program,165000.0,84136.28,32.8623848074053,-96.7231243645031,0,Universal Protection Service LP,8.72,24351490.83,0,215.7
1012713,Singing Hills Recreation Center - Gym Addition,,08,2017 Bond Program,8000000.0,7749623.2,32.6703253512016,-96.7932532346133,1,DALLAS ZOO MANAGEMENT INC,8.51,22341228.84,0,215.02
1012714,Bachman Recreation Center Renovation,Major Maintenance,06,2017 Bond Program,3900000.0,3198563.69,32.8538837306003,-96.8661746865703,0,"Flatiron Dragados Constructors, Inc.",4.09,15832846.24,0,212.98
1012715,Willie B. Johnson Recreation Center-Sr Add (Hamilton Pk),Recreation Center,10,2017 Bond Program,3800000.0,3427782.28,32.9175537273341,-96.7638811425516,0,Trinity Alliance Ventures LLC,3.1,34272683.17,0,216.66
1012716,Willie B. Johnson  Gym. Add'n. (Hamilton Park),Recreation Center,10,2017 Bond Program,7800000.0,6071018.52,32.9175537273341,-96.7638811425516,0,Trinity Alliance Ventures LLC,3.1,34272683.17,0,216.66
1012717,Thurgood Marshall Rec. Ctr. Ren.,Major Maintenance,03,2017 Bond Program,1400000.0,1090431.67,32.6839989039222,-96.8536628674598,1,DALLAS ZOO MANAGEMENT INC,8.16,22341228.84,0,214.64
1012722,Dallas Water Gardens (Match) (Amendment - 8/9/17),,02,2017 Bond Program,7500000.0,7801.6,32.7657814647215,-96.7992639304936,0,Kay Bailey Hutchison Convention Center,1.49,53138383.01,0,211.62
1012725,Kidd Springs - Japanese Garden Restoration - Phase 1,Historic Preservation,01,2017 Bond Program,600000.0,1199150.24,32.7538796022471,-96.8345175695858,0,DALLAS ZOO MANAGEMENT INC,2.72,22341228.84,0,211.92
1012726,Kidd Springs - Natural Spring daylighting and Lake bank eros,Land Acquisition,01,2017 Bond Program,1000000.0,389567.78,32.7538796022471,-96.8345175695858,0,DALLAS ZOO MANAGEMENT INC,2.72,22341228.84,0,211.92
1012728,Martin Weiss Park - Loop trail extension to greenbelt,Hike and Bike Trails,01,2017 Bond Program,1300000.0,727132.87,32.7333092953218,-96.877279674164,1,OMEGA CONTRACTING LLC,5.54,25376409.41,0,213.14
1012730,Westmount Park - Site Development,Playgrounds,01,2017 Bond Program,200000.0,160164.98,32.7614706957048,-96.8667430248544,0,OMEGA CONTRACTING LLC,2.42,25376409.41,0,212.21
1012731,Monarch Park - Playground replacement and Parking/ADA,,02,2017 Bond Program,250000.0,15868.0,32.8076631665329,-96.7784136244648,0,Universal Protection Service LP,0.76,24351490.83,0,212.19
1012733,Grauwyler Park - Sprayground,Aquatics,02,2017 Bond Program,2000000.0,1467976.7,32.8321795364428,-96.8583160431578,0,"Flatiron Dragados Constructors, Inc.",1.98,15832846.24,0,212.29
1012734,"K. B. Polk Park - Sprayground-sm., walking trail, playground",Aquatics,02,2017 Bond Program,2000000.0,1613339.48,32.8414422677058,-96.8304560746363,0,"Flatiron Dragados Constructors, Inc.",1.97,15832846.24,0,212.45
1012735,Samuell Grand Park - Shade structure at existing playground,,02,2017 Bond Program,150000.0,65322.49,32.7951835755768,-96.7408588451337,0,Universal Protection Service LP,4.24,24351490.83,0,213.35
1012739,Bachman Regional Family Aquatic Center - Phase 1 (with CD 6),Aquatics,02,2017 Bond Program,2500000.0,3293165.07,32.8538837306003,-96.8661746865703,0,"Flatiron Dragados Constructors, Inc.",4.09,15832846.24,0,212.98
1012740,Twin Falls Parking Lot,,03,2017 Bond Program,200000.0,1354.5,32.6718649206536,-96.8392071680655,1,DALLAS ZOO MANAGEMENT INC,8.78,22341228.84,0,215.05
1012741,Emerald Lake Park - Dam safety & Erosion Control,,03,2017 Bond Program,2075000.0,1708322.65,32.6537433951284,-96.9661906694634,1,TRINITY RIVER AUTHORITY OF TX,16.11,18513257.54,1,218.65
1012742,Thurgood Marshall Recreation Center - Renovation (Supplement,Major Maintenance,03,2017 Bond Program,200000.0,25870.0,32.6839989039222,-96.8536628674598,1,DALLAS ZOO MANAGEMENT INC,8.16,22341228.84,0,214.64
1012743,Sharrock Niblo Park - Historic Restoration of Barn,Historic Restoration,03,2017 Bond Program,725000.0,619487.59,32.6809376147817,-96.9370720296804,1,OMEGA CONTRACTING LLC,12.89,25376409.41,0,216.55
1012744,Glendale Park- Parking Spaces & Lighting,Community Parks,03,2017 Bond Program,400000.0,469486.49,32.6827531442209,-96.7972179472227,1,DALLAS ZOO MANAGEMENT INC,7.09,22341228.84,0,214.46
1012745,Add Discretionary Funds (Singing Hills Rec. Ctr.) Amendment,,03,2017 Bond Program,1000000.0,275.0,32.6703253512016,-96.7932532346133,1,DALLAS ZOO MANAGEMENT INC,8.51,22341228.84,0,215.02
1012749,"Cummings Park - Parking lot (rear), renovate and expand",,04,2017 Bond Program,350000.0,13929.0,32.6987956383498,-96.7708425500661,1,DALLAS ZOO MANAGEMENT INC,6.24,22341228.84,0,214.09
1012756,Devon Anderson Park - Replace playground equipment,,05,2017 Bond Program,100000.0,189525.4,32.7408320381512,-96.7073948817931,1,Good Earth Corporation,3.68,20074981.35,0,214.91
1012757,Guard Dr. - Phase 2 Site Development,Community Parks,05,2017 Bond Program,600000.0,569157.05,32.7369935553332,-96.7111637445125,1,Good Earth Corporation,4.23,20074981.35,0,214.81
1012759,"Bisbee Park - Parking lot, clearing/grubbing, and signage",,05,2017 Bond Program,150000.0,28848.0,32.7682593189932,-96.7123572589638,0,Good Earth Corporation,2.69,20074981.35,0,214.47
1012761,"Holcomb Park - 6' wide walking loop trail, park furnishings,",Trails,05,2017 Bond Program,400000.0,179058.46,32.7311364516312,-96.6723260776824,1,Good Earth Corporation,4.15,20074981.35,0,216.61
1012764,Brownwood - Erosion Control,,06,2017 Bond Program,400000.0,327917.94,32.8800410187586,-96.863060262735,0,"Satterfield & Pontikes Construction, Inc",5.72,24518222.33,0,213.88
1012765,Brownwood - Soccer Field,,06,2017 Bond Program,200000.0,24244.25,32.8800410187586,-96.863060262735,0,"Satterfield & Pontikes Construction, Inc",5.72,24518222.33,0,213.88
1012767,Jaycee Zaragoza Park - Sprayground,Aquatics,06,2017 Bond Program,1885000.0,1792726.1,32.7802605436455,-96.9074721772794,0,OMEGA CONTRACTING LLC,3.38,25376409.41,0,212.91
1012768,Nash Davis Park - Spraygound,Aquatics,06,2017 Bond Program,2000000.0,1603553.22,32.7879120346041,-96.8548705819092,0,OMEGA CONTRACTING LLC,1.64,25376409.41,0,211.7
1012769,"Frances Rizo Park - Playground replacement, ADA drinking fou",Neighborhood Park Facilities,06,2017 Bond Program,250000.0,13925.0,32.771043221637,-96.9063669928102,0,OMEGA CONTRACTING LLC,3.52,25376409.41,0,212.99
1012770,Stafford Park - Playground and park furnishings,Playground Improvement,06,2017 Bond Program,220000.0,14500.0,32.7707563401116,-96.8395621861832,0,OMEGA CONTRACTING LLC,3.27,25376409.41,0,211.63
1012771,Hattie R. Moore Park - Master Plan and Phase 1 Implementatio,,06,2017 Bond Program,350000.0,36166.8,32.7802974295357,-96.8387924832269,0,OMEGA CONTRACTING LLC,3.06,25376409.41,0,211.51
1012772,Nash Davis Park - Master Plan,Master Plan,06,2017 Bond Program,40000.0,33500.0,32.7879120346041,-96.8548705819092,0,OMEGA CONTRACTING LLC,1.64,25376409.41,0,211.7
1012774,Bachman Lake Park - Regional Family Aquatic Center - Phase 1,Aquatics,06,2017 Bond Program,3500000.0,3833029.73,32.8538837306003,-96.8661746865703,0,"Flatiron Dragados Constructors, Inc.",4.09,15832846.24,0,212.98
1012776,Tipton Park - Picnic pavilion and water fountain,,06,2017 Bond Program,300000.0,342262.0,32.7878310551773,-96.879213343216,0,OMEGA CONTRACTING LLC,0.91,25376409.41,0,212.15
1012779,Everglade Park - Exercise stations at loop trail,Hike and Bike Trails,07,2017 Bond Program,150000.0,83919.04,32.7869969822583,-96.6989908390659,0,Good Earth Corporation,2.63,20074981.35,0,215.12
1012781,Martin Luther King Jr. Park - Playground replacement,Playgrounds,07,2017 Bond Program,250000.0,204600.84,32.7690944778112,-96.7657184318952,0,"GTS Technology Solutions, Inc",1.13,19431158.73,0,212.38
1012786,Hillview Park - Creek Erosion Control and Drainage Near Play,,07,2017 Bond Program,403345.0,27385.16,32.8102036093202,-96.6757283157387,0,Good Earth Corporation,4.84,20074981.35,0,216.54
1012787,Hillview Park - Pavilion,,07,2017 Bond Program,175000.0,12914.84,32.8102036093202,-96.6757283157387,0,Good Earth Corporation,4.84,20074981.35,0,216.54
1012796,Wheatly Park - Replace Sidewalk Segment,,07,2017 Bond Program,30000.0,25910.76,32.764904721772,-96.7591592125056,0,"GTS Technology Solutions, Inc",1.74,19431158.73,0,212.65
1012798,Willie Mae Butler Park - ADA Drinking Fountain and Park Furnishings Package,,07,2017 Bond Program,60000.0,8000.0,32.7612441384034,-96.7364005845744,0,"GTS Technology Solutions, Inc",3.91,19431158.73,0,213.52
1012800,Willoughby Park - Playground Replacement,,08,2017 Bond Program,200000.0,200426.4,32.6399102199416,-96.8278533205325,1,BAR CONSTRUCTORS INC ^,7.46,34543152.7,1,216.54
1012801,Danieldale Park - Playground replacement (at end of life),Playgrounds,08,2017 Bond Program,220000.0,222265.05,32.6460283722806,-96.8307991098581,1,BAR CONSTRUCTORS INC ^,8.15,34543152.7,1,216.25
1012802,Singing Hills (New) Site Development,,08,2017 Bond Program,200000.0,196552.0,32.6703253512016,-96.7932532346133,1,DALLAS ZOO MANAGEMENT INC,8.51,22341228.84,0,215.02
1012803,Singing Hills Replacement Recreation Center - Addition,,08,2017 Bond Program,2000000.0,494127.73,32.6703253512016,-96.7932532346133,1,DALLAS ZOO MANAGEMENT INC,8.51,22341228.84,0,215.02
1012804,Kleberg-Rylie Park - Sprayground,,08,2017 Bond Program,1480000.0,1382709.73,32.6856903325172,-96.6029057299695,1,"MUNIZ CONSTRUCTION, INC. ^",0.66,22479352.36,1,221.05
1012806,White Rock Hills Park -Neighborhood Park Site Dev Phase 2,Recreation Facilities,09,2017 Bond Program,200000.0,100267.94,32.8029742007506,-96.7140117410907,0,Good Earth Corporation,4.89,20074981.35,0,214.6
1012807,Casa Linda Park - Picnic Pavilion,,09,2017 Bond Program,425000.0,300969.47,32.8205188857902,-96.6985465026442,0,Good Earth Corporation,6.09,20074981.35,0,215.61
1012808,Casa Linda Park - Basketball,,09,2017 Bond Program,35000.0,15852.32,32.8205188857902,-96.6985465026442,0,Good Earth Corporation,6.09,20074981.35,0,215.61
1012812,Dixon Branch Greenbelt - Park Furnishings,,09,2017 Bond Program,65507.0,156189.91,32.8480333944171,-96.7030243194328,0,Universal Protection Service LP,9.11,24351490.83,0,216.09
1012814,Lakewood Park - Pedestrian Bridge and ADA Parking,,09,2017 Bond Program,250000.0,109180.0,32.8315751475177,-96.7357109208045,0,Universal Protection Service LP,5.55,24351490.83,0,214.25
1012817,Lochwood Park - Field grading and irrigation,,09,2017 Bond Program,120000.0,4728.0,32.8562747212986,-96.6916246492301,0,Good Earth Corporation,9.93,20074981.35,0,216.86
1012818,"Lochwood Park - Park furnishings package, including ADA drin",,09,2017 Bond Program,45000.0,46462.44,32.8562747212986,-96.6916246492301,0,Good Earth Corporation,9.93,20074981.35,0,216.86
1012819,Harry Stone Park - Neighborhood Family Aquatic Center,Aquatics,02,2017 Bond Program,6200000.0,5463861.93,32.8270161167658,-96.6737837608478,0,Good Earth Corporation,6.71,20074981.35,0,216.96
1012820,"Friendship Park - Security lights, loop trail, exer stations",Recreation Facilities,10,2017 Bond Program,467000.0,519969.2,32.9191337387698,-96.7072455018596,0,Talley Riggins Construction Group LLC,3.01,17234844.34,0,218.68
1012821,Flag Pole Hill Pavilion - Historic Restoration,,10,2017 Bond Program,200000.0,199658.7,32.8623848074053,-96.7231243645031,0,Universal Protection Service LP,8.72,24351490.83,0,215.7
1012822,Hamilton Park - Parking lot expansion at Recreation Center,,10,2017 Bond Program,223000.0,193340.98,32.9175537273341,-96.7638811425516,0,Trinity Alliance Ventures LLC,3.1,34272683.17,0,216.66
1012826,Flag Pole Hill Park - Phase 1 Master Plan Implementation (Supplemental funding),Hike and Bike Trails,10,2017 Bond Program,1100000.0,954602.44,32.8623848074053,-96.7231243645031,0,Universal Protection Service LP,8.72,24351490.83,0,215.7
1012828,Lake Highland North Park - Site Developments / Recreation Center Improvements,Site Development,10,2017 Bond Program,400000.0,38960.32,32.8851029157202,-96.7278621945032,0,Talley Riggins Construction Group LLC,7.1,17234844.34,0,216.37
1012829,B. B. Owen Park - Site Development,,10,2017 Bond Program,250000.0,172606.75,32.8803222347843,-96.6986884988686,0,Talley Riggins Construction Group LLC,7.36,17234844.34,0,217.38
1012835,Anderson Bonner - Creek bank stabilization,Erosion Control,11,2017 Bond Program,500000.0,981652.0,32.9178441731704,-96.7778866712332,0,Trinity Alliance Ventures LLC,2.34,34272683.17,0,216.3
1012836,Anderson Bonner - Playground - New,,11,2017 Bond Program,220000.0,167988.86,32.9178441731704,-96.7778866712332,0,Trinity Alliance Ventures LLC,2.34,34272683.17,0,216.3
1012838,"Churchill Recreation Center - Major Maintenance, HVAC",,11,2017 Bond Program,250000.0,116094.0,32.9177112510444,-96.7834620655641,0,Trinity Alliance Ventures LLC,2.22,34272683.17,0,216.17
1012839,Fretz Park - Expand Parking Lot for Aquatic Center,Site Development,11,2017 Bond Program,400000.0,44804.79,32.9489855292236,-96.7817512071969,0,Trinity Alliance Ventures LLC,1.38,34272683.17,0,217.92
1012841,Fretz Park - Playground,Playgrounds,11,2017 Bond Program,250000.0,25195.21,32.9489855292236,-96.7817512071969,0,Trinity Alliance Ventures LLC,1.38,34272683.17,0,217.92
1012842,Fretz Park Recreation Center - Acoustical Treatment - Multi-,Recreation Center,11,2017 Bond Program,95000.0,62991.0,32.9489855292236,-96.7817512071969,0,Trinity Alliance Ventures LLC,1.38,34272683.17,0,217.92
1012843,Kiowa Parkway - Pedestrian Bridge,,11,2017 Bond Program,350000.0,516678.48,32.9535559323262,-96.7978590866419,0,"JE Dunn-Russell, a joint venture",2.01,94630687.8,0,217.88
1012847,Wagging Tail Dog Park - Add new parking area - South,,11,2017 Bond Program,400000.0,315744.06,32.9705352743388,-96.8081178766519,0,"JE Dunn-Russell, a joint venture",2.47,94630687.8,0,218.91
1012849,"Moss Glen Park - Phase 2 Site, Including Playground",,12,2017 Bond Program,800000.0,477055.53,33.0117283786374,-96.8024804160282,0,"JE Dunn-Russell, a joint venture",7.0,94630687.8,0,222.12
1012850,Shadybank Park Shadybank & Coolglen Dr.-Trl Conn- Kiowas Brc,,11,2017 Bond Program,700000.0,363464.29,32.9709049331847,-96.7919321790445,0,"JE Dunn-Russell, a joint venture",3.41,94630687.8,0,219.19
1012852,Campbell Green Park - Site Improvements,,12,2017 Bond Program,900000.0,660232.58,32.9775168447114,-96.7871643842111,0,"JE Dunn-Russell, a joint venture",4.24,94630687.8,0,219.75
1012856,Timberglen Park - sprayground,Aquatics,12,2017 Bond Program,2000000.0,1599320.59,33.0035562883027,-96.8470909485044,0,"JE Dunn-Russell, a joint venture",6.48,94630687.8,0,221.23
1012859,Twin Lakes Park - park furnishings package,,12,2017 Bond Program,50000.0,38869.81,32.6718649206536,-96.8392071680655,1,DALLAS ZOO MANAGEMENT INC,8.78,22341228.84,0,215.05
1012862,"Preston Green Park - park furnishings, ADA drinking fountain",,12,2017 Bond Program,100000.0,58082.78,32.9858509833086,-96.7870594066964,0,"JE Dunn-Russell, a joint venture",4.95,94630687.8,0,220.36
1012863,"Rose Haggar Park - walking loop trail, park furnishings",,12,2017 Bond Program,400000.0,119227.35,32.9966915532641,-96.8047795622217,0,"JE Dunn-Russell, a joint venture",5.33,94630687.8,0,220.92
1012864,Glen Meadow - Playground replacement,,13,2017 Bond Program,220000.0,210726.2,32.9112838873397,-96.8456978916879,0,"Satterfield & Pontikes Construction, Inc",4.72,24518222.33,0,215.2
1012865,Marcus Park - Playground replacement,,13,2017 Bond Program,200000.0,198403.78,32.9060212013335,-96.8787647627878,0,"Satterfield & Pontikes Construction, Inc",2.49,24518222.33,0,215.11
