GEOID,NAMELSAD,population,median_income,pct_black,pct_hispanic,pct_nonwhite,pct_renter,rent_burden_pct,south_of_i30,tif_present,oz_designated,redline_legacy,in_pid,pid_name,pid_north,pid_south,bates_typology,bates_vulnerable,bates_vuln_zscore,market_cat,demo_change,hmda_denials_total,hmda_denials_black,hmda_denial_rate,hmda_black_denial_share,dpi,risk_tier,vendor_share_5mi
48113008604,Census Tract 86.04,2573,22619.0,74.4,22.0,96.4,78.3,30.6,1,0,0,1.0,0,,0,0,Susceptible,1,1.104630951972216,Adjacent,0,4.0,2.0,0.25,0.5,45.0853866160178,Moderate,0.059184769983306
48113008701,Census Tract 87.01,5320,23938.0,74.5,24.7,99.2,66.8,31.5,1,0,0,1.0,0,,0,0,Susceptible,1,1.045013311569743,Adjacent,0,14.0,8.0,0.3684210526315789,0.5714285714285714,45.66987277170942,Moderate,0.0297857692139658
48113008704,Census Tract 87.04,4649,17442.0,60.8,37.8,98.6,72.5,53.5,1,0,0,0.5,0,,0,0,Stable,1,1.460222694755666,Low,0,18.0,4.0,0.3673469387755102,0.2222222222222222,36.83494095414097,Moderate,0.0297857692139658
48113008801,Census Tract 88.01,2721,41476.0,67.9,28.8,96.7,32.4,20.4,1,0,0,1.0,0,,0,0,Stable,0,0.538279104026141,Adjacent,0,16.0,12.0,0.3018867924528302,0.75,44.06668869173951,Moderate,0.1230513532274421
48113009802,Census Tract 98.02,5776,56923.0,4.4,85.0,89.4,50.9,28.3,0,0,0,0.5,0,,0,0,Stable,0,0.767312741276378,Adjacent,0,15.0,0.0,0.42857142857142855,0.0,31.11852655903935,Moderate,0.083355830204734
48113009104,Census Tract 91.04,3477,71298.0,12.5,81.4,93.9,21.3,23.9,1,0,0,0.5,0,,0,0,Stable,0,-0.07650804991015912,Low,0,10.0,2.0,0.4166666666666667,0.2,31.44387567811977,Moderate,0.0106565819909942
48113018144,Census Tract 181.44,4790,149022.0,37.1,13.3,50.4,27.6,9.0,0,0,0,0.5,0,,0,0,Stable,0,-0.6561634778795005,Sustained,0,33.0,4.0,0.3142857142857143,0.12121212121212122,22.266059882043702,Low,0.0040528178626727
48113016524,Census Tract 165.24,2870,112857.0,21.9,7.9,29.8,13.9,0.0,1,0,0,0.5,0,,0,0,Stable,0,-1.1077248254733962,Accelerating,0,59.0,26.0,0.4645669291338583,0.4406779661016949,17.716439472197205,Low,0.000279675774667
48113018146,Census Tract 181.46,3023,136199.0,16.1,9.9,26.0,2.6,0.0,0,0,0,0.5,0,,0,0,Stable,0,-1.2388673466211029,Sustained,0,21.0,3.0,0.21,0.14285714285714285,17.051194473072,Low,0.0051814538240063
48113018507,Census Tract 185.07,4141,38668.0,65.5,18.9,84.4,100.0,33.5,0,0,0,0.5,1,North Lake Highlands,1,0,Stable,1,1.235618445259941,Low,0,2.0,2.0,0.6666666666666666,1.0,30.78971816468713,Moderate,0.0514977864803426
48113019045,Census Tract 190.45,2731,58354.0,17.5,45.1,62.6,34.2,28.4,0,0,0,0.5,0,,0,0,Stable,0,-0.1644230926752583,Adjacent,0,19.0,1.0,0.3958333333333333,0.05263157894736842,26.4390115391718,Moderate,0.0512842962584284
48113019047,Census Tract 190.47,4342,71760.0,24.9,36.9,61.8,48.5,31.5,0,0,0,0.5,0,,0,0,Stable,0,0.004493398249868413,Adjacent,0,14.0,1.0,0.08284023668639054,0.07142857142857142,26.62437082893821,Moderate,0.0190627618476298
48113012802,Census Tract 128.02,5012,130000.0,2.9,39.4,42.3,26.1,25.7,0,0,0,0.5,0,,0,0,Stable,0,-0.45862417292033875,Accelerating,0,17.0,3.0,0.14782608695652175,0.17647058823529413,22.602259538172554,Low,0.0168103755565523
48113016530,Census Tract 165.30,3081,69821.0,41.3,37.0,78.3,29.4,26.3,1,0,0,0.5,0,,0,0,Stable,0,-0.1032274922582158,Adjacent,0,33.0,13.0,0.32673267326732675,0.3939393939393939,28.965891180806246,Moderate,0.0006199455395022
48113008402,Census Tract 84.02,3707,64333.0,7.5,81.1,88.6,35.9,8.5,0,0,0,0.5,0,,0,0,Stable,0,-0.25673655449308674,Adjacent,0,10.0,0.0,0.37037037037037035,0.0,28.899448783205322,Moderate,0.1318746194482962
48113016531,Census Tract 165.31,3384,79710.0,28.3,48.5,76.8,49.4,11.8,1,0,0,0.5,0,,0,0,Stable,0,-0.18814416881080961,Adjacent,0,23.0,7.0,0.45098039215686275,0.30434782608695654,27.180787385229642,Moderate,0.0006199455395022
48113019051,Census Tract 190.51,4552,157260.0,4.4,6.7,11.1,3.3,0.0,0,0,0,0.5,0,,0,0,Stable,0,-1.3639091272134036,Sustained,0,43.0,3.0,0.3412698412698413,0.06976744186046512,14.443473415468713,Low,1.6082615182920526e-06
48113019216,Census Tract 192.16,3672,79524.0,4.0,13.9,17.9,45.7,50.9,0,0,0,0.5,0,,0,0,Stable,0,-0.0786304619153475,Adjacent,0,21.0,1.0,0.23076923076923078,0.047619047619047616,20.978789337497545,Low,0.1029611333679421
48113008101,Census Tract 81.01,1834,66352.0,10.9,22.4,33.3,97.6,24.8,0,0,0,0.5,0,,0,0,Stable,0,0.06525296722444593,Adjacent,0,1.0,0.0,0.25,0.0,20.933427591652165,Low,0.0247569829132304
48113018151,Census Tract 181.51,4336,97500.0,36.9,22.2,59.1,39.8,3.2,0,0,0,0.5,0,,0,0,Stable,0,-0.5719894089210091,Accelerating,0,14.0,2.0,0.21875,0.14285714285714285,23.180100660251604,Low,0.0040528178626727
48113013202,Census Tract 132.02,4971,88073.0,31.6,12.7,44.3,75.5,7.9,0,0,0,0.5,0,,0,0,Stable,0,-0.31421068811054675,Accelerating,0,7.0,0.0,0.22580645161290322,0.0,21.083699606646654,Low,0.1163065856807119
48113013012,Census Tract 130.12,2765,180293.0,2.2,9.2,11.4,19.2,20.4,0,0,0,0.5,0,,0,0,Stable,0,-0.8795802400435537,Sustained,0,8.0,1.0,0.1951219512195122,0.125,16.63773165962727,Low,0.0107603418708739
48113008102,Census Tract 81.02,4042,188125.0,6.5,14.5,21.0,18.3,31.8,0,0,0,0.5,0,,0,0,Stable,0,-0.6105488958724593,Sustained,0,37.0,0.0,0.23717948717948717,0.0,19.514649454454254,Low,0.0247569829132304
48113016527,Census Tract 165.27,5126,121684.0,26.4,56.8,83.2,8.9,13.7,1,0,0,0.5,0,,0,0,Stable,0,-0.4499728019022046,Accelerating,0,50.0,18.0,0.45454545454545453,0.36,28.499846823440535,Moderate,0.0023311123896271
48113000801,Census Tract 8.01,3674,74670.0,28.3,36.0,64.3,69.1,25.1,0,0,0,0.5,0,,0,0,Stable,0,0.09662762648273043,Adjacent,0,23.0,3.0,0.21904761904761905,0.13043478260869565,26.38984028539205,Moderate,0.1765156021829459
48113000902,Census Tract 9.02,2703,82773.0,15.1,33.7,48.8,77.7,23.9,0,0,0,0.5,0,,0,0,Stable,0,0.014369355336041167,Adjacent,0,9.0,2.0,0.21951219512195122,0.2222222222222222,23.551255235785703,Low,0.1774369227500753
48113014142,Census Tract 141.42,2336,84048.0,40.9,4.4,45.3,78.9,21.5,0,0,0,0.5,0,,0,0,Stable,0,-0.0465431989461734,Adjacent,0,5.0,0.0,0.29411764705882354,0.0,22.686741853304138,Low,0.0416789343363933
48113012801,Census Tract 128.01,2447,80420.0,4.0,49.9,53.9,26.1,47.8,0,0,0,0.5,0,,0,0,Stable,0,0.016324806123260427,Adjacent,0,10.0,0.0,0.16129032258064516,0.0,26.953279933024227,Moderate,0.0150733249486193
48113021200,Census Tract 212,4830,61017.0,4.0,83.7,87.7,32.8,11.5,0,0,0,0.5,0,,0,0,Stable,0,-0.24084175636144112,Adjacent,0,14.0,0.0,0.3181818181818182,0.0,29.05698358815345,Moderate,0.0225624657587833
48113007915,Census Tract 79.15,1944,73739.0,10.2,11.8,22.0,100.0,18.0,0,1,0,0.5,0,,0,0,Stable,0,-0.12815038905203807,Sustained,0,,,,,34.241850057227616,Moderate,0.0255679781910621
48113012502,Census Tract 125.02,3507,58068.0,3.4,71.0,74.4,33.3,17.4,0,0,0,0.5,0,,0,0,Stable,0,-0.25398613636454087,Adjacent,0,14.0,0.0,0.2153846153846154,0.0,27.349014541046103,Moderate,0.0146976792064359
48113012501,Census Tract 125.01,3151,91189.0,2.2,83.6,85.8,6.7,32.8,0,0,0,0.5,0,,0,0,Stable,0,-0.12384983247548614,Accelerating,0,15.0,0.0,0.30612244897959184,0.0,30.960666900911328,Moderate,0.0146976792064359
48113016635,Census Tract 166.35,3810,22881.0,91.6,3.3,94.9,100.0,51.4,1,0,0,0.5,0,,0,0,Stable,1,1.6300235598878334,Low,0,2.0,2.0,1.0,1.0,34.506883866049044,Moderate,0.0003424864282639
48113016534,Census Tract 165.34,3832,58071.0,21.1,65.4,86.5,46.5,20.9,1,0,0,0.5,0,,0,0,Stable,0,0.025665943427334414,Adjacent,0,16.0,5.0,0.32,0.3125,29.834014509557903,Moderate,0.001518018186797
48113007702,Census Tract 77.02,3314,146267.0,2.9,2.1,5.0,19.7,34.1,0,0,0,0.0,0,,0,0,Stable,0,-0.7004085962829731,Sustained,0,20.0,2.0,0.23809523809523808,0.1,4.456588798699943,Low,0.0864660281980041
48113007830,Census Tract 78.30,2749,40859.0,38.3,46.1,84.4,100.0,12.6,0,1,0,0.5,1,Midtown PID-Premium,1,0,Late,1,0.8829770089333686,Sustained,1,1.0,0.0,0.3333333333333333,0.0,44.59519516781098,Moderate,0.0553848673885928
48113013808,Census Tract 138.08,2389,102778.0,5.1,24.0,29.1,19.9,6.2,0,0,0,0.5,0,,0,0,Stable,0,-0.957391403683163,Accelerating,0,15.0,0.0,0.21428571428571427,0.0,18.245045262025968,Low,0.1362870451887017
48113014704,Census Tract 147.04,5160,65878.0,2.3,73.6,75.9,52.7,29.2,0,0,0,0.5,0,,0,0,Stable,0,0.12605850877040592,Low,0,22.0,5.0,0.4489795918367347,0.22727272727272727,28.850432566786488,Moderate,0.0955373677725669
48113007206,Census Tract 72.06,3236,43720.0,0.6,83.6,84.2,98.1,15.6,0,0,0,0.5,0,,0,0,Stable,1,0.9154067896906797,Low,0,,,,,28.87516513857195,Moderate,0.0932738015728428
48113016420,Census Tract 164.20,4146,81024.0,18.1,60.7,78.8,19.8,43.9,1,0,0,0.5,0,,0,0,Stable,0,0.11512343764355532,Adjacent,0,16.0,1.0,0.35555555555555557,0.0625,30.90127359340159,Moderate,0.0037858205815786
48113010001,Census Tract 100.01,2386,40299.0,49.3,28.0,77.3,90.1,40.3,0,1,0,1.0,0,,0,0,Late,1,1.2022821144376161,Sustained,1,6.0,0.0,0.5,0.0,58.7612010456068,High,0.1688884684830622
48113007831,Census Tract 78.31,2055,43424.0,50.0,28.7,78.7,100.0,23.7,0,1,0,0.5,1,Midtown PID-Premium,1,0,Late,1,1.0201147799365193,Sustained,1,,,,,44.763168245406895,Moderate,0.0181325954794355
48113016532,Census Tract 165.32,1983,67300.0,20.9,44.7,65.6,13.4,61.3,1,0,0,0.5,0,,0,0,Stable,0,0.23723301611671083,Adjacent,0,18.0,3.0,0.35294117647058826,0.16666666666666666,30.418417641383517,Moderate,0.0006199455395022
48113013807,Census Tract 138.07,2759,117527.0,0.0,32.8,32.8,3.7,0.0,0,0,0,0.5,0,,0,0,Stable,0,-1.169527464143698,Accelerating,0,22.0,0.0,0.3728813559322034,0.0,18.24139045557846,Low,0.1387738148460749
48113014157,Census Tract 141.57,2678,113698.0,16.4,17.9,34.3,93.9,4.0,0,0,0,0.5,0,,0,0,Stable,0,-0.30889611361081504,Accelerating,0,,,,,18.92393064500741,Low,0.0006251192757445
48113014156,Census Tract 141.56,3868,178022.0,0.7,0.0,0.7,25.8,3.2,0,0,0,0.5,0,,0,0,Stable,0,-1.2068650757449026,Sustained,0,28.0,0.0,0.345679012345679,0.0,12.959255496188552,Low,0.0369613157060769
48113014141,Census Tract 141.41,2381,86996.0,23.9,11.7,35.6,86.8,9.1,0,0,0,0.5,0,,0,0,Stable,0,-0.27279946211322276,Adjacent,0,8.0,1.0,0.2962962962962963,0.125,19.687210910907552,Low,0.0416789343363933
48113014314,Census Tract 143.14,2743,96475.0,12.4,17.2,29.6,65.5,13.5,0,0,0,0.5,0,,0,0,Stable,0,-0.4355260750563151,Accelerating,0,16.0,4.0,0.32,0.25,19.099111418717175,Low,0.0711981884602865
48113014318,Census Tract 143.18,2157,105755.0,0.5,39.8,40.3,28.7,5.6,0,0,0,0.5,0,,0,0,Stable,0,-0.7928822370581678,Accelerating,0,12.0,0.0,0.3,0.0,20.142014015243525,Low,0.0711981884602865
48113014155,Census Tract 141.55,5988,105653.0,9.1,2.9,12.0,78.5,9.0,0,0,0,0.5,0,,0,0,Stable,0,-0.5538949994932056,Accelerating,0,8.0,0.0,0.32,0.0,15.54651508584205,Low,0.0416789343363933
48113014158,Census Tract 141.58,2948,63867.0,46.4,24.0,70.4,100.0,12.6,0,0,0,0.5,0,,0,0,Stable,0,0.20657384670729145,Adjacent,0,3.0,1.0,1.0,0.3333333333333333,26.14495367437113,Moderate,0.0711981884602865
48113014409,Census Tract 144.09,3021,39464.0,24.0,61.6,85.6,77.3,22.5,0,0,0,0.5,0,,0,0,Stable,1,0.8642929353296851,Low,0,2.0,1.0,1.0,0.5,29.844709809820213,Moderate,0.0712448850588987
48113014410,Census Tract 144.10,2841,51000.0,23.5,35.1,58.6,91.3,31.3,0,0,0,0.5,0,,0,0,Susceptible,1,0.8962750677576505,Adjacent,0,5.0,0.0,0.19230769230769232,0.0,26.04358872722624,Moderate,0.0712358676597516
48113014316,Census Tract 143.16,4800,75924.0,0.0,54.7,54.7,22.4,16.8,0,0,0,0.5,0,,0,0,Stable,0,-0.5316864522817037,Adjacent,0,34.0,2.0,0.4857142857142857,0.058823529411764705,23.83832712332784,Low,0.0711191873490173
48113015406,Census Tract 154.06,3395,70048.0,19.5,29.7,49.2,40.0,39.6,0,0,0,0.5,0,,0,0,Stable,0,-0.04319336268867674,Low,0,14.0,2.0,0.2641509433962264,0.14285714285714285,25.26988879819973,Moderate,0.0336361276535753
48113014140,Census Tract 141.40,2649,59688.0,36.3,13.1,49.4,76.8,11.5,0,0,0,0.5,0,,0,0,Stable,0,-0.19735647345848834,Low,0,4.0,0.0,0.4,0.0,22.354497537422468,Low,0.0718367122672901
48113014154,Census Tract 141.54,3673,92697.0,26.7,32.9,59.6,25.0,25.2,0,0,0,0.5,0,,0,0,Stable,0,-0.32436161552857745,Accelerating,0,15.0,3.0,0.36585365853658536,0.2,25.57765107284685,Moderate,0.071212707140376
48113014147,Census Tract 141.47,2405,57075.0,59.5,20.0,79.5,100.0,8.8,0,0,0,0.5,0,,0,0,Susceptible,1,0.7757487532110219,Adjacent,0,1.0,0.0,0.5,0.0,27.338524963637624,Moderate,0.071212707140376
48113014153,Census Tract 141.53,4581,66346.0,17.8,61.6,79.4,26.6,15.7,0,0,0,0.5,0,,0,0,Stable,0,-0.29661209107183273,Adjacent,0,16.0,1.0,0.24615384615384617,0.0625,28.04542765462855,Moderate,0.0711191873490173
48113015101,Census Tract 151.01,4193,64800.0,3.8,72.5,76.3,23.1,47.9,0,0,0,0.5,0,,0,0,Stable,0,0.18915338162753942,Low,0,11.0,2.0,0.2972972972972973,0.18181818181818182,30.883943881543452,Moderate,0.0509287089318364
48113015208,Census Tract 152.08,3839,51525.0,1.7,79.6,81.3,7.1,0.0,0,0,0,0.5,0,,0,0,Stable,0,-0.1601840553777399,Adjacent,0,50.0,1.0,0.47619047619047616,0.02,26.72958321679266,Moderate,0.0278329691325561
48113015002,Census Tract 150.02,2536,83155.0,0.8,58.0,58.8,34.0,12.1,0,0,0,0.5,0,,0,0,Stable,0,-0.4746125401576065,Low,0,12.0,2.0,0.36363636363636365,0.16666666666666666,24.062251226289263,Low,0.0509287089318364
48113014144,Census Tract 141.44,5784,95542.0,15.7,16.0,31.7,90.4,9.4,0,0,0,0.5,0,,0,0,Stable,0,-0.27092242760344004,Accelerating,0,9.0,2.0,0.23684210526315788,0.2222222222222222,19.03612121154486,Low,0.109812193505322
48113014313,Census Tract 143.13,3125,129470.0,22.7,16.9,39.6,66.5,14.0,0,0,0,0.5,0,,0,0,Stable,0,-0.3304599416092381,Accelerating,0,3.0,0.0,0.10344827586206896,0.0,20.90126510108646,Low,0.1075343848906189
48113014320,Census Tract 143.20,2779,96750.0,15.7,15.3,31.0,96.3,6.4,0,0,0,0.5,0,,0,0,Stable,0,-0.2766834104980745,Accelerating,0,1.0,0.0,0.16666666666666666,0.0,18.598608532299583,Low,0.0704293969553768
48113016634,Census Tract 166.34,4901,73287.0,14.8,80.4,95.2,37.4,44.1,1,0,0,0.5,0,,0,0,Stable,0,0.4149739331224667,Adjacent,0,4.0,0.0,0.23529411764705882,0.0,33.79235480144853,Moderate,0.000345676261003
48113007203,Census Tract 72.03,3347,43527.0,8.8,81.0,89.8,100.0,6.2,0,0,0,0.5,0,,0,0,Susceptible,1,0.8225018915053977,Adjacent,0,,,,,28.868167164312297,Moderate,0.0932738015728428
48113019215,Census Tract 192.15,2699,121676.0,0.0,30.1,30.1,17.3,9.4,0,0,0,0.5,0,,0,0,Stable,0,-0.9170818839136525,Accelerating,0,20.0,1.0,0.26666666666666666,0.05,18.755846907409047,Low,0.1047994444599511
48113019214,Census Tract 192.14,5424,51026.0,10.7,61.2,71.9,69.0,25.1,0,0,0,0.5,0,,0,0,Stable,0,0.7158570382143803,Adjacent,0,10.0,2.0,0.24390243902439024,0.2,27.720088454328582,Moderate,0.1057191567655621
48113013729,Census Tract 137.29,7018,76974.0,3.1,66.3,69.4,51.1,14.4,0,0,0,0.5,0,,0,0,Stable,0,-0.19468267443264448,Adjacent,0,20.0,0.0,0.38461538461538464,0.0,26.15881610246067,Moderate,0.1044030256044448
48113002001,Census Tract 20.01,2469,58884.0,26.2,42.3,68.5,91.3,20.7,1,1,0,0.5,0,,0,0,Stable,0,0.25129944743068494,Sustained,0,2.0,1.0,0.09523809523809523,0.5,42.66300597625791,Moderate,0.1976824627309576
48113010002,Census Tract 100.02,4960,,37.9,32.2,70.1,42.0,21.65,1,1,0,0.5,0,,0,0,Stable,0,0.4083449567353482,Sustained,0,,,,,47.7675,Moderate,0.1994195133388906
48113000705,Census Tract 7.05,2357,124250.0,3.0,9.8,12.8,67.5,26.2,0,0,0,0.5,0,,0,0,Stable,0,-0.3517592416223816,Accelerating,0,7.0,1.0,0.16279069767441862,0.14285714285714285,17.492319890540386,Low,0.1801436179885949
48113016636,Census Tract 166.36,2543,76822.0,38.1,25.1,63.2,31.9,43.6,1,0,0,0.5,0,,0,0,Stable,0,0.0774347067925854,Adjacent,0,13.0,2.0,0.2708333333333333,0.15384615384615385,28.13981769786239,Moderate,0.0006199455395022
48113016528,Census Tract 165.28,4847,74523.0,63.1,28.8,91.9,30.7,25.5,1,0,0,0.5,0,,0,0,Stable,0,0.014171902244694584,Adjacent,0,39.0,23.0,0.3644859813084112,0.5897435897435898,31.261841828313464,Moderate,0.0025455437114324
48113016526,Census Tract 165.26,4806,51305.0,62.7,25.9,88.6,57.0,38.1,1,0,0,0.5,0,,0,0,Susceptible,1,0.9783730809683844,Adjacent,0,20.0,5.0,0.29850746268656714,0.25,32.00758552592673,Moderate,0.0006107369146387
48113016419,Census Tract 164.19,4963,88542.0,29.8,47.2,77.0,21.3,5.5,1,0,0,0.5,0,,0,0,Stable,0,-0.5356586315135322,Accelerating,0,36.0,5.0,0.41379310344827586,0.1388888888888889,26.554194683992655,Moderate,0.0037858205815786
48113016204,Census Tract 162.04,5182,67212.0,3.0,82.1,85.1,25.8,56.1,1,0,0,0.5,0,,0,0,Stable,0,0.42828167960656244,Low,0,24.0,0.0,0.34285714285714286,0.0,33.28491856503715,Moderate,0.0038089811009542
48113016536,Census Tract 165.36,2647,56387.0,10.3,76.7,87.0,22.9,7.5,1,0,0,0.5,0,,0,0,Stable,0,0.15313185886978534,Adjacent,0,15.0,0.0,0.36585365853658536,0.0,28.514532184929635,Moderate,0.0015272268116604
48113000706,Census Tract 7.06,2249,130206.0,2.0,15.6,17.6,97.1,11.3,0,0,0,0.5,0,,0,0,Stable,0,-0.3049863711488603,Accelerating,0,1.0,0.0,0.125,0.0,16.76775737598338,Low,0.1801436179885949
48113001901,Census Tract 19.01,3817,120022.0,2.8,13.5,16.3,82.2,18.5,0,1,0,1.0,0,,0,0,Historic Loss,0,-0.3237775656714699,Sustained,1,14.0,1.0,0.3333333333333333,0.07142857142857142,45.79636426789886,Moderate,0.1996888989636197
48113001801,Census Tract 18.01,2568,83555.0,5.8,10.4,16.2,88.5,10.8,0,1,0,1.0,1,Uptown PID,1,0,Historic Loss,0,-0.40010298846421577,Sustained,1,5.0,1.0,0.21739130434782608,0.2,44.97074702786368,Moderate,0.1996888989636197
48113000703,Census Tract 7.03,3075,116250.0,8.9,8.3,17.2,60.5,13.8,0,0,0,0.5,0,,0,0,Stable,0,-0.5827971332602673,Accelerating,0,7.0,0.0,0.1,0.0,16.960403859052153,Low,0.1984321865025275
48113001802,Census Tract 18.02,3078,112782.0,3.5,10.4,13.9,100.0,0.6,0,1,0,1.0,1,Uptown PID,1,0,Historic Loss,0,-0.493003204815223,Sustained,1,,,,,47.896940259402,Moderate,0.1996888989636197
48113000610,Census Tract 6.10,2326,47210.0,4.1,71.9,76.0,97.4,21.5,0,0,0,0.5,0,,0,0,Susceptible,1,0.9367575208225358,Adjacent,0,6.0,3.0,0.6,0.5,28.059628507308698,Moderate,0.1954192829109306
48113000407,Census Tract 4.07,2235,58934.0,7.7,68.6,76.3,78.4,9.1,0,0,0,0.5,0,,0,0,Stable,0,0.012657775969934754,Adjacent,0,8.0,0.0,0.25806451612903225,0.0,26.8100054514547,Moderate,0.1966759953720227
48113000408,Census Tract 4.08,2408,71723.0,14.1,26.6,40.7,57.4,7.6,0,0,0,0.5,0,,0,0,Stable,0,-0.5074537328205819,Adjacent,0,11.0,3.0,0.16176470588235295,0.2727272727272727,20.42237121729258,Low,0.1967142379694506
48113016533,Census Tract 165.33,3287,97705.0,32.2,41.3,73.5,53.6,18.6,1,0,0,0.5,0,,0,0,Stable,0,-0.06612689600410714,Accelerating,0,10.0,4.0,0.5263157894736842,0.4,27.31709850855849,Moderate,0.0015124332830992
48113016535,Census Tract 165.35,3132,70022.0,30.7,35.2,65.9,42.9,20.7,1,0,0,0.5,0,,0,0,Stable,0,-0.19008196616128636,Adjacent,0,19.0,4.0,0.3114754098360656,0.21052631578947367,26.20788907109739,Moderate,0.0015124332830992
48113003103,Census Tract 31.03,2460,76103.0,27.6,13.6,41.2,92.2,24.1,1,1,0,1.0,1,Dallas DID,1,0,Historic Loss,0,0.07625571511742177,Sustained,1,3.0,1.0,0.375,0.3333333333333333,50.742325244532395,High,0.1965831207125301
48113010809,Census Tract 108.09,5323,41053.0,24.2,64.8,89.0,47.5,21.7,1,0,0,0.5,0,,0,0,Stable,0,0.6230337993040278,Adjacent,0,16.0,0.0,0.45714285714285713,0.0,30.35569313157456,Moderate,0.0217900174846446
48113006701,Census Tract 67.01,4622,54505.0,0.2,96.6,96.8,40.8,24.3,1,1,0,0.5,0,,0,0,Stable,0,0.67759608505917,Sustained,0,13.0,0.0,0.5909090909090909,0.0,47.993551938522025,Moderate,0.0380761419911222
48113014149,Census Tract 141.49,3715,99763.0,9.0,7.1,16.1,94.6,17.2,0,0,0,0.5,0,,0,0,Stable,0,-0.24025135074087917,Accelerating,0,2.0,0.0,0.3333333333333333,0.0,17.125076907658837,Low,0.0812974920810733
48113007916,Census Tract 79.16,1366,96976.0,16.8,14.1,30.9,100.0,16.2,0,1,0,0.5,0,,0,0,Stable,0,-0.0802166227992434,Sustained,0,,,,,35.610106160189126,Moderate,0.0260989333716653
48113013631,Census Tract 136.31,1958,53887.0,27.1,56.7,83.8,100.0,30.5,0,0,0,0.5,0,,0,0,Susceptible,1,1.1797210820538648,Adjacent,0,,,,,30.36955842508956,Moderate,0.1036654883626713
48113013107,Census Tract 131.07,4435,50823.0,27.5,32.6,60.1,90.8,25.0,0,0,0,0.5,0,,0,0,Stable,0,0.798850483435374,Adjacent,0,3.0,0.0,0.17647058823529413,0.0,25.64459058502957,Moderate,0.0938903978564056
48113019049,Census Tract 190.49,4294,59451.0,13.3,48.7,62.0,43.9,7.7,0,0,0,0.5,0,,0,0,Stable,0,-0.4350948378517176,Adjacent,0,18.0,2.0,0.33962264150943394,0.1111111111111111,24.160500024989627,Low,0.013368785525214
48113980200,Census Tract 9802,1400,6311.0,3.1,11.7,14.8,100.0,44.1,0,0,0,0.5,0,,0,0,Susceptible,1,0.8021089576952436,Adjacent,0,,,,,19.723057785829035,Low,0.1025852200178858
48113018150,Census Tract 181.50,3980,104500.0,19.6,28.4,48.0,17.3,23.8,0,0,0,0.5,0,,0,0,Stable,0,-0.516624194268533,Accelerating,0,28.0,6.0,0.3181818181818182,0.21428571428571427,23.40052718780381,Low,0.0040528178626727
48113016708,Census Tract 167.08,5558,117539.0,89.8,9.9,99.7,2.3,0.0,1,0,0,0.5,0,,0,0,Stable,0,-0.5930272687316737,Accelerating,0,60.0,44.0,0.40816326530612246,0.7333333333333333,29.948890329625694,Moderate,0.0236547952094977
48113020800,Census Tract 208,7507,35577.0,50.6,40.1,90.7,52.3,43.8,1,1,0,1.0,0,,0,0,Late,1,1.0523844000985838,Sustained,1,62.0,27.0,0.2616033755274262,0.43548387096774194,61.47375060802087,High,0.1301427815102217
48113000802,Census Tract 8.02,3228,79415.0,12.7,40.0,52.7,90.9,14.1,0,0,0,0.5,0,,0,0,Stable,0,-0.0025327462524422084,Adjacent,0,10.0,0.0,0.2702702702702703,0.0,23.204790481568516,Low,0.1794148465659614
48113001602,Census Tract 16.02,2896,130070.0,26.9,16.1,43.0,57.2,10.9,0,0,0,1.0,0,,0,0,Stable,0,-0.43326679740286117,Accelerating,0,8.0,3.0,0.13333333333333333,0.375,33.670758803448074,Moderate,0.1996888989636197
48113020401,Census Tract 204.01,2675,70932.0,26.7,20.0,46.7,93.1,18.7,0,1,0,1.0,1,Deep Ellum,1,0,Historic Loss,0,0.04131535654341695,Sustained,1,5.0,0.0,0.8333333333333334,0.0,53.33787951967919,High,0.1774919923687717
48113015207,Census Tract 152.07,3003,67738.0,11.3,51.2,62.5,20.8,32.5,0,0,0,0.5,0,,0,0,Stable,0,-0.21199178159589446,Adjacent,0,7.0,0.0,0.1590909090909091,0.0,26.8519130441075,Moderate,0.0278329691325561
48113015102,Census Tract 151.02,2841,54536.0,1.2,83.2,84.4,57.0,24.8,0,0,0,0.5,0,,0,0,Stable,0,0.717012067698799,Low,0,9.0,0.0,0.391304347826087,0.0,29.87605161314405,Moderate,0.0940857298271341
48113015001,Census Tract 150.01,5062,74273.0,7.4,78.5,85.9,58.1,11.5,0,0,0,0.5,0,,0,0,Stable,0,-0.037914258162214554,Low,0,16.0,1.0,0.35555555555555557,0.0625,28.741844452329456,Moderate,0.0481545912779576
48113014143,Census Tract 141.43,4205,122011.0,3.2,14.1,17.3,55.2,24.8,0,0,0,0.5,0,,0,0,Stable,0,-0.44214466850721507,Accelerating,0,21.0,3.0,0.2916666666666667,0.14285714285714285,18.132843391227617,Low,0.1064600722872626
48113010906,Census Tract 109.06,3479,58680.0,52.3,46.4,98.7,55.7,23.1,1,0,0,0.5,0,,0,0,Stable,0,0.24967595693894573,Low,0,22.0,8.0,0.34375,0.36363636363636365,32.20000811745495,Moderate,0.0003480713319617
48113002002,Census Tract 20.02,2915,46291.0,4.8,83.8,88.6,73.0,5.2,1,1,0,0.5,0,,0,0,Late,1,0.5616071354343741,Sustained,1,4.0,2.0,0.23529411764705882,0.5,44.55313815319148,Moderate,0.1710187357814762
