GEOID,NAMELSAD,population,median_income,pct_black,pct_hispanic,pct_nonwhite,pct_renter,rent_burden_pct,south_of_i30,tif_present,oz_designated,redline_legacy,in_pid,pid_name,pid_north,pid_south,bates_typology,bates_vulnerable,bates_vuln_zscore,market_cat,demo_change,hmda_denials_total,hmda_denials_black,hmda_denial_rate,hmda_black_denial_share,dpi,risk_tier,vendor_share_5mi
48113000607,Census Tract 6.07,1772,115972.0,2.3,14.8,17.1,51.0,14.0,0,0,0,0.5,0,,0,0,Stable,0,-0.662447147396791,Accelerating,0,9.0,0.0,0.16981132075471697,0.0,16.963906776957938,Low,0.1954575255083584
48113016203,Census Tract 162.03,2314,46823.0,22.6,65.2,87.8,97.4,46.8,1,0,0,0.5,0,,0,0,Susceptible,1,1.4674591054604313,Adjacent,0,7.0,0.0,0.30434782608695654,0.0,32.781132569285454,Moderate,0.0038089811009542
48113016421,Census Tract 164.21,3931,60852.0,10.5,49.1,59.6,41.9,33.2,1,0,0,0.5,0,,0,0,Stable,0,-0.04324807115157066,Adjacent,0,22.0,7.0,0.26506024096385544,0.3181818181818182,26.417985320004007,Moderate,0.0035297689709737
48113016414,Census Tract 164.14,1941,75884.0,31.1,11.5,42.6,82.3,16.8,1,0,0,0.5,0,,0,0,Stable,0,-0.1202015570199724,Adjacent,0,7.0,2.0,0.3888888888888889,0.2857142857142857,21.720827543170394,Low,0.0019348067967937
48113000501,Census Tract 5.01,2036,83842.0,12.0,20.8,32.8,92.5,4.8,0,1,0,1.0,0,,0,0,Historic Loss,0,-0.320700856095826,Sustained,1,5.0,0.0,0.3333333333333333,0.0,47.245744015493315,Moderate,0.202220855397379
48113000503,Census Tract 5.03,2147,77750.0,14.3,12.7,27.0,90.2,10.5,0,1,0,1.0,0,,0,0,Historic Loss,0,-0.29544368757184347,Sustained,1,5.0,0.0,0.17857142857142858,0.0,46.829307957515034,Moderate,0.2027354990832325
48113000502,Census Tract 5.02,2233,119261.0,3.6,15.9,19.5,66.0,12.0,0,1,0,1.0,0,,0,0,Historic Loss,0,-0.5453746109447978,Sustained,1,8.0,0.0,0.3333333333333333,0.0,45.673872255403545,Moderate,0.1996888989636197
48113010905,Census Tract 109.05,3212,38353.0,93.2,1.2,94.4,100.0,15.4,1,0,0,0.5,0,,0,0,Stable,1,1.018203758000465,Low,0,2.0,1.0,1.0,0.5,30.639221470947287,Moderate,0.0003480713319617
48113000409,Census Tract 4.09,4139,69398.0,14.3,25.1,39.4,94.7,18.8,0,1,0,0.0,0,,0,0,Stable,0,-0.007389991384055439,Sustained,0,1.0,1.0,0.1111111111111111,1.0,24.870895620641313,Low,0.1771606890998956
48113001902,Census Tract 19.02,5323,103958.0,10.7,13.2,23.9,95.1,17.3,0,1,0,1.0,0,,0,0,Historic Loss,0,-0.16561398573927227,Sustained,1,7.0,2.0,0.25,0.2857142857142857,47.00053287667048,Moderate,0.1994770133487061
48113000704,Census Tract 7.04,3332,134531.0,5.3,10.6,15.9,98.8,6.4,0,1,0,1.0,1,Uptown PID,1,0,Historic Loss,0,-0.38792058218649356,Sustained,1,1.0,0.0,0.2,0.0,44.455711980506706,Moderate,0.1996888989636197
48113001705,Census Tract 17.05,2923,119342.0,7.8,13.9,21.7,81.5,12.7,0,1,0,1.0,1,Dallas DID,1,0,Historic Loss,0,-0.380181776121879,Sustained,1,2.0,0.0,0.14285714285714285,0.0,46.13237140522236,Moderate,0.1996888989636197
48113000609,Census Tract 6.09,1628,91250.0,12.8,19.0,31.8,57.4,24.7,0,1,0,0.0,0,,0,0,Stable,0,-0.2972337203271299,Sustained,0,12.0,1.0,0.2926829268292683,0.08333333333333333,24.160166260651426,Low,0.1711947168690262
48113000611,Census Tract 6.11,2257,71020.0,9.9,28.8,38.7,77.2,17.4,0,0,0,0.5,0,,0,0,Stable,0,-0.18848997570677534,Adjacent,0,8.0,1.0,0.2222222222222222,0.125,21.10137859602555,Low,0.1954575255083584
48113003102,Census Tract 31.02,1723,104844.0,8.1,25.8,33.9,54.6,31.1,1,1,0,1.0,1,Dallas DID,1,0,Historic Loss,0,-0.1949824951727794,Sustained,1,3.0,0.0,0.075,0.0,50.1995235771578,High,0.1994823650955457
48113010808,Census Tract 108.08,3267,47393.0,15.3,76.7,92.0,61.7,27.1,1,0,0,0.5,0,,0,0,Stable,0,0.8633265492091187,Adjacent,0,13.0,1.0,0.48148148148148145,0.07692307692307693,31.447626586528987,Moderate,0.0217900174846446
48113006702,Census Tract 67.02,2445,46667.0,0.5,86.8,87.3,47.9,14.5,1,1,0,0.5,0,,0,0,Stable,0,0.4900512977510048,Sustained,0,22.0,0.0,0.4782608695652174,0.0,45.30213420667143,Moderate,0.062273587049898
48113010806,Census Tract 108.06,3684,119342.0,23.7,42.7,66.4,5.7,45.9,1,0,0,1.0,0,,0,0,Stable,0,-0.0821498854306611,Accelerating,0,27.0,8.0,0.32142857142857145,0.2962962962962963,41.44087140522236,Moderate,0.002970578439414
48113011004,Census Tract 110.04,2503,57949.0,63.7,32.3,96.0,60.7,16.9,1,0,0,1.0,0,,0,0,Stable,0,0.1645433091454569,Adjacent,0,7.0,3.0,0.2692307692307692,0.42857142857142855,43.57651579007771,Moderate,0.0029780380353925
48113011003,Census Tract 110.03,4022,59677.0,51.5,32.2,83.7,7.8,19.7,1,0,0,1.0,0,,0,0,Stable,0,-0.3538483765985279,Low,0,48.0,24.0,0.4067796610169492,0.5,41.71799765287917,Moderate,0.0027854888908966
48113013628,Census Tract 136.28,6562,81794.0,18.4,26.5,44.9,91.9,17.8,0,0,0,0.5,0,,0,0,Stable,0,-8.326370954925277e-05,Adjacent,0,4.0,1.0,0.19047619047619047,0.25,22.22826551143233,Low,0.1390603580342984
48113013629,Census Tract 136.29,3166,59201.0,15.0,54.5,69.5,53.5,37.1,0,0,0,0.5,0,,0,0,Stable,0,0.20996198030293373,Low,0,5.0,3.0,0.20833333333333334,0.6,28.56000264900562,Moderate,0.1390603580342984
48113014145,Census Tract 141.45,1230,57400.0,45.8,14.0,59.8,88.3,15.8,0,0,0,0.5,0,,0,0,Stable,0,0.6193642347296378,Low,0,3.0,1.0,0.75,0.3333333333333333,24.626021552416834,Low,0.0717431924759313
48113016711,Census Tract 167.11,2193,58648.0,60.8,33.1,93.9,25.8,3.2,1,0,0,0.5,0,,0,0,Stable,0,-0.3868642587638833,Low,0,12.0,7.0,0.2857142857142857,0.5833333333333334,29.270508453328997,Moderate,0.1191627787575162
48113011201,Census Tract 112.01,4319,62705.0,46.3,41.4,87.7,34.2,48.7,1,0,0,0.5,0,,0,0,Stable,0,0.39893179594852496,Low,0,21.0,9.0,0.3181818181818182,0.42857142857142855,32.96296587079747,Moderate,0.0238823798452693
48113016707,Census Tract 167.07,4777,57947.0,86.7,8.6,95.3,37.5,19.3,1,0,0,0.5,0,,0,0,Stable,0,-0.001726896870444472,Adjacent,0,32.0,17.0,0.29906542056074764,0.53125,31.206015811069843,Moderate,0.0236547952094977
48113007829,Census Tract 78.29,2892,54302.0,66.6,20.0,86.6,57.8,30.0,0,0,0,0.5,0,,0,0,Stable,0,0.8310243014789753,Adjacent,0,13.0,5.0,0.26,0.38461538461538464,30.807054069223017,Moderate,0.1069537087721964
48113019044,Census Tract 190.44,3680,65125.0,6.7,53.8,60.5,36.4,41.9,0,0,0,0.5,0,,0,0,Stable,0,0.06390623339733675,Adjacent,0,12.0,1.0,0.23076923076923078,0.08333333333333333,27.488940470322653,Moderate,0.0214291644634698
48113019046,Census Tract 190.46,3055,70580.0,5.4,61.8,67.2,15.0,31.3,0,0,0,0.5,0,,0,0,Stable,0,-0.24103869225854083,Low,0,13.0,3.0,0.34210526315789475,0.23076923076923078,27.548383214293697,Moderate,0.0186828404498105
48113012212,Census Tract 122.12,4748,71895.0,7.4,71.8,79.2,38.7,31.3,0,0,0,0.5,0,,0,0,Stable,0,0.06947033164781355,Adjacent,0,15.0,0.0,0.23809523809523808,0.0,29.648369411969576,Moderate,0.0480802869199391
48113016706,Census Tract 167.06,2234,43917.0,57.8,27.6,85.4,31.6,8.5,1,0,0,0.5,0,,0,0,Stable,0,0.2311546796174943,Low,0,18.0,10.0,0.4,0.5555555555555556,28.339663070847354,Moderate,0.1191574270106766
48113019048,Census Tract 190.48,3596,95343.0,14.6,47.3,61.9,28.0,28.5,0,0,0,0.5,0,,0,0,Stable,0,-0.22250487156077609,Accelerating,0,5.0,0.0,0.14285714285714285,0.0,26.326623300261588,Moderate,0.0186828404498105
48113017816,Census Tract 178.16,5859,71806.0,4.8,82.8,87.6,48.5,24.3,0,0,0,0.5,0,,0,0,Stable,0,0.11000520138965225,Adjacent,0,17.0,2.0,0.4146341463414634,0.11764705882352941,30.383370346119264,Moderate,0.0138934095824624
48113007832,Census Tract 78.32,2360,47500.0,23.3,28.9,52.2,91.8,4.3,0,1,0,0.5,1,Midtown PID-Premium,1,0,Stable,0,0.38872391446122184,Sustained,0,6.0,1.0,0.46153846153846156,0.16666666666666666,38.08862546345015,Moderate,0.0180943528820077
48113018152,Census Tract 181.52,5436,80912.0,13.5,39.5,53.0,35.9,10.5,0,0,0,0.5,0,,0,0,Stable,0,-0.5362101586859962,Adjacent,0,35.0,6.0,0.2916666666666667,0.17142857142857143,22.87927476896075,Low,0.0040590736646392
48113000901,Census Tract 9.01,2285,114699.0,2.1,12.4,14.5,73.9,3.9,0,0,0,0.5,0,,0,0,Stable,0,-0.6577258787967954,Accelerating,0,13.0,0.0,0.38235294117647056,0.0,15.448420138447371,Low,0.1772443736055794
48113000608,Census Tract 6.08,2572,119044.0,3.2,24.7,27.9,39.6,28.0,0,0,0,0.5,0,,0,0,Stable,0,-0.429780142506551,Accelerating,0,8.0,1.0,0.11594202898550725,0.125,20.32387453304942,Low,0.1969067871139464
48113012213,Census Tract 122.13,2054,87417.0,1.1,29.0,30.1,9.0,55.2,0,0,0,0.5,0,,0,0,Stable,0,-0.21607639320133237,Adjacent,0,8.0,1.0,0.10810810810810811,0.125,23.565206492064622,Low,0.0480984843442693
48113010807,Census Tract 108.07,4975,53683.0,27.2,65.6,92.8,54.0,22.0,1,0,0,0.5,0,,0,0,Stable,0,0.7177334464255596,Adjacent,0,10.0,7.0,0.24390243902439024,0.7,31.05206056628661,Moderate,0.0027747306478892
48113016415,Census Tract 164.15,4859,120962.0,25.7,38.5,64.2,14.8,63.8,1,0,0,0.5,0,,0,0,Stable,0,0.27920293850981737,Accelerating,0,28.0,6.0,0.2857142857142857,0.21428571428571427,30.435354401598723,Moderate,0.0019348067967937
48113007701,Census Tract 77.01,2042,135069.0,2.1,1.2,3.3,70.0,36.8,0,0,0,0.0,0,,0,0,Stable,0,-0.2348743403929587,Sustained,0,6.0,0.0,0.17647058823529413,0.0,4.442706333624288,Low,0.0881835902213543
48113013728,Census Tract 137.28,5031,73556.0,5.4,75.8,81.2,57.3,14.0,0,0,0,0.5,0,,0,0,Stable,0,-0.044001692838676665,Adjacent,0,8.0,1.0,0.20512820512820512,0.125,28.181851978007323,Moderate,0.1049684390130936
48113010003,Census Tract 100.03,3437,83995.0,25.8,19.1,44.9,99.0,12.2,0,1,0,0.67,0,,0,0,Stable,0,-0.03317853356938369,Sustained,0,1.0,0.0,0.5,0.0,41.89024240959554,Moderate,0.1699332953292409
48113016418,Census Tract 164.18,4973,83104.0,39.8,37.2,77.0,44.5,21.1,1,0,0,0.5,0,,0,0,Stable,0,-0.0718369019802553,Adjacent,0,25.0,10.0,0.35714285714285715,0.4,28.192251761588526,Moderate,0.0037858205815786
48113013201,Census Tract 132.01,2244,168837.0,11.1,5.3,16.4,6.2,0.0,0,0,0,0.5,0,,0,0,Stable,0,-1.2922024154681184,Sustained,0,11.0,0.0,0.18333333333333332,0.0,15.370851902536122,Low,0.0985729360530915
48113013106,Census Tract 131.06,1543,65952.0,10.4,17.4,27.8,64.3,9.0,0,0,0,0.5,0,,0,0,Stable,0,-0.5376667608966335,Adjacent,0,6.0,0.0,0.2,0.0,18.311931790077754,Low,0.0998946126847028
48113016417,Census Tract 164.17,5366,110307.0,17.8,48.8,66.6,21.3,20.6,1,0,0,0.5,0,,0,0,Stable,0,-0.3723816490545936,Accelerating,0,27.0,1.0,0.25,0.037037037037037035,26.319466237160327,Moderate,0.0019348067967937
48113014146,Census Tract 141.46,2428,60327.0,12.0,27.2,39.2,97.4,14.0,0,0,0,0.5,0,,0,0,Stable,0,-0.06679266960859984,Low,0,4.0,1.0,0.5,0.25,20.83199083043759,Low,0.0717431924759313
48113013627,Census Tract 136.27,1653,72375.0,15.5,40.8,56.3,97.1,13.5,0,0,0,0.5,0,,0,0,Stable,0,0.07262768151514276,Adjacent,0,1.0,0.0,0.16666666666666666,0.0,23.771864373858868,Low,0.1018300824684874
48113007205,Census Tract 72.05,4479,42985.0,4.8,93.3,98.1,99.1,25.1,0,0,0,0.5,0,,0,0,Stable,1,1.2066414260141411,Low,0,2.0,0.0,0.5,0.0,32.30517285317897,Moderate,0.0797504625537155
48113007204,Census Tract 72.04,4879,53708.0,4.6,88.4,93.0,90.0,20.5,0,0,0,0.5,0,,0,0,Susceptible,1,1.0054692570247747,Adjacent,0,5.0,0.0,0.625,0.0,30.92956030388501,Moderate,0.0797504625537155
48113000410,Census Tract 4.10,4011,44936.0,0.3,85.4,85.7,22.8,9.6,0,0,0,0.5,0,,0,0,Stable,0,0.1762622693092161,Adjacent,0,29.0,1.0,0.3717948717948718,0.034482758620689655,28.507652375358163,Moderate,0.140368464264717
48113014160,Census Tract 141.60,2857,79890.0,29.9,14.4,44.3,54.0,25.5,0,0,0,0.5,0,,0,0,Stable,0,-0.20315600476823437,Low,0,10.0,2.0,0.3333333333333333,0.2,22.93178549593813,Low,0.0709744009710216
48113016637,Census Tract 166.37,2996,85224.0,56.5,39.8,96.3,21.4,16.5,1,0,0,0.5,0,,0,0,Stable,0,-0.17938615790050688,Adjacent,0,19.0,12.0,0.2676056338028169,0.631578947368421,31.08672950993291,Moderate,0.0006199455395022
48113014159,Census Tract 141.59,3071,228478.0,0.8,6.3,7.1,2.5,0.0,0,0,0,0.5,0,,0,0,Stable,0,-1.406019747461697,Sustained,0,26.0,0.0,0.45614035087719296,0.0,13.742725906784841,Low,0.0701238758569302
48113014150,Census Tract 141.50,1295,187143.0,0.0,0.2,0.2,4.5,0.0,0,0,0,0.5,0,,0,0,Stable,0,-1.4494343321089806,Sustained,0,3.0,0.0,0.16666666666666666,0.0,12.535659761589073,Low,0.0812974920810733
48113014152,Census Tract 141.52,3672,84444.0,13.0,13.7,26.7,100.0,12.7,0,0,0,0.5,0,,0,0,Stable,0,-0.1762242353032589,Adjacent,0,,,,,18.507737696862808,Low,0.1064600722872626
48113014317,Census Tract 143.17,2238,72196.0,19.3,40.9,60.2,63.8,4.0,0,0,0,0.5,0,,0,0,Stable,0,-0.3412894867677529,Adjacent,0,22.0,8.0,0.5365853658536586,0.36363636363636365,23.456866252654322,Low,0.0711981884602865
48113014151,Census Tract 141.51,4560,128750.0,5.2,4.2,9.4,78.6,10.2,0,0,0,0.5,0,,0,0,Stable,0,-0.5556585220522344,Accelerating,0,18.0,0.0,0.5625,0.0,15.217272658252517,Low,0.0701238758569302
48113014319,Census Tract 143.19,2507,67481.0,32.8,17.0,49.8,100.0,8.3,0,0,0,0.5,0,,0,0,Stable,0,-0.04722399184808429,Adjacent,0,,,,,22.08841574159594,Low,0.0704293969553768
48113014148,Census Tract 141.48,3651,47060.0,11.5,23.0,34.5,87.4,32.3,0,0,0,0.5,0,,0,0,Susceptible,1,0.6673864467163169,Adjacent,0,9.0,0.0,0.5625,0.0,21.93113008171829,Low,0.071212707140376
48113014315,Census Tract 143.15,3021,83491.0,6.8,62.8,69.6,53.8,19.1,0,0,0,0.5,0,,0,0,Stable,0,-0.0902744738794879,Adjacent,0,8.0,0.0,0.24242424242424243,0.0,26.68724769961177,Moderate,0.0711191873490173
48113014161,Census Tract 141.61,3758,54849.0,54.1,23.8,77.9,97.2,16.9,0,0,0,0.5,0,,0,0,Susceptible,1,0.8741300510569344,Adjacent,0,2.0,0.0,0.2857142857142857,0.0,27.909048327876025,Moderate,0.0704439156354664
48113015405,Census Tract 154.05,2360,84143.0,25.0,38.6,63.6,53.0,40.1,0,0,0,0.5,0,,0,0,Stable,0,0.20434703774305307,Low,0,11.0,1.0,0.2558139534883721,0.09090909090909091,27.842240856178062,Moderate,0.033663550770872
48113014139,Census Tract 141.39,2709,59836.0,47.1,23.7,70.8,80.1,15.7,0,0,0,0.5,0,,0,0,Stable,0,0.09032720918666398,Adjacent,0,6.0,0.0,0.5,0.0,26.540495984005,Moderate,0.071212707140376
48113014903,Census Tract 149.03,4293,76582.0,0.5,84.9,85.4,58.4,19.3,0,0,0,0.5,0,,0,0,Stable,0,0.09188844914810523,Low,0,9.0,1.0,0.225,0.1111111111111111,29.47332021691775,Moderate,0.0924907676529541
48113014208,Census Tract 142.08,2026,73025.0,25.3,16.5,41.8,80.8,14.0,0,0,0,0.5,0,,0,0,Stable,0,-0.18745424219014017,Adjacent,0,10.0,4.0,0.47619047619047616,0.4,21.286857551417288,Low,0.1165851998385289
48113016633,Census Tract 166.33,6682,105739.0,81.8,10.1,91.9,3.8,48.9,1,0,0,0.5,0,,0,0,Stable,0,0.1763960004383689,Accelerating,0,87.0,62.0,0.4915254237288136,0.7126436781609196,33.718514183180545,Moderate,0.0005053688211464
48113011603,Census Tract 116.03,3506,60404.0,10.0,77.9,87.9,33.5,12.1,1,0,0,0.5,0,,0,0,Stable,0,-0.22290564973768026,Low,0,15.0,2.0,0.46875,0.13333333333333333,29.154990022240668,Moderate,0.115685585874457
48113014207,Census Tract 142.07,1863,93865.0,15.1,8.3,23.4,100.0,14.8,0,0,0,0.5,0,,0,0,Stable,0,-0.16982572740202484,Accelerating,0,1.0,0.0,0.5,0.0,18.15063881344414,Low,0.109812193505322
48113017005,Census Tract 170.05,4636,70232.0,17.1,55.3,72.4,31.1,37.2,1,0,0,0.5,0,,0,0,Stable,0,0.04347564693232914,Low,0,42.0,6.0,0.6086956521739131,0.14285714285714285,29.07788686692396,Moderate,0.0154833511816459
48113017009,Census Tract 170.09,5442,48302.0,3.7,75.7,79.4,28.2,16.3,1,0,0,0.5,0,,0,0,Stable,0,0.28057356463947003,Adjacent,0,68.0,5.0,0.3222748815165877,0.07352941176470588,28.108617045606838,Moderate,0.0199083571816421
48113017007,Census Tract 170.07,5642,56422.0,7.7,77.0,84.7,26.9,35.3,1,0,0,0.5,0,,0,0,Susceptible,1,0.636546776596022,Adjacent,0,37.0,11.0,0.32456140350877194,0.2972972972972973,31.031031817567396,Moderate,0.0154833511816459
48113017706,Census Tract 177.06,4943,93750.0,12.2,42.0,54.2,3.8,16.9,0,0,0,0.5,0,,0,0,Stable,0,-0.6952290808932451,Accelerating,0,30.0,7.0,0.2542372881355932,0.23333333333333334,23.761140020491496,Low,0.0122319172016643
48113017817,Census Tract 178.17,2944,54647.0,29.9,18.8,48.7,92.8,18.0,0,0,0,0.5,0,,0,0,Stable,0,0.5977340126880633,Adjacent,0,2.0,0.0,1.0,0.0,22.914550448080945,Low,0.009467809661753
48113018158,Census Tract 181.58,4005,90185.0,27.8,27.8,55.6,46.0,18.1,0,0,0,0.5,0,,0,0,Stable,0,-0.2977685166045027,Accelerating,0,23.0,3.0,0.32857142857142857,0.13043478260869565,24.132177438959552,Low,9.103510259330484e-05
48113017313,Census Tract 173.13,4199,120478.0,43.6,22.2,65.8,4.8,0.0,1,0,0,0.5,0,,0,0,Stable,0,-0.8696723305407275,Accelerating,0,41.0,13.0,0.3761467889908257,0.3170731707317073,24.016359481693684,Low,0.0153841180241343
48113018154,Census Tract 181.54,5201,109131.0,7.9,16.5,24.4,14.0,36.8,0,0,0,0.5,0,,0,0,Stable,0,-0.5334520282350392,Accelerating,0,49.0,3.0,0.3141025641025641,0.061224489795918366,20.63547858053156,Low,0.0
48113018157,Census Tract 181.57,4051,95938.0,38.8,15.0,53.8,18.2,0.0,0,0,0,0.5,0,,0,0,Stable,0,-0.8593845115695853,Accelerating,0,32.0,8.0,0.1509433962264151,0.25,21.916617055103526,Low,0.0040528178626727
48113018300,Census Tract 183,6950,77292.0,2.0,70.1,72.1,29.5,11.7,0,0,1,0.5,0,,0,0,Stable,0,-0.4032550428614306,Sustained,0,34.0,2.0,0.3269230769230769,0.058823529411764705,38.34781276471232,Moderate,0.0143330577821517
48113018401,Census Tract 184.01,4535,70819.0,8.7,63.3,72.0,39.3,16.5,0,0,0,0.5,0,,0,0,Stable,0,-0.2384066625964419,Adjacent,0,14.0,3.0,0.19444444444444445,0.21428571428571427,26.834380705734407,Moderate,0.015274384540857
48113018402,Census Tract 184.02,4453,81250.0,5.8,56.1,61.9,23.8,22.7,0,0,0,0.5,0,,0,0,Stable,0,-0.3566837120623798,Adjacent,0,24.0,1.0,0.25,0.041666666666666664,25.71777122129113,Moderate,0.0143330577821517
48113018403,Census Tract 184.03,1544,48646.0,26.2,53.4,79.6,100.0,17.8,0,0,0,0.5,0,,0,0,Susceptible,1,0.9284837463821716,Adjacent,0,,,,,28.301113434960833,Moderate,0.0143330577821517
48113018600,Census Tract 186,4004,79196.0,9.4,53.8,63.2,20.0,30.9,0,0,0,0.5,0,,0,0,Stable,0,-0.239746902908408,Adjacent,0,18.0,1.0,0.2535211267605634,0.05555555555555555,26.806292780206526,Moderate,0.0198042062683725
48113018700,Census Tract 187,7231,57691.0,3.4,77.2,80.6,43.0,29.6,0,0,0,0.5,0,,0,0,Stable,0,0.09028549253172746,Adjacent,0,23.0,6.0,0.3382352941176471,0.2608695652173913,29.715018498062218,Moderate,0.018862285588954
48113018143,Census Tract 181.43,6397,148958.0,18.2,14.0,32.2,28.3,43.6,0,0,0,0.5,0,,0,0,Stable,0,-0.22644088068474877,Sustained,0,50.0,15.0,0.2958579881656805,0.3,22.7140605537918,Low,0.0040528178626727
48113019101,Census Tract 191.01,1238,78922.0,8.8,11.8,20.6,83.4,17.8,0,0,0,0.5,0,,0,0,Stable,0,-0.28737968894364896,Adjacent,0,2.0,0.0,0.2857142857142857,0.0,17.975795656128053,Low,0.0978542894784865
48113016416,Census Tract 164.16,3021,74488.0,45.2,24.8,70.0,26.1,2.3,1,0,0,0.5,0,,0,0,Stable,0,-0.6097349100710222,Adjacent,0,20.0,6.0,0.14388489208633093,0.3,24.993342195675698,Low,0.0022144825714607
48113016525,Census Tract 165.25,2359,134779.0,49.9,21.2,71.1,15.3,0.0,1,0,0,0.5,0,,0,0,Stable,0,-0.7322498234890009,Accelerating,0,75.0,25.0,0.5102040816326531,0.3333333333333333,24.943709377482836,Low,0.000279675774667
48113017818,Census Tract 178.18,3252,63573.0,31.7,49.3,81.0,53.2,20.6,0,0,0,0.5,0,,0,0,Stable,0,0.030147160127806272,Adjacent,0,13.0,1.0,0.38235294117647056,0.07692307692307693,28.83995676021394,Moderate,0.0138928156617492
48113017705,Census Tract 177.05,3334,49394.0,39.4,33.5,72.9,57.5,16.6,0,0,0,0.5,0,,0,0,Stable,0,0.4817981897950846,Adjacent,0,5.0,1.0,0.35714285714285715,0.2,27.00260558390498,Moderate,0.0137189187853155
48113016710,Census Tract 167.10,6322,61894.0,57.6,37.9,95.5,24.9,29.8,1,0,0,0.5,0,,0,0,Stable,0,0.0682472483322624,Low,0,28.0,11.0,0.2978723404255319,0.39285714285714285,32.343474383105345,Moderate,0.1191627787575162
48113008401,Census Tract 84.01,5142,56420.0,2.9,87.2,90.1,31.2,14.6,0,0,0,0.5,0,,0,0,Stable,0,0.3719719816574618,Adjacent,0,7.0,0.0,0.17073170731707318,0.0,29.802531838559528,Moderate,0.0386267662922181
48113018148,Census Tract 181.48,4572,64514.0,23.6,41.5,65.1,53.4,21.4,0,0,0,0.5,0,,0,0,Stable,0,-0.09451808328094857,Adjacent,0,21.0,3.0,0.3181818181818182,0.14285714285714285,26.14144688341774,Moderate,0.0129883650256744
48113018156,Census Tract 181.56,5244,116685.0,28.4,18.1,46.5,30.9,0.0,0,0,0,0.5,0,,0,0,Stable,0,-0.8137974906886143,Accelerating,0,21.0,2.0,0.24705882352941178,0.09523809523809523,20.638899293264327,Low,0.0051814538240063
48113016629,Census Tract 166.29,2786,76111.0,43.1,43.8,86.9,36.1,22.5,1,0,0,0.5,0,,0,0,Stable,0,-0.03374514395497126,Adjacent,0,16.0,9.0,0.32,0.5625,30.071825160563876,Moderate,0.0004055142176968
48113018153,Census Tract 181.53,6951,106488.0,11.4,15.3,26.7,3.8,21.1,0,0,0,0.5,0,,0,0,Stable,0,-0.8663163684695676,Accelerating,0,57.0,4.0,0.41304347826086957,0.07017543859649122,19.389506321628637,Low,0.0040528178626727
48113011202,Census Tract 112.02,2569,63661.0,70.3,25.5,95.8,32.3,33.2,1,0,0,1.0,0,,0,0,Stable,0,0.19224067460068656,Low,0,20.0,10.0,0.37037037037037035,0.5,45.25295583656031,Moderate,0.0002329911319394
48113009001,Census Tract 90.01,5422,59757.0,24.9,70.9,95.8,69.1,11.2,0,0,0,0.5,0,,0,0,Stable,0,0.1392419610039053,Low,0,13.0,3.0,0.4482758620689655,0.23076923076923078,30.442996813194057,Moderate,0.0185463549665027
48113016630,Census Tract 166.30,5799,114111.0,69.7,21.7,91.4,36.6,43.2,1,0,0,0.5,0,,0,0,Stable,0,0.359437454882874,Accelerating,0,61.0,39.0,0.4326241134751773,0.639344262295082,33.03242631013299,Moderate,0.0006199455395022
48113007834,Census Tract 78.34,2261,37500.0,74.4,20.8,95.2,95.6,12.2,0,0,0,0.5,1,Lake Highlands PID,1,0,Susceptible,1,0.9332034576775012,Adjacent,0,5.0,1.0,0.625,0.2,30.44323042408985,Moderate,0.0515040422823091
48113007835,Census Tract 78.35,2712,54622.0,40.1,27.4,67.5,64.8,26.6,0,0,0,0.5,0,,0,0,Stable,0,0.6661371235652789,Adjacent,0,10.0,2.0,0.21739130434782608,0.2,27.107550710482542,Moderate,0.0515040422823091
48113017819,Census Tract 178.19,1702,41326.0,62.0,13.2,75.2,100.0,33.1,0,0,0,0.5,0,,0,0,Susceptible,1,1.1479250402065677,Adjacent,0,7.0,1.0,1.0,0.14285714285714285,29.137690266149097,Moderate,0.0094746593844327
48113018159,Census Tract 181.59,5700,184129.0,3.1,10.0,13.1,7.0,41.5,0,0,0,0.5,0,,0,0,Stable,0,-0.6140982931677875,Sustained,0,63.0,3.0,0.27631578947368424,0.047619047619047616,19.150691396725882,Low,0.0089292913610351
48113009203,Census Tract 92.03,4318,59052.0,11.7,77.9,89.6,45.5,40.4,1,0,0,0.5,0,,0,0,Stable,0,0.3733133554727745,Low,0,16.0,2.0,0.5333333333333333,0.125,32.42400421291916,Moderate,0.0053042711101337
48113009002,Census Tract 90.02,4389,48538.0,16.5,77.4,93.9,41.7,16.8,0,0,0,0.5,0,,0,0,Stable,0,0.5333172018599193,Low,0,16.0,1.0,0.38095238095238093,0.0625,30.698614568535742,Moderate,0.0131940440856423
48113019102,Census Tract 191.02,4511,91023.0,12.4,23.5,35.9,39.5,28.9,0,0,0,0.5,0,,0,0,Stable,0,-0.34507297140535625,Accelerating,0,15.0,3.0,0.23076923076923078,0.2,21.818668643257944,Low,0.0471301444722995
48113007833,Census Tract 78.33,2818,29559.0,14.3,74.5,88.8,90.0,25.3,0,1,0,0.5,1,Midtown PID-Premium,1,0,Late,1,1.049505851291599,Sustained,1,11.0,3.0,0.5,0.2727272727272727,46.698813773333846,Moderate,0.0183064923558692
48113017312,Census Tract 173.12,4554,98111.0,20.4,45.1,65.5,10.1,30.3,0,0,0,0.5,0,,0,0,Stable,0,-0.3152379790444171,Accelerating,0,28.0,5.0,0.32558139534883723,0.17857142857142858,27.145594247156517,Moderate,0.0199001591267237
