GEOID,total_applications,total_denials,denial_rate,black_applications,black_denials,black_denial_rate,white_applications,white_denials,white_denial_rate,disparity_ratio_bw
48113013805,4.0,0.0,0.0,0.0,0.0,,2.0,0.0,,
48113013806,23.0,1.0,0.043478260869565216,2.0,1.0,,16.0,0.0,0.0,
48113013807,58.0,3.0,0.05172413793103448,0.0,0.0,,41.0,3.0,0.07317073170731707,
48113013808,101.0,5.0,0.04950495049504951,5.0,0.0,,69.0,2.0,0.028985507246376812,
48113013901,56.0,13.0,0.23214285714285715,7.0,3.0,,23.0,0.0,0.0,
48113013902,103.0,11.0,0.10679611650485436,0.0,0.0,,61.0,8.0,0.13114754098360656,
48113014001,94.0,13.0,0.13829787234042554,4.0,1.0,,64.0,6.0,0.09375,
48113014002,366.0,32.0,0.08743169398907104,32.0,4.0,0.125,71.0,1.0,0.014084507042253521,8.875
48113014119,101.0,18.0,0.1782178217821782,2.0,1.0,,52.0,7.0,0.1346153846153846,
48113014120,128.0,12.0,0.09375,4.0,0.0,,52.0,3.0,0.057692307692307696,
48113014121,38.0,2.0,0.05263157894736842,0.0,0.0,,25.0,2.0,0.08,
48113014123,129.0,20.0,0.15503875968992248,3.0,0.0,,33.0,4.0,0.12121212121212122,
48113014124,132.0,18.0,0.13636363636363635,5.0,1.0,,45.0,3.0,0.06666666666666667,
48113014126,180.0,30.0,0.16666666666666666,2.0,1.0,,84.0,9.0,0.10714285714285714,
48113014128,92.0,11.0,0.11956521739130435,1.0,1.0,,24.0,1.0,0.041666666666666664,
48113014130,119.0,8.0,0.06722689075630252,5.0,1.0,,28.0,1.0,0.03571428571428571,
48113014132,121.0,15.0,0.12396694214876033,8.0,1.0,,16.0,1.0,0.0625,
48113014134,63.0,4.0,0.06349206349206349,0.0,0.0,,23.0,1.0,0.043478260869565216,
48113014135,65.0,3.0,0.046153846153846156,0.0,0.0,,30.0,2.0,0.06666666666666667,
48113014138,67.0,23.0,0.34328358208955223,0.0,0.0,,17.0,4.0,0.23529411764705882,
48113014139,15.0,5.0,0.3333333333333333,0.0,0.0,,3.0,1.0,,
48113014140,13.0,1.0,0.07692307692307693,0.0,0.0,,3.0,0.0,,
48113014141,28.0,2.0,0.07142857142857142,1.0,1.0,,6.0,0.0,,
48113014142,25.0,2.0,0.08,0.0,0.0,,11.0,0.0,0.0,
48113014143,100.0,6.0,0.06,6.0,0.0,,25.0,0.0,0.0,
48113014144,35.0,3.0,0.08571428571428572,1.0,0.0,,16.0,2.0,0.125,
48113014145,8.0,3.0,0.375,2.0,1.0,,4.0,1.0,,
48113014146,8.0,1.0,0.125,1.0,0.0,,0.0,0.0,,
48113014147,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,,
48113014148,13.0,3.0,0.23076923076923078,0.0,0.0,,0.0,0.0,,
48113014149,21.0,4.0,0.19047619047619047,1.0,1.0,,3.0,0.0,,
48113014150,43.0,5.0,0.11627906976744186,3.0,0.0,,9.0,0.0,,
48113014151,18.0,1.0,0.05555555555555555,0.0,0.0,,2.0,0.0,,
48113014153,47.0,4.0,0.0851063829787234,3.0,0.0,,23.0,2.0,0.08695652173913043,
48113014154,28.0,3.0,0.10714285714285714,1.0,0.0,,11.0,1.0,0.09090909090909091,
48113014155,37.0,7.0,0.1891891891891892,0.0,0.0,,4.0,0.0,,
48113014156,119.0,18.0,0.15126050420168066,3.0,0.0,,5.0,2.0,,
48113014158,10.0,4.0,0.4,2.0,2.0,,2.0,1.0,,
48113014159,49.0,8.0,0.16326530612244897,0.0,0.0,,0.0,0.0,,
48113014160,47.0,4.0,0.0851063829787234,3.0,0.0,,13.0,2.0,0.15384615384615385,
48113014161,12.0,4.0,0.3333333333333333,0.0,0.0,,6.0,2.0,,
48113014203,57.0,6.0,0.10526315789473684,1.0,0.0,,32.0,3.0,0.09375,
48113014204,30.0,4.0,0.13333333333333333,2.0,1.0,,11.0,2.0,0.18181818181818182,
48113014205,68.0,5.0,0.07352941176470588,4.0,0.0,,33.0,3.0,0.09090909090909091,
48113014207,6.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
48113014208,40.0,12.0,0.3,9.0,4.0,,21.0,6.0,0.2857142857142857,
48113014209,42.0,4.0,0.09523809523809523,4.0,1.0,,16.0,1.0,0.0625,
48113014306,56.0,6.0,0.10714285714285714,3.0,0.0,,30.0,3.0,0.1,
48113014308,19.0,5.0,0.2631578947368421,0.0,0.0,,10.0,3.0,0.3,
48113014309,8.0,1.0,0.125,0.0,0.0,,1.0,0.0,,
48113014310,106.0,13.0,0.12264150943396226,8.0,0.0,,46.0,3.0,0.06521739130434782,
48113014313,54.0,3.0,0.05555555555555555,2.0,0.0,,39.0,2.0,0.05128205128205128,
48113014314,57.0,6.0,0.10526315789473684,5.0,1.0,,23.0,2.0,0.08695652173913043,
48113014315,23.0,1.0,0.043478260869565216,0.0,0.0,,14.0,1.0,0.07142857142857142,
48113014316,66.0,19.0,0.2878787878787879,3.0,2.0,,37.0,9.0,0.24324324324324326,
48113014317,61.0,21.0,0.3442622950819672,8.0,5.0,,34.0,7.0,0.20588235294117646,
48113014318,53.0,4.0,0.07547169811320754,3.0,0.0,,31.0,3.0,0.0967741935483871,
48113014320,11.0,3.0,0.2727272727272727,0.0,0.0,,2.0,0.0,,
48113014405,22.0,2.0,0.09090909090909091,0.0,0.0,,14.0,2.0,0.14285714285714285,
48113014406,33.0,2.0,0.06060606060606061,1.0,0.0,,18.0,2.0,0.1111111111111111,
48113014407,17.0,2.0,0.11764705882352941,0.0,0.0,,7.0,0.0,,
48113014408,45.0,14.0,0.3111111111111111,1.0,0.0,,16.0,7.0,0.4375,
48113014409,17.0,12.0,0.7058823529411765,0.0,0.0,,8.0,5.0,,
48113014410,65.0,11.0,0.16923076923076924,9.0,2.0,,6.0,0.0,,
48113014501,91.0,21.0,0.23076923076923078,8.0,3.0,,53.0,13.0,0.24528301886792453,
48113014502,36.0,3.0,0.08333333333333333,4.0,1.0,,19.0,1.0,0.05263157894736842,
48113014601,25.0,2.0,0.08,0.0,0.0,,20.0,1.0,0.05,
48113014602,17.0,2.0,0.11764705882352941,1.0,0.0,,10.0,2.0,0.2,
48113014603,13.0,0.0,0.0,1.0,0.0,,7.0,0.0,,
48113014701,46.0,9.0,0.1956521739130435,4.0,1.0,,19.0,1.0,0.05263157894736842,
48113014704,46.0,7.0,0.15217391304347827,3.0,1.0,,31.0,4.0,0.12903225806451613,
48113014903,45.0,5.0,0.1111111111111111,5.0,0.0,,16.0,2.0,0.125,
48113015001,33.0,2.0,0.06060606060606061,1.0,0.0,,18.0,1.0,0.05555555555555555,
48113015002,19.0,5.0,0.2631578947368421,0.0,0.0,,14.0,2.0,0.14285714285714285,
48113015101,46.0,9.0,0.1956521739130435,1.0,1.0,,26.0,5.0,0.19230769230769232,
48113015102,21.0,4.0,0.19047619047619047,2.0,0.0,,10.0,4.0,0.4,
48113015202,24.0,1.0,0.041666666666666664,0.0,0.0,,17.0,0.0,0.0,
48113015205,28.0,4.0,0.14285714285714285,0.0,0.0,,22.0,4.0,0.18181818181818182,
48113015206,33.0,4.0,0.12121212121212122,1.0,0.0,,18.0,2.0,0.1111111111111111,
48113015207,39.0,2.0,0.05128205128205128,3.0,0.0,,21.0,2.0,0.09523809523809523,
48113015208,95.0,41.0,0.43157894736842106,2.0,1.0,,76.0,34.0,0.4473684210526316,
48113015303,52.0,34.0,0.6538461538461539,3.0,0.0,,21.0,12.0,0.5714285714285714,
48113015304,33.0,17.0,0.5151515151515151,0.0,0.0,,20.0,11.0,0.55,
48113015305,46.0,12.0,0.2608695652173913,2.0,0.0,,29.0,5.0,0.1724137931034483,
48113015306,59.0,8.0,0.13559322033898305,0.0,0.0,,34.0,3.0,0.08823529411764706,
48113015403,22.0,0.0,0.0,0.0,0.0,,15.0,0.0,0.0,
48113015404,48.0,4.0,0.08333333333333333,1.0,0.0,,19.0,2.0,0.10526315789473684,
48113015405,61.0,16.0,0.26229508196721313,5.0,2.0,,31.0,6.0,0.1935483870967742,
48113015406,53.0,5.0,0.09433962264150944,1.0,1.0,,36.0,3.0,0.08333333333333333,
48113015500,36.0,6.0,0.16666666666666666,2.0,0.0,,25.0,3.0,0.12,
48113015600,41.0,3.0,0.07317073170731707,2.0,0.0,,26.0,2.0,0.07692307692307693,
48113015700,16.0,1.0,0.0625,0.0,0.0,,10.0,0.0,0.0,
48113015900,31.0,1.0,0.03225806451612903,7.0,0.0,,12.0,1.0,0.08333333333333333,
48113016001,42.0,4.0,0.09523809523809523,2.0,1.0,,29.0,3.0,0.10344827586206896,
48113016002,12.0,0.0,0.0,0.0,0.0,,9.0,0.0,,
48113016100,51.0,5.0,0.09803921568627451,5.0,0.0,,31.0,2.0,0.06451612903225806,
48113016201,59.0,13.0,0.22033898305084745,1.0,1.0,,38.0,8.0,0.21052631578947367,
48113016203,44.0,7.0,0.1590909090909091,2.0,0.0,,24.0,4.0,0.16666666666666666,
48113016204,49.0,3.0,0.061224489795918366,3.0,1.0,,34.0,0.0,0.0,
48113016301,76.0,17.0,0.2236842105263158,2.0,1.0,,49.0,7.0,0.14285714285714285,
48113016302,13.0,3.0,0.23076923076923078,0.0,0.0,,12.0,2.0,0.16666666666666666,
48113016406,47.0,5.0,0.10638297872340426,4.0,0.0,,31.0,4.0,0.12903225806451613,
48113016407,52.0,5.0,0.09615384615384616,2.0,0.0,,32.0,5.0,0.15625,
48113016409,46.0,7.0,0.15217391304347827,6.0,1.0,,21.0,3.0,0.14285714285714285,
48113016410,76.0,17.0,0.2236842105263158,7.0,2.0,,46.0,9.0,0.1956521739130435,
48113016412,83.0,7.0,0.08433734939759036,13.0,0.0,0.0,41.0,4.0,0.0975609756097561,0.0
48113016414,9.0,2.0,0.2222222222222222,0.0,0.0,,2.0,0.0,,
48113016415,62.0,7.0,0.11290322580645161,7.0,1.0,,28.0,5.0,0.17857142857142858,
48113016416,137.0,11.0,0.08029197080291971,45.0,5.0,0.1111111111111111,57.0,3.0,0.05263157894736842,2.111111111111111
48113016417,76.0,7.0,0.09210526315789473,0.0,0.0,,51.0,5.0,0.09803921568627451,
48113016418,48.0,8.0,0.16666666666666666,4.0,2.0,,21.0,4.0,0.19047619047619047,
48113016419,53.0,4.0,0.07547169811320754,3.0,0.0,,25.0,1.0,0.04,
48113016420,31.0,8.0,0.25806451612903225,4.0,2.0,,19.0,4.0,0.21052631578947367,
48113016421,62.0,10.0,0.16129032258064516,7.0,2.0,,42.0,3.0,0.07142857142857142,
48113016511,59.0,4.0,0.06779661016949153,10.0,2.0,0.2,30.0,1.0,0.03333333333333333,6.0
48113016513,62.0,5.0,0.08064516129032258,16.0,1.0,0.0625,30.0,4.0,0.13333333333333333,0.46875
48113016516,58.0,11.0,0.1896551724137931,15.0,6.0,0.4,27.0,2.0,0.07407407407407407,5.4
48113016517,52.0,8.0,0.15384615384615385,6.0,0.0,,23.0,6.0,0.2608695652173913,
48113016518,52.0,5.0,0.09615384615384616,8.0,2.0,,31.0,2.0,0.06451612903225806,
48113016519,25.0,3.0,0.12,3.0,0.0,,12.0,2.0,0.16666666666666666,
48113016521,80.0,12.0,0.15,12.0,1.0,0.08333333333333333,39.0,3.0,0.07692307692307693,1.0833333333333333
48113016522,56.0,12.0,0.21428571428571427,14.0,3.0,0.21428571428571427,27.0,4.0,0.14814814814814814,1.4464285714285714
48113016524,75.0,13.0,0.17333333333333334,18.0,4.0,0.2222222222222222,37.0,9.0,0.24324324324324326,0.9135802469135802
48113016525,124.0,29.0,0.23387096774193547,41.0,12.0,0.2926829268292683,48.0,8.0,0.16666666666666666,1.7560975609756098
48113016526,51.0,14.0,0.27450980392156865,11.0,4.0,0.36363636363636365,27.0,5.0,0.18518518518518517,1.9636363636363638
48113016527,70.0,11.0,0.15714285714285714,8.0,3.0,,37.0,3.0,0.08108108108108109,
48113016528,70.0,10.0,0.14285714285714285,15.0,4.0,0.26666666666666666,37.0,3.0,0.08108108108108109,3.2888888888888888
48113016529,36.0,12.0,0.3333333333333333,4.0,2.0,,15.0,4.0,0.26666666666666666,
48113016530,59.0,7.0,0.11864406779661017,14.0,3.0,0.21428571428571427,29.0,1.0,0.034482758620689655,6.214285714285714
48113016531,38.0,5.0,0.13157894736842105,3.0,1.0,,22.0,3.0,0.13636363636363635,
48113016532,30.0,3.0,0.1,8.0,2.0,,16.0,0.0,0.0,
48113016533,28.0,8.0,0.2857142857142857,3.0,3.0,,16.0,3.0,0.1875,
48113016534,50.0,8.0,0.16,10.0,3.0,0.3,27.0,3.0,0.1111111111111111,2.7
48113016535,38.0,8.0,0.21052631578947367,4.0,2.0,,21.0,4.0,0.19047619047619047,
48113016536,26.0,2.0,0.07692307692307693,1.0,0.0,,22.0,1.0,0.045454545454545456,
48113016610,37.0,6.0,0.16216216216216217,15.0,5.0,0.3333333333333333,12.0,0.0,0.0,
48113016615,66.0,4.0,0.06060606060606061,17.0,0.0,0.0,33.0,4.0,0.12121212121212122,0.0
48113016616,62.0,6.0,0.0967741935483871,12.0,3.0,0.25,29.0,1.0,0.034482758620689655,7.25
48113016617,81.0,14.0,0.1728395061728395,35.0,8.0,0.22857142857142856,25.0,3.0,0.12,1.9047619047619049
48113016618,137.0,70.0,0.5109489051094891,53.0,29.0,0.5471698113207547,40.0,18.0,0.45,1.2159329140461215
48113016619,28.0,2.0,0.07142857142857142,10.0,2.0,0.2,13.0,0.0,0.0,
48113016620,77.0,12.0,0.15584415584415584,25.0,3.0,0.12,26.0,5.0,0.19230769230769232,0.6239999999999999
48113016621,279.0,168.0,0.6021505376344086,90.0,59.0,0.6555555555555556,92.0,49.0,0.532608695652174,1.2308390022675737
48113016622,38.0,9.0,0.23684210526315788,6.0,0.0,,12.0,3.0,0.25,
48113016623,323.0,60.0,0.18575851393188855,156.0,31.0,0.1987179487179487,79.0,12.0,0.1518987341772152,1.3082264957264955
48113016624,24.0,0.0,0.0,7.0,0.0,,8.0,0.0,,
48113016626,32.0,5.0,0.15625,7.0,3.0,,16.0,2.0,0.125,
48113016627,29.0,4.0,0.13793103448275862,6.0,0.0,,10.0,0.0,0.0,
48113016628,47.0,8.0,0.1702127659574468,16.0,2.0,0.125,16.0,6.0,0.375,0.3333333333333333
48113016629,25.0,5.0,0.2,5.0,2.0,,13.0,0.0,0.0,
48113016630,54.0,8.0,0.14814814814814814,19.0,5.0,0.2631578947368421,19.0,2.0,0.10526315789473684,2.5
48113016631,60.0,10.0,0.16666666666666666,31.0,7.0,0.22580645161290322,12.0,0.0,0.0,
48113016632,51.0,7.0,0.13725490196078433,12.0,1.0,0.08333333333333333,24.0,3.0,0.125,0.6666666666666666
48113016633,56.0,8.0,0.14285714285714285,18.0,2.0,0.1111111111111111,21.0,3.0,0.14285714285714285,0.7777777777777778
48113016634,16.0,3.0,0.1875,0.0,0.0,,13.0,2.0,0.15384615384615385,
48113016635,3.0,2.0,0.6666666666666666,2.0,2.0,,0.0,0.0,,
48113016636,30.0,1.0,0.03333333333333333,3.0,0.0,,15.0,0.0,0.0,
48113016637,38.0,9.0,0.23684210526315788,13.0,5.0,0.38461538461538464,10.0,3.0,0.3,1.2820512820512822
48113016638,42.0,1.0,0.023809523809523808,21.0,0.0,0.0,12.0,0.0,0.0,
48113016704,48.0,12.0,0.25,14.0,3.0,0.21428571428571427,21.0,5.0,0.23809523809523808,0.9
48113016706,21.0,4.0,0.19047619047619047,7.0,3.0,,8.0,1.0,,
48113016707,53.0,6.0,0.11320754716981132,18.0,5.0,0.2777777777777778,16.0,0.0,0.0,
48113016708,51.0,6.0,0.11764705882352941,15.0,3.0,0.2,19.0,1.0,0.05263157894736842,3.8000000000000003
48113016709,35.0,6.0,0.17142857142857143,1.0,0.0,,28.0,5.0,0.17857142857142858,
48113016710,68.0,6.0,0.08823529411764706,10.0,1.0,0.1,33.0,1.0,0.030303030303030304,3.3000000000000003
48113016711,34.0,4.0,0.11764705882352941,8.0,2.0,,16.0,0.0,0.0,
48113016802,141.0,21.0,0.14893617021276595,53.0,7.0,0.1320754716981132,48.0,9.0,0.1875,0.7044025157232704
48113016803,84.0,13.0,0.15476190476190477,16.0,1.0,0.0625,46.0,9.0,0.1956521739130435,0.3194444444444444
48113016805,22.0,4.0,0.18181818181818182,8.0,3.0,,8.0,0.0,,
48113016806,47.0,6.0,0.1276595744680851,17.0,5.0,0.29411764705882354,12.0,0.0,0.0,
48113016902,175.0,64.0,0.3657142857142857,19.0,5.0,0.2631578947368421,82.0,24.0,0.2926829268292683,0.8991228070175439
48113016903,273.0,156.0,0.5714285714285714,63.0,37.0,0.5873015873015873,101.0,53.0,0.5247524752475248,1.1191973644803834
48113017005,74.0,39.0,0.527027027027027,6.0,3.0,,45.0,21.0,0.4666666666666667,
48113017006,61.0,25.0,0.4098360655737705,5.0,3.0,,35.0,11.0,0.3142857142857143,
48113017007,229.0,48.0,0.2096069868995633,19.0,8.0,0.42105263157894735,83.0,20.0,0.24096385542168675,1.7473684210526315
48113017008,158.0,23.0,0.14556962025316456,34.0,7.0,0.20588235294117646,73.0,7.0,0.0958904109589041,2.1470588235294117
48113017009,361.0,178.0,0.4930747922437673,26.0,10.0,0.38461538461538464,221.0,110.0,0.497737556561086,0.7727272727272727
48113017010,237.0,102.0,0.43037974683544306,23.0,11.0,0.4782608695652174,80.0,34.0,0.425,1.1253196930946292
48113017101,121.0,55.0,0.45454545454545453,13.0,6.0,0.46153846153846156,52.0,20.0,0.38461538461538464,1.2
48113017102,65.0,10.0,0.15384615384615385,4.0,1.0,,34.0,5.0,0.14705882352941177,
48113017201,63.0,23.0,0.36507936507936506,2.0,2.0,,34.0,12.0,0.35294117647058826,
48113017203,20.0,5.0,0.25,2.0,0.0,,11.0,3.0,0.2727272727272727,
48113017204,33.0,1.0,0.030303030303030304,2.0,0.0,,22.0,1.0,0.045454545454545456,
48113017307,63.0,5.0,0.07936507936507936,11.0,1.0,0.09090909090909091,27.0,1.0,0.037037037037037035,2.4545454545454546
48113017308,58.0,5.0,0.08620689655172414,12.0,2.0,0.16666666666666666,26.0,1.0,0.038461538461538464,4.333333333333333
48113017309,53.0,7.0,0.1320754716981132,8.0,1.0,,20.0,3.0,0.15,
48113017310,37.0,4.0,0.10810810810810811,3.0,0.0,,13.0,0.0,0.0,
48113017311,65.0,5.0,0.07692307692307693,7.0,2.0,,36.0,0.0,0.0,
48113017312,61.0,5.0,0.08196721311475409,7.0,1.0,,33.0,2.0,0.06060606060606061,
48113017313,59.0,4.0,0.06779661016949153,17.0,1.0,0.058823529411764705,19.0,2.0,0.10526315789473684,0.5588235294117647
48113017314,194.0,27.0,0.13917525773195877,46.0,10.0,0.21739130434782608,72.0,6.0,0.08333333333333333,2.608695652173913
48113017315,85.0,14.0,0.16470588235294117,12.0,6.0,0.5,49.0,6.0,0.12244897959183673,4.083333333333333
48113017400,101.0,10.0,0.09900990099009901,13.0,1.0,0.07692307692307693,62.0,4.0,0.06451612903225806,1.1923076923076925
48113017500,76.0,13.0,0.17105263157894737,10.0,2.0,0.2,50.0,7.0,0.14,1.4285714285714286
48113017602,53.0,8.0,0.1509433962264151,4.0,0.0,,36.0,6.0,0.16666666666666666,
48113017604,29.0,4.0,0.13793103448275862,1.0,0.0,,23.0,4.0,0.17391304347826086,
48113017605,40.0,7.0,0.175,12.0,4.0,0.3333333333333333,14.0,2.0,0.14285714285714285,2.3333333333333335
48113017606,275.0,23.0,0.08363636363636363,91.0,7.0,0.07692307692307693,80.0,4.0,0.05,1.5384615384615385
48113017703,70.0,10.0,0.14285714285714285,3.0,1.0,,54.0,6.0,0.1111111111111111,
48113017704,80.0,12.0,0.15,8.0,1.0,,54.0,7.0,0.12962962962962962,
48113017705,20.0,2.0,0.1,2.0,0.0,,13.0,1.0,0.07692307692307693,
48113017706,86.0,8.0,0.09302325581395349,9.0,3.0,,41.0,1.0,0.024390243902439025,
48113017805,63.0,4.0,0.06349206349206349,5.0,0.0,,40.0,2.0,0.05,
48113017806,47.0,4.0,0.0851063829787234,6.0,1.0,,27.0,2.0,0.07407407407407407,
48113017808,84.0,5.0,0.05952380952380952,5.0,1.0,,48.0,1.0,0.020833333333333332,
48113017811,59.0,8.0,0.13559322033898305,1.0,0.0,,40.0,4.0,0.1,
48113017812,17.0,3.0,0.17647058823529413,0.0,0.0,,14.0,2.0,0.14285714285714285,
48113017814,59.0,5.0,0.0847457627118644,4.0,1.0,,32.0,3.0,0.09375,
48113017815,103.0,12.0,0.11650485436893204,28.0,6.0,0.21428571428571427,36.0,4.0,0.1111111111111111,1.9285714285714286
48113017816,37.0,8.0,0.21621621621621623,2.0,1.0,,24.0,4.0,0.16666666666666666,
48113017817,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,
48113017818,29.0,3.0,0.10344827586206896,3.0,0.0,,16.0,2.0,0.125,
48113017819,9.0,7.0,0.7777777777777778,2.0,2.0,,1.0,1.0,,
48113017820,46.0,7.0,0.15217391304347827,1.0,0.0,,29.0,3.0,0.10344827586206896,
48113017900,91.0,12.0,0.13186813186813187,2.0,0.0,,65.0,10.0,0.15384615384615385,
48113018001,83.0,11.0,0.13253012048192772,7.0,2.0,,53.0,5.0,0.09433962264150944,
48113018002,36.0,2.0,0.05555555555555555,1.0,1.0,,29.0,0.0,0.0,
48113018105,73.0,12.0,0.1643835616438356,3.0,0.0,,42.0,4.0,0.09523809523809523,
48113018110,131.0,8.0,0.061068702290076333,12.0,1.0,0.08333333333333333,70.0,7.0,0.1,0.8333333333333333
48113018111,80.0,3.0,0.0375,3.0,0.0,,50.0,2.0,0.04,
48113018120,77.0,7.0,0.09090909090909091,10.0,0.0,0.0,25.0,4.0,0.16,0.0
48113018121,110.0,18.0,0.16363636363636364,12.0,9.0,0.75,42.0,4.0,0.09523809523809523,7.875
48113018126,126.0,8.0,0.06349206349206349,10.0,2.0,0.2,76.0,6.0,0.07894736842105263,2.5333333333333337
48113018127,25.0,2.0,0.08,0.0,0.0,,18.0,0.0,0.0,
48113018128,55.0,6.0,0.10909090909090909,4.0,0.0,,38.0,1.0,0.02631578947368421,
48113018129,60.0,4.0,0.06666666666666667,4.0,1.0,,36.0,1.0,0.027777777777777776,
48113018130,22.0,3.0,0.13636363636363635,3.0,2.0,,7.0,0.0,,
48113018132,72.0,7.0,0.09722222222222222,4.0,1.0,,39.0,1.0,0.02564102564102564,
48113018133,99.0,14.0,0.1414141414141414,6.0,1.0,,56.0,4.0,0.07142857142857142,
48113018134,144.0,15.0,0.10416666666666667,25.0,6.0,0.24,66.0,3.0,0.045454545454545456,5.279999999999999
48113018135,143.0,19.0,0.13286713286713286,25.0,3.0,0.12,62.0,6.0,0.0967741935483871,1.24
48113018137,94.0,16.0,0.1702127659574468,15.0,4.0,0.26666666666666666,35.0,6.0,0.17142857142857143,1.5555555555555556
48113018138,57.0,4.0,0.07017543859649122,7.0,0.0,,15.0,1.0,0.06666666666666667,
48113018140,143.0,15.0,0.1048951048951049,16.0,1.0,0.0625,61.0,5.0,0.08196721311475409,0.7625000000000001
48113018141,79.0,14.0,0.17721518987341772,10.0,0.0,0.0,30.0,3.0,0.1,0.0
48113018142,172.0,29.0,0.1686046511627907,21.0,5.0,0.23809523809523808,44.0,6.0,0.13636363636363635,1.746031746031746
48113018143,189.0,19.0,0.10052910052910052,17.0,4.0,0.23529411764705882,105.0,8.0,0.0761904761904762,3.0882352941176467
48113018144,90.0,12.0,0.13333333333333333,13.0,6.0,0.46153846153846156,38.0,3.0,0.07894736842105263,5.846153846153847
48113018145,104.0,7.0,0.0673076923076923,4.0,1.0,,68.0,5.0,0.07352941176470588,
48113018146,81.0,5.0,0.06172839506172839,6.0,1.0,,51.0,3.0,0.058823529411764705,
48113018147,97.0,17.0,0.17525773195876287,9.0,1.0,,34.0,4.0,0.11764705882352941,
48113018148,57.0,6.0,0.10526315789473684,7.0,2.0,,28.0,1.0,0.03571428571428571,
48113018149,88.0,4.0,0.045454545454545456,9.0,0.0,,43.0,3.0,0.06976744186046512,
48113018150,79.0,12.0,0.1518987341772152,6.0,3.0,,48.0,4.0,0.08333333333333333,
48113018151,138.0,11.0,0.07971014492753623,8.0,1.0,,43.0,1.0,0.023255813953488372,
48113018152,167.0,18.0,0.10778443113772455,13.0,4.0,0.3076923076923077,63.0,6.0,0.09523809523809523,3.2307692307692313
48113018153,131.0,16.0,0.12213740458015267,7.0,3.0,,56.0,7.0,0.125,
48113018154,184.0,21.0,0.11413043478260869,18.0,3.0,0.16666666666666666,74.0,6.0,0.08108108108108109,2.0555555555555554
48113018155,497.0,110.0,0.22132796780684105,55.0,10.0,0.18181818181818182,178.0,45.0,0.25280898876404495,0.7191919191919192
48113018156,71.0,6.0,0.08450704225352113,8.0,1.0,,33.0,1.0,0.030303030303030304,
48113018157,253.0,19.0,0.07509881422924901,28.0,3.0,0.10714285714285714,69.0,3.0,0.043478260869565216,2.4642857142857144
48113018158,63.0,6.0,0.09523809523809523,5.0,0.0,,34.0,3.0,0.08823529411764706,
48113018159,313.0,42.0,0.134185303514377,25.0,6.0,0.24,116.0,8.0,0.06896551724137931,3.48
48113018203,84.0,5.0,0.05952380952380952,8.0,1.0,,42.0,2.0,0.047619047619047616,
48113018204,35.0,2.0,0.05714285714285714,0.0,0.0,,25.0,1.0,0.04,
48113018205,45.0,3.0,0.06666666666666667,5.0,0.0,,16.0,0.0,0.0,
48113018206,41.0,6.0,0.14634146341463414,1.0,0.0,,26.0,3.0,0.11538461538461539,
48113018300,86.0,10.0,0.11627906976744186,4.0,0.0,,60.0,6.0,0.1,
48113018401,64.0,7.0,0.109375,7.0,3.0,,31.0,2.0,0.06451612903225806,
48113018402,101.0,8.0,0.07920792079207921,11.0,0.0,0.0,69.0,7.0,0.10144927536231885,0.0
48113018501,60.0,5.0,0.08333333333333333,0.0,0.0,,44.0,5.0,0.11363636363636363,
48113018505,34.0,10.0,0.29411764705882354,11.0,6.0,0.5454545454545454,10.0,3.0,0.3,1.8181818181818181
48113018506,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
48113018508,25.0,3.0,0.12,4.0,2.0,,14.0,1.0,0.07142857142857142,
48113018600,68.0,8.0,0.11764705882352941,5.0,1.0,,46.0,4.0,0.08695652173913043,
48113018700,65.0,8.0,0.12307692307692308,3.0,1.0,,41.0,3.0,0.07317073170731707,
48113018801,60.0,10.0,0.16666666666666666,1.0,0.0,,33.0,5.0,0.15151515151515152,
48113018802,21.0,5.0,0.23809523809523808,3.0,1.0,,13.0,3.0,0.23076923076923078,
48113018900,58.0,6.0,0.10344827586206896,4.0,0.0,,28.0,4.0,0.14285714285714285,
48113019013,3.0,2.0,0.6666666666666666,0.0,0.0,,1.0,1.0,,
48113019016,63.0,5.0,0.07936507936507936,10.0,1.0,0.1,31.0,1.0,0.03225806451612903,3.1
48113019018,101.0,32.0,0.31683168316831684,11.0,7.0,0.6363636363636364,55.0,17.0,0.3090909090909091,2.058823529411765
48113019019,47.0,9.0,0.19148936170212766,11.0,2.0,0.18181818181818182,16.0,1.0,0.0625,2.909090909090909
48113019020,70.0,9.0,0.12857142857142856,2.0,0.0,,25.0,1.0,0.04,
48113019023,91.0,6.0,0.06593406593406594,3.0,0.0,,54.0,3.0,0.05555555555555555,
48113019024,95.0,8.0,0.08421052631578947,8.0,0.0,,46.0,1.0,0.021739130434782608,
48113019025,87.0,9.0,0.10344827586206896,7.0,1.0,,30.0,0.0,0.0,
48113019026,99.0,12.0,0.12121212121212122,6.0,2.0,,53.0,6.0,0.11320754716981132,
48113019027,63.0,10.0,0.15873015873015872,6.0,0.0,,12.0,0.0,0.0,
48113019028,42.0,3.0,0.07142857142857142,1.0,0.0,,19.0,2.0,0.10526315789473684,
48113019029,98.0,11.0,0.11224489795918367,6.0,1.0,,31.0,1.0,0.03225806451612903,
