GEOID,pop_2023,south_of_i30,bates_typology_v21,tif_present,oz_designated,in_pid,vendor_share_5mi,real_gent_signal,demo_change_real,vuln_index,cip_total_usd,cip_per_cap,pid_annual_budget,pid_per_cap,l3_tool_any,l4_pressure_proxy,l5_vendor_share,L1_cip_norm,L2_pid_norm,L3_tool_norm,L4_pressure_norm,L5_vendor_norm,capital_stack_score
48113005500,3456.0,1,Stable,0,0,0,0.1235823084080453,0,0,0.3813265489204012,1772879.0,512.9858217592592,0.0,0.0,0,0,0.1235823084080453,0.03483271232911592,0.0,0.0,0.0,0.6188742040716051,0.1307413832801442
48113005300,5919.0,1,Historic Loss,1,0,0,0.0622789387967375,1,0,0.3196813646425185,0.0,0.0,0.0,0.0,1,1,0.0622789387967375,0.0,0.0,1.0,1.0,0.3118798246670877,0.46237596493341754
48113005600,7309.0,1,Early: Type 1,0,0,0,0.0583558191020835,1,1,0.4521978941452098,400000.0,54.72704884389109,0.0,0.0,0,1,0.0583558191020835,0.003716070636149753,0.0,0.0,1.0,0.2922336664929734,0.25918994742582463
48113013624,4004.0,0,Stable,0,0,0,0.1390603580342984,0,0,0.0461185915389103,0.0,0.0,0.0,0.0,0,0,0.1390603580342984,0.0,0.0,0.0,0.0,0.6963850206797579,0.1392770041359516
48113005700,5403.0,1,Susceptible,0,0,0,0.0310446983384868,0,1,0.5295151892542492,85700.0,15.861558393485101,0.0,0.0,0,1,0.0310446983384868,0.0010770299629665506,0.0,0.0,1.0,0.1554653188014356,0.23130846975288044
48113007815,4924.0,0,Late,1,0,1,0.0405219550721153,1,0,0.5549625002620808,8030000.0,1630.787977254265,0.0,0.0,1,1,0.0405219550721153,0.11073360329271777,0.0,1.0,1.0,0.20292542691368032,0.4627318060412796
48113007819,2375.0,0,Late,1,0,1,0.0255679781910621,0,0,0.6251284279717932,884879.0,372.58063157894736,0.0,0.0,1,0,0.0255679781910621,0.02529893304786166,0.0,1.0,0.0,0.12803905637098134,0.2306675978837686
48113007902,4788.0,0,Historic Loss,1,0,0,0.0248277481993884,0,1,-0.9742495272959878,16478.0,3.4415204678362574,0.0,0.0,1,1,0.0248277481993884,0.00023368578106075313,0.0,1.0,1.0,0.1243321402854329,0.4249131652132988
48113002200,2918.0,0,Historic Loss,1,0,0,0.1775604290291245,0,0,-0.1872778848303433,44531446.0,15260.947909527073,0.0,0.0,1,0,0.1775604290291245,1.0,0.0,1.0,0.0,0.8891852774523702,0.577837055490474
48113002400,3028.0,0,Early: Type 2,0,0,0,0.1528513995263991,1,0,0.4192976709399015,0.0,0.0,0.0,0.0,0,1,0.1528513995263991,0.0,0.0,0.0,1.0,0.7654476554264857,0.35308953108529717
