GEOID,NAMELSAD,bates_typology_v21,south_of_i30,population,pop_2023,median_income,pct_black,pct_renter,tif_present,oz_designated,redline_legacy,lihtc_projects,lihtc_units_total,lihtc_units_li,lihtc_latest_pis,hud_all_units,hud_hcv_units,hud_pubhsg_units,hud_pbs8_units,hca_count,org_count,org_names,nez_present,nez_overlap_frac,affordable_units_count,affordable_units_per_1k,norm_affordable,norm_orgs,norm_nez,readiness_score,high_pressure,high_readiness,risk_readiness_cell,council_district
48113019019,Census Tract 190.19,Susceptible,0,7655,7655.0,45809.0,50.7,72.0,0,0,0.5,1.0,168.0,168.0,2020.0,210,42,1,167,0.0,0.0,,False,3.4746956319413893e-06,210.0,27.433050293925536,0.3391251924608463,0.0,3.4746956319413893e-06,0.16956329116954955,True,True,HIGH_PRESSURE_HIGH_READINESS,10
48113005400,Census Tract 54,Early: Type 2,1,4652,4652.0,47047.0,17.8,17.7,0,0,0.67,1.0,80.0,80.0,2007.0,48,48,0,0,0.0,0.0,,False,0.0,80.0,17.196904557179707,0.2125867705267804,0.0,0.0,0.1062933852633902,True,True,HIGH_PRESSURE_HIGH_READINESS,4
48113005500,Census Tract 55,Stable,1,3456,3456.0,64893.0,52.1,28.8,0,0,1.0,0.0,0.0,0.0,,16,16,0,0,0.0,0.0,,False,0.0,16.0,4.62962962962963,0.057231114380242046,0.0,0.0,0.028615557190121023,False,True,LOW_PRESSURE_HIGH_READINESS,4
48113005300,Census Tract 53,Historic Loss,1,5919,5919.0,68424.0,0.7,21.7,1,0,0.67,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,1
48113005600,Census Tract 56,Early: Type 1,1,7309,7309.0,58058.0,17.0,42.4,0,0,1.0,0.0,0.0,0.0,,5,5,0,0,0.0,0.0,,False,0.0,5.0,0.6840881105486386,0.008456642978610124,0.0,0.0,0.004228321489305062,True,False,HIGH_PRESSURE_LOW_READINESS,4
48113013624,Census Tract 136.24,Stable,0,4004,4004.0,80536.0,33.8,86.6,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,11
48113005700,Census Tract 57,Susceptible,1,5403,5403.0,36724.0,42.7,39.5,0,0,0.5,1.0,45.0,0.0,2015.0,65,65,0,0,0.0,0.0,,False,0.0,65.0,12.030353507310753,0.14871827612411592,0.0,0.0,0.07435913806205796,True,True,HIGH_PRESSURE_HIGH_READINESS,4
48113007815,Census Tract 78.15,Late,0,4924,4924.0,40316.0,29.3,86.8,1,0,0.5,0.0,0.0,0.0,,14,14,0,0,0.0,0.0,,True,0.8411470804709618,14.0,2.843216896831844,0.03514762182897074,0.0,0.8411470804709618,0.18580322700867774,True,True,HIGH_PRESSURE_HIGH_READINESS,13
48113007819,Census Tract 78.19,Late,0,2375,2375.0,46418.0,18.7,91.0,1,0,0.5,0.0,0.0,0.0,,12,12,0,0,0.0,0.0,,True,0.6039868734097988,12.0,5.052631578947368,0.062460230936247314,0.0,0.6039868734097988,0.15202749015008343,True,True,HIGH_PRESSURE_HIGH_READINESS,13
48113007902,Census Tract 79.02,Historic Loss,0,4788,4788.0,102257.0,4.0,32.0,1,0,0.33,0.0,0.0,0.0,,7,7,0,0,0.0,0.0,,True,0.6948633241739838,7.0,1.461988304093567,0.018072983488497486,0.0,0.6948633241739838,0.1480091565790455,False,True,LOW_PRESSURE_HIGH_READINESS,9
48113002200,Census Tract 22,Historic Loss,0,2918,2918.0,77813.0,28.1,75.4,1,0,1.0,0.0,0.0,0.0,,213,97,0,116,0.0,0.0,,False,0.0,213.0,72.99520219328306,0.9023609014414584,0.0,0.0,0.4511804507207292,False,True,LOW_PRESSURE_HIGH_READINESS,14
48113002400,Census Tract 24,Early: Type 2,0,3028,3028.0,49821.0,4.8,54.8,0,0,0.33,0.0,0.0,0.0,,16,16,0,0,0.0,0.0,,False,0.0,16.0,5.284015852047556,0.0653205849729579,0.0,0.0,0.03266029248647895,True,True,HIGH_PRESSURE_HIGH_READINESS,2
48113008000,Census Tract 80,Historic Loss,0,7522,7522.0,,0.2,5.2,1,0,0.33,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,2.139794545569535e-06,0.0,0.0,0.0,0.0,2.139794545569535e-06,4.27958909113907e-07,False,False,LOW_PRESSURE_LOW_READINESS,9
48113008200,Census Tract 82,Stable,0,4186,4186.0,80556.0,15.5,46.5,0,0,0.5,0.0,0.0,0.0,,4,4,0,0,0.0,0.0,,True,0.1702078642349846,4.0,0.9555661729574773,0.011812633259562619,0.0,0.1702078642349846,0.039947889476778235,False,True,LOW_PRESSURE_HIGH_READINESS,9
48113011401,Census Tract 114.01,Susceptible,1,6111,6111.0,36888.0,78.1,57.3,0,0,0.5,2.0,480.0,435.0,2023.0,646,355,0,290,0.0,0.0,,False,0.0,646.0,105.71101292750777,1.0,0.0,0.0,0.5,True,True,HIGH_PRESSURE_HIGH_READINESS,8
48113008802,Census Tract 88.02,Early: Type 1,1,5494,5494.0,32480.0,64.2,41.0,0,0,1.0,2.0,200.0,200.0,2016.0,213,14,0,199,0.0,1.0,Cornerstone Community Development Corporation,False,0.0,213.0,38.76956680014561,0.4792663105944987,0.2916666666666667,0.0,0.32713315529724935,True,True,HIGH_PRESSURE_HIGH_READINESS,4
48113009603,Census Tract 96.03,Historic Loss,0,5041,5041.0,152188.0,1.4,23.5,0,0,0.5,0.0,0.0,0.0,,16,16,0,0,0.0,0.0,,False,0.0,16.0,3.1739734179726247,0.03923640771634924,0.0,0.0,0.01961820385817462,False,False,LOW_PRESSURE_LOW_READINESS,13
48113009604,Census Tract 96.04,Stable,0,3781,3781.0,47083.0,11.5,33.5,0,0,0.5,0.0,0.0,0.0,,7,7,0,0,0.0,0.0,,False,0.0,7.0,1.8513620735255223,0.02288639115126315,0.0,0.0,0.011443195575631575,False,False,LOW_PRESSURE_LOW_READINESS,13
48113009605,Census Tract 96.05,Stable,0,3247,3247.0,77585.0,11.4,64.0,0,0,0.5,0.0,0.0,0.0,,93,93,0,0,0.0,0.0,,False,0.0,93.0,28.64182322143517,0.35406794754243986,0.0,0.0,0.17703397377121993,False,True,LOW_PRESSURE_HIGH_READINESS,13
48113009607,Census Tract 96.07,Historic Loss,0,3727,3727.0,135000.0,1.1,15.6,0,0,0.5,0.0,0.0,0.0,,2,1,1,0,0.0,0.0,,False,0.0,2.0,0.5366246310705661,0.006633711138251828,0.0,0.0,0.003316855569125914,False,False,LOW_PRESSURE_LOW_READINESS,13
48113009608,Census Tract 96.08,Historic Loss,0,2907,2907.0,123958.0,4.5,8.6,0,0,0.5,0.0,0.0,0.0,,8,2,4,1,0.0,0.0,,False,0.0,8.0,2.7519779841761265,0.034019733625407035,0.0,0.0,0.017009866812703518,False,False,LOW_PRESSURE_LOW_READINESS,13
48113009609,Census Tract 96.09,Historic Loss,0,3183,3183.0,190670.0,0.6,7.1,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,13
48113009611,Census Tract 96.11,Stable,0,3538,3538.0,83270.0,4.9,16.9,0,0,0.5,0.0,0.0,0.0,,48,48,0,0,0.0,0.0,,False,0.0,48.0,13.566986998304127,0.16771401749416323,0.0,0.0,0.08385700874708162,False,True,LOW_PRESSURE_HIGH_READINESS,6
48113009702,Census Tract 97.02,Historic Loss,0,3219,3219.0,164547.0,0.6,15.5,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,13
48113009202,Census Tract 92.02,Susceptible,1,5453,5453.0,48497.0,19.9,40.9,0,0,0.5,0.0,0.0,0.0,,10,9,1,0,0.0,0.0,,False,0.0,10.0,1.8338529249954152,0.022669944445502074,0.0,0.0,0.011334972222751037,True,False,HIGH_PRESSURE_LOW_READINESS,5
48113009301,Census Tract 93.01,Stable,1,5267,5267.0,64255.0,9.5,28.6,0,0,0.5,0.0,0.0,0.0,,4,4,0,0,0.0,0.0,,False,0.0,4.0,0.7594456047085627,0.009388206346027933,0.0,0.0,0.004694103173013967,False,False,LOW_PRESSURE_LOW_READINESS,5
48113009304,Census Tract 93.04,Early: Type 1,1,9059,9059.0,33786.0,59.4,82.6,0,0,0.5,3.0,666.0,374.0,2004.0,700,369,0,331,0.0,0.0,,False,0.0,700.0,77.27122198918202,0.9552207190962133,0.0,0.0,0.47761035954810666,True,True,HIGH_PRESSURE_HIGH_READINESS,8
48113008500,Census Tract 85,Susceptible,0,3637,3637.0,52423.0,8.1,30.2,0,0,0.5,0.0,0.0,0.0,,75,20,25,30,0.0,0.0,,False,0.0,75.0,20.621391256530107,0.2549200035633547,0.0,0.0,0.12746000178167735,True,True,HIGH_PRESSURE_HIGH_READINESS,5
48113008604,Census Tract 86.04,Early: Type 2,1,2573,2573.0,22619.0,74.4,78.3,0,0,1.0,0.0,0.0,0.0,,120,120,0,0,0.0,0.0,,False,0.0,120.0,46.63816556548775,0.5765373046000286,0.0,0.0,0.2882686523000143,True,True,HIGH_PRESSURE_HIGH_READINESS,4
48113008701,Census Tract 87.01,Susceptible,1,5320,5320.0,23938.0,74.5,66.8,0,0,1.0,2.0,451.0,400.0,2000.0,395,230,0,164,0.0,0.0,,False,0.0,400.0,75.18796992481202,0.9294677222655849,0.0,0.0,0.46473386113279247,True,True,HIGH_PRESSURE_HIGH_READINESS,8
48113008704,Census Tract 87.04,Susceptible,1,4649,4649.0,17442.0,60.8,72.5,0,0,0.5,0.0,0.0,0.0,,39,39,0,0,0.0,0.0,,False,0.0,39.0,8.388900838890084,0.1037029269819658,0.0,0.0,0.0518514634909829,True,True,HIGH_PRESSURE_HIGH_READINESS,4
48113008801,Census Tract 88.01,Early: Type 2,1,2721,2721.0,41476.0,67.9,32.4,0,0,1.0,2.0,229.0,229.0,2020.0,137,62,0,75,0.0,0.0,,False,0.0,229.0,84.16023520764425,1.0,0.0,0.0,0.5,True,True,HIGH_PRESSURE_HIGH_READINESS,4
48113009802,Census Tract 98.02,Early: Type 2,0,5776,5776.0,56923.0,4.4,50.9,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,HIGH_PRESSURE_LOW_READINESS,6
48113009104,Census Tract 91.04,Stable,1,3477,3477.0,71298.0,12.5,21.3,0,0,0.5,0.0,0.0,0.0,,2,2,0,0,0.0,0.0,,False,0.0,2.0,0.5752085130859936,0.007110682028261306,0.0,0.0,0.003555341014130653,False,False,LOW_PRESSURE_LOW_READINESS,5
48113018144,Census Tract 181.44,Historic Loss,0,4790,4790.0,149022.0,37.1,27.6,0,0,0.5,0.0,0.0,0.0,,66,66,0,0,0.0,0.0,,False,0.0,66.0,13.778705636743215,0.17033126651455752,0.0,0.0,0.08516563325727876,False,True,LOW_PRESSURE_HIGH_READINESS,9
48113016524,Census Tract 165.24,Historic Loss,1,2870,2870.0,112857.0,21.9,13.9,0,0,0.5,0.0,0.0,0.0,,7,7,0,0,0.0,0.0,,False,0.0,7.0,2.4390243902439024,0.03015102611251776,0.0,0.0,0.01507551305625888,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113018146,Census Tract 181.46,Historic Loss,0,3023,3023.0,136199.0,16.1,2.6,0,0,0.5,0.0,0.0,0.0,,19,19,0,0,0.0,0.0,,False,0.0,19.0,6.28514720476348,0.0776964913716551,0.0,0.0,0.03884824568582755,False,True,LOW_PRESSURE_HIGH_READINESS,9
48113018507,Census Tract 185.07,Susceptible,0,4141,4141.0,38668.0,65.5,100.0,0,0,0.5,0.0,0.0,0.0,,27,27,0,0,0.0,0.0,,False,0.0,27.0,6.520164211543105,0.08060175297405738,0.0,0.0,0.04030087648702869,True,True,HIGH_PRESSURE_HIGH_READINESS,10
48113019045,Census Tract 190.45,Susceptible,0,2731,2731.0,58354.0,17.5,34.2,0,0,0.5,0.0,0.0,0.0,,16,16,0,0,0.0,0.0,,False,0.0,16.0,5.858659831563529,0.07242428828199066,0.0,0.0,0.03621214414099533,True,True,HIGH_PRESSURE_HIGH_READINESS,10
48113019047,Census Tract 190.47,Stable,0,4342,4342.0,71760.0,24.9,48.5,0,0,0.5,0.0,0.0,0.0,,30,30,0,0,0.0,0.0,,False,0.0,30.0,6.909258406264394,0.08541170455641833,0.0,0.0,0.042705852278209167,False,True,LOW_PRESSURE_HIGH_READINESS,Outside City of Dallas
48113012802,Census Tract 128.02,Historic Loss,0,5012,5012.0,130000.0,2.9,26.1,0,0,0.5,0.0,0.0,0.0,,5,5,0,0,0.0,0.0,,True,0.3023232300326476,5.0,0.9976057462090981,0.012332323130618796,0.0,0.3023232300326476,0.06663080757183892,False,True,LOW_PRESSURE_HIGH_READINESS,9
48113016530,Census Tract 165.30,Stable,1,3081,3081.0,69821.0,41.3,29.4,0,0,0.5,0.0,0.0,0.0,,61,61,0,0,0.0,0.0,,False,0.0,61.0,19.798766634209674,0.2447507832113175,0.0,0.0,0.12237539160565875,False,True,LOW_PRESSURE_HIGH_READINESS,Outside City of Dallas
48113008402,Census Tract 84.02,Stable,0,3707,3707.0,64333.0,7.5,35.9,0,0,0.5,0.0,0.0,0.0,,2,1,1,0,0.0,0.0,,False,0.0,2.0,0.5395198273536552,0.006669501325132064,0.0,0.0,0.003334750662566032,False,False,LOW_PRESSURE_LOW_READINESS,7
48113016531,Census Tract 165.31,Stable,1,3384,3384.0,79710.0,28.3,49.4,0,0,0.5,0.0,0.0,0.0,,33,33,0,0,0.0,0.0,,False,0.0,33.0,9.75177304964539,0.12055064518391409,0.0,0.0,0.060275322591957045,False,True,LOW_PRESSURE_HIGH_READINESS,Outside City of Dallas
48113019051,Census Tract 190.51,Historic Loss,0,4552,4552.0,157260.0,4.4,3.3,0,0,0.5,0.0,0.0,0.0,,12,12,0,0,0.0,0.0,,False,0.0,12.0,2.6362038664323375,0.03258854316203589,0.0,0.0,0.016294271581017945,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113019216,Census Tract 192.16,Stable,0,3672,3672.0,79524.0,4.0,45.7,0,0,0.5,0.0,0.0,0.0,,6,6,0,0,0.0,0.0,,False,0.0,6.0,1.6339869281045751,0.020199216840085427,0.0,0.0,0.010099608420042714,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113008101,Census Tract 81.01,Stable,0,1834,1834.0,66352.0,10.9,97.6,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,9
48113018151,Census Tract 181.51,Historic Loss,0,4336,4336.0,97500.0,36.9,39.8,0,0,0.5,0.0,0.0,0.0,,8,8,0,0,0.0,0.0,,False,0.0,8.0,1.8450184501845017,0.022807971782531883,0.0,0.0,0.011403985891265941,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113013202,Census Tract 132.02,Historic Loss,0,4971,4971.0,88073.0,31.6,75.5,0,0,0.5,1.0,100.0,75.0,2015.0,229,229,0,0,0.0,1.0,Navicore Solutions - Dallas,False,0.0,229.0,46.067189700261515,0.5694789462289865,0.2916666666666667,0.0,0.3722394731144933,False,True,LOW_PRESSURE_HIGH_READINESS,11
48113013012,Census Tract 130.12,Historic Loss,0,2765,2765.0,180293.0,2.2,19.2,0,0,0.5,0.0,0.0,0.0,,122,0,122,0,0.0,0.0,,False,0.0,122.0,44.12296564195299,0.5454446025852219,0.0,0.0,0.27272230129261094,False,True,LOW_PRESSURE_HIGH_READINESS,10
48113008102,Census Tract 81.02,Historic Loss,0,4042,4042.0,188125.0,6.5,18.3,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,9
48113016527,Census Tract 165.27,Historic Loss,1,5126,5126.0,121684.0,26.4,8.9,0,0,0.5,0.0,0.0,0.0,,37,34,3,0,0.0,0.0,,False,0.0,37.0,7.21810378462739,0.08922962663419712,0.0,0.0,0.04461481331709856,False,True,LOW_PRESSURE_HIGH_READINESS,3
48113000801,Census Tract 8.01,Stable,0,3674,3674.0,74670.0,28.3,69.1,0,0,0.5,2.0,141.0,123.0,2002.0,298,109,189,0,0.0,0.0,,False,0.0,298.0,81.11050626020686,1.0,0.0,0.0,0.5,False,True,LOW_PRESSURE_HIGH_READINESS,2
48113000902,Census Tract 9.02,Stable,0,2703,2703.0,82773.0,15.1,77.7,0,0,0.5,0.0,0.0,0.0,,133,85,0,48,0.0,0.0,,False,0.0,133.0,49.204587495375506,0.60826320899578,0.0,0.0,0.30413160449789,False,True,LOW_PRESSURE_HIGH_READINESS,2
48113014142,Census Tract 141.42,Stable,0,2336,2336.0,84048.0,40.9,78.9,0,0,0.5,1.0,204.0,204.0,1995.0,69,69,0,0,0.0,0.0,,False,0.0,204.0,87.32876712328768,1.0,0.0,0.0,0.5,False,True,LOW_PRESSURE_HIGH_READINESS,Outside City of Dallas
48113012801,Census Tract 128.01,Stable,0,2447,2447.0,80420.0,4.0,26.1,0,0,0.5,0.0,0.0,0.0,,1,1,0,0,0.0,0.0,,True,0.2719499837648274,1.0,0.4086636697997548,0.005051867881541595,0.0,0.2719499837648274,0.05691593069373627,False,True,LOW_PRESSURE_HIGH_READINESS,9
48113021200,Census Tract 212,Stable,0,4830,4830.0,61017.0,4.0,32.8,0,0,0.5,0.0,0.0,0.0,,12,12,0,0,0.0,0.0,,False,0.0,12.0,2.4844720496894412,0.030712846474862814,0.0,0.0,0.015356423237431407,False,False,LOW_PRESSURE_LOW_READINESS,3
48113007915,Census Tract 79.15,Historic Loss,0,1944,1944.0,73739.0,10.2,100.0,1,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,9
48113012502,Census Tract 125.02,Stable,0,3507,3507.0,58068.0,3.4,33.3,0,0,0.5,0.0,0.0,0.0,,5,5,0,0,0.0,0.0,,True,0.3297215219306347,5.0,1.4257199885942402,0.017624637448149818,0.0,0.3297215219306347,0.07475662311020186,False,True,LOW_PRESSURE_HIGH_READINESS,2
48113012501,Census Tract 125.01,Historic Loss,0,3151,3151.0,91189.0,2.2,6.7,0,0,0.5,0.0,0.0,0.0,,2,2,0,0,0.0,0.0,,False,0.0,2.0,0.6347191367819739,0.00784634763956349,0.0,0.0,0.003923173819781745,False,False,LOW_PRESSURE_LOW_READINESS,2
48113016635,Census Tract 166.35,Susceptible,1,3810,3810.0,22881.0,91.6,100.0,0,0,0.5,5.0,1182.0,1180.0,2004.0,456,456,0,0,0.0,0.0,,False,0.0,1180.0,309.71128608923885,1.0,0.0,0.0,0.5,True,True,HIGH_PRESSURE_HIGH_READINESS,8
48113016534,Census Tract 165.34,Susceptible,1,3832,3832.0,58071.0,21.1,46.5,0,0,0.5,0.0,0.0,0.0,,136,15,121,0,0.0,0.0,,True,0.3802721152752898,136.0,35.49060542797495,0.4387320501132542,0.0,0.3802721152752898,0.2954204481116851,True,True,HIGH_PRESSURE_HIGH_READINESS,3
48113007702,Census Tract 77.02,Historic Loss,0,3314,3314.0,146267.0,2.9,19.7,0,0,0.0,0.0,0.0,0.0,,1,1,0,0,0.0,0.0,,False,0.0,1.0,0.30175015087507545,0.0037302114381811352,0.0,0.0,0.0018651057190905676,False,False,LOW_PRESSURE_LOW_READINESS,13
48113007830,Census Tract 78.30,Late,0,2749,2749.0,40859.0,38.3,100.0,1,0,0.5,0.0,0.0,0.0,,14,14,0,0,0.0,0.0,,True,0.6140785215725172,14.0,5.092761004001455,0.06295630770674861,0.0,0.6140785215725172,0.15429385816787775,True,True,HIGH_PRESSURE_HIGH_READINESS,13
48113013808,Census Tract 138.08,Historic Loss,0,2389,2389.0,102778.0,5.1,19.9,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014704,Census Tract 147.04,Stable,0,5160,5160.0,65878.0,2.3,52.7,0,0,0.5,0.0,0.0,0.0,,13,1,0,0,0.0,0.0,,False,0.0,13.0,2.5193798449612403,0.031144373872038694,0.0,0.0,0.015572186936019347,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113007206,Census Tract 72.06,Susceptible,0,3236,3236.0,43720.0,0.6,98.1,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,HIGH_PRESSURE_LOW_READINESS,6
48113016420,Census Tract 164.20,Stable,1,4146,4146.0,81024.0,18.1,19.8,0,0,0.5,0.0,0.0,0.0,,7,7,0,0,0.0,0.0,,False,0.0,7.0,1.688374336710082,0.02087154967267872,0.0,0.0,0.01043577483633936,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113010001,Census Tract 100.01,Late,0,2386,2386.0,40299.0,49.3,90.1,1,0,1.0,1.0,100.0,75.0,2002.0,215,215,0,0,2.0,0.0,,False,0.0,215.0,90.10896898575021,1.0,0.8333333333333334,0.0,0.75,True,True,HIGH_PRESSURE_HIGH_READINESS,2
48113007831,Census Tract 78.31,Late,0,2055,2055.0,43424.0,50.0,100.0,1,0,0.5,0.0,0.0,0.0,,4,4,0,0,0.0,0.0,,True,0.9999999999999992,4.0,1.9464720194647203,0.024062132761328042,0.0,0.9999999999999992,0.21203106638066388,True,True,HIGH_PRESSURE_HIGH_READINESS,13
48113016532,Census Tract 165.32,Stable,1,1983,1983.0,67300.0,20.9,13.4,0,0,0.5,0.0,0.0,0.0,,9,9,0,0,0.0,0.0,,False,0.0,9.0,4.53857791225416,0.05610554026988932,0.0,0.0,0.02805277013494466,False,True,LOW_PRESSURE_HIGH_READINESS,Outside City of Dallas
48113013807,Census Tract 138.07,Historic Loss,0,2759,2759.0,117527.0,0.0,3.7,0,0,0.5,0.0,0.0,0.0,,1,1,0,0,0.0,0.0,,False,0.0,1.0,0.3624501631025734,0.0044805801761987245,0.0,0.0,0.0022402900880993623,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014157,Census Tract 141.57,Historic Loss,0,2678,2678.0,113698.0,16.4,93.9,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,6
48113014156,Census Tract 141.56,Historic Loss,0,3868,3868.0,178022.0,0.7,25.8,0,0,0.5,0.0,0.0,0.0,,2,2,0,0,0.0,0.0,,False,0.0,2.0,0.5170630816959669,0.006391892815993941,0.0,0.0,0.0031959464079969707,False,False,LOW_PRESSURE_LOW_READINESS,6
48113014141,Census Tract 141.41,Stable,0,2381,2381.0,86996.0,23.9,86.8,0,0,0.5,0.0,0.0,0.0,,1,1,0,0,0.0,0.0,,False,0.0,1.0,0.41999160016799664,0.005191902858518387,0.0,0.0,0.0025959514292591937,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014314,Census Tract 143.14,Historic Loss,0,2743,2743.0,96475.0,12.4,65.5,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014318,Census Tract 143.18,Historic Loss,0,2157,2157.0,105755.0,0.5,28.7,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014155,Census Tract 141.55,Historic Loss,0,5988,5988.0,105653.0,9.1,78.5,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014158,Census Tract 141.58,Stable,0,2948,2948.0,63867.0,46.4,100.0,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014409,Census Tract 144.09,Susceptible,0,3021,3021.0,39464.0,24.0,77.3,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,HIGH_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014410,Census Tract 144.10,Susceptible,0,2841,2841.0,51000.0,23.5,91.3,0,0,0.5,0.0,0.0,0.0,,4,4,0,0,0.0,0.0,,False,0.0,4.0,1.407954945441746,0.017405027393357666,0.0,0.0,0.008702513696678833,True,False,HIGH_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014316,Census Tract 143.16,Stable,0,4800,4800.0,75924.0,0.0,22.4,0,0,0.5,0.0,0.0,0.0,,1,1,0,0,0.0,0.0,,False,0.0,1.0,0.20833333333333334,0.002575400147110892,0.0,0.0,0.001287700073555446,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113015406,Census Tract 154.06,Stable,0,3395,3395.0,70048.0,19.5,40.0,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014140,Census Tract 141.40,Stable,0,2649,2649.0,59688.0,36.3,76.8,0,0,0.5,0.0,0.0,0.0,,2,2,0,0,0.0,0.0,,False,0.0,2.0,0.7550018875047187,0.009333273466313538,0.0,0.0,0.004666636733156769,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014154,Census Tract 141.54,Historic Loss,0,3673,3673.0,92697.0,26.7,25.0,0,0,0.5,0.0,0.0,0.0,,23,23,0,0,0.0,0.0,,False,0.0,23.0,6.261911244214539,0.07740925026981826,0.0,0.0,0.03870462513490913,False,True,LOW_PRESSURE_HIGH_READINESS,Outside City of Dallas
48113014147,Census Tract 141.47,Susceptible,0,2405,2405.0,57075.0,59.5,100.0,0,0,0.5,0.0,0.0,0.0,,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,HIGH_PRESSURE_LOW_READINESS,Outside City of Dallas
48113014153,Census Tract 141.53,Stable,0,4581,4581.0,66346.0,17.8,26.6,0,0,0.5,0.0,0.0,0.0,,12,12,0,0,0.0,0.0,,False,0.0,12.0,2.619515389652914,0.03238224153538253,0.0,0.0,0.016191120767691265,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113015101,Census Tract 151.01,Stable,0,4193,4193.0,64800.0,3.8,23.1,0,0,0.5,0.0,0.0,0.0,,2,2,0,0,0.0,0.0,,False,0.0,2.0,0.4769854519437157,0.005896456334906884,0.0,0.0,0.002948228167453442,False,False,LOW_PRESSURE_LOW_READINESS,Outside City of Dallas
48113015208,Census Tract 152.08,Susceptible,0,3839,3839.0,51525.0,1.7,7.1,0,0,0.5,0.0,0.0,0.0,,2,2,0,0,0.0,0.0,,False,0.0,2.0,0.5209690023443605,0.006440177497333827,0.0,0.0,0.0032200887486669135,True,False,HIGH_PRESSURE_LOW_READINESS,Outside City of Dallas
