GEOID,pop_2023,south_of_i30,bates_typology_v21,tif_present,oz_designated,in_pid,vendor_share_5mi,vuln_index,cip_total_usd,cip_per_cap,pid_annual_budget,pid_per_cap,l3_tool_any,institutional_parcel_count,total_sfr_parcels,institutional_pct,top_owner_1,top_owner_2,top_owner_3,l5_vendor_share,L1_cip_norm,L2_pid_norm,L3_tool_norm,L4_sfr_norm,L5_vendor_norm,capital_stack_score
48113005400,4652.0,1,Early: Type 2,0,0,0,0.1550773884972819,0.530669784037687,65350000.0,14047.721410146174,0.0,0.0,0,17,1639,1.037,JC LEASING LLP,CASH HOUSE BUYERS USA LLC,NEW DIMENSION HOMES LLC,0.1550773884972819,0.953866984239613,0.0,0.0,0.07788138597323953,0.7765949399397243,0.36166866203051534
48113005500,3456.0,1,Stable,0,0,0,0.1235823084080453,0.3813265489204012,1772879.0,512.9858217592592,0.0,0.0,0,16,1361,1.176,SANTIBANEZ PROPERTIES LLC,NEW DIMENSION HOMES LLC,NED INVESTMENTS LLC,0.1235823084080453,0.03483271232911592,0.0,0.0,0.08832064600243943,0.6188742040716051,0.1484055124806321
48113005300,5919.0,1,Historic Loss,1,0,0,0.0622789387967375,0.3196813646425185,0.0,0.0,0.0,0.0,1,18,1997,0.901,JC LEASING LLP,BOLTEX HOLDINGS LTD,FF I BORROWER II LLC,0.0622789387967375,0.0,0.0,1.0,0.06766743371445402,0.3118798246670877,0.27590945167630837
48113005600,7309.0,1,Early: Type 1,0,0,0,0.0583558191020835,0.4521978941452098,400000.0,54.72704884389109,0.0,0.0,0,16,1857,0.862,FME PROPERTIES LLC,SANTIBANEZ PROPERTIES LLC,NOSHI PROPERTIES LLC,0.0583558191020835,0.003716070636149753,0.0,0.0,0.064738432699067,0.2922336664929734,0.07213763396563802
48113013624,4004.0,0,Stable,0,0,0,0.1390603580342984,0.0461185915389103,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,0.1390603580342984,0.0,0.0,0.0,0.0,0.6963850206797579,0.1392770041359516
48113005700,5403.0,1,Susceptible,0,0,0,0.0310446983384868,0.5295151892542492,85700.0,15.861558393485101,0.0,0.0,0,27,1744,1.548,FME PROPERTIES LLC,A BETTER PLACE LLC,RESICAP TEXAS OWNER II LLC,0.0310446983384868,0.0010770299629665506,0.0,0.0,0.11625880953382334,0.1554653188014356,0.054560231659645096
48113007815,4924.0,0,Late,1,0,1,0.0405219550721153,0.5549625002620808,8030000.0,1630.787977254265,0.0,0.0,1,0,13,0.0,,,,0.0405219550721153,0.11073360329271777,0.0,1.0,0.0,0.20292542691368032,0.26273180604127966
48113007819,2375.0,0,Late,1,0,1,0.0255679781910621,0.6251284279717932,884879.0,372.58063157894736,0.0,0.0,1,0,0,0.0,,,,0.0255679781910621,0.02529893304786166,0.0,1.0,0.0,0.12803905637098134,0.2306675978837686
48113007902,4788.0,0,Historic Loss,1,0,0,0.0248277481993884,-0.9742495272959878,16478.0,3.4415204678362574,0.0,0.0,1,7,1767,0.396,OLERIO HOMES LLC,FF I BORROWER II LLC,MILLER FAMILY TRUST,0.0248277481993884,0.00023368578106075313,0.0,1.0,0.029740625694698996,0.1243321402854329,0.23086129035223854
48113002200,2918.0,0,Historic Loss,1,0,0,0.1775604290291245,-0.1872778848303433,44531446.0,15260.947909527073,0.0,0.0,1,0,202,0.0,,,,0.1775604290291245,1.0,0.0,1.0,0.0,0.8891852774523702,0.577837055490474
48113002400,3028.0,0,Early: Type 2,0,0,0,0.1528513995263991,0.4192976709399015,0.0,0.0,0.0,0.0,0,3,677,0.443,TOP MONEY LLC,SPJ PORTFOLIO 2020 LLC,638 TURNER LLC,0.1528513995263991,0.0,0.0,0.0,0.03327044743119105,0.7654476554264857,0.15974362057153535
48113008000,7522.0,0,Historic Loss,1,0,0,0.0243237537164115,-1.849595425113511,22814800.0,3033.0763094921563,0.0,0.0,1,4,2800,0.143,OLERIO HOMES LLC,TAYLOR LIVING TRUST,RESCOM INVESTMENT GROUP LLC,0.0243237537164115,0.2059516463797664,0.0,1.0,0.010739670389752414,0.1218082419335835,0.26769991174062047
48113008200,4186.0,0,Stable,0,0,0,0.016271912819559,-0.3426435372547332,284907.0,68.06187290969899,0.0,0.0,0,10,1185,0.844,DOMINUS PROPERTIES INC,ZHS INVESTMENTS LLC,KHAKI INVESTMENTS LLC,0.016271912819559,0.004621530535705494,0.0,0.0,0.06338658607658068,0.08148631648534202,0.02989888661952564
48113011401,6111.0,1,Susceptible,0,0,0,0.0955281835727475,0.5395774482959012,0.0,0.0,0.0,0.0,0,30,1155,2.597,RESICAP TEXAS OWNER LLC,WEST FORK PROPERTIES LLC,RESICAP TEXAS OWNER II LLC,0.0955281835727475,0.0,0.0,0.0,0.19504142658872042,0.4783850482852895,0.134685294974802
48113008802,5494.0,1,Early: Type 1,0,0,0,0.0586560314661315,0.544611491715418,30000.0,5.460502366217692,0.0,0.0,0,31,1805,1.717,SANTIBANEZ PROPERTIES LLC,FISHING FROM MY FRONT PORCH LLC,A BETTER PLACE LLC,0.0586560314661315,0.0003707784894378214,0.0,0.0,0.1289511472671671,0.29373706686027523,0.08461179852337604
48113009603,5041.0,0,Historic Loss,0,0,0,0.1404992191700519,-0.929554226603716,300000.0,59.512001586986706,0.0,0.0,0,0,1342,0.0,,,,0.1404992191700519,0.004040978022161061,0.0,0.0,0.0,0.7035905345727242,0.14152630251897708
48113009604,3781.0,0,Stable,0,0,0,0.1375758112052174,-0.2825858007000232,216479.0,57.25443004496165,0.0,0.0,0,3,962,0.312,CASA COCO PROPERTIES LLC,,,0.1375758112052174,0.0038876846234934823,0.0,0.0,0.023432008123096176,0.6889507224449248,0.1432540830383029
48113009605,3247.0,0,Stable,0,0,0,0.1366863353385114,0.0776597023195679,0.0,0.0,0.0,0.0,0,3,574,0.523,JC LEASING LLP,STICKWIN ESTATES LLC,RS RENTAL II LLC,0.1366863353385114,0.0,0.0,0.0,0.03927865464224135,0.6844964144121682,0.1447550138108819
48113009607,3727.0,0,Historic Loss,0,0,0,0.1068996402039057,-0.6223112401082078,325000.0,87.201502548967,0.0,0.0,0,3,1305,0.23,ZHS INVESTMENTS LLC,OLERIO HOMES LLC,RENTAL CHOICE NEXUS LLC,0.1068996402039057,0.005921147766887595,0.0,0.0,0.01727359573176962,0.535330911025661,0.11170513090486364
48113009608,2907.0,0,Historic Loss,0,0,0,0.1404992191700519,-0.7960891013340349,16402500.0,5642.414860681115,0.0,0.0,0,6,1177,0.51,WH1 LLC,FF I BORROWER II LLC,OPENDOOR PROPERTY TRUST I,0.1404992191700519,0.38313069357279256,0.0,0.0,0.038302320970445676,0.7035905345727242,0.2250047098231925
48113009609,3183.0,0,Historic Loss,0,0,0,0.1384117396624885,-1.3433171093124376,350000.0,109.95915802701853,0.0,0.0,0,5,1164,0.43,JHES INVESTMENTS LLC,WH1 LLC,CERBERUS SFR HOLDINGS LP,0.1384117396624885,0.007466435829301359,0.0,0.0,0.03229411375939537,0.693136876315318,0.14657948518080294
48113009611,3538.0,0,Stable,0,0,0,0.1068907654541334,0.0356180516419907,4753259.0,1343.4875635952515,0.0,0.0,0,38,851,4.465,HIJO SPE LLC,JHES INVESTMENTS LLC,FFA VILLAGE LLC,0.1068907654541334,0.0912253591336485,0.0,0.0,0.335333064966745,0.5352864681456694,0.19236897844921258
48113009702,3219.0,0,Historic Loss,0,0,0,0.1227937469138492,-1.0714833566740884,0.0,0.0,0.0,0.0,0,7,1190,0.588,MFHB TEXAS PROPCO II LLC,TOWNSVILLE REALTY LLC,JHES INVESTMENTS LLC,0.1227937469138492,0.0,0.0,0.0,0.04416032300121971,0.614925253988307,0.13181711539790536
48113009202,5453.0,1,Susceptible,0,0,0,0.0053042711101337,0.5624740366572163,400000.0,73.35411699981661,0.0,0.0,0,16,1524,1.05,KRL MANAGEMENT LLC,VM MASTER ISSUER LLC,DFW HOME SOLUTIONS LLC,0.0053042711101337,0.004980883968387776,0.0,0.0,0.07885771964503521,0.026562673927608055,0.02208025550820621
48113009301,5267.0,1,Stable,0,0,0,0.0106183393935664,0.6702870834018686,1558457.0,295.89082969432314,0.0,0.0,0,7,1222,0.573,ROBERT ANTHONY HOLDINGS LLC,DFW HOME SOLUTIONS LLC,PERSPECTIVE PLUS LLC,0.0106183393935664,0.020091549735662368,0.0,0.0,0.04303378414914778,0.05317441003819096,0.02325994878460022
48113009304,9059.0,1,Early: Type 1,0,0,0,0.0106183393935664,0.6515651209820629,8515000.0,939.9492217684071,0.0,0.0,0,56,825,6.788,AO PROPCO 1 LLC,RESICAP TEXAS OWNER LLC,RENTAL TRANSITION LLC,0.0106183393935664,0.06382433871866429,0.0,0.0,0.5097963818576181,0.05317441003819096,0.12535902612289468
48113008500,3637.0,0,Susceptible,0,0,0,0.0190773101471059,0.3160269455547574,1523479.0,418.88342040142976,0.0,0.0,0,11,1133,0.971,ROBERT ANTHONY HOLDINGS LLC,CURRAN PRICE LLC,PATH ACQUISITIONS TRS LLC,0.0190773101471059,0.028442980416574774,0.0,0.0,0.07292461502412304,0.09553515616599949,0.039380550321339455
48113008604,2573.0,1,Early: Type 2,0,0,0,0.059184769983306,0.6130770979844209,0.0,0.0,0.0,0.0,0,4,332,1.205,GREENHOUSE CAPITAL LLC,SRMZ 2 LLC,RCGA LLC,0.059184769983306,0.0,0.0,0.0,0.09049862111644517,0.29638487813029896,0.07737669984934883
48113008701,5320.0,1,Susceptible,0,0,0,0.0297857692139658,0.7554694197220981,30000.0,5.639097744360902,0.0,0.0,0,12,934,1.285,CAZARES CASAS LLC,ESN INVESTMENTS LLC,IMAP ACQ LLC,0.0297857692139658,0.0003829054550698103,0.0,0.0,0.09650682832749546,0.14916086657071667,0.04921012007065639
48113008704,4649.0,1,Susceptible,0,0,0,0.0297857692139658,0.7610406138720608,3030000.0,651.7530651753066,0.0,0.0,0,9,804,1.119,ANGLEFORGE PROPERTIES LLC,CS85 PROPERTIES LLC,CAVADIAN PROPERTIES LLC,0.0297857692139658,0.044255271911832754,0.0,0.0,0.0840397983645661,0.14916086657071667,0.055491187369423114
48113008801,2721.0,1,Early: Type 2,0,0,0,0.1230513532274421,0.5285143255958366,1000000.0,367.5119441381845,0.0,0.0,0,16,923,1.733,DESOTO REAL ESTATE RESOURCE LLC,FONSECA HOLDINGS LLC,SANTIBANEZ PROPERTIES LLC,0.1230513532274421,0.024954759536584478,0.0,0.0,0.13015278870937716,0.6162152922174217,0.15426456809267666
48113009802,5776.0,0,Early: Type 2,0,0,0,0.083355830204734,0.4983131292678903,600000.0,103.8781163434903,0.0,0.0,0,14,974,1.437,RS RENTAL II LLC,MDD HOMES LLC,AES RE MANAGEMENT LLC,0.083355830204734,0.007053521540759664,0.0,0.0,0.10792242202849105,0.4174284631611904,0.10648088134608821
48113009104,3477.0,1,Stable,0,0,0,0.0106565819909942,0.4302339231482989,0.0,0.0,0.0,0.0,0,12,937,1.281,PATH ACQUISITIONS TRS LLC,ROBERT ANTHONY HOLDINGS LLC,D&C ASSET HOLDING LLC,0.0106565819909942,0.0,0.0,0.0,0.09620641796694294,0.053365920921501345,0.029914467777688858
48113018144,4790.0,0,Historic Loss,0,0,0,0.0040528178626727,-0.4481750453503997,0.0,0.0,0.0,0.0,0,39,1408,2.77,CERBERUS SFR HOLDINGS LP,INVITATION HOMES 7 LP,MYHOMESTEAD PARTNERS LLC,0.0040528178626727,0.0,0.0,0.0,0.2080341746826167,0.02029565931660058,0.04566596679984346
48113016524,2870.0,1,Historic Loss,0,0,0,0.000279675774667,-0.2645445040787766,0.0,0.0,0.0,0.0,0,8,1198,0.668,PCLO LLC,TRUE DFW HOMES-1 LLC,HPA II TEXAS SUB 2020 1 LLC,0.000279675774667,0.0,0.0,0.0,0.050168530212270024,0.001400557447702452,0.010313817531994496
48113018146,3023.0,0,Historic Loss,0,0,0,0.0051814538240063,-0.9516717901336053,0.0,0.0,0.0,0.0,0,10,1307,0.765,STICKWIN ESTATES LLC,FKH SFR PROPCO A LP,20191 IH BORROWER LP,0.0051814538240063,0.0,0.0,0.0,0.05745348145566851,0.02594763079418993,0.016680222449971686
48113018507,4141.0,0,Susceptible,0,0,1,0.0514977864803426,0.9136493156376876,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,0.0514977864803426,0.0,0.0,0.0,0.0,0.2578900817602521,0.051578016352050414
48113019045,2731.0,0,Susceptible,0,0,0,0.0512842962584284,0.4595269109479296,0.0,0.0,0.0,0.0,0,4,800,0.5,RESIDENTIAL RESERVICES LLC,REI NATION LLC,TX PROPERTY SALES LLC,0.0512842962584284,0.0,0.0,0.0,0.037551295069064385,0.25682096763812406,0.058874452541437694
48113019047,4342.0,0,Stable,0,0,0,0.0190627618476298,-0.0805509410031902,0.0,0.0,0.0,0.0,0,5,1207,0.414,REI NATION LLC,MITCHELL SFR LLC,ALNA IV LLC,0.0190627618476298,0.0,0.0,0.0,0.03109247231718531,0.09546230134256362,0.025310954731949786
48113012802,5012.0,0,Historic Loss,0,0,0,0.0168103755565523,-0.7904111811300607,360700.0,71.96727853152434,0.0,0.0,0,27,1686,1.601,DOMINUS PROPERTIES INC,KHAKI INVESTMENTS LLC,SWAN PROPERTIES LTD,0.0168103755565523,0.004886715000428177,0.0,0.0,0.12023924681114416,0.08418282460265804,0.04186175728284608
48113016530,3081.0,1,Stable,0,0,0,0.0006199455395022,0.22346727547377,0.0,0.0,0.0,0.0,0,64,1277,5.012,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER,BAF ASSETS LLC,0.0006199455395022,0.0,0.0,0.0,0.37641418177230135,0.003104556851781454,0.07590374772481656
48113008402,3707.0,0,Stable,0,0,0,0.1318746194482962,0.3825170513204672,113000.0,30.48287024548152,0.0,0.0,0,12,915,1.311,ASPEN ACQUISITIONS INC,MATEOWORKS LLC,RS RENTAL IIIA LLC,0.1318746194482962,0.0020698448284306014,0.0,0.0,0.09845949567108682,0.6604003534133451,0.15218593878257253
48113016531,3384.0,1,Stable,0,0,0,0.0006199455395022,0.278445498942549,0.0,0.0,0.0,0.0,0,20,985,2.03,HAB PROPERTIES I LLC,JYLC LP,PR BORROWER 26 LLC,0.0006199455395022,0.0,0.0,0.0,0.15245825798040138,0.003104556851781454,0.03111256296643657
48113019051,4552.0,0,Historic Loss,0,0,0,1.6082615182920526e-06,-0.9648269040755304,0.0,0.0,0.0,0.0,0,31,1975,1.57,SUNRISE INTEGRITY GROUP LLC,GARLAND MAIN STREET JV LLC,CAVADIAN PROPERTIES LLC,1.6082615182920526e-06,0.0,0.0,0.0,0.11791106651686217,8.053835374118888e-06,0.02358382407044726
48113019216,3672.0,0,Stable,0,0,0,0.1029611333679421,-0.4937173668247062,0.0,0.0,0.0,0.0,0,14,1515,0.924,MNSF T2 SPE LLC,BAF ASSETS 6 LLC,BAF ASSETS 5 LLC,0.1029611333679421,0.0,0.0,0.0,0.06939479328763098,0.5156076972846652,0.11700049811445923
48113008101,1834.0,0,Stable,0,0,0,0.0247569829132304,-0.3912250300726355,5101479.0,2781.613413304253,0.0,0.0,0,0,75,0.0,,,,0.0247569829132304,0.1888768377733208,0.0,0.0,0.0,0.12397776261834541,0.06257092007833323
48113018151,4336.0,0,Historic Loss,0,0,0,0.0040528178626727,-0.1417282200518001,0.0,0.0,0.0,0.0,0,36,1047,3.438,SERENE TOWN HOMES LLC,AMH 2014 3 BORROWER LLC,AMH 2014 2 BORROWER LLC,0.0040528178626727,0.0,0.0,0.0,0.2582027048948867,0.02029565931660058,0.05569967284229747
48113013202,4971.0,0,Historic Loss,0,0,0,0.1163065856807119,-0.3345187438110256,2152800.0,433.0718165359083,0.0,0.0,0,0,478,0.0,,,,0.1163065856807119,0.029406399481976868,0.0,0.0,0.0,0.582438915154223,0.12236906292723997
48113013012,2765.0,0,Historic Loss,0,0,0,0.0107603418708739,-1.3428860240549014,3460000.0,1251.3562386980109,0.0,0.0,0,2,800,0.25,SWAN PROPERTIES LTD,SCHIMBAX INVESTMENTS LLC,,0.0107603418708739,0.0849694670592045,0.0,0.0,0.018775647534532192,0.05388552857329477,0.03152612863340629
48113008102,4042.0,0,Historic Loss,0,0,0,0.0247569829132304,-1.2789527195689263,460000.0,113.80504700643246,0.0,0.0,0,1,2032,0.049,MFHB TEXAS PROPCO II LLC,,,0.0247569829132304,0.00772757900088108,0.0,0.0,0.00368002691676831,0.12397776261834541,0.027077073707198963
48113016527,5126.0,1,Historic Loss,0,0,0,0.0023311123896271,0.1777327579942164,720000.0,140.46039797112758,0.0,0.0,0,45,1386,3.247,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 9 LLC,CERBERUS SFR HOLDINGS LP,0.0023311123896271,0.009537527995184038,0.0,0.0,0.24385811017850412,0.011673720480835509,0.05301387173090473
48113000801,3674.0,0,Stable,0,0,0,0.1765156021829459,-0.0156557667387766,250000.0,68.04572672836146,0.0,0.0,0,13,381,3.412,EKCH LLC,MATEOWORKS LLC,GLENDORA PROPERTIES LLC,0.1765156021829459,0.0046204341793036445,0.0,0.0,0.2562500375512954,0.8839530043936212,0.22896469522484403
48113000902,2703.0,0,Stable,0,0,0,0.1774369227500753,-0.318948927522965,172878.0,63.957824639289676,0.0,0.0,0,1,116,0.862,MILLENNIUM TRUST COMPANY LLC,,,0.1774369227500753,0.004342857857584068,0.0,0.0,0.064738432699067,0.8885667839873345,0.1915296149087971
48113014142,2336.0,0,Stable,0,0,0,0.0416789343363933,0.1402858992092545,0.0,0.0,0.0,0.0,0,0,132,0.0,,,,0.0416789343363933,0.0,0.0,0.0,0.0,0.20871933569019566,0.04174386713803913
48113012801,2447.0,0,Stable,0,0,0,0.0150733249486193,-0.3379432706481504,0.0,0.0,0.0,0.0,0,11,1067,1.031,BOLTEX HOLDINGS LTD,FKH SFR C1 LP,BAF ASSETS 6 LLC,0.0150733249486193,0.0,0.0,0.0,0.07743077043241076,0.07548404055933741,0.030582962198349634
48113021200,4830.0,0,Stable,0,0,0,0.0225624657587833,0.3394596058281579,316478.0,65.52339544513458,0.0,0.0,0,5,1179,0.424,MAF PROPERTIES LLC,CF KL ASSETS 2019I LLC,SORI INVESTMENTS LLC,0.0225624657587833,0.004449163090979875,0.0,0.0,0.0318434982185666,0.11298808234149181,0.029856148730207654
48113007915,1944.0,0,Historic Loss,1,0,0,0.0255679781910621,-0.4255791790943817,0.0,0.0,0.0,0.0,1,0,0,0.0,,,,0.0255679781910621,0.0,0.0,1.0,0.0,0.12803905637098134,0.2256078112741963
48113012502,3507.0,0,Stable,0,0,0,0.0146976792064359,0.0659996917531112,7700000.0,2195.60878243513,0.0,0.0,0,33,1308,2.523,KHAKI INVESTMENTS LLC,GR SFR FUND II A LLC,ARNS INVESTMENTS LLC,0.0146976792064359,0.14908600951886428,0.0,0.0,0.1894838349184989,0.07360288570229233,0.0824345460279311
48113012501,3151.0,0,Historic Loss,0,0,0,0.0146976792064359,0.1468067412715654,0.0,0.0,0.0,0.0,0,16,1164,1.375,GR SFR FUND II A LLC,KHAKI INVESTMENTS LLC,SIGMOND LEGACY LLC,0.0146976792064359,0.0,0.0,0.0,0.10326606143992706,0.07360288570229233,0.03537378942844388
48113016635,3810.0,1,Susceptible,0,0,0,0.0003424864282639,1.467724484939691,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,0.0003424864282639,0.0,0.0,0.0,0.0,0.0017150999882386846,0.0003430199976477369
48113016534,3832.0,1,Susceptible,0,0,0,0.001518018186797,0.3365136084868428,655000.0,170.92901878914404,0.0,0.0,0,14,585,2.393,JYLC LP,PR BORROWER 26 LLC,RH PARTNERS OWNERCO 2 LLC,0.001518018186797,0.011606405260405888,0.0,0.0,0.17972049820054214,0.007601915753331687,0.03978576384285594
48113007702,3314.0,0,Historic Loss,0,0,0,0.0864660281980041,-1.2625195445447897,10000000.0,3017.5015087507545,0.0,0.0,0,0,774,0.0,,,,0.0864660281980041,0.2048940878064163,0.0,0.0,0.0,0.43300368045875653,0.12757955365303458
48113007830,2749.0,0,Late,1,0,1,0.0553848673885928,0.5286673280262776,0.0,0.0,0.0,0.0,1,0,0,0.0,,,,0.0553848673885928,0.0,0.0,1.0,0.0,0.27735576527307654,0.2554711530546153
48113013808,2389.0,0,Historic Loss,0,0,0,0.1362870451887017,-0.63028614904747,0.0,0.0,0.0,0.0,0,2,993,0.201,KEVIN CLARE HOLDINGS LLC,NOSHI PROPERTIES LLC,,0.1362870451887017,0.0,0.0,0.0,0.015095620617763884,0.6824968533355034,0.13951849479065345
48113014704,5160.0,0,Stable,0,0,0,0.0955373677725669,0.4346712557249773,0.0,0.0,0.0,0.0,0,7,887,0.789,CHEVELLE LLC,A & R TEXAS PROPERTIES LLC,WEA INVESTMENTS LP,0.0955373677725669,0.0,0.0,0.0,0.059255943618983606,0.47843104082602195,0.1075373968890011
48113007206,3236.0,0,Susceptible,0,0,0,0.0932738015728428,0.4291121133130357,0.0,0.0,0.0,0.0,0,0,2,0.0,,,,0.0932738015728428,0.0,0.0,0.0,0.0,0.46709557745538915,0.09341911549107783
48113016420,4146.0,1,Stable,0,0,0,0.0037858205815786,0.1400308818215588,0.0,0.0,0.0,0.0,0,24,942,2.548,SFR JV1 20191 BORROWER LLC,FYR SFR BORROWER LLC,CERBERUS SFR HOLDINGS LP,0.0037858205815786,0.0,0.0,0.0,0.19136139967195212,0.018958593097698033,0.04206399855393003
48113010001,2386.0,0,Late,1,0,0,0.1688884684830622,0.5937537215168801,3640286.0,1525.685666387259,0.0,0.0,1,24,352,6.818,BEMA LLC,J C LEASING LLP,JC LEASING LLP,0.1688884684830622,0.10359695661698604,0.0,1.0,0.512049459561762,0.8457579232475568,0.49228086788526093
48113007831,2055.0,0,Late,1,0,1,0.0181325954794355,0.4062418508456454,0.0,0.0,0.0,0.0,1,0,0,0.0,,,,0.0181325954794355,0.0,0.0,1.0,0.0,0.0908042238378959,0.2181608447675792
48113016532,1983.0,1,Stable,0,0,0,0.0006199455395022,0.0844860170747963,0.0,0.0,0.0,0.0,0,19,841,2.259,RESZI FUND IV DFW LP,ARMM ASSET COMPANY 2 LLC,JYLC LP,0.0006199455395022,0.0,0.0,0.0,0.16965675112203288,0.003104556851781454,0.034552261594762865
48113013807,2759.0,0,Historic Loss,0,0,0,0.1387738148460749,-0.5702957029575768,0.0,0.0,0.0,0.0,0,9,1047,0.86,NOSHI PROPERTIES LLC,BAF ASSETS 5 LLC,LUTHER J BERNSTEIN LLC,0.1387738148460749,0.0,0.0,0.0,0.06458822751879074,0.6949500726695749,0.15190766003767314
48113014157,2678.0,0,Historic Loss,0,0,0,0.0006251192757445,-0.1726897448210051,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,0.0006251192757445,0.0,0.0,0.0,0.0,0.003130465834549908,0.0006260931669099816
48113014156,3868.0,0,Historic Loss,0,0,0,0.0369613157060769,-0.376392186866275,0.0,0.0,0.0,0.0,0,0,1240,0.0,,,,0.0369613157060769,0.0,0.0,0.0,0.0,0.1850944939749039,0.037018898794980784
48113014141,2381.0,0,Stable,0,0,0,0.0416789343363933,0.0932856297430312,0.0,0.0,0.0,0.0,0,4,252,1.587,MOONROCK PROPERTIES LLC,CSH PROPERTY ONE LLC,FKH SFR PROPCO I LP,0.0416789343363933,0.0,0.0,0.0,0.11918781054921036,0.20871933569019566,0.06558142924788121
48113014314,2743.0,0,Historic Loss,0,0,0,0.0711981884602865,-0.2618502927530229,0.0,0.0,0.0,0.0,0,1,524,0.191,SABRAHAM PROPERTIES LLC,,,0.0711981884602865,0.0,0.0,0.0,0.014344594716382596,0.35654555075321304,0.07417802909391913
48113014318,2157.0,0,Historic Loss,0,0,0,0.0711981884602865,-0.3511387106933146,0.0,0.0,0.0,0.0,0,22,859,2.561,NEPTUNE VENTURES LLC,F Z HOMES LLC,SAJI ABRAHAM PROPERTIES LLC,0.0711981884602865,0.0,0.0,0.0,0.1923377333437478,0.35654555075321304,0.10977665681939217
48113014155,5988.0,0,Historic Loss,0,0,0,0.0416789343363933,0.071689379904226,0.0,0.0,0.0,0.0,0,0,446,0.0,,,,0.0416789343363933,0.0,0.0,0.0,0.0,0.20871933569019566,0.04174386713803913
48113014158,2948.0,0,Stable,0,0,0,0.0711981884602865,1.0988603396610463,0.0,0.0,0.0,0.0,0,0,1,0.0,,,,0.0711981884602865,0.0,0.0,0.0,0.0,0.35654555075321304,0.0713091101506426
48113014409,3021.0,0,Susceptible,0,0,0,0.0712448850588987,1.2740862271612796,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,0.0712448850588987,0.0,0.0,0.0,0.0,0.3567793974960944,0.07135587949921887
48113014410,2841.0,0,Susceptible,0,0,0,0.0712358676597516,0.3150773133712689,0.0,0.0,0.0,0.0,0,7,375,1.867,AMERICAN RESIDENTIAL LEASING CO LLC,SRP SUB LLC,,0.0712358676597516,0.0,0.0,0.0,0.14021653578788643,0.35673424025804107,0.09939015520918551
48113014316,4800.0,0,Stable,0,0,0,0.0711191873490173,0.3262366432486808,0.0,0.0,0.0,0.0,0,32,1233,2.595,SABRAHAM PROPERTIES LLC,SIRI SAI 27 LLC,EJO LIVING TRUST,0.0711191873490173,0.0,0.0,0.0,0.19489122140844417,0.3561499298064343,0.1102082302429757
48113015406,3395.0,0,Stable,0,0,0,0.0336361276535753,-0.2656770754552645,0.0,0.0,0.0,0.0,0,6,904,0.664,OPENDOOR PROPERTY TRUST I,SFR II TEXAS SUB 2021 3 LLC,CERBERUS SFR HOLDINGS LP,0.0336361276535753,0.0,0.0,0.0,0.049868119851717504,0.1684426516854264,0.04366215430742878
48113014140,2649.0,0,Stable,0,0,0,0.0718367122672901,0.4297235519372096,0.0,0.0,0.0,0.0,0,0,211,0.0,,,,0.0718367122672901,0.0,0.0,0.0,0.0,0.3597431436605681,0.07194862873211362
48113014154,3673.0,0,Historic Loss,0,0,0,0.071212707140376,0.197384100486572,0.0,0.0,0.0,0.0,0,27,846,3.191,MAAHI HOMES LLC,22 SPYGLASS LLC,SAJI ABRAHAM PROPERTIES LLC,0.071212707140376,0.0,0.0,0.0,0.2396523651307689,0.35661825724899154,0.1192541244759521
48113014147,2405.0,0,Susceptible,0,0,0,0.071212707140376,0.6261188462210007,0.0,0.0,0.0,0.0,0,0,0,0.0,,,,0.071212707140376,0.0,0.0,0.0,0.0,0.35661825724899154,0.07132365144979831
48113014153,4581.0,0,Stable,0,0,0,0.0711191873490173,0.1682258738853446,0.0,0.0,0.0,0.0,0,31,1073,2.889,SAJI ABRAHAM PROPERTIES LLC,ARNS INVESTMENTS LLC,EJO LIVING TRUST,0.0711191873490173,0.0,0.0,0.0,0.21697138290905402,0.3561499298064343,0.11462426254309765
48113015101,4193.0,0,Stable,0,0,0,0.0509287089318364,0.1706339526011886,0.0,0.0,0.0,0.0,0,20,1065,1.878,HOCKMAN MANAGEMENT LLC,MANGUSTA LLC,NECHIKADAN PROPERTIES LLC,0.0509287089318364,0.0,0.0,0.0,0.14104266427940582,0.25504026110692735,0.07921658507726663
48113015208,3839.0,0,Susceptible,0,0,0,0.0278329691325561,0.4980249839736441,0.0,0.0,0.0,0.0,0,7,874,0.801,NECHIKADAN PROPERTIES LLC,PHILIPOSE BB&B TRUST,TRUE DFW HOMES-1 LLC,0.0278329691325561,0.0,0.0,0.0,0.06015717470064115,0.139381654548693,0.03990776584986683
48113015002,2536.0,0,Stable,0,0,0,0.0509287089318364,0.0228750228875979,0.0,0.0,0.0,0.0,0,11,753,1.461,KM & MM REVOCABLE TRUST,ARNS INVESTMENTS LLC,TRICON SFR 2020 2,0.0509287089318364,0.0,0.0,0.0,0.10972488419180614,0.25504026110692735,0.0729530290597467
