scope,total_applications,total_denials,overall_denial_rate,black_applications,black_denial_rate,white_applications,white_denial_rate,disparity_ratio_bw,median_tract_denial_rate
"Dallas County (48113) — Conventional Home Purchase, 2022+2023",41772,5548,0.132816240543905,3795,0.22266139657444006,22545,0.10334885783987581,2.1544640282277903,0.10963255494505494
