gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,Quarter,code_str,total_units_num
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007827,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007827,48113007827,20,79,17,100,6,18,1.4,23,355,1474,13359,9874,-1,7,60,13,20,18,-1,71,18,100,88,-1,18,88,18,70,71,52,-1,47,12,41,-1,100,94,-1,6,-1,-1,-1,-1,0,0,18,119,94,134,71,29,-1,12,20,77,2,,19100,19000,,,TX,,,2023-12-31,48113007827,20
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007827,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007827,48113007827,20,79,17,100,6,18,1.4,23,355,1474,13359,9874,-1,7,60,13,20,18,-1,71,18,100,88,-1,18,88,18,70,71,52,-1,47,12,41,-1,100,94,-1,6,-1,-1,-1,-1,0,0,18,119,94,134,71,29,-1,12,20,77,2,,19100,19000,,,TX,,,2023-12-31,48113007827,20
Census tract,TX Texas,TX Texas 113 Dallas County 48113007828,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007828,48113007828,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007828,0
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007829,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007829,48113007829,31,77,26,100,6,12,5.3,138,610,1540,15606,2940,22,13,26,4,35,31,4,54,15,92,88,-1,85,96,81,17,50,7,-1,81,12,8,-1,96,88,-1,-1,4,-1,8,-1,8,0,46,121,92,325,-1,4,96,19,23,92,66,,19100,19000,,,TX,,,2023-12-31,48113007829,31
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007829,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007829,48113007829,31,77,26,100,6,12,5.3,138,610,1540,15606,2940,22,13,26,4,35,31,4,54,15,92,88,-1,85,96,81,17,50,7,-1,81,12,8,-1,96,88,-1,-1,4,-1,8,-1,8,0,46,121,92,325,-1,4,96,19,23,92,66,,19100,19000,,,TX,,,2023-12-31,48113007829,31
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007830,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007830,48113007830,14,78,12,100,7,67,1.3,16,332,1576,13424,10068,10,10,40,10,30,17,-1,67,18,92,83,-1,17,50,17,43,80,50,17,25,17,42,-1,83,75,-1,-1,17,-1,8,-1,8,0,4,99,92,122,92,8,-1,-1,39,86,0,,19100,19000,,,TX,,,2023-12-31,48113007830,14
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007830,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007830,48113007830,14,78,12,100,7,67,1.3,16,332,1576,13424,10068,10,10,40,10,30,17,-1,67,18,92,83,-1,17,50,17,43,80,50,17,25,17,42,-1,83,75,-1,-1,17,-1,8,-1,8,0,4,99,92,122,92,8,-1,-1,39,86,0,,19100,19000,,,TX,,,2023-12-31,48113007830,14
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007831,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007831,48113007831,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007831,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007831,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007831,48113007831,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007831,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007832,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007832,48113007832,14,76,11,100,4,9,1.2,13,354,1584,14723,12458,-1,-1,64,27,9,18,-1,82,20,100,91,9,-1,82,9,60,67,54,-1,9,36,55,-1,73,64,-1,-1,27,-1,9,-1,9,0,-1,191,91,178,82,9,9,9,46,94,0,,19100,19000,,,TX,,,2023-12-31,48113007832,14
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007832,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007832,48113007832,14,76,11,100,4,9,1.2,13,354,1584,14723,12458,-1,-1,64,27,9,18,-1,82,20,100,91,9,-1,82,9,60,67,54,-1,9,36,55,-1,73,64,-1,-1,27,-1,9,-1,9,0,-1,191,91,178,82,9,9,9,46,94,0,,19100,19000,,,TX,,,2023-12-31,48113007832,14
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007833,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007833,48113007833,12,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007833,12
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007833,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007833,48113007833,12,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007833,12
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007834,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007834,48113007834,252,96,242,100,5,15,1.4,349,322,840,13222,9169,21,10,39,8,22,28,1,66,18,96,84,-1,25,74,24,35,54,28,10,47,26,17,-1,96,90,0,1,4,2,2,0,5,2,12,89,99,109,70,30,-1,3,22,91,4,,19100,19000,,,TX,,,2023-12-31,48113007834,252
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007834,7,Public Housing,2,,TX Texas Dallas County 007834,48113007834,226,98,221,100,5,15,1.5,323,317,774,13064,8939,22,11,36,9,22,29,1,64,17,96,85,-1,26,74,25,33,49,26,10,49,25,16,-1,97,90,0,1,3,3,2,0,5,2,10,86,99,103,69,31,-1,3,22,91,4,,19100,19000,,,TX,,,2023-12-31,48113007834,226
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007834,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007834,48113007834,26,77,21,100,5,19,1.2,26,373,1596,14888,12025,10,-1,67,5,19,14,-1,86,20,95,81,-1,14,81,14,60,83,54,-1,29,43,29,-1,90,86,-1,-1,10,-1,5,-1,5,0,28,121,100,179,81,19,-1,-1,22,91,4,,19100,19000,,,TX,,,2023-12-31,48113007834,26
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007835,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007835,48113007835,32,75,26,100,5,12,1.6,42,348,1464,13384,8285,17,13,21,21,29,35,-1,58,18,100,81,4,19,65,19,24,56,21,12,27,27,35,4,88,73,-1,8,12,-1,4,4,8,4,19,103,96,206,54,42,4,19,12,77,6,,19100,19000,,,TX,,,2023-12-31,48113007835,32
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007835,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007835,48113007835,32,75,26,100,5,12,1.6,42,348,1464,13384,8285,17,13,21,21,29,35,-1,58,18,100,81,4,19,65,19,24,56,21,12,27,27,35,4,88,73,-1,8,12,-1,4,4,8,4,19,103,96,206,54,42,4,19,12,77,6,,19100,19000,,,TX,,,2023-12-31,48113007835,32
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007902,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007902,48113007902,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007902,7
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007902,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007902,48113007902,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007902,7
Census tract,TX Texas,TX Texas 113 Dallas County 48113007903,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007903,48113007903,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007903,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113007906,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007906,48113007906,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007906,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113007909,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007909,48113007909,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007909,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113007910,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007910,48113007910,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007910,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113007912,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007912,48113007912,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007912,0
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007913,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007913,48113007913,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007913,8
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007913,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007913,48113007913,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007913,8
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007914,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007914,48113007914,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007914,1
Census Tract,TX Texas,TX Texas 113 Dallas County 48113007914,7,Housing Choice Vouchers,3,,TX Texas Dallas County 007914,48113007914,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113007914,1
Census tract,TX Texas,TX Texas 113 Dallas County 48113007915,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007915,48113007915,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007915,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113007916,7,Summary of All HUD Programs,1,,TX Texas Dallas County 007916,48113007916,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113007916,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113008000,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008000,48113008000,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113008000,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113008101,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008101,48113008101,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113008101,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113008102,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008102,48113008102,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113008102,0
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008200,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008200,48113008200,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008200,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008200,7,Housing Choice Vouchers,3,,TX Texas Dallas County 008200,48113008200,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008200,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008401,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008401,48113008401,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008401,2
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008401,7,Public Housing,2,,TX Texas Dallas County 008401,48113008401,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008401,2
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008402,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008402,48113008402,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008402,2
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008402,7,Public Housing,2,,TX Texas Dallas County 008402,48113008402,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008402,1
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008402,7,Housing Choice Vouchers,3,,TX Texas Dallas County 008402,48113008402,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008402,1
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008500,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008500,48113008500,75,83,67,100,6,18,2.4,158,314,895,13160,5581,16,6,53,8,17,16,-1,79,16,100,91,1,36,63,37,29,41,16,3,42,12,43,1,93,79,3,3,7,3,3,1,7,7,5,87,100,90,55,9,36,6,22,90,84,,19100,19000,,,TX,,,2023-12-31,48113008500,75
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008500,7,Public Housing,2,,TX Texas Dallas County 008500,48113008500,25,97,24,100,6,8,4.5,108,304,774,14057,3124,32,9,18,9,32,33,-1,58,13,100,92,4,88,100,92,9,100,5,4,83,8,4,-1,100,83,4,4,-1,4,4,-1,8,13,11,69,100,89,-1,-1,100,4,22,90,84,,19100,19000,,,TX,,,2023-12-31,48113008500,25
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008500,7,Housing Choice Vouchers,3,,TX Texas Dallas County 008500,48113008500,20,65,16,100,4,31,1.4,22,344,1516,12573,9144,20,7,47,7,20,19,-1,75,17,100,81,-1,19,69,19,40,100,45,6,38,19,38,-1,88,69,6,6,13,-1,6,-1,6,6,4,143,100,116,69,31,-1,19,22,90,84,,19100,19000,,,TX,,,2023-12-31,48113008500,20
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008500,7,Project Based Section 8,5,,TX Texas Dallas County 008500,48113008500,30,83,27,100,7,19,1.0,28,305,678,12712,12258,-1,4,85,7,4,-1,-1,100,18,100,96,-1,-1,26,-1,100,23,36,-1,7,11,81,4,89,81,-1,-1,11,4,-1,4,7,4,-1,71,100,75,96,4,-1,-1,22,90,84,,19100,19000,,,TX,,,2023-12-31,48113008500,30
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008604,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008604,48113008604,120,76,99,100,4,7,2.9,288,390,1611,15652,5380,19,6,34,10,30,29,1,64,17,96,83,1,67,87,65,30,90,20,6,63,21,10,-1,99,91,3,-1,1,3,2,-1,5,2,37,117,100,156,6,49,44,13,39,97,28,,19100,19000,,,TX,,,2023-12-31,48113008604,120
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008604,7,Housing Choice Vouchers,3,,TX Texas Dallas County 008604,48113008604,120,76,99,100,4,7,2.9,288,390,1611,15652,5380,19,6,34,10,30,29,1,64,17,96,83,1,67,87,65,30,90,20,6,63,21,10,-1,99,91,3,-1,1,3,2,-1,5,2,37,117,100,156,6,49,44,13,39,97,28,,19100,19000,,,TX,,,2023-12-31,48113008604,120
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008701,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008701,48113008701,395,85,364,100,6,11,2.2,818,258,1308,10403,4629,34,9,35,6,16,21,1,71,13,99,91,3,50,81,49,31,66,20,8,57,18,17,0,98,93,0,-1,1,1,1,2,5,0,9,103,53,166,25,59,16,14,42,98,47,,19100,19000,,,TX,,,2023-12-31,48113008701,395
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008701,7,Housing Choice Vouchers,3,,TX Texas Dallas County 008701,48113008701,230,77,193,100,5,12,1.8,354,339,1589,12166,6633,19,7,45,9,21,20,2,66,15,98,88,1,34,73,30,45,62,31,2,48,26,24,-1,97,94,-1,-1,3,1,2,1,4,1,9,124,99,166,40,46,15,20,42,98,47,,19100,19000,,,TX,,,2023-12-31,48113008701,230
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008701,7,Project Based Section 8,5,,TX Texas Dallas County 008701,48113008701,164,97,171,100,6,10,2.7,464,166,994,8413,3100,49,12,25,4,11,22,1,77,10,100,94,6,69,91,71,18,79,12,15,68,9,8,1,98,91,1,-1,-1,2,1,4,6,0,-1,78,-1,-1,8,74,18,6,42,98,47,,19100,19000,,,TX,,,2023-12-31,48113008701,164
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008703,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008703,48113008703,13,76,11,100,5,-1,3.5,38,537,1515,17524,5073,10,-1,40,10,40,27,-1,64,19,91,82,9,45,82,45,22,100,13,-1,82,-1,18,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,122,100,335,-1,36,64,9,34,98,97,,19100,19000,,,TX,,,2023-12-31,48113008703,13
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008703,7,Housing Choice Vouchers,3,,TX Texas Dallas County 008703,48113008703,13,76,11,100,5,-1,3.5,38,537,1515,17524,5073,10,-1,40,10,40,27,-1,64,19,91,82,9,45,82,45,22,100,13,-1,82,-1,18,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,122,100,335,-1,36,64,9,34,98,97,,19100,19000,,,TX,,,2023-12-31,48113008703,13
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008704,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008704,48113008704,39,75,32,100,5,6,1.7,53,403,1676,14657,8849,6,3,50,28,13,16,-1,81,19,100,97,-1,19,41,19,56,100,49,-1,22,34,44,-1,78,72,-1,-1,22,6,-1,-1,6,0,4,94,34,243,53,31,16,22,52,98,56,,19100,19000,,,TX,,,2023-12-31,48113008704,39
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008704,7,Housing Choice Vouchers,3,,TX Texas Dallas County 008704,48113008704,39,75,32,100,5,6,1.7,53,403,1676,14657,8849,6,3,50,28,13,16,-1,81,19,100,97,-1,19,41,19,56,100,49,-1,22,34,44,-1,78,72,-1,-1,22,6,-1,-1,6,0,4,94,34,243,53,31,16,22,52,98,56,,19100,19000,,,TX,,,2023-12-31,48113008704,39
Census Tract,TX Texas,TX Texas 113 Dallas County 48113008705,7,Summary of All HUD Programs,1,,TX Texas Dallas County 008705,48113008705,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,19000,,,TX,,,2023-12-31,48113008705,10
