NAME,B19013_001E,B25077_001E,B25003_001E,B25003_002E,B25003_003E,B01003_001E,B03002_003E,B03002_004E,B03002_012E,state,county,tract
Census Tract 9.01; Dallas County; Texas,114699,567200,1588,415,1173,2285,1781,47,283,48,113,000901
Census Tract 9.02; Dallas County; Texas,82773,544000,1620,362,1258,2703,1314,408,910,48,113,000902
Census Tract 10.01; Dallas County; Texas,150688,855800,845,395,450,1656,1351,52,138,48,113,001001
Census Tract 10.02; Dallas County; Texas,128000,648600,1006,573,433,2049,1146,8,526,48,113,001002
Census Tract 11.01; Dallas County; Texas,156724,502900,1952,1113,839,3866,2920,76,518,48,113,001101
Census Tract 11.02; Dallas County; Texas,163813,719800,1249,880,369,2677,2223,17,194,48,113,001102
Census Tract 12.02; Dallas County; Texas,73462,496700,1932,489,1443,3490,1717,506,1028,48,113,001202
Census Tract 12.03; Dallas County; Texas,144375,493700,472,420,52,1313,649,0,626,48,113,001203
Census Tract 12.04; Dallas County; Texas,62782,275000,662,350,312,1770,133,24,1567,48,113,001204
Census Tract 13.01; Dallas County; Texas,93398,460700,1471,601,870,2696,1513,131,892,48,113,001301
Census Tract 13.02; Dallas County; Texas,72031,603400,1190,390,800,2824,1180,1061,527,48,113,001302
Census Tract 14; Dallas County; Texas,67500,626200,1534,451,1083,2891,1227,380,1104,48,113,001400
Census Tract 15.02; Dallas County; Texas,49663,456400,1238,177,1061,2621,780,413,1234,48,113,001502
Census Tract 15.03; Dallas County; Texas,50662,325000,1281,183,1098,1855,892,423,391,48,113,001503
Census Tract 15.04; Dallas County; Texas,71302,459800,1513,282,1231,2605,1130,458,773,48,113,001504
Census Tract 16.01; Dallas County; Texas,49750,-666666666,1508,30,1478,2680,808,1014,633,48,113,001601
Census Tract 16.02; Dallas County; Texas,130070,409500,1752,750,1002,2896,1346,779,467,48,113,001602
Census Tract 17.03; Dallas County; Texas,117740,522900,2437,482,1955,3758,2725,76,449,48,113,001703
Census Tract 17.05; Dallas County; Texas,119342,452300,2132,395,1737,2923,2110,174,406,48,113,001705
Census Tract 18.01; Dallas County; Texas,83555,338000,1796,206,1590,2568,2067,150,267,48,113,001801
Census Tract 18.02; Dallas County; Texas,112782,-666666666,2121,0,2121,3078,2194,109,321,48,113,001802
Census Tract 19.01; Dallas County; Texas,120022,728800,2589,461,2128,3817,2539,106,516,48,113,001901
Census Tract 19.02; Dallas County; Texas,103958,887500,3507,173,3334,5323,3408,567,701,48,113,001902
Census Tract 20.01; Dallas County; Texas,58884,510900,1522,132,1390,2469,545,647,1044,48,113,002001
Census Tract 20.02; Dallas County; Texas,46291,324200,1026,277,749,2915,200,141,2443,48,113,002002
Census Tract 21; Dallas County; Texas,94451,2000001,2220,75,2145,3035,1359,676,453,48,113,002100
Census Tract 22; Dallas County; Texas,77813,448300,1654,407,1247,2918,1285,820,415,48,113,002200
Census Tract 24; Dallas County; Texas,49821,251600,1084,490,594,3028,298,136,2515,48,113,002400
Census Tract 25; Dallas County; Texas,45167,117500,1776,797,979,4869,191,1157,3348,48,113,002500
Census Tract 27.03; Dallas County; Texas,29124,110600,2038,843,1195,5226,154,3669,1208,48,113,002703
Census Tract 31.02; Dallas County; Texas,104844,325100,1126,511,615,1723,972,123,444,48,113,003102
Census Tract 31.03; Dallas County; Texas,76103,597400,1953,153,1800,2460,1302,678,335,48,113,003103
Census Tract 37; Dallas County; Texas,78490,131100,1220,741,479,3456,779,2172,457,48,113,003700
Census Tract 42.01; Dallas County; Texas,73234,543800,1900,1002,898,4000,1646,226,1834,48,113,004201
Census Tract 42.02; Dallas County; Texas,120208,518800,965,562,403,1968,1109,152,658,48,113,004202
Census Tract 43; Dallas County; Texas,74557,459300,3242,633,2609,5481,1718,1185,2271,48,113,004300
Census Tract 44; Dallas County; Texas,124440,665100,1679,1262,417,3715,2631,230,724,48,113,004400
Census Tract 45; Dallas County; Texas,63500,313900,1878,1164,714,4954,923,262,3686,48,113,004500
Census Tract 46; Dallas County; Texas,82727,552800,792,362,430,1743,881,130,588,48,113,004600
Census Tract 47; Dallas County; Texas,82917,472400,970,348,622,2560,557,106,1800,48,113,004700
Census Tract 48; Dallas County; Texas,51406,204600,822,262,560,2486,90,0,2352,48,113,004800
Census Tract 50; Dallas County; Texas,51330,204400,1120,815,305,3018,291,78,2649,48,113,005000
Census Tract 51; Dallas County; Texas,64421,268000,763,593,170,2620,349,32,2176,48,113,005100
Census Tract 52; Dallas County; Texas,86853,286400,1515,1176,339,4159,1228,374,2474,48,113,005200
Census Tract 53; Dallas County; Texas,68424,230800,2020,1582,438,5919,1177,41,4589,48,113,005300
Census Tract 54; Dallas County; Texas,47047,226100,1656,1363,293,4652,570,829,2876,48,113,005400
Census Tract 55; Dallas County; Texas,64893,132600,1283,913,370,3456,199,1765,1492,48,113,005500
Census Tract 56; Dallas County; Texas,58058,155400,1890,1088,802,7309,141,1198,5820,48,113,005600
Census Tract 57; Dallas County; Texas,36724,129700,1921,1163,758,5403,73,2124,3153,48,113,005700
Census Tract 59.01; Dallas County; Texas,50917,140300,1855,1257,598,5361,79,3060,2108,48,113,005901
Census Tract 59.02; Dallas County; Texas,37226,98100,1547,536,1011,4992,140,3547,1305,48,113,005902
Census Tract 60.01; Dallas County; Texas,56585,176900,1140,863,277,3824,231,143,3016,48,113,006001
Census Tract 60.02; Dallas County; Texas,43573,272600,2145,176,1969,6997,1057,4561,1046,48,113,006002
Census Tract 61; Dallas County; Texas,56962,284600,1567,1026,541,4703,391,1535,2701,48,113,006100
Census Tract 62; Dallas County; Texas,44949,267800,2110,951,1159,5514,472,2308,2612,48,113,006200
Census Tract 63.01; Dallas County; Texas,69562,200200,1810,1419,391,6308,132,549,5616,48,113,006301
Census Tract 63.02; Dallas County; Texas,83827,244900,1526,1178,348,3947,913,90,2896,48,113,006302
Census Tract 64.01; Dallas County; Texas,69620,237900,886,714,172,2854,332,0,2506,48,113,006401
Census Tract 64.02; Dallas County; Texas,52782,187200,1397,786,611,4830,127,0,4703,48,113,006402
Census Tract 65.01; Dallas County; Texas,76477,200200,1500,1169,331,5972,329,77,5545,48,113,006501
Census Tract 65.02; Dallas County; Texas,74450,174800,1023,891,132,3729,231,7,3463,48,113,006502
Census Tract 67.01; Dallas County; Texas,54505,178200,1289,763,526,4622,128,7,4463,48,113,006701
Census Tract 67.02; Dallas County; Texas,46667,225300,806,420,386,2445,243,12,2123,48,113,006702
Census Tract 68; Dallas County; Texas,62134,242900,2094,836,1258,5480,580,508,4289,48,113,006800
Census Tract 69; Dallas County; Texas,56616,274800,1280,389,891,3567,674,407,2299,48,113,006900
Census Tract 71.01; Dallas County; Texas,181944,970500,1006,536,470,2313,1812,0,434,48,113,007101
Census Tract 71.02; Dallas County; Texas,71068,339700,2401,1173,1228,4486,1656,1323,1066,48,113,007102
Census Tract 72.03; Dallas County; Texas,43527,-666666666,1177,0,1177,3347,341,296,2710,48,113,007203
Census Tract 72.04; Dallas County; Texas,53708,-666666666,1471,147,1324,4879,326,225,4315,48,113,007204
Census Tract 72.05; Dallas County; Texas,42985,-666666666,1614,15,1599,4479,31,213,4179,48,113,007205
Census Tract 72.06; Dallas County; Texas,43720,-666666666,1099,21,1078,3236,471,20,2704,48,113,007206
Census Tract 73.01; Dallas County; Texas,250001,1255100,794,655,139,1928,1641,14,127,48,113,007301
Census Tract 73.02; Dallas County; Texas,242870,1139000,1703,1421,282,4220,3406,181,305,48,113,007302
Census Tract 76.01; Dallas County; Texas,200583,998900,750,591,159,1976,1529,0,198,48,113,007601
Census Tract 76.04; Dallas County; Texas,250001,1883200,1022,1014,8,2882,2617,0,197,48,113,007604
Census Tract 76.05; Dallas County; Texas,211023,1029200,753,722,31,1614,1232,0,90,48,113,007605
Census Tract 77.01; Dallas County; Texas,135069,1029200,1183,355,828,2042,1749,43,25,48,113,007701
Census Tract 77.02; Dallas County; Texas,146267,669800,1725,1385,340,3314,3073,97,71,48,113,007702
Census Tract 78.01; Dallas County; Texas,93972,863400,1361,801,560,2517,2304,60,46,48,113,007801
Census Tract 78.05; Dallas County; Texas,70270,333500,1346,676,670,2484,1308,397,709,48,113,007805
Census Tract 78.09; Dallas County; Texas,92727,371000,1488,681,807,3024,1507,321,785,48,113,007809
Census Tract 78.10; Dallas County; Texas,76250,519900,1861,945,916,4520,2004,453,783,48,113,007810
Census Tract 78.12; Dallas County; Texas,200750,651700,1074,1026,48,2782,2114,48,285,48,113,007812
Census Tract 78.15; Dallas County; Texas,40316,113800,1890,250,1640,4924,455,1441,1173,48,113,007815
Census Tract 78.19; Dallas County; Texas,46418,225200,1256,113,1143,2375,614,433,1222,48,113,007819
Census Tract 78.21; Dallas County; Texas,44592,56200,1507,117,1390,3291,465,1005,1374,48,113,007821
Census Tract 78.22; Dallas County; Texas,83288,-666666666,1175,30,1145,1933,779,584,373,48,113,007822
Census Tract 78.23; Dallas County; Texas,75386,-666666666,1632,118,1514,3163,1077,1027,833,48,113,007823
Census Tract 78.24; Dallas County; Texas,202188,617100,708,682,26,1939,1586,17,302,48,113,007824
Census Tract 78.25; Dallas County; Texas,77539,595500,2379,1156,1223,5059,2567,866,1358,48,113,007825
Census Tract 78.26; Dallas County; Texas,66676,659500,941,81,860,1565,760,258,386,48,113,007826
Census Tract 78.27; Dallas County; Texas,54681,186200,1305,175,1130,2484,662,923,774,48,113,007827
Census Tract 78.28; Dallas County; Texas,60000,-666666666,2086,37,2049,4733,765,2895,526,48,113,007828
Census Tract 78.29; Dallas County; Texas,54302,141800,1050,443,607,2892,247,1927,578,48,113,007829
Census Tract 78.30; Dallas County; Texas,40859,-666666666,1187,0,1187,2749,307,1054,1267,48,113,007830
Census Tract 78.31; Dallas County; Texas,43424,-666666666,1063,0,1063,2055,343,1028,589,48,113,007831
Census Tract 78.32; Dallas County; Texas,47500,-666666666,980,80,900,2360,172,549,682,48,113,007832
Census Tract 78.33; Dallas County; Texas,29559,147900,968,97,871,2818,179,403,2100,48,113,007833
Census Tract 78.34; Dallas County; Texas,37500,-666666666,1420,63,1357,2261,160,1603,471,48,113,007834
Census Tract 78.35; Dallas County; Texas,54622,193900,1476,520,956,2712,816,1087,744,48,113,007835
Census Tract 79.02; Dallas County; Texas,102257,494100,2379,1617,762,4788,3911,191,383,48,113,007902
Census Tract 79.03; Dallas County; Texas,144088,631100,985,701,284,2265,1650,103,186,48,113,007903
Census Tract 79.06; Dallas County; Texas,147738,1095700,1046,613,433,2280,1979,34,151,48,113,007906
Census Tract 79.09; Dallas County; Texas,72631,-666666666,1415,0,1415,2166,1005,216,219,48,113,007909
Census Tract 79.10; Dallas County; Texas,61704,-666666666,2158,0,2158,3225,1380,215,862,48,113,007910
Census Tract 79.12; Dallas County; Texas,80982,-666666666,1242,0,1242,2314,1432,275,139,48,113,007912
Census Tract 79.13; Dallas County; Texas,76095,211300,1962,761,1201,2806,1864,330,267,48,113,007913
Census Tract 79.14; Dallas County; Texas,70730,292200,2197,234,1963,3338,1920,502,266,48,113,007914
Census Tract 79.15; Dallas County; Texas,73739,-666666666,1196,0,1196,1944,1361,199,230,48,113,007915
Census Tract 79.16; Dallas County; Texas,96976,-666666666,846,0,846,1366,764,229,192,48,113,007916
Census Tract 80; Dallas County; Texas,250001,1094700,2650,2511,139,7522,6645,16,449,48,113,008000
Census Tract 81.01; Dallas County; Texas,66352,-666666666,1217,29,1188,1834,1214,157,410,48,113,008101
Census Tract 81.02; Dallas County; Texas,188125,624700,1833,1497,336,4042,3033,262,585,48,113,008102
Census Tract 82; Dallas County; Texas,80556,544900,1664,891,773,4186,2123,648,1384,48,113,008200
Census Tract 84.01; Dallas County; Texas,56420,151700,1666,1146,520,5142,572,80,4483,48,113,008401
Census Tract 84.02; Dallas County; Texas,64333,122300,1112,713,399,3707,378,279,3007,48,113,008402
Census Tract 85; Dallas County; Texas,52423,135800,1032,720,312,3637,624,294,2682,48,113,008500
Census Tract 86.04; Dallas County; Texas,22619,179000,1132,246,886,2573,87,1915,565,48,113,008604
Census Tract 87.01; Dallas County; Texas,23938,111100,1925,640,1285,5320,42,3962,1316,48,113,008701
Census Tract 87.03; Dallas County; Texas,36506,107800,1009,691,318,3426,89,970,2344,48,113,008703
Census Tract 87.04; Dallas County; Texas,17442,168400,1667,458,1209,4649,170,2720,1759,48,113,008704
Census Tract 87.05; Dallas County; Texas,36786,131100,546,467,79,1657,24,700,933,48,113,008705
Census Tract 88.01; Dallas County; Texas,41476,180400,1148,776,372,2721,65,1848,784,48,113,008801
Census Tract 88.02; Dallas County; Texas,32480,110300,1821,1075,746,5494,236,3529,1652,48,113,008802
Census Tract 90.01; Dallas County; Texas,59757,168400,1742,539,1203,5422,229,1348,3845,48,113,009001
Census Tract 90.02; Dallas County; Texas,48538,204700,1403,818,585,4389,238,726,3395,48,113,009002
Census Tract 91.01; Dallas County; Texas,61011,163300,1963,1408,555,5503,599,1118,3711,48,113,009101
Census Tract 91.03; Dallas County; Texas,50927,177500,961,616,345,3895,115,1364,2324,48,113,009103
Census Tract 91.04; Dallas County; Texas,71298,178200,1061,835,226,3477,211,436,2830,48,113,009104
Census Tract 91.05; Dallas County; Texas,61804,144400,1036,726,310,3480,230,264,2976,48,113,009105
Census Tract 92.02; Dallas County; Texas,48497,141900,1501,887,614,5453,306,1062,4063,48,113,009202
Census Tract 92.03; Dallas County; Texas,59052,145600,1126,614,512,4318,358,504,3363,48,113,009203
Census Tract 92.04; Dallas County; Texas,50773,178700,778,459,319,2365,310,660,1378,48,113,009204
Census Tract 93.01; Dallas County; Texas,64255,137100,1292,923,369,5267,191,502,4377,48,113,009301
Census Tract 93.03; Dallas County; Texas,57092,156000,956,616,340,3536,34,349,3145,48,113,009303
Census Tract 93.04; Dallas County; Texas,33786,161100,2694,468,2226,9059,270,5347,3221,48,113,009304
Census Tract 94.01; Dallas County; Texas,100806,374300,1266,1011,255,3251,1238,197,1558,48,113,009401
Census Tract 94.02; Dallas County; Texas,210795,729200,1145,1043,102,2420,1982,20,258,48,113,009402
Census Tract 95; Dallas County; Texas,202857,777400,824,795,29,2215,1558,67,266,48,113,009500
Census Tract 96.03; Dallas County; Texas,152188,643900,2010,1537,473,5041,3324,61,1094,48,113,009603
Census Tract 96.04; Dallas County; Texas,47083,692900,2194,1458,736,3781,2642,436,562,48,113,009604
Census Tract 96.05; Dallas County; Texas,77585,338100,1032,372,660,3247,392,369,2274,48,113,009605
Census Tract 96.07; Dallas County; Texas,135000,453300,1328,1121,207,3727,2079,40,1282,48,113,009607
Census Tract 96.08; Dallas County; Texas,123958,565200,1119,1023,96,2907,1852,131,583,48,113,009608
Census Tract 96.09; Dallas County; Texas,190670,811200,1183,1099,84,3183,2596,19,185,48,113,009609
Census Tract 96.10; Dallas County; Texas,52348,-666666666,1291,0,1291,5055,687,0,4301,48,113,009610
Census Tract 96.11; Dallas County; Texas,83270,279700,1299,1079,220,3538,1184,174,2061,48,113,009611
Census Tract 97.01; Dallas County; Texas,78365,420200,1497,999,498,4959,1395,176,3258,48,113,009701
Census Tract 97.02; Dallas County; Texas,164547,525200,1177,994,183,3219,2228,19,833,48,113,009702
Census Tract 98.02; Dallas County; Texas,56923,265100,1763,866,897,5776,613,256,4907,48,113,009802
Census Tract 98.03; Dallas County; Texas,93100,269800,696,453,243,2180,527,103,1439,48,113,009803
Census Tract 98.04; Dallas County; Texas,42756,98200,1947,31,1916,6705,792,187,5708,48,113,009804
Census Tract 99; Dallas County; Texas,83482,490900,3266,82,3184,6347,1195,974,2612,48,113,009900
Census Tract 100.01; Dallas County; Texas,40299,266200,971,96,875,2386,478,1177,668,48,113,010001
Census Tract 100.02; Dallas County; Texas,-666666666,-666666666,0,0,0,4960,1296,1861,1599,48,113,010002
Census Tract 100.03; Dallas County; Texas,83995,-666666666,2354,23,2331,3437,1514,859,655,48,113,010003
Census Tract 101.01; Dallas County; Texas,45051,232100,1351,1037,314,4370,149,1669,2489,48,113,010101
Census Tract 101.02; Dallas County; Texas,58953,210400,881,718,163,3425,75,114,3236,48,113,010102
Census Tract 105; Dallas County; Texas,56904,164900,901,712,189,3147,164,456,2527,48,113,010500
Census Tract 106.01; Dallas County; Texas,65769,152300,1502,1273,229,5765,22,215,5526,48,113,010601
Census Tract 106.02; Dallas County; Texas,36910,215700,881,435,446,3015,246,852,1904,48,113,010602
Census Tract 107.01; Dallas County; Texas,48225,-666666666,1948,541,1407,6615,283,817,5460,48,113,010701
Census Tract 107.04; Dallas County; Texas,42530,206200,1885,687,1198,6716,160,1874,4205,48,113,010704
Census Tract 108.04; Dallas County; Texas,37841,145500,1700,294,1406,5281,106,1331,3836,48,113,010804
Census Tract 108.05; Dallas County; Texas,52143,192100,1472,783,689,5241,337,1309,3507,48,113,010805
Census Tract 108.06; Dallas County; Texas,119342,304000,1292,1218,74,3684,965,838,1573,48,113,010806
Census Tract 108.07; Dallas County; Texas,53683,285500,1367,629,738,4975,279,1355,3264,48,113,010807
Census Tract 108.08; Dallas County; Texas,47393,160000,1309,501,808,3267,197,500,2507,48,113,010808
Census Tract 108.09; Dallas County; Texas,41053,157500,1864,978,886,5323,468,1287,3448,48,113,010809
Census Tract 109.03; Dallas County; Texas,37090,234700,1947,359,1588,4418,42,2425,1786,48,113,010903
Census Tract 109.04; Dallas County; Texas,48216,292300,1895,52,1843,4006,110,3009,810,48,113,010904
Census Tract 109.05; Dallas County; Texas,38353,-666666666,1413,0,1413,3212,83,2994,39,48,113,010905
Census Tract 109.06; Dallas County; Texas,58680,235700,1405,623,782,3479,46,1820,1613,48,113,010906
Census Tract 110.02; Dallas County; Texas,65789,239300,1444,1215,229,3666,332,2372,757,48,113,011002
Census Tract 110.03; Dallas County; Texas,59677,211100,1698,1566,132,4022,611,2072,1297,48,113,011003
Census Tract 110.04; Dallas County; Texas,57949,195600,994,391,603,2503,87,1595,809,48,113,011004
Census Tract 111.01; Dallas County; Texas,67964,225300,1625,1433,192,4552,174,3235,1098,48,113,011101
Census Tract 111.03; Dallas County; Texas,39186,158300,1152,734,418,3317,132,1215,1905,48,113,011103
Census Tract 111.04; Dallas County; Texas,42344,176700,1564,1069,495,5353,57,2783,2485,48,113,011104
Census Tract 111.05; Dallas County; Texas,43807,121900,1675,618,1057,5349,239,2610,2500,48,113,011105
Census Tract 112.01; Dallas County; Texas,62705,215800,1411,928,483,4319,385,1999,1786,48,113,011201
Census Tract 112.02; Dallas County; Texas,63661,200300,885,599,286,2569,107,1806,656,48,113,011202
Census Tract 113; Dallas County; Texas,49643,174100,1926,1440,486,5173,69,4012,955,48,113,011300
Census Tract 114.01; Dallas County; Texas,36888,110500,1932,824,1108,6111,151,4651,890,48,113,011401
Census Tract 115; Dallas County; Texas,28040,175000,1513,414,1099,4641,49,1946,2646,48,113,011500
Census Tract 116.01; Dallas County; Texas,48358,131000,1151,519,632,3841,332,1355,2125,48,113,011601
Census Tract 116.03; Dallas County; Texas,60404,-666666666,863,574,289,3506,99,352,2731,48,113,011603
Census Tract 116.04; Dallas County; Texas,62392,202800,1001,715,286,3381,154,531,2696,48,113,011604
Census Tract 117.01; Dallas County; Texas,58506,165600,1876,1495,381,6259,622,785,4806,48,113,011701
Census Tract 117.02; Dallas County; Texas,57607,141700,1607,1109,498,5639,413,684,4509,48,113,011702
Census Tract 118.01; Dallas County; Texas,56995,181600,1524,944,580,4873,216,1022,3635,48,113,011801
Census Tract 118.02; Dallas County; Texas,44976,188800,957,809,148,4068,223,221,3624,48,113,011802
Census Tract 119.01; Dallas County; Texas,54906,200600,1085,881,204,3581,246,711,2497,48,113,011901
Census Tract 119.02; Dallas County; Texas,64167,154300,1166,805,361,4432,376,332,3521,48,113,011902
Census Tract 120; Dallas County; Texas,36948,197400,3349,735,2614,10690,290,4397,5903,48,113,012000
Census Tract 121.01; Dallas County; Texas,46483,253800,1056,264,792,3236,96,1715,1425,48,113,012101
Census Tract 121.02; Dallas County; Texas,62237,159800,862,544,318,3160,206,732,2144,48,113,012102
Census Tract 122.06; Dallas County; Texas,103036,306400,1838,1637,201,5125,1199,2007,1796,48,113,012206
Census Tract 122.07; Dallas County; Texas,55520,276200,2553,933,1620,7094,432,2788,3666,48,113,012207
Census Tract 122.08; Dallas County; Texas,32721,-666666666,994,0,994,2587,96,897,1586,48,113,012208
Census Tract 122.09; Dallas County; Texas,115300,474100,1004,671,333,2208,1264,303,548,48,113,012209
Census Tract 122.10; Dallas County; Texas,46376,317700,1926,376,1550,4166,574,1662,1693,48,113,012210
Census Tract 122.11; Dallas County; Texas,39439,309300,1921,379,1542,4753,477,1531,2504,48,113,012211
Census Tract 122.12; Dallas County; Texas,71895,277300,1371,840,531,4748,830,350,3408,48,113,012212
Census Tract 122.13; Dallas County; Texas,87417,370000,963,876,87,2054,1295,22,595,48,113,012213
Census Tract 123.01; Dallas County; Texas,60317,219300,1477,824,653,4783,824,870,2952,48,113,012301
Census Tract 123.02; Dallas County; Texas,44176,223700,2609,926,1683,8885,1094,3152,4498,48,113,012302
Census Tract 124; Dallas County; Texas,77606,306300,2155,1718,437,4933,2842,97,1556,48,113,012400
Census Tract 125.01; Dallas County; Texas,91189,242000,1006,939,67,3151,282,69,2634,48,113,012501
Census Tract 125.02; Dallas County; Texas,58068,216000,1104,736,368,3507,863,120,2491,48,113,012502
Census Tract 126.01; Dallas County; Texas,54651,237200,1728,882,846,6339,638,821,4371,48,113,012601
Census Tract 126.03; Dallas County; Texas,102155,253400,588,506,82,1947,455,61,1377,48,113,012603
Census Tract 126.04; Dallas County; Texas,49922,304700,2492,304,2188,6798,939,3012,2760,48,113,012604
Census Tract 127.01; Dallas County; Texas,60776,172600,1995,1120,875,5634,1102,368,3616,48,113,012701
Census Tract 127.02; Dallas County; Texas,60855,225200,991,670,321,3054,798,245,2009,48,113,012702
Census Tract 128.01; Dallas County; Texas,80420,405500,971,718,253,2447,1020,99,1220,48,113,012801
Census Tract 128.02; Dallas County; Texas,130000,385500,2146,1586,560,5012,2738,144,1977,48,113,012802
Census Tract 129; Dallas County; Texas,144375,484300,1959,1542,417,4507,3083,90,980,48,113,012900
Census Tract 130.05; Dallas County; Texas,134519,452400,1777,1353,424,4690,3706,181,300,48,113,013005
Census Tract 130.07; Dallas County; Texas,89537,343500,1302,939,363,3126,1346,466,910,48,113,013007
Census Tract 130.08; Dallas County; Texas,127841,657500,1127,779,348,3095,1850,405,525,48,113,013008
Census Tract 130.09; Dallas County; Texas,100345,569000,1623,943,680,4759,2426,1491,326,48,113,013009
Census Tract 130.10; Dallas County; Texas,40125,296300,2558,161,2397,5189,779,1545,2628,48,113,013010
Census Tract 130.11; Dallas County; Texas,51406,397300,1836,92,1744,4681,371,1593,2439,48,113,013011
Census Tract 130.12; Dallas County; Texas,180293,528000,1097,886,211,2765,2214,60,255,48,113,013012
Census Tract 130.13; Dallas County; Texas,179330,694200,1559,1405,154,4571,3984,99,169,48,113,013013
Census Tract 131.01; Dallas County; Texas,233068,818200,1172,1062,110,2889,2548,5,203,48,113,013101
Census Tract 131.02; Dallas County; Texas,163214,803600,866,660,206,2019,1710,20,114,48,113,013102
Census Tract 131.04; Dallas County; Texas,150208,240600,1129,282,847,1903,1366,240,163,48,113,013104
Census Tract 131.06; Dallas County; Texas,65952,278100,964,344,620,1543,991,161,269,48,113,013106
Census Tract 131.07; Dallas County; Texas,50823,177600,2974,275,2699,4435,1508,1221,1444,48,113,013107
Census Tract 132.01; Dallas County; Texas,168837,918000,974,914,60,2244,1656,248,118,48,113,013201
Census Tract 132.02; Dallas County; Texas,88073,801300,3032,742,2290,4971,2379,1500,632,48,113,013202
Census Tract 133; Dallas County; Texas,250001,1602500,690,663,27,1855,1412,68,164,48,113,013300
Census Tract 134; Dallas County; Texas,250001,1159000,617,597,20,1788,1355,7,160,48,113,013400
Census Tract 135; Dallas County; Texas,250001,1066600,863,850,13,2600,2222,0,80,48,113,013500
Census Tract 136.05; Dallas County; Texas,178558,483300,1746,1658,88,5060,4109,102,444,48,113,013605
Census Tract 136.06; Dallas County; Texas,86871,499400,2352,1395,957,5559,3926,129,1346,48,113,013606
Census Tract 136.07; Dallas County; Texas,144313,607900,1369,1027,342,3436,2696,57,449,48,113,013607
Census Tract 136.08; Dallas County; Texas,144681,969500,1100,849,251,2563,1949,304,148,48,113,013608
Census Tract 136.09; Dallas County; Texas,89375,751300,1096,520,576,3486,1593,149,1450,48,113,013609
Census Tract 136.10; Dallas County; Texas,80053,381500,1480,984,496,3705,1778,181,1441,48,113,013610
Census Tract 136.11; Dallas County; Texas,137327,961500,1319,889,430,2693,2202,100,301,48,113,013611
Census Tract 136.15; Dallas County; Texas,60929,218500,2448,424,2024,5335,865,1272,2979,48,113,013615
Census Tract 136.17; Dallas County; Texas,153484,620400,1139,729,410,2736,1851,186,202,48,113,013617
Census Tract 136.18; Dallas County; Texas,71797,618100,1291,629,662,3080,1679,226,572,48,113,013618
Census Tract 136.19; Dallas County; Texas,153654,644000,1916,1612,304,4996,3754,43,802,48,113,013619
Census Tract 136.20; Dallas County; Texas,84672,206500,4149,740,3409,6736,2553,2209,1021,48,113,013620
Census Tract 136.21; Dallas County; Texas,70376,171500,2376,552,1824,4518,1431,1385,1110,48,113,013621
Census Tract 136.22; Dallas County; Texas,66371,242000,1766,445,1321,3113,1402,500,975,48,113,013622
Census Tract 136.24; Dallas County; Texas,80536,217600,2498,335,2163,4004,1283,1355,581,48,113,013624
Census Tract 136.25; Dallas County; Texas,62250,-666666666,1427,0,1427,3014,646,1347,649,48,113,013625
Census Tract 136.26; Dallas County; Texas,73971,-666666666,1472,33,1439,2833,715,838,920,48,113,013626
Census Tract 136.27; Dallas County; Texas,72375,255800,799,23,776,1653,520,256,675,48,113,013627
Census Tract 136.28; Dallas County; Texas,81794,481900,4234,342,3892,6562,2875,1093,1741,48,113,013628
Census Tract 136.29; Dallas County; Texas,59201,167600,1180,549,631,3166,862,476,1726,48,113,013629
Census Tract 136.30; Dallas County; Texas,60769,232400,1510,143,1367,2396,451,754,926,48,113,013630
Census Tract 136.31; Dallas County; Texas,53887,-666666666,725,0,725,1958,61,520,1110,48,113,013631
Census Tract 137.15; Dallas County; Texas,100984,245300,697,632,65,2206,460,0,1595,48,113,013715
Census Tract 137.16; Dallas County; Texas,94667,277600,1864,1377,487,5317,1843,470,2201,48,113,013716
Census Tract 137.17; Dallas County; Texas,65848,277000,928,367,561,2834,487,71,2055,48,113,013717
Census Tract 137.18; Dallas County; Texas,63694,261200,1187,311,876,4295,593,417,3128,48,113,013718
Census Tract 137.19; Dallas County; Texas,60227,323400,1884,798,1086,4491,1281,531,791,48,113,013719
Census Tract 137.20; Dallas County; Texas,74508,300300,1996,969,1027,5130,1422,314,2721,48,113,013720
Census Tract 137.21; Dallas County; Texas,117951,363500,2172,1935,237,5206,2525,618,1208,48,113,013721
Census Tract 137.22; Dallas County; Texas,63993,258200,2228,438,1790,4593,1345,1390,1656,48,113,013722
Census Tract 137.25; Dallas County; Texas,55723,409500,2027,277,1750,4233,1770,590,1669,48,113,013725
Census Tract 137.26; Dallas County; Texas,87898,470300,1404,689,715,2599,1380,146,860,48,113,013726
Census Tract 137.27; Dallas County; Texas,89831,432500,2113,574,1539,4133,1635,1016,945,48,113,013727
Census Tract 137.28; Dallas County; Texas,73556,239500,1388,593,795,5031,720,270,3811,48,113,013728
Census Tract 137.29; Dallas County; Texas,76974,227000,2699,1319,1380,7018,1806,215,4654,48,113,013729
Census Tract 138.04; Dallas County; Texas,92361,343900,1007,885,122,2674,1248,74,1171,48,113,013804
Census Tract 138.05; Dallas County; Texas,61829,-666666666,2461,0,2461,3991,1216,1085,1221,48,113,013805
Census Tract 138.06; Dallas County; Texas,78200,580900,2114,121,1993,4089,1652,827,797,48,113,013806
