GEOID,income_2013,home_val_2013,total_units_2013,owner_occ_2013,renter_occ_2013,pop_2013,white_2013,black_2013,hispanic_2013
48113011105,29968.0,75400.0,1281.0,418.0,863.0,3799.0,54.0,2715.0,1030.0
48113011200,40774.0,91100.0,2207.0,1635.0,572.0,6303.0,151.0,4868.0,1252.0
48113011300,36715.0,82800.0,1836.0,1282.0,554.0,4936.0,97.0,4645.0,145.0
48113011401,22399.0,58600.0,1605.0,573.0,1032.0,5299.0,116.0,4725.0,443.0
48113011500,15659.0,70700.0,693.0,247.0,446.0,2050.0,38.0,810.0,1202.0
48113011601,29727.0,59200.0,1347.0,704.0,643.0,4551.0,237.0,2268.0,2046.0
48113011602,36736.0,74000.0,1725.0,1128.0,597.0,6695.0,884.0,898.0,4913.0
48113011701,33829.0,83500.0,1789.0,1128.0,661.0,7433.0,543.0,1905.0,4963.0
48113011702,34094.0,75000.0,1298.0,982.0,316.0,4891.0,855.0,296.0,3691.0
48113011800,27917.0,76900.0,2465.0,1229.0,1236.0,9637.0,776.0,3365.0,5462.0
48113011900,40793.0,71700.0,2492.0,1772.0,720.0,9353.0,342.0,3180.0,5814.0
48113012000,32845.0,73800.0,2343.0,914.0,1429.0,7539.0,406.0,3541.0,3573.0
48113012100,35216.0,83600.0,1813.0,916.0,897.0,5919.0,349.0,2703.0,2726.0
48113012204,43291.0,143200.0,2365.0,1542.0,823.0,6260.0,2553.0,1701.0,1797.0
48113012206,61272.0,137700.0,1725.0,1383.0,342.0,4718.0,1019.0,2444.0,1129.0
48113012207,38981.0,136000.0,2480.0,965.0,1515.0,7466.0,483.0,3358.0,3439.0
48113012208,22442.0,,1001.0,0.0,1001.0,2889.0,253.0,946.0,1668.0
48113012209,52578.0,197900.0,1181.0,592.0,589.0,3236.0,1436.0,296.0,1463.0
48113012210,25820.0,158500.0,1699.0,308.0,1391.0,3891.0,745.0,1739.0,1361.0
48113012211,28677.0,108000.0,1661.0,273.0,1388.0,4313.0,477.0,1824.0,1863.0
48113012301,37926.0,84300.0,1420.0,871.0,549.0,4999.0,1075.0,436.0,3386.0
48113012302,18701.0,98700.0,2217.0,544.0,1673.0,7361.0,603.0,3085.0,3127.0
48113012400,66023.0,136500.0,2069.0,1688.0,381.0,5024.0,2532.0,349.0,1897.0
48113012500,44948.0,88100.0,2375.0,1747.0,628.0,7661.0,2208.0,439.0,4436.0
48113012601,45572.0,114700.0,1682.0,864.0,818.0,6289.0,498.0,885.0,3601.0
48113012603,34441.0,97300.0,682.0,518.0,164.0,2133.0,762.0,93.0,1200.0
48113012604,31195.0,133000.0,2416.0,313.0,2103.0,6374.0,1381.0,1897.0,2648.0
48113012701,40082.0,83100.0,1980.0,1162.0,818.0,6898.0,1533.0,421.0,4660.0
48113012702,41632.0,79400.0,1050.0,574.0,476.0,3247.0,902.0,145.0,2200.0
48113012800,58088.0,178200.0,3144.0,2279.0,865.0,7756.0,4169.0,345.0,3038.0
48113012900,76581.0,226500.0,2135.0,1537.0,598.0,4190.0,3309.0,220.0,623.0
48113013004,95313.0,285200.0,2502.0,2030.0,472.0,6203.0,5270.0,349.0,388.0
48113013005,81302.0,210700.0,1501.0,1268.0,233.0,3454.0,3050.0,9.0,279.0
48113013007,65110.0,161000.0,1159.0,773.0,386.0,3271.0,1475.0,452.0,736.0
48113013008,72213.0,328800.0,1341.0,900.0,441.0,3568.0,2326.0,307.0,454.0
48113013009,55972.0,258000.0,1654.0,918.0,736.0,4447.0,1980.0,1482.0,854.0
48113013010,27113.0,143600.0,1858.0,198.0,1660.0,5034.0,772.0,938.0,3063.0
48113013011,27978.0,158000.0,1877.0,63.0,1814.0,4617.0,322.0,1012.0,3259.0
48113013101,79620.0,445500.0,1133.0,926.0,207.0,2632.0,2320.0,9.0,130.0
48113013102,82981.0,347700.0,777.0,633.0,144.0,1624.0,1435.0,22.0,146.0
48113013104,61146.0,121500.0,539.0,381.0,158.0,1081.0,855.0,0.0,128.0
48113013105,30875.0,113500.0,3296.0,574.0,2722.0,6279.0,1986.0,1594.0,2454.0
48113013200,71371.0,587600.0,3424.0,1300.0,2124.0,6637.0,5168.0,225.0,659.0
48113013300,215221.0,674900.0,811.0,739.0,72.0,2299.0,1880.0,68.0,222.0
48113013400,143264.0,578700.0,795.0,743.0,52.0,2081.0,1877.0,13.0,85.0
48113013500,173500.0,642000.0,854.0,844.0,10.0,2404.0,2252.0,6.0,108.0
48113013605,110718.0,238900.0,2064.0,1902.0,162.0,5229.0,4545.0,85.0,379.0
48113013606,60066.0,243400.0,2556.0,1232.0,1324.0,6026.0,3000.0,1010.0,1844.0
48113013607,83519.0,281000.0,1262.0,946.0,316.0,3610.0,2759.0,140.0,655.0
48113013608,117446.0,449000.0,1001.0,940.0,61.0,2456.0,2243.0,47.0,124.0
48113013609,75121.0,413800.0,1279.0,584.0,695.0,3845.0,2266.0,408.0,1033.0
48113013610,75871.0,199100.0,1555.0,1067.0,488.0,4219.0,2078.0,367.0,1488.0
48113013611,100104.0,515300.0,1303.0,697.0,606.0,2383.0,2028.0,64.0,173.0
48113013615,30272.0,168900.0,2180.0,246.0,1934.0,4980.0,886.0,1144.0,2744.0
48113013616,58063.0,259000.0,3473.0,220.0,3253.0,5564.0,2927.0,747.0,1407.0
48113013617,79276.0,239700.0,1270.0,859.0,411.0,2906.0,2108.0,60.0,392.0
48113013618,99803.0,308200.0,965.0,665.0,300.0,2424.0,1940.0,32.0,213.0
48113013619,121581.0,299300.0,2047.0,1754.0,293.0,4855.0,3824.0,156.0,396.0
48113013620,55286.0,113500.0,2622.0,505.0,2117.0,4280.0,2614.0,862.0,509.0
48113013621,44162.0,116800.0,2009.0,404.0,1605.0,3892.0,1661.0,1176.0,914.0
48113013622,49841.0,404800.0,1633.0,321.0,1312.0,3239.0,1553.0,443.0,820.0
48113013623,40425.0,103300.0,3294.0,626.0,2668.0,6164.0,1856.0,1622.0,2294.0
48113013624,50882.0,110600.0,2096.0,179.0,1917.0,3406.0,1183.0,734.0,808.0
48113013625,31957.0,,1240.0,0.0,1240.0,3041.0,406.0,723.0,1765.0
48113013626,48601.0,,1484.0,0.0,1484.0,3315.0,962.0,313.0,1728.0
48113013711,36439.0,112500.0,810.0,145.0,665.0,3064.0,616.0,246.0,2033.0
48113013712,63281.0,121400.0,669.0,584.0,85.0,2391.0,944.0,35.0,1397.0
48113013713,30140.0,110000.0,518.0,36.0,482.0,2111.0,223.0,27.0,1772.0
48113013714,47904.0,110700.0,1631.0,1077.0,554.0,6340.0,1310.0,37.0,4965.0
48113013715,56250.0,115700.0,661.0,598.0,63.0,2387.0,641.0,27.0,1611.0
48113013716,56883.0,140300.0,1605.0,1250.0,355.0,4727.0,2118.0,220.0,1841.0
48113013717,51689.0,131200.0,760.0,286.0,474.0,2629.0,580.0,28.0,1844.0
48113013718,36996.0,113700.0,1391.0,432.0,959.0,4749.0,502.0,508.0,3449.0
48113013719,56888.0,180400.0,1340.0,555.0,785.0,3761.0,1453.0,182.0,845.0
48113013720,56989.0,126400.0,1949.0,1255.0,694.0,5733.0,1834.0,371.0,3043.0
48113013721,97500.0,188900.0,2420.0,2213.0,207.0,6009.0,3673.0,309.0,1027.0
48113013722,54230.0,141300.0,1875.0,427.0,1448.0,3530.0,1793.0,612.0,657.0
48113013725,44206.0,170300.0,1804.0,306.0,1498.0,4277.0,1364.0,754.0,1849.0
48113013726,69479.0,275700.0,1488.0,682.0,806.0,3478.0,1690.0,296.0,1313.0
48113013727,62028.0,226600.0,1786.0,564.0,1222.0,3070.0,1735.0,665.0,506.0
48113013803,66534.0,191700.0,2299.0,1888.0,411.0,5625.0,3685.0,157.0,1487.0
48113013804,58958.0,172000.0,1197.0,941.0,256.0,3009.0,1882.0,36.0,949.0
48113013805,31223.0,,1449.0,21.0,1428.0,2956.0,846.0,372.0,1453.0
48113013806,70133.0,296900.0,1721.0,71.0,1650.0,2996.0,1639.0,287.0,436.0
48113013901,48712.0,99700.0,930.0,644.0,286.0,3225.0,793.0,57.0,2261.0
48113013902,49811.0,126800.0,1395.0,1090.0,305.0,4061.0,2226.0,0.0,1747.0
48113014001,66494.0,157500.0,1396.0,1174.0,222.0,4223.0,2417.0,158.0,1402.0
48113014002,56034.0,39000.0,90.0,57.0,33.0,129.0,114.0,0.0,15.0
48113014103,27773.0,,1238.0,6.0,1232.0,3283.0,552.0,1112.0,1191.0
48113014113,57616.0,160700.0,2049.0,428.0,1621.0,4625.0,1115.0,1508.0,1370.0
48113014114,34161.0,,1511.0,49.0,1462.0,3006.0,486.0,762.0,1216.0
48113014115,60150.0,120200.0,2211.0,1515.0,696.0,7624.0,2335.0,809.0,3729.0
48113014116,37180.0,237900.0,1989.0,77.0,1912.0,3899.0,921.0,1399.0,765.0
48113014119,106525.0,211600.0,1447.0,1387.0,60.0,4076.0,3146.0,32.0,293.0
48113014120,112159.0,244800.0,1713.0,1575.0,138.0,4974.0,3728.0,101.0,437.0
48113014121,72773.0,289100.0,2631.0,569.0,2062.0,5456.0,2904.0,799.0,571.0
48113014123,134875.0,315000.0,1945.0,1865.0,80.0,6059.0,3674.0,155.0,701.0
48113014124,154821.0,373300.0,1441.0,1248.0,193.0,4138.0,2008.0,229.0,617.0
48113014126,112813.0,269900.0,1895.0,1670.0,225.0,5956.0,3881.0,110.0,772.0
48113014127,69212.0,344500.0,3375.0,1370.0,2005.0,8062.0,1997.0,1145.0,393.0
48113014128,70529.0,215200.0,1551.0,858.0,693.0,3396.0,1490.0,440.0,355.0
48113014129,90250.0,316500.0,1882.0,531.0,1351.0,5317.0,1587.0,401.0,180.0
48113014130,84097.0,238200.0,1845.0,1045.0,800.0,4126.0,1222.0,291.0,646.0
48113014131,50970.0,154800.0,2075.0,357.0,1718.0,4343.0,1613.0,1584.0,283.0
48113014132,72121.0,235000.0,1030.0,376.0,654.0,2313.0,825.0,483.0,158.0
48113014133,43721.0,163000.0,2035.0,216.0,1819.0,4184.0,1239.0,1550.0,699.0
48113014134,131964.0,244700.0,1304.0,1032.0,272.0,4005.0,2335.0,104.0,386.0
48113014135,86875.0,354000.0,1652.0,841.0,811.0,4497.0,2937.0,127.0,661.0
48113014136,60292.0,,2851.0,37.0,2814.0,5659.0,1630.0,1706.0,595.0
48113014137,80025.0,456800.0,1817.0,411.0,1406.0,3634.0,1367.0,331.0,468.0
48113014138,82500.0,384400.0,1908.0,567.0,1341.0,3774.0,1864.0,191.0,316.0
48113014203,50677.0,120600.0,1167.0,737.0,430.0,3460.0,1565.0,522.0,1258.0
48113014204,35179.0,137300.0,557.0,160.0,397.0,2092.0,1061.0,282.0,357.0
48113014205,134417.0,343100.0,621.0,592.0,29.0,1492.0,954.0,52.0,129.0
48113014206,70250.0,152500.0,2620.0,90.0,2530.0,3862.0,1677.0,566.0,732.0
48113014302,46875.0,112000.0,2259.0,1425.0,834.0,7039.0,3093.0,278.0,3461.0
48113014306,46250.0,104600.0,1610.0,1055.0,555.0,5444.0,1455.0,407.0,3437.0
48113014307,56954.0,135900.0,1863.0,1033.0,830.0,4143.0,2490.0,513.0,684.0
48113014308,35541.0,163900.0,1377.0,255.0,1122.0,4232.0,694.0,543.0,2599.0
48113014309,27035.0,96300.0,1727.0,123.0,1604.0,5189.0,646.0,1360.0,2472.0
48113014310,51595.0,118000.0,1807.0,931.0,876.0,4447.0,1303.0,1205.0,1434.0
48113014311,72890.0,168800.0,1855.0,57.0,1798.0,4775.0,476.0,355.0,485.0
48113014312,66272.0,546500.0,2573.0,573.0,2000.0,5383.0,1996.0,822.0,867.0
48113014403,42115.0,32500.0,1691.0,45.0,1646.0,3899.0,838.0,1202.0,1481.0
48113014405,40688.0,107500.0,1176.0,603.0,573.0,3541.0,843.0,98.0,2475.0
48113014406,45098.0,115800.0,1482.0,805.0,677.0,4700.0,1421.0,162.0,2977.0
48113014407,36913.0,114800.0,1882.0,348.0,1534.0,4724.0,931.0,990.0,2522.0
48113014408,44737.0,160800.0,1669.0,808.0,861.0,4250.0,964.0,1122.0,1800.0
48113014501,71029.0,118700.0,1050.0,826.0,224.0,3530.0,1337.0,169.0,1960.0
48113014502,41523.0,149100.0,1365.0,596.0,769.0,4543.0,1594.0,83.0,2711.0
48113014601,43693.0,154200.0,667.0,370.0,297.0,2217.0,974.0,28.0,1203.0
48113014602,33712.0,107800.0,1402.0,450.0,952.0,4863.0,749.0,243.0,3547.0
48113014603,28750.0,112900.0,437.0,179.0,258.0,1650.0,349.0,74.0,1148.0
48113014701,30346.0,80600.0,1437.0,574.0,863.0,4386.0,556.0,279.0,3315.0
48113014702,29605.0,124700.0,1174.0,432.0,742.0,4195.0,867.0,49.0,3215.0
48113014703,35430.0,145800.0,602.0,236.0,366.0,1661.0,372.0,42.0,1186.0
48113014901,41250.0,98100.0,384.0,130.0,254.0,1634.0,260.0,23.0,1325.0
48113014902,26993.0,101600.0,786.0,317.0,469.0,2289.0,544.0,159.0,1554.0
48113015000,36326.0,107200.0,2470.0,1442.0,1028.0,8104.0,1889.0,357.0,5617.0
48113015100,43275.0,109900.0,2105.0,1489.0,616.0,6868.0,2165.0,393.0,3864.0
48113015202,39917.0,105000.0,1075.0,392.0,683.0,4110.0,545.0,99.0,3397.0
48113015204,54693.0,113200.0,2277.0,1709.0,568.0,7591.0,3335.0,0.0,3818.0
48113015205,36974.0,92100.0,1158.0,561.0,597.0,3538.0,729.0,59.0,2727.0
48113015206,57045.0,108900.0,1254.0,968.0,286.0,3721.0,1554.0,265.0,1886.0
48113015303,30714.0,31000.0,602.0,436.0,166.0,2188.0,511.0,81.0,1473.0
48113015304,37448.0,45300.0,1099.0,987.0,112.0,3446.0,1164.0,9.0,1953.0
48113015305,47546.0,109800.0,1364.0,911.0,453.0,4445.0,1437.0,472.0,2241.0
48113015306,62955.0,144200.0,1768.0,1221.0,547.0,5167.0,2119.0,516.0,1238.0
48113015401,61593.0,153400.0,2617.0,1381.0,1236.0,6371.0,3516.0,1071.0,1445.0
48113015403,33958.0,113100.0,1203.0,436.0,767.0,3169.0,905.0,341.0,1912.0
48113015404,35719.0,63500.0,1361.0,449.0,912.0,4313.0,751.0,593.0,2938.0
48113015500,36275.0,106500.0,1263.0,510.0,753.0,3920.0,938.0,182.0,2710.0
48113015600,37375.0,65000.0,1495.0,946.0,549.0,5311.0,675.0,132.0,4488.0
48113015700,44188.0,70300.0,635.0,405.0,230.0,2444.0,524.0,110.0,1785.0
48113015800,35848.0,68100.0,643.0,468.0,175.0,2348.0,355.0,0.0,1979.0
48113015900,38929.0,88800.0,1290.0,429.0,861.0,4056.0,846.0,790.0,2384.0
48113016001,42799.0,70900.0,1293.0,755.0,538.0,4718.0,1396.0,140.0,3134.0
48113016002,29226.0,86600.0,771.0,355.0,416.0,2854.0,349.0,135.0,2363.0
48113016100,30534.0,108700.0,1548.0,584.0,964.0,3840.0,965.0,1740.0,1102.0
48113016201,42774.0,94500.0,1205.0,771.0,434.0,4789.0,1163.0,707.0,2855.0
48113016202,36425.0,104600.0,2367.0,1119.0,1248.0,7529.0,2762.0,483.0,4178.0
48113016301,56113.0,114400.0,1759.0,1466.0,293.0,6617.0,908.0,873.0,4339.0
48113016302,40179.0,90400.0,549.0,345.0,204.0,1991.0,512.0,74.0,1220.0
48113016401,77276.0,120200.0,2625.0,2442.0,183.0,9774.0,2660.0,2112.0,4337.0
48113016406,46528.0,92400.0,1501.0,850.0,651.0,4711.0,1098.0,804.0,2562.0
48113016407,37259.0,91900.0,2224.0,998.0,1226.0,7379.0,1389.0,853.0,4882.0
48113016408,49318.0,99700.0,2422.0,1785.0,637.0,6534.0,1692.0,1102.0,3302.0
48113016409,92548.0,158500.0,1173.0,1143.0,30.0,3249.0,1325.0,687.0,874.0
48113016410,87518.0,147200.0,1521.0,1418.0,103.0,5310.0,2023.0,1069.0,1558.0
48113016411,71600.0,120500.0,2854.0,2358.0,496.0,8936.0,2988.0,2027.0,3250.0
48113016412,99182.0,185000.0,1358.0,1314.0,44.0,4069.0,1418.0,995.0,906.0
48113016413,75572.0,172500.0,2233.0,1691.0,542.0,6897.0,2208.0,1697.0,2213.0
48113016502,52200.0,95900.0,2264.0,1448.0,816.0,6928.0,2146.0,1106.0,3572.0
48113016509,59236.0,127200.0,1960.0,1471.0,489.0,5721.0,2098.0,2174.0,1272.0
48113016510,61039.0,126800.0,3855.0,3029.0,826.0,12433.0,1755.0,5318.0,4816.0
48113016511,43662.0,96800.0,1378.0,980.0,398.0,3513.0,752.0,1616.0,1057.0
48113016513,84550.0,166300.0,1865.0,1719.0,146.0,5186.0,2087.0,1805.0,861.0
48113016514,82785.0,130300.0,2487.0,1923.0,564.0,7369.0,1755.0,4020.0,1313.0
48113016516,47163.0,90500.0,1725.0,1047.0,678.0,5553.0,1167.0,1085.0,3097.0
48113016517,42296.0,95900.0,1607.0,841.0,766.0,4386.0,1309.0,1421.0,1624.0
48113016518,60815.0,101500.0,1710.0,1111.0,599.0,5328.0,1695.0,1310.0,2215.0
48113016519,70238.0,142200.0,766.0,715.0,51.0,2250.0,1077.0,376.0,773.0
48113016520,43859.0,94700.0,2046.0,1040.0,1006.0,6795.0,840.0,2204.0,3325.0
48113016521,43180.0,111800.0,1523.0,640.0,883.0,5263.0,1787.0,2389.0,929.0
48113016522,54368.0,119800.0,1183.0,844.0,339.0,3383.0,1804.0,629.0,870.0
48113016523,111413.0,273300.0,1528.0,1360.0,168.0,4236.0,2100.0,1242.0,575.0
48113016605,25195.0,69200.0,2706.0,416.0,2290.0,7182.0,1030.0,4336.0,1757.0
48113016606,56700.0,110200.0,2710.0,1554.0,1156.0,6962.0,1436.0,3515.0,1928.0
48113016607,27144.0,,1631.0,0.0,1631.0,3128.0,196.0,2482.0,282.0
48113016610,36725.0,118500.0,1932.0,1059.0,873.0,4385.0,576.0,3469.0,275.0
48113016611,63886.0,120000.0,2189.0,1388.0,801.0,6120.0,1132.0,4291.0,629.0
48113016612,84421.0,163000.0,4260.0,3864.0,396.0,13098.0,1509.0,9886.0,1522.0
48113016615,56906.0,110700.0,1255.0,914.0,341.0,4066.0,872.0,2615.0,513.0
48113016616,66875.0,127100.0,1763.0,1460.0,303.0,5580.0,1499.0,2779.0,1090.0
48113016617,92283.0,191200.0,1692.0,1519.0,173.0,5227.0,1138.0,3287.0,513.0
48113016618,48636.0,127300.0,1664.0,995.0,669.0,4352.0,1151.0,2563.0,438.0
48113016619,42434.0,113900.0,1509.0,609.0,900.0,3867.0,632.0,2436.0,577.0
48113016620,67042.0,129300.0,1969.0,1518.0,451.0,5113.0,1406.0,3223.0,396.0
48113016621,46637.0,104100.0,1760.0,1103.0,657.0,5351.0,707.0,3379.0,1107.0
48113016622,52430.0,121000.0,1190.0,766.0,424.0,3945.0,584.0,2896.0,407.0
48113016623,70791.0,154200.0,1831.0,1356.0,475.0,5671.0,965.0,3199.0,1314.0
48113016624,71065.0,121400.0,1171.0,929.0,242.0,3358.0,591.0,1982.0,686.0
48113016625,64540.0,148000.0,3194.0,2014.0,1180.0,8999.0,1106.0,6421.0,958.0
48113016626,46293.0,95300.0,1666.0,883.0,783.0,5015.0,1007.0,2262.0,1207.0
48113016701,29614.0,75600.0,2079.0,1620.0,459.0,6045.0,48.0,5873.0,111.0
48113016703,47934.0,110400.0,3055.0,1908.0,1147.0,10532.0,1361.0,6094.0,2905.0
48113016704,47310.0,79200.0,1385.0,901.0,484.0,3890.0,421.0,2670.0,740.0
48113016705,47436.0,107200.0,2410.0,1451.0,959.0,6578.0,654.0,4586.0,1182.0
48113016802,67331.0,144200.0,1181.0,980.0,201.0,3066.0,754.0,1604.0,679.0
48113016803,53329.0,89700.0,2229.0,1539.0,690.0,6612.0,1397.0,3473.0,1677.0
48113016804,59467.0,105400.0,2707.0,1796.0,911.0,8019.0,380.0,6387.0,975.0
48113016902,34786.0,68600.0,1382.0,1100.0,282.0,6447.0,1578.0,2530.0,2247.0
48113016903,41129.0,61000.0,1542.0,1060.0,482.0,4767.0,1344.0,1070.0,2309.0
48113017001,46892.0,79300.0,2340.0,1694.0,646.0,9176.0,4224.0,1998.0,2656.0
48113017003,34048.0,81200.0,3234.0,2252.0,982.0,9508.0,4164.0,1199.0,3972.0
48113017004,34427.0,33900.0,2375.0,1527.0,848.0,8411.0,2250.0,597.0,5556.0
48113017101,35295.0,79800.0,1455.0,1069.0,386.0,4673.0,1532.0,741.0,2372.0
48113017102,38523.0,77300.0,1483.0,1140.0,343.0,4897.0,992.0,1113.0,2756.0
48113017201,31352.0,72700.0,1767.0,709.0,1058.0,5706.0,1130.0,1245.0,3192.0
48113017202,35926.0,91000.0,2971.0,1213.0,1758.0,9261.0,2028.0,2687.0,4368.0
48113017301,51182.0,84300.0,1673.0,1250.0,423.0,5704.0,2020.0,1160.0,2464.0
48113017303,62500.0,108100.0,2478.0,2184.0,294.0,7825.0,3078.0,2220.0,2343.0
48113017304,94757.0,153700.0,2769.0,2465.0,304.0,9868.0,3294.0,2726.0,3050.0
48113017305,72213.0,142100.0,3013.0,2613.0,400.0,9913.0,3257.0,3900.0,2087.0
48113017306,60679.0,128500.0,2272.0,1921.0,351.0,7296.0,1972.0,2709.0,2318.0
48113017400,49529.0,98600.0,1797.0,1187.0,610.0,5689.0,2800.0,1003.0,1862.0
48113017500,62719.0,124500.0,1448.0,1148.0,300.0,4074.0,2261.0,899.0,825.0
48113017602,53661.0,79600.0,1299.0,1042.0,257.0,4431.0,1199.0,996.0,2222.0
48113017604,40365.0,74300.0,972.0,499.0,473.0,3619.0,976.0,588.0,1996.0
48113017605,38245.0,73100.0,1107.0,807.0,300.0,4156.0,134.0,1452.0,2557.0
48113017606,40945.0,99100.0,1330.0,855.0,475.0,4430.0,1175.0,962.0,2145.0
48113017702,53814.0,122000.0,2770.0,1800.0,970.0,8432.0,3426.0,2436.0,2085.0
48113017703,32639.0,65500.0,1483.0,597.0,886.0,4513.0,1099.0,849.0,2532.0
48113017704,40867.0,68800.0,1832.0,873.0,959.0,5614.0,2229.0,1139.0,2083.0
48113017804,38177.0,95300.0,2453.0,1064.0,1389.0,6523.0,2687.0,1317.0,2432.0
48113017805,42058.0,105500.0,2300.0,1208.0,1092.0,6519.0,1895.0,2147.0,2233.0
48113017806,38422.0,85100.0,1563.0,855.0,708.0,4571.0,1797.0,647.0,1997.0
48113017807,38638.0,103100.0,2150.0,660.0,1490.0,5728.0,2497.0,523.0,2613.0
48113017808,62990.0,145400.0,1702.0,1159.0,543.0,4299.0,2633.0,589.0,723.0
48113017811,57179.0,112300.0,1594.0,1141.0,453.0,4338.0,2294.0,364.0,1341.0
48113017812,64213.0,117000.0,757.0,494.0,263.0,2227.0,1431.0,259.0,338.0
48113017813,44882.0,112300.0,2459.0,650.0,1809.0,5768.0,1901.0,1376.0,1731.0
48113017814,64844.0,142900.0,2005.0,1125.0,880.0,5570.0,2748.0,911.0,1069.0
