GEOID,DISTRICT_NUM,south_of_i30,population,median_income,pct_black,pct_hispanic,pct_nonwhite,ami_ratio,below_80_ami,cip_per_capita,cip_per_capita_raw,cip_outlier,investment_gap,log_cip,log_income,holc_grade,holc_d,cip_drainage_share,cip_econdev_share,cip_parks_share,cip_streets_share
48113001001,14,0,1656,150688,3.1,8.3,11.4,1.5376326530612245,0,960.6623024151444,960.6623024151444,0,786.088809050375,6.868663352047305,11.922966753043282,B,0,0.11223589939386747,0.0,0.0,0.8877641006061325
48113001002,14,0,2049,128000,0.4,25.7,26.1,1.3061224489795917,0,960.6623024151443,960.6623024151443,0,755.1456573514695,6.868663352047305,11.759785542901755,C,0,0.11223589939386747,0.0,0.0,0.8877641006061325
48113001102,14,0,2677,163813,0.6,7.2,7.8,1.671561224489796,0,960.6623024151445,960.6623024151445,0,800.0759596453377,6.868663352047305,12.00648081233123,B,0,0.11223589939386747,0.0,0.0,0.8877641006061325
48113001204,2,0,1770,62782,1.4,88.5,89.9,0.6406326530612245,1,1040.958324365362,1040.958324365362,0,621.9507972373576,6.948857225702866,11.0474236871679,C,0,0.2744964945778619,0.0,0.010918564247938387,0.7145849411741997
48113001301,14,0,2696,93398,4.9,33.1,38.0,0.9530408163265306,0,960.6623024151444,960.6623024151444,0,679.0060510162882,6.868663352047305,11.444625210711436,B,0,0.11223589939386747,0.0,0.0,0.8877641006061325
48113001302,14,0,2824,72031,37.6,18.7,56.3,0.7350102040816326,1,960.6623024151443,960.6623024151443,0,595.4566191933318,6.868663352047305,11.184851860891301,C,0,0.11223589939386747,0.0,0.0,0.8877641006061325
48113001400,14,0,2891,67500,13.1,38.2,51.3,0.6887755102040817,1,960.6623024151442,960.6623024151442,0,570.9418495536572,6.868663352047305,11.119882876860622,A,0,0.11223589939386747,0.0,0.0,0.8877641006061325
48113001101,14,0,3866,156724,2.0,13.4,15.4,1.5992244897959185,0,960.6623024151444,960.6623024151444,0,792.812256677731,6.868663352047305,11.962241575518846,B,0,0.11223589939386747,0.0,0.0,0.8877641006061325
48113001502,2,0,2621,49663,15.8,47.1,62.900000000000006,0.506765306122449,1,1040.958324365362,1040.958324365362,0,511.26558393183245,6.948857225702866,10.813015468030894,C,0,0.2744964945778619,0.0,0.010918564247938387,0.7145849411741997
48113001503,2,0,1855,50662,22.8,21.1,43.900000000000006,0.5169591836734694,1,1040.9583243653617,1040.9583243653617,0,521.7105534887605,6.948857225702865,10.832931401655195,C,0,0.2744964945778619,0.0,0.010918564247938387,0.7145849411741997
